Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
虫,むし,"1. insect, bug, cricket, moth<br>2. worm, roundworm<br>3. one's emotions, one's feelings<br>4. nervousness, fretfulness<br>5. person devoted to one thing, single-minded person<br>6. valve core<br>7. mushi (type of game played with a stripped deck)",N4,5,キャンプは却下 <b>虫</b>に食われる,"Camp is rejected, eaten by insects","S01E04, S01E06, S01E07"
気分,きぶん,"1. feeling, mood",N4,5,今日は さすがに<b>気分</b>を変えるか,Are you sure you want to change your mood today?,"S01E04, S01E07, S01E10, S01E12"
遭う,あう,"1. to meet, to encounter, to see<br>2. to have an accident, to have a bad experience",N2,5,自分は痴漢に<b>遭う</b>美少女とでも,I thought I was a beautiful girl being molested.,"S01E04, S01E06"
枚,まい,1. counter for flat objects (e.g. sheets of paper)<br>2. counter for positions or roles<br>3. counter for food portions (now only gyōza and soba)<br>4. counter for ranking level,N1,5,１<b>枚</b>切るごとに 屈伸等の,"Each time you cut a piece, it bends and stretches.","S01E04, S01E05, S01E11"
バレ,バレル,"1. barrel<br>2. Baler, Burrell<br>3. Barrel (unit)",Unlabeled,5,ない！ 家族<b>バレ</b>は厳禁だ,do not have! Family members are strictly prohibited,"S01E04, S01E08, S01E10"
眠たい,ねむたい,"1. sleepy, drowsy",N1,5,何か ものすごく<b>眠たく</b>なって…,Something makes me feel really sleepy...,S01E04
気持ち,きもち,"1. feeling, sensation, mood, state of mind<br>2. preparedness, readiness, attitude<br>3. thought, sentiment, consideration, solicitude, gratitude<br>4. slightly, a bit, a little",N4,5,お前たちが浮かれる<b>気持ち</b>も,The feeling that you guys are floating too,"S01E05, S01E06, S01E07, S01E09, S01E12"
ポーズ,ポーズ,1. pose<br>2. pause,N1,5,かわいい<b>ポーズ</b>でキメようね！,Let's do some cute poses!,S01E05
大会,たいかい,"1. mass meeting, convention, rally, conference, assembly, gathering<br>2. tournament, competition, contest, meet<br>3. grand event",N3,5,これなら花火<b>大会</b>に行く相手だって,"If this is the person you want to go to the fireworks festival with,",S01E06
ホルモン,ホルモン,1. hormone<br>2. cows' or pigs' offal (entrails),Unlabeled,5,<b>ホルモン</b>の過剰分泌とかで―,Due to excessive secretion of hormones...,S01E06
マックス,マックス,"1. maximum, max<br>2. mux (multiplexor)",Unlabeled,5,今日のあなたの運気は<b>マックス</b>！,Your luck today is at its max!,S01E06
ひどい,ひどい,"1. cruel, heartless, hard, harsh, severe<br>2. violent, intense, strong, heavy, extreme<br>3. very bad, terrible, awful<br>4. excessive, exorbitant, unreasonable, outrageous, unfair, unjust",N4,5,<b>ひどい</b>目に遭った,I had a terrible experience,"S01E06, S01E07, S01E08"
いろんな,いろんな,1. various,Unlabeled,5,<b>いろんな</b>恋愛しないとダメだな,It's no good if you don't have various kinds of love.,"S01E06, S01E08, S01E09"
うるさい,うるさい,"1. noisy, loud<br>2. annoying, troublesome, tiresome, persistent, importunate<br>3. fussy, finicky, picky, particular, nagging, fastidious, bossy<br>4. shut up!, be quiet!",N3,5,周りに <b>うるさい</b>ヤツ いなかったし,There were no noisy people around.,"S01E06, S01E10, S01E12"
者,もの,1. person,N3,5,ドアから被害<b>者</b>が顔を出すのを,I saw the victim peeking out of the door.,"S01E06, S01E07, S01E11, S01E12"
楽しみ,たのしみ,"1. enjoyment, pleasure, diversion, amusement, hobby<br>2. anticipation, looking forward to",N4,5,ずっと<b>楽しみ</b>にしてたのに,I've been looking forward to it for a long time,"S01E06, S01E09, S01E11"
服,ふく,"1. clothes (esp. Western clothes)<br>2. counter for doses of medicine, gulps of tea, drags of a cigarette, etc.",N5,5,まずは<b>服</b>だ,"First of all, clothes","S01E06, S01E08, S01E09"
セリフ,セリフ,1. serif,Unlabeled,5,“あなたがリクエストした<b>セリフ</b>を,“The line you requested,S01E07
コス,コス,"1. cosplay (dressing in costume, esp. as a manga character, etc.)",Unlabeled,5,じゃあ <b>コス</b>プレは？,So what about cosplay?,"S01E10, S01E11"
プレ,プレ,1. pre-,Unlabeled,5,じゃあ コス<b>プレ</b>は？,So what about cosplay?,"S01E10, S01E11"
年間,ねんかん,1. (period of) a year<br>2. during an era,N3,4,中学３<b>年間</b>で,in 3 years of junior high school,S01E01
教科書,きょうかしょ,"1. textbook, coursebook, schoolbook",N3,4,ない！ <b>教科書</b>がない！,do not have! There are no textbooks!,"S01E01, S01E03"
忘れる,わすれる,"1. to forget, to leave carelessly, to be forgetful of, to forget about, to forget (an article)",N5,4,悪い 教科書 <b>忘れ</b>ちゃってさ,Too bad I forgot my textbook,"S01E01, S01E05, S01E12"
内,うち,"1. inside, within<br>2. while (e.g. one is young), during, within (e.g. a day), in the course of<br>3. among, amongst, (out) of, between<br>4. in (secret, chaos, poverty, etc.), amidst, with (e.g. success)<br>5. within oneself, one's feelings, inner thoughts<br>6. we, our company, our organization<br>7. one's home, one's family<br>8. my spouse, my husband, my wife<br>9. signed on behalf of (husband's name) by his wife<br>10. I, me<br>11. imperial palace grounds<br>12. emperor",N3,4,脳<b>内</b>では響き渡っていたのだが,It was echoing in my head,"S01E01, S01E02, S01E12"
つう,つう,"1. authority, expert, connoisseur, well-informed person<br>2. counter for messages, letters, notes, documents, etc.<br>3. understanding (esp. of male-female relations), tact, insight<br>4. supernatural powers, magical powers",Unlabeled,4,ちょっと待て <b>つう</b>か これ,"Wait a minute, is this it?","S01E01, S01E03"
くい,くい,"1. regret, repentance",Unlabeled,4,ついでにエロ<b>く</b>見えたら負けな画像,"By the way, if the image looks erotic, then it's a loss.","S01E01, S01E02, S01E08, S01E09"
クズ,くず,"1. kudzu (Pueraria montana), Japanese arrowroot<br>2. Chinese moonseed (Sinomenium acutum)",Unlabeled,4,人に風邪もうつせなかった<b>クズ</b>が！,The scum that couldn't give anyone a cold!,"S01E01, S01E03, S01E11"
送る,おくる,"1. to send (a thing), to dispatch, to despatch, to transmit<br>2. to take or escort (a person somewhere), to see off (a person)<br>3. to bid farewell (to the departed), to bury<br>4. to spend (time), to live one's life<br>5. to pass (down the line)<br>6. to affix okurigana",N4,4,充実した女子高生生活を<b>送る</b>！,Live a fulfilling high school life!,"S01E01, S01E02, S01E07, S01E09"
やはり,やはり,"1. as expected, sure enough, just as one thought<br>2. after all (is said and done), in the end, as one would expect, in any case<br>3. too, also, as well, likewise, (not) either<br>4. still, as before<br>5. all the same, even so, still, nonetheless",N4,4,ここは <b>やはり</b> 基本に立ち返り,Here we go back to basics,"S01E01, S01E08"
せい,せい,"1. system, organization, organisation, imperial command, laws, regulation, control, government, suppression, restraint, holding back, establishment",Unlabeled,4,くだらないことをしてた<b>せい</b>で,Because I was doing something stupid,"S01E01, S01E04, S01E08"
さえ,さえ,"1. even<br>2. (if) only, just, as long as<br>3. besides, on top of that, what's more",Unlabeled,4,この目<b>さえ</b> どうにかすれば―,If only I could do something about these eyes...,"S01E01, S01E03, S01E04"
落ち着ける,おちつける,"1. to quiet, to calm down, to compose oneself, to settle down",Unlabeled,4,悪かったから <b>落ち着け</b>,"It's bad, calm down","S01E01, S01E02, S01E05"
嫌,いや,"1. disagreeable, detestable, unpleasant, reluctant",N5,4,足りないと<b>嫌</b>でしょ？,"You don’t like it when you don’t have enough, right?","S01E01, S01E05, S01E07, S01E08"
チャラ,チャラ,"1. cancelling (a debt), forgiving (a debt), being even<br>2. forgetting (what was said or done), pretending (something never happened)",Unlabeled,4,<b>チャラ</b>男とバカ女どもが,Foolish men and foolish women,"S01E01, S01E05, S01E07, S01E08"
更に,さらに,"1. furthermore, again, after all, more and more, moreover, even more",N3,4,<b>更に</b>密室をいいことに,Even better in a closed room,"S01E01, S01E07, S01E11"
エロ,エロ,"1. erotic, pornographic, obscene<br>2. perverted, horny, dirty",Unlabeled,4,どうせ <b>エロ</b>いものとか,Something erotic anyway,"S01E01, S01E05, S01E09, S01E11"
はあ,はあ,"1. yes, indeed, well<br>2. ha!<br>3. what?, huh?<br>4. sigh",N3,4,<b>はあ</b>ああっ！,Haaaaaaaaaa!,"S01E01, S01E06, S01E07"
ってか,ってか,"1. or rather (say), or better (say), or perhaps I should say, or, how should I put it,..., I mean",Unlabeled,4,他人なんて 知ったことない<b>ってか</b>,I've never known anyone else.,"S01E01, S01E04, S01E05, S01E11"
おかげ,おかげ,"1. grace (of God), benevolence (of Buddha), blessing<br>2. assistance, help, aid<br>3. effects, influence",N4,4,<b>おかげ</b>で今日も,Thanks to you today too,"S01E01, S01E03, S01E05, S01E06"
イケメン,イケめん,"1. good-looking guy, handsome man, hunk, Adonis, cool guy",Unlabeled,4,<b>イケメン</b>とも会話しちゃった,I had a conversation with a handsome guy,"S01E01, S01E07, S01E08, S01E10"
らしい,らしい,"1. seeming ..., appearing ...<br>2. -ish, like a ..., typical of ..., appropriate for ..., becoming of ..., worthy of the name ...",Unlabeled,4,今夜は流星群が来る<b>らしい</b>わよ,Apparently there's going to be a meteor shower tonight.,"S01E01, S01E04, S01E05, S01E09"
漫画,まんが,"1. cartoon, comic, comic strip, manga",N4,4,ここなら タダで<b>漫画</b>を読めて,You can read manga for free here.,"S01E01, S01E03"
人間,にんげん,"1. human being, human, person, man, mankind, humankind<br>2. character (of a person)",N3,4,１人の<b>人間</b>を,one person,"S01E01, S01E05, S01E06, S01E12"
怒る,おこる,"1. to get angry, to get mad<br>2. to tell someone off, to scold<br>3. to be angular, to be square",N4,4,ゲームしてたら<b>怒ら</b>れるかと思って,I thought you'd get angry if I played the game.,"S01E01, S01E03, S01E04, S01E07"
読む,よむ,"1. to read<br>2. to count<br>3. to guess, to predict, to read (someone's thoughts), to see (e.g. into someone's heart), to divine",N5,4,私も<b>読ん</b>だことある！,I've read it too!,"S01E01, S01E06, S01E11"
注文,ちゅうもん,"1. order (for an item)<br>2. request, demand, condition",N3,4,昼間 <b>注文</b>したものがもう届くとは,"During the day, I can't believe what I ordered has already arrived.","S01E01, S01E05, S01E07, S01E11"
っす,っす,"1. be, is",Unlabeled,4,ちょ おねえさん 声でかい<b>っす</b>！,"Hey, sister, you're loud!","S01E01, S01E03, S01E06"
ラッキー,ラッキー,"1. lucky<br>2. nice!, score!, bingo!",Unlabeled,4,<b>ラッキー</b>カラーは黒,lucky color is black,"S01E01, S01E06, S01E07"
もつ,もつ,"1. to hold (in one's hand), to take, to carry<br>2. to possess, to have, to own<br>3. to maintain, to keep<br>4. to last, to be durable, to keep, to survive<br>5. to take charge of, to be in charge of<br>6. to hold (meeting, etc.), to have (opportunity, etc.)",Unlabeled,4,家に籠<b>もっ</b>てるのが,I'm stuck at home,"S01E01, S01E04, S01E07, S01E08"
泣く,なく,"1. to cry, to weep, to sob, to howl",N4,4,<b>泣い</b>てるのがバレる前に,Before I find out you're crying,"S01E02, S01E03, S01E05"
オタク,オタク,"1. otaku, geek, nerd, enthusiast",Unlabeled,4,<b>オタク</b>でウブなゆうちゃんには―,For the otaku and naive Yu-chan...,"S01E02, S01E07"
成績,せいせき,"1. results, record, grades, marks",N3,4,地味でオタクで<b>成績</b>は中の下の,A plain and nerdy person whose grades are below average.,"S01E02, S01E12"
ほる,ほる,"1. to dig, to excavate, to hollow<br>2. to delve into<br>3. to dig up (e.g. vegetables)<br>4. (for two men) to have anal sex",Unlabeled,4,<b>ほ</b>～ら 始めるぞ！,"Hey, let's get started!","S01E02, S01E03, S01E08, S01E09"
おはよう,おはよう,1. good morning,N2,4,は～い <b>おはよう</b>,"Yes, good morning","S01E02, S01E03, S01E06"
言える,いえる,"1. to be possible to say, to be able to say<br>2. said, have said",Unlabeled,4,ゆうちゃんに<b>言え</b>ないよな…,I can't tell Yu-chan...,"S01E02, S01E09, S01E10"
あむ,あぶ,"1. horsefly, gadfly",Unlabeled,4,何で<b>あん</b>なとこに 置いてあんだよ,Why did you leave it there?,"S01E02, S01E10"
臭い,くさい,"1. stinking, smelly<br>2. suspicious, fishy<br>3. clumsy, unskilled<br>4. smelling of<br>5. looking like, appearing like, smacking of, -ish",N3,4,<b>臭い</b>体だな 近寄らないでくれる？,Your body stinks. Could you please stay away from me?,"S01E02, S01E07"
夜,よる,"1. evening, night<br>2. dinner",N5,4,放課後は華麗な<b>夜</b>のチョウ,A gorgeous night butterfly after school,"S01E02, S01E05, S01E06"
組む,くむ,"1. to cross (legs or arms), to link (arms)<br>2. to put together, to construct, to assemble, to produce (e.g. TV program)<br>3. to braid, to plait<br>4. to grapple, to wrestle<br>5. to unite, to join, to link up, to form an alliance<br>6. to set (e.g. type)<br>7. to issue (e.g. money order)",N3,4,ペア<b>組ん</b>で似顔絵だって,Let's make a portrait in pairs,"S01E02, S01E05"
似顔絵,にがおえ,"1. portrait, likeness, sketch (of a face)",Unlabeled,4,ペア組んで<b>似顔絵</b>だって,Let's make a portrait in pairs,"S01E02, S01E12"
余る,あまる,"1. to remain, to be left over, to be in excess, to be too many",N2,4,演劇部で<b>余っ</b>たのと買ってきたやつ,The one I had left over from the drama club and the one I bought.,"S01E02, S01E11"
でかい,でかい,"1. huge, big, gargantuan",N1,4,ちょ おねえさん 声<b>でかい</b>っす！,"Hey, sister, you're loud!","S01E02, S01E03, S01E06, S01E10"
押す,おす,"1. to push, to press<br>2. to apply pressure from above, to press down<br>3. to stamp (i.e. a passport), to apply a seal<br>4. to affix (e.g. gold leaf)<br>5. to press (someone for something), to urge, to compel, to influence<br>6. to overwhelm, to overpower, to repress<br>7. to push (events along), to advance (a plan)<br>8. to do in spite of ..., to do even though ..., to force<br>9. to make sure<br>10. to be pressed for time<br>11. to advance troops, to attack<br>12. (of light) to be diffused across an entire surface",N5,4,ボタンを<b>押し</b>てね！,Press the button!,"S01E02, S01E04"
変態,へんたい,"1. transformation<br>2. abnormality<br>3. sexual perversion, pervert<br>4. metamorphosis<br>5. transformation, transition, modification",Unlabeled,4,別に<b>変態</b>とかじゃなくて！,I'm not a pervert or anything!,"S01E02, S01E04, S01E08, S01E09"
歩く,あるく,1. to walk,N5,4,女と手つないで<b>歩い</b>てんの,Are you walking hand in hand with a woman?,"S01E02, S01E03, S01E05, S01E09"
ばっかり,ばかり,"1. only, merely, nothing but, no more than<br>2. approximately, about<br>3. just (finished, etc.)<br>4. as if to, (as though) about to<br>5. indicates emphasis<br>6. always, constantly",Unlabeled,4,いつもバカなこと<b>ばっかり</b>して,Always doing stupid things,"S01E02, S01E08"
無視,むし,"1. disregarding, ignoring",N3,4,私の言葉を<b>無視</b>してラバーツは―,Loverts ignores my words...,"S01E02, S01E03, S01E06"
描く,えがく,"1. to draw, to paint, to sketch<br>2. to depict, to describe<br>3. to picture in one's mind, to imagine<br>4. to form a certain shape (e.g. path of an action, appearance of an object, etc.)",N3,4,絶対 適当に<b>描い</b>たろ,I'm sure you drew it properly,S01E02
別,べつ,"1. distinction, difference, discrimination<br>2. separate, different, another, extra<br>3. exception, exclusion<br>4. classified by, ranked by, according to",N4,4,いいんだぞ <b>別</b>にやらんでも,"It's okay, you don't have to do anything.","S01E02, S01E03, S01E11"
勘違い,かんちがい,"1. misunderstanding, mistaken idea, wrong guess",N2,4,誰かと<b>勘違い</b>してるんじゃないかな,I think you're confusing me with someone.,"S01E02, S01E08"
あっち,あちら,"1. that way, that direction, over there, yonder<br>2. that (one)<br>3. that person<br>4. there, over there, foreign country (esp. a Western nation)",N5,4,１-10 <b>あっち</b>ですよ,1-10 It's over there.,"S01E02, S01E05, S01E06, S01E11"
大体,だいたい,"1. outline, main points, gist, substance, essence<br>2. generally, on the whole, mostly, almost, nearly, approximately, roughly, about<br>3. general, rough<br>4. in the first place, first and foremost, from the start, to begin with",N4,4,<b>大体</b> 何で,Roughly why,"S01E02, S01E09, S01E11"
ううん,ううん,"1. um, er, well<br>2. nuh-uh, no<br>3. oof",Unlabeled,4,<b>ううん</b> 今 帰るとこ,"No, I'm heading home now.","S01E02, S01E05, S01E08"
しばらく,しばらく,"1. for a moment, for a minute<br>2. for a while, for some time<br>3. for the time being, for now<br>4. it's been a long time, long time no see",N4,4,まあ これで <b>しばらく</b>は,"Well, this is it for a while","S01E02, S01E03, S01E04, S01E12"
落ち着く,おちつく,"1. to calm down, to compose oneself, to regain presence of mind<br>2. to calm down, to settle down, to die down, to become stable, to abate<br>3. to settle down (in a location, job, etc.), to settle in<br>4. to be settled, to be fixed, to have been reached<br>5. to harmonize with, to harmonise with, to match, to suit, to fit<br>6. to be unobtrusive, to be quiet, to be subdued",Unlabeled,4,ここは ほんとに<b>落ち着く</b>な,It's really relaxing here,"S01E02, S01E05, S01E10"
雨,あめ,"1. rain<br>2. rainy day, rainy weather<br>3. the November suit (in hanafuda)",N5,4,<b>雨</b>の日はボサるのに―,Even though it's messy on rainy days...,"S01E03, S01E08"
知り合い,しりあい,1. acquaintance,N1,4,年上の男と<b>知り合い</b>って,I met an older man,"S01E03, S01E08, S01E09"
書く,かく,"1. to write, to compose, to pen<br>2. to draw, to paint",N5,4,それが<b>書か</b>れた時代の話題性や―,The topicality of the time it was written...,"S01E03, S01E12"
生きる,いきる,"1. to live, to exist<br>2. to make a living, to subsist<br>3. to be in effect, to be in use, to function<br>4. to come to life, to be enlivened<br>5. to be safe (in baseball, go, etc.)",N4,4,ウラの世界で<b>生きる</b>私と,With me living in the secret world,"S01E03, S01E05, S01E06"
とこ,ところ,"1. place, spot, scene, site<br>2. address<br>3. district, area, locality<br>4. one's house<br>5. point, aspect, side, facet<br>6. passage (in text), part<br>7. space, room<br>8. thing, matter<br>9. whereupon, as a result<br>10. about to, on the verge of<br>11. was just doing, was in the process of doing, have just done, just finished doing",Unlabeled,4,何であんな<b>とこ</b>に 置いてあんだよ,Why did you leave it there?,"S01E03, S01E05, S01E09, S01E10"
べし,べし,"1. shall, should, must",Unlabeled,4,そう 私が目指す<b>べき</b>は,"Yes, what I should aim for is","S01E03, S01E04, S01E05, S01E08"
おとなしい,おとなしい,"1. obedient, docile, quiet",N2,4,<b>おとなしく</b>もないし―,I'm not even quiet...,"S01E03, S01E04, S01E12"
汗,あせ,"1. sweat, perspiration<br>2. moisture, condensation<br>3. gulp, oops",N3,4,何だ この<b>汗</b>？ バスケ漫画か？,What is this sweat? Is it a basketball manga?,S01E03
聞こえる,きこえる,"1. to be heard, to be audible<br>2. to be said to be, to be reputed",N4,4,<b>聞こえ</b>た気がしたんだけど,I thought I heard you.,"S01E03, S01E07, S01E09"
うんこ,うんこ,"1. poop, faeces, feces<br>2. crap, trash, garbage",Unlabeled,4,来世は <b>うんこ</b>に転生しろ,"In your next life, reincarnate as poop.","S01E03, S01E11"
新しい,あたらしい,"1. new, novel, fresh, recent, latest, up-to-date, modern",N5,4,ここを私の<b>新しい</b>席にするんだ,make this my new seat,"S01E03, S01E06, S01E10, S01E12"
タオル,タオル,1. towel,N3,4,あと <b>タオル</b>も替えといてあげてね,"Also, please change the towels.",S01E03
してやる,してやる,"1. to do for (someone)<br>2. to take in, to deceive, to hoodwink",Unlabeled,4,スティール<b>してやろ</b>うか？,Shall I steal it?,"S01E03, S01E07"
選ぶ,えらぶ,"1. to choose, to select",N4,4,３を<b>選ん</b>だ人は,Those who chose 3,"S01E03, S01E04, S01E09, S01E10"
呼ぶ,よぶ,"1. to call out (to), to call, to invoke<br>2. to summon (a doctor, etc.)<br>3. to invite<br>4. to designate, to name, to brand<br>5. to garner (support, etc.), to gather<br>6. to take as one's wife",N5,4,私 保健の先生 <b>呼ん</b>できます！,I'll call the health teacher!,"S01E03, S01E08, S01E10, S01E11"
いま,いま,"1. living room (Western style), sitting room",Unlabeled,4,ただ<b>いま</b> 千田沼駅にて―,Right now at Sendanuma Station.,"S01E03, S01E04, S01E09"
うつる,うつる,"1. to move (house), to transfer (department)<br>2. to change the target of interest or concern<br>3. to elapse (passage of time)<br>4. to be permeated by a colour or scent<br>5. to be infected, to be contagious, to spread (as in fire)",Unlabeled,4,言っとくが 風邪は<b>うつっ</b>ても,"Let me tell you, even if you catch a cold",S01E03
制服,せいふく,1. uniform,N1,4,いいけど <b>制服</b> しわになるよ,"It's okay, but the uniform will be wrinkled.","S01E03, S01E09, S01E11"
無駄,むだ,"1. futility, waste, uselessness, pointlessness, idleness",N3,4,私も 何か<b>無駄</b>に頑張って,I also try my best to do something in vain,"S01E03, S01E10, S01E11, S01E12"
わあ,わあ,"1. wow!, oh!, eek!, gee!<br>2. yeah!, alright!, hurray!<br>3. waah!, boohoo!",Unlabeled,4,<b>わあ</b>！ 風船 ありがとう わあっ,Wow! Thank you balloon Wow,"S01E03, S01E05, S01E11, S01E12"
っぽい,っぽい,"1. -ish, -like",Unlabeled,4,結局 何も アニメ<b>っぽい</b>ことは,"After all, there's nothing anime-like about it.","S01E03, S01E08, S01E09, S01E10"
方法,ほうほう,"1. method, process, manner, way, means, technique",N3,4,“一人で夏休みを楽しむ<b>方法</b>”っと,“How to enjoy summer vacation alone”,"S01E04, S01E05, S01E07, S01E08"
小,しょう,"1. smallness, small item<br>2. short month (i.e. having fewer than 31 days)<br>3. elementary school<br>4. smaller (of two things, places, etc. with the same name), inferior<br>5. younger (of two people with the same name), junior<br>6. unit of field area (approx. 400 sq m)",N3,4,<b>小</b>テスト中に居眠りするという,Falling asleep during a quiz,"S01E04, S01E05"
つまり,つまり,"1. that is to say, that is, in other words, I mean, that (this, it) means<br>2. in short, in brief, to sum up, ultimately, in the end, in the long run, when all is said and done, what it all comes down to, when you get right down to it, basically<br>3. clogging, obstruction, stuffing, (degree of) blockage<br>4. shrinkage<br>5. end, conclusion<br>6. dead end, corner<br>7. distress, being at the end of one's rope",N3,4,<b>つまり</b> Ｈな夢を見るには―,"In other words, to have an erotic dream...","S01E04, S01E07, S01E12"
座る,すわる,"1. to sit, to squat<br>2. to assume (a position)<br>3. to hold steady, to hold still",N5,4,いっつも隣に<b>座っ</b>てくる男が,The man who always sits next to me,"S01E04, S01E05, S01E10"
どうして,どうして,"1. how, in what way, by what means<br>2. why, for what reason, for what purpose, what for<br>3. cannot possibly<br>4. no way",N5,4,えっ <b>どうして</b>？,Huh? Why?,"S01E04, S01E07, S01E09"
好く,すく,"1. to like, to love, to be fond of",Unlabeled,4,変態に<b>好か</b>れて何の得がある？,What is the benefit of being liked by a pervert?,"S01E04, S01E12"
終了,しゅうりょう,"1. end, close, termination",N2,4,安全の確認が<b>終了</b>するまで,Until safety confirmation is completed,"S01E04, S01E09, S01E12"
いたす,いたす,1. to do,Unlabeled,4,終了<b>いたし</b>ましたので―,"It has ended, so-","S01E04, S01E05, S01E06"
肌,はだ,"1. skin<br>2. body (in the context of intimate bodily contact)<br>3. surface, grain (e.g. of wood), texture<br>4. disposition, temperament, character, type",N3,4,夏は<b>肌</b> 見せてなんぼでしょ,Why don't you show your skin in summer?,"S01E04, S01E06, S01E07, S01E08"
欲しい,ほしい,"1. wanted, wished for, in need of, desired<br>2. I want (you) to",N5,4,部下に<b>欲しい</b>ぐらいですよ,I want one for my subordinates.,"S01E04, S01E08, S01E09, S01E10"
へえ,へぇ,"1. oh, yes?, really?",Unlabeled,4,<b>へえ</b> そうなんですか,"Hey, is that so?","S01E04, S01E08, S01E09, S01E12"
オーケー,オッケー,"1. OK, okay",N1,4,よし これで準備<b>オーケー</b>だ,"Okay, now you're ready.","S01E04, S01E07"
気持ちいい,きもちいい,"1. good feeling, feeling good",Unlabeled,4,<b>気持ちいい</b>し,It feels good,S01E04
ポカポカ,ぽかぽか,"1. pleasantly warm, nice and warm<br>2. repeatedly (hitting someone), again and again, over and over",Unlabeled,4,何だか体も<b>ポカポカ</b>してきたし…,My body feels warm for some reason...,S01E04
動く,うごく,"1. to move, to stir, to shift, to shake, to swing<br>2. to operate, to run, to go, to work<br>3. to make a move, to take action, to act, to go into action<br>4. to be touched, to be influenced<br>5. to change, to vary, to fluctuate, to waver<br>6. to be transferred",N4,4,ほんとだ <b>動い</b>てる！,"It's true, it's moving!",S01E05
こういう,こういう,"1. such, this sort of, like this",Unlabeled,4,<b>こういう</b>店でクールに過ごせたら,I wish I could stay cool at a store like this.,"S01E05, S01E11"
カッコ,かっこ,"1. brackets, parentheses",Unlabeled,4,黒木さん <b>カッコ</b>いい！,Kuroki-san is so cool!,"S01E05, S01E07, S01E08, S01E12"
椅子,いす,"1. chair, stool<br>2. post, office, position",N3,4,<b>椅子</b>を取られることもない,I won't have my chair taken away,"S01E05, S01E10, S01E11, S01E12"
存在,そんざい,"1. existence, being",N3,4,デフォルトで<b>存在</b>するときのみ―,Only when present by default -,"S01E05, S01E10, S01E11, S01E12"
撮る,とる,"1. to take (a photo)<br>2. to record (video, audio, etc.), to make (a film)",N5,4,全身 <b>撮る</b>よ！,I'll take a picture of your whole body!,S01E05
あさって,あさって,1. day after tomorrow,N5,4,あしたとか <b>あさって</b>とか,Tomorrow or the day after,"S01E05, S01E08, S01E09"
見える,みえる,"1. to be seen, to be in sight<br>2. to look, to seem, to appear<br>3. to come",N4,4,まずは 小顔に<b>見え</b>ちゃう,At first it looks small,"S01E05, S01E06, S01E09"
全身,ぜんしん,"1. whole (body), full-length (e.g. portrait)<br>2. systemic",N2,4,<b>全身</b> 撮るよ！,I'll take a picture of your whole body!,"S01E05, S01E09"
外,そと,"1. outside, exterior<br>2. the open (air)<br>3. other place, somewhere else, outside one's group (family, company, etc.)",N5,4,<b>外</b>に出る用事が全くない,I have no need to go out,"S01E05, S01E07, S01E10, S01E11"
飽きる,あきる,"1. to get tired of, to lose interest in, to be fed up with, to have enough",N3,4,ゲームに<b>飽き</b>たときは,When you're bored with the game,"S01E05, S01E06, S01E10, S01E11"
海,うみ,"1. sea, ocean, waters",N5,4,<b>海</b>にしとけばいいのよ,Just leave it in the sea,"S01E06, S01E07, S01E08, S01E09"
去年,きょねん,1. last year,N5,4,<b>去年</b>は ゆうちゃんと行ったな,Last year I went with Yu-chan.,"S01E06, S01E08"
女性,じょせい,"1. woman, female<br>2. feminine gender",N4,4,万が一 <b>女性</b>ホルモンマックスで,In case female hormones are maxed out,S01E06
分泌,ぶんぴつ,1. secretion,Unlabeled,4,ホルモンの過剰<b>分泌</b>とかで―,Due to excessive secretion of hormones...,S01E06
運気,うんき,"1. fate, fortune",Unlabeled,4,今日のあなたの<b>運気</b>はマックス！,Your luck today is at its max!,S01E06
信じる,しんじる,"1. to believe, to believe in, to place trust in, to confide in, to have faith in",N3,4,別に<b>信じ</b>てないけど,I don't really believe it though,S01E06
自由,じゆう,"1. freedom, liberty",N4,4,嫌いな男に体の<b>自由</b>を,Give freedom of body to the man you hate,"S01E06, S01E07, S01E08"
皆さん,みなさん,"1. all, everyone, everybody",N5,4,<b>皆さん</b> こんにちは,Hello everyone,"S01E07, S01E09, S01E10"
実は,じつは,"1. as a matter of fact, by the way, to tell you the truth, to be honest, frankly",N3,4,乙女ゲーとか やるんですよ <b>実は</b>,"Actually, I play otome games.","S01E07, S01E08, S01E09"
フフ,ふふふ,"1. ha ha ha, hee hee hee",Unlabeled,4,<b>フフ</b>ッ ヘヘ フフ…,Hehe hehe hehe...,S01E07
録音,ろくおん,1. (audio) recording,N2,4,持参の<b>録音</b>機器に録音オーケー”,You can record on your own recording device.”,S01E07
