Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
書く,かく,"1. to write, to compose, to pen<br>2. to draw, to paint",N5,5,雑誌にも<b>書い</b>てあったよ,It was also written in a magazine.,"S01E05, S01E08, S01E10, S01E11"
こうして,こうして,"1. thus, in this way",N2,5,でも <b>こうして</b>俺と変わらず,でも こうして俺と変わらず,"S01E05, S01E12"
正直,しょうじき,"1. honest, frank, candid, straightforward<br>2. honestly, frankly",N3,5,<b>正直</b> どうでもいい,"Honestly, I don't care","S01E05, S01E09, S01E12"
失う,うしなう,"1. to lose<br>2. to miss (a change, opportunity)<br>3. to lose (a loved one), to be bereaved of<br>4. to concede (goals, points, etc.)",N3,5,理性を<b>失っ</b>た怪物同士が―,Monsters who have lost their reason...,"S01E05, S01E06, S01E07, S01E11"
お話,おはなし,"1. story, tale<br>2. talk, discussion",Unlabeled,5,あとの詳しい<b>お話</b>は後輩たちに,I'll tell my juniors about the rest of the story.,S01E05
計画,けいかく,"1. plan, project, schedule, scheme, program, programme",N4,5,<b>計画</b>していたことですよ,That's what I was planning,"S01E05, S01E06"
行動,こうどう,"1. action, conduct, behaviour, behavior, mobilization, mobilisation",N3,5,舞台を ぶち壊した俺の<b>行動</b>には,For my actions that destroyed the stage,"S01E05, S01E10, S01E12"
付き合い,つきあい,"1. association, socializing, socialising, fellowship",N3,5,彼女と<b>付き合い</b>があるんだ,I have a relationship with her,"S01E05, S01E07"
去年,きょねん,1. last year,N5,5,<b>去年</b>より確実に量が増えてるぞ,The amount has definitely increased from last year.,"S01E05, S01E06, S01E07"
灯す,ともす,"1. to light (a candle, lamp, etc.), to turn on (a light)",Unlabeled,5,隕石に 火の<b>灯さ</b>れたロウソクを,A lit candle on a meteorite,"S01E05, S01E12"
ロウソク,ろうそく,1. candle,Unlabeled,5,隕石に 火の灯された<b>ロウソク</b>を,A lit candle on a meteorite,"S01E05, S01E08, S01E12"
ほしい,ほしい,"1. wanted, wished for, in need of, desired<br>2. I want (you) to",Unlabeled,5,もっと笑って<b>ほしい</b>,I want you to laugh more,"S01E05, S01E08, S01E09, S01E10"
どうせ,どうせ,"1. anyhow, in any case, at any rate, after all, at all, no matter what<br>2. at best, at most",N2,5,<b>どうせ</b>悩んでいくなら―,If you're going to worry about it anyway...,"S01E05, S01E10, S01E12"
回,かい,"1. counter for occurrences<br>2. a time, an instance<br>3. inning (baseball), round, game<br>4. episode, chapter, instalment<br>5. Hui (people)<br>6. Islam",N3,5,私 実は１<b>回</b> 肉食動物に,I actually became a carnivore once.,"S01E05, S01E08, S01E09, S01E11"
距離,きょり,"1. distance, range",N1,5,<b>距離</b>は埋まらないのにね,Even though the distance can't be bridged,"S01E05, S01E07, S01E11, S01E12"
付き合う,つきあう,"1. to associate with, to keep company with, to go out with, to go steady with, to get on with<br>2. to go along with, to follow someone's lead, to accompany someone, to compromise",N1,5,<b>付き合っ</b>てくれて ありがとう,Thank you for being with me,"S01E05, S01E06, S01E08, S01E10"
寮,りょう,"1. hostel, dormitory<br>2. bureau (government department beneath a ministry under the ritsuryo system)<br>3. tea-ceremony room<br>4. villa",N2,5,夜は ちゃんと<b>寮</b>に戻れよ,Make sure to go back to the dormitory at night.,"S01E05, S01E06, S01E07, S01E11"
物騒,ぶっそう,"1. dangerous, unsettled, troubled, disturbed, insecure",N2,5,外は<b>物騒</b>な事件が多いね 本当に,"There are a lot of disturbing incidents outside, really.","S01E06, S01E12"
犯行,はんこう,"1. crime, criminal act, offence, offense",Unlabeled,5,<b>犯行</b>であることが―,That it was a crime...,S01E06
質問,しつもん,"1. question, inquiry, enquiry",N5,5,いかにも優等生らしい<b>質問</b>だな,That's a question typical of an honor student.,S01E06
貸す,かす,"1. to lend, to loan<br>2. to rent out, to hire out",N5,5,10日間 ここを僕に<b>貸し</b>てくれ,Lend me this place for 10 days.,"S01E06, S01E07, S01E08"
ずつ,ずつ,"1. apiece, each<br>2. at a time, piecemeal",Unlabeled,5,俺は 少し<b>ずつ</b>ですが,I am little by little,"S01E06, S01E12"
パンダ,パンダ,1. panda,Unlabeled,5,“強い体を持つ<b>パンダ</b>”ですか？,Is it a “panda with a strong body”?,"S01E06, S01E10, S01E11"
お金,おかね,1. money,N5,5,そんな血まみれで <b>お金</b> 渡されて,Money was handed to me covered in blood like that.,"S01E07, S01E11"
コラッ,コラッツァ,1. Colazza,Unlabeled,5,<b>コラッ</b> そこのオオカミ！,Korra! That wolf over there!,"S01E08, S01E09"
変える,かえる,"1. to change, to alter, to transform, to convert, to turn, to vary<br>2. to reform, to revise, to amend",N4,5,俺が必ず この世界を<b>変える</b>と,I'll definitely change this world,"S01E09, S01E10, S01E12"
告白,こくはく,"1. confession, acknowledgement, acknowledgment<br>2. confession of love, professing one's feelings<br>3. confession of sins (e.g. the confessional)",N1,5,成就しない前提での<b>告白</b>か,Is it a confession with the premise that it will not come true?,"S01E09, S01E10, S01E12"
間違い,まちがい,"1. mistake, error, blunder<br>2. accident, mishap, trouble<br>3. improper conduct (e.g. between man and woman), indiscretion",N3,5,何をしても<b>間違い</b>にはならないよ,You can't go wrong no matter what you do,"S01E09, S01E10, S01E11"
おじさん,おじさん,"1. uncle<br>2. old man, mister<br>3. manybar goatfish (Parupeneus multifasciatus)",Unlabeled,5,<b>おじさん</b>が最後に,Uncle is the last,"S01E10, S01E11"
幸せ,しあわせ,"1. happiness, good fortune, luck, blessing",N3,5,でも“レゴシ君を<b>幸せ</b>に”かあ,But “make Legosi-kun happy” huh?,"S01E10, S01E12"
屈辱,くつじょく,"1. disgrace, humiliation",Unlabeled,5,<b>屈辱</b>や羞恥は体内に血を巡らせ,Humiliation and shame circulate the blood inside the body.,S01E10
羞恥,しゅうち,"1. shyness, bashfulness, shame",Unlabeled,5,屈辱や<b>羞恥</b>は体内に血を巡らせ,Humiliation and shame circulate the blood inside the body.,S01E10
だらけ,だらけ,"1. full of (e.g. mistakes), riddled with<br>2. covered all over with (blood, mud, etc.)",N1,5,傷<b>だらけ</b>で戦って,Fighting with all my scars,"S01E11, S01E12"
指摘,してき,"1. pointing out, identification",N1,5,外泊のことばかり<b>指摘</b>して…,You keep pointing out sleepovers...,S01E12
怪物,かいぶつ,1. monster,Unlabeled,4,理性を失った<b>怪物</b>同士が―,Monsters who have lost their reason...,"S01E01, S01E03, S01E05, S01E11"
決まる,きまる,"1. to be decided, to be settled, to be fixed, to be arranged<br>2. to be unchanging, to be the same (as always), to be fixed, to be set<br>3. to be a fixed rule, to be destined, to be a convention, to be a custom, to be common knowledge<br>4. to be well executed (of a manoeuvre in a sport, game, etc.), to go well, to succeed, to connect (of a punch)<br>5. to look good (of clothing), to look sharp, to be stylish, to suit one, to be held in place (of a hairdo)<br>6. to be struck and held (of a pose in kabuki)",N1,4,降ろすことが 会議で<b>決まっ</b>た,It was decided at a meeting to drop it off.,"S01E01, S01E08"
会議,かいぎ,"1. meeting, conference, session, assembly, council, convention, congress",N4,4,降ろすことが <b>会議</b>で決まった,It was decided at a meeting to drop it off.,"S01E01, S01E05"
大体,だいたい,"1. outline, main points, gist, substance, essence<br>2. generally, on the whole, mostly, almost, nearly, approximately, roughly, about<br>3. general, rough<br>4. in the first place, first and foremost, from the start, to begin with",N4,4,<b>大体</b> 草食ってのは,Generally herbivorous,"S01E01, S01E07, S01E12"
獲物,えもの,"1. prey, catch, kill, game<br>2. spoils, trophy, loot, plunder",N1,4,<b>獲物</b>を見る目だった,It was an eye for prey.,"S01E01, S01E10, S01E12"
部屋,へや,"1. room, chamber<br>2. apartment, flat, pad<br>3. stable",N5,4,<b>部屋</b>にいらっしゃいね,Please come to your room.,"S01E01, S01E03"
フフッ,フッ,"1. hah (derisively), pooh<br>2. pfft (of something disappearing), poof<br>3. huff, puff",Unlabeled,4,<b>フフッ</b> ありがとう,Hehe thank you,"S01E01, S01E03, S01E08, S01E10"
優しい,やさしい,"1. tender, kind, gentle, graceful, affectionate, amiable",N4,4,あなたは<b>優しい</b>オオカミなのに,you're a kind wolf,"S01E01, S01E02, S01E06, S01E11"
申し訳,もうしわけ,"1. apology, excuse",N3,4,あなたに<b>申し訳</b>ないわ,I feel sorry for you.,"S01E01, S01E10, S01E12"
嫌う,きらう,"1. to hate, to dislike, to loathe",N3,4,怖がられても <b>嫌わ</b>れても,Even if I'm scared or hated,"S01E01, S01E09, S01E12"
戻す,もどす,"1. to put back, to return, to give back, to restore (to a previous state, e.g. defrosting, reconstituting, reconciling), to turn back (e.g. clock hand)<br>2. to vomit, to throw up<br>3. to recover (of a market price)",N3,4,早いとこ 彼とヨリ<b>戻せ</b>ば？,Why don't we get back together with him soon?,"S01E01, S01E09"
思い,おもい,"1. thought<br>2. imagination, mind, heart<br>3. desire, wish, hope, expectation<br>4. love, affection<br>5. feelings, emotion, sentiment, experience",Unlabeled,4,この<b>思い</b>を,This feeling,"S01E01, S01E05, S01E09"
目線,めせん,"1. (one's) gaze, direction in which one is looking<br>2. point of view, standpoint<br>3. line covering someone's eyes (in an edited photograph)",Unlabeled,4,しぐさ 声 <b>目線</b>,"Gestures, voice, gaze","S01E01, S01E02, S01E08"
男の子,おとこのこ,"1. boy, son, baby boy<br>2. young man",N5,4,あなたの場合 <b>男の子</b>が,In your case it's a boy,"S01E01, S01E09, S01E10"
別,べつ,"1. distinction, difference, discrimination<br>2. separate, different, another, extra<br>3. exception, exclusion<br>4. classified by, ranked by, according to",N4,4,そのまま <b>別</b>の部屋に,Just go to another room,"S01E01, S01E07, S01E08"
ちっちゃい,ちっちゃい,"1. tiny, little, wee",Unlabeled,4,そんなに <b>ちっちゃい</b>んだ,It's so small,"S01E01, S01E05, S01E11"
おとなしい,おとなしい,"1. obedient, docile, quiet",N2,4,少し <b>おとなしく</b>してたほうが,It would be better if you were a little quieter,"S01E01, S01E03, S01E04, S01E06"
危ない,あぶない,"1. dangerous, risky, hazardous, perilous, precarious<br>2. in danger, in jeopardy, critical, grave, at risk<br>3. uncertain, unreliable, insecure, unsteady, doubtful<br>4. close (call), narrow (escape)",N5,4,でも <b>危ない</b>んじゃない？,But isn't it dangerous?,"S01E01, S01E08, S01E09, S01E12"
暇,ひま,"1. spare time, free time, leisure<br>2. time (e.g. time it takes to do something)<br>3. time off, day off, vacation, holiday, leave<br>4. quitting (one's job), firing someone, divorcing (one's spouse)<br>5. (being) inactive, (of one's business) slow<br>6. leaving, departing",N5,4,まき散らしてる<b>暇</b>があったら―,If you have time to scatter...,"S01E01, S01E04, S01E05, S01E07"
とこ,ところ,"1. place, spot, scene, site<br>2. address<br>3. district, area, locality<br>4. one's house<br>5. point, aspect, side, facet<br>6. passage (in text), part<br>7. space, room<br>8. thing, matter<br>9. whereupon, as a result<br>10. about to, on the verge of<br>11. was just doing, was in the process of doing, have just done, just finished doing",Unlabeled,4,早い<b>とこ</b> 彼とヨリ戻せば？,Why don't we get back together with him soon?,"S01E01, S01E04, S01E05, S01E10"
種,しゅ,"1. kind, variety<br>2. (biological) species<br>3. (logical) species",N3,4,平凡なドワーフ<b>種</b>のあんたが―,"You, an ordinary dwarf...","S01E01, S01E05"
壊す,こわす,"1. to break, to destroy, to demolish<br>2. to wreck, to ruin, to spoil, to damage<br>3. to break (a bill, etc.)",N4,4,何かを<b>壊す</b>気はないよ,I don't want to break anything,"S01E01, S01E04, S01E09"
稽古,けいこ,"1. practice, practising, training, study",N2,4,ゾーイに<b>稽古</b>をつける,Give training to Zoe,"S01E01, S01E02, S01E08"
セリフ,セリフ,1. serif,Unlabeled,4,俺は 動きも<b>セリフ</b>も,My movements and lines,"S01E01, S01E04, S01E06, S01E09"
開ける,あける,"1. to open (a door, etc.), to unwrap (e.g. parcel, package), to unlock<br>2. to open (for business, etc.)<br>3. to empty, to remove, to make space, to make room<br>4. to move out, to clear out<br>5. to be away from (e.g. one's house), to leave (temporarily)<br>6. to dawn, to grow light<br>7. to end (of a period, season)<br>8. to begin (of the New Year)<br>9. to leave (one's schedule) open, to make time (for)<br>10. to make (a hole), to open up (a hole)",N5,4,この子が大きな口を<b>開け</b>て,This kid opens his big mouth,"S01E01, S01E04, S01E05, S01E08"
君たち,きみたち,"1. you (plural), all of you, you all",Unlabeled,4,<b>君たち</b>には驚かされたよ,you guys surprised me,"S01E01, S01E05, S01E09"
最終,さいしゅう,"1. last, final, closing",N3,4,<b>最終</b>的には このオオカミが,"In the end, this wolf","S01E01, S01E03, S01E05"
広報,こうほう,"1. public relations, PR, publicity, public information<br>2. publicizing",Unlabeled,4,これからは <b>広報</b> 美術チームで,"From now on, I will work in the public relations art team.","S01E01, S01E03, S01E05"
第,だい,1. prefix for forming ordinal numbers,N1,4,一幕 <b>第</b>５場 オーケーです,Act 1 Scene 5 Okay.,"S01E01, S01E02"
幕,まく,"1. curtain, bunting<br>2. act (in play)",N3,4,あの<b>幕</b>の向こうには―,On the other side of that curtain...,"S01E01, S01E03, S01E04"
ラスト,ラスト,"1. last, final<br>2. end, conclusion<br>3. rust",Unlabeled,4,彼の放つ輝きは 舞台の<b>ラスト</b>まで,The brilliance he emits until the end of the stage,"S01E01, S01E03"
本,もと,"1. origin, source<br>2. base, basis, foundation, root<br>3. cause<br>4. ingredient, material<br>5. (somebody's) side, (somebody's) location<br>6. original cost (or capital, principal, etc.)<br>7. (plant) root, (tree) trunk<br>8. first section of a waka<br>9. counter for blades of grass, tree trunks, etc., and for falcons (in falconry)<br>10. handle (chopsticks, brush, etc.), grip",N5,4,僕の脚１<b>本</b>でも,Even just one leg of mine,"S01E01, S01E06, S01E07, S01E09"
去る,さる,"1. to leave, to go away<br>2. to pass, to elapse<br>3. to be distant<br>4. to send away, to drive off, to divorce<br>5. to (do) completely<br>6. last ... (e.g. ""last April"")",N3,4,私の肩に毛布をかけて<b>去っ</b>た,put a blanket over my shoulders and left,"S01E01, S01E02, S01E04, S01E05"
先生,せんせい,"1. teacher, instructor, master<br>2. sensei, title or form of address for a teacher, master, doctor, lawyer, etc.<br>3. intimate or teasing form of address<br>4. one's elder",N5,4,もちろんです　校長<b>先生</b>,"Of course, Principal.","S01E01, S01E03, S01E04, S01E12"
朝,あさ,1. morning<br>2. breakfast<br>3. next morning,N5,4,一体 <b>朝</b>まで どこにいたの？,Where the hell were you until morning?,"S01E02, S01E09, S01E12"
数,しばしば,"1. often, again and again, frequently, repeatedly",N3,4,この状態で正常な心拍<b>数</b>とは,What is the normal heart rate in this condition?,"S01E02, S01E06"
止まる,とまる,"1. to stop (moving), to come to a stop<br>2. to stop (doing, working, being supplied), to come to a halt, to cease, to be stopped, to be suspended<br>3. to alight, to perch on",N5,4,唾液が<b>止まら</b>ないんだ,I can't stop salivating,"S01E02, S01E06, S01E11, S01E12"
ひと,ひと,1. bandit,Unlabeled,4,仮に <b>ひと</b>のみにされてしまっても,Even if I'm left alone,"S01E02, S01E06, S01E08"
異常,いじょう,"1. strangeness, abnormality, disorder",N3,4,とんでもない<b>異常</b>事態よ,It's an extraordinary situation.,"S01E02, S01E06, S01E11, S01E12"
残る,のこる,"1. to remain, to be left",N4,4,痕 <b>残ら</b>ないといいですね,I hope it doesn't leave any marks.,"S01E02, S01E08, S01E09, S01E10"
いいかげん,いいかげん,"1. irresponsible, perfunctory, careless<br>2. lukewarm, half-baked, halfhearted, vague<br>3. reasonable, moderate<br>4. considerably, quite, rather, pretty",Unlabeled,4,<b>いいかげん</b>にしろよ,Don't worry about it,"S01E02, S01E03, S01E06"
噛みつく,かみつく,"1. to bite (at), to snap at<br>2. to snap at (someone), to flare up at, to jump down (someone's) throat",Unlabeled,4,何 <b>噛みつい</b>てんだよ,What are you biting?,"S01E02, S01E10"
通す,とおす,"1. to stick through, to force through<br>2. to spread throughout, to thoroughly diffuse<br>3. to make a path between two points<br>4. to proceed in a logical manner<br>5. to let pass, to allow through<br>6. to lead (someone) into (a house, room, etc.), to show in<br>7. to go through (a middleman)<br>8. to (look, listen) through (a window, wall, etc.)<br>9. to pass (a law, applicant, etc.)<br>10. to force to accept, to force agreement<br>11. to continue (in a state), to persist in<br>12. to do to the entirety of, to cover all of, to span the whole ...<br>13. to do from beginning to end without a break<br>14. to convey (one's ideas, etc.) to the other party<br>15. to do to the end, to carry through, to complete",N3,4,これ以上 隠し<b>通す</b>ことが罪だ,It's a crime to hide it any further.,"S01E02, S01E08"
仕事,しごと,"1. work, job, labor, labour, business, task, assignment, occupation, employment<br>2. work",N5,4,お前を殺す　それは私の<b>仕事</b>だ,It's my job to kill you.,"S01E02, S01E04, S01E06, S01E07"
させる,させる,Causative form,Unlabeled,4,誰も お前に触れ<b>させ</b>ぬ,don't let anyone touch you,"S01E02, S01E04, S01E09"
５,ご,1. five,Unlabeled,4,当時 <b>５</b>歳の俺は“裏市”で,"At that time, I was 5 years old and was in the “back market”.","S01E02, S01E05, S01E08, S01E09"
動き,うごき,"1. movement, move, motion<br>2. trend, development, change, fluctuation",N1,4,君の<b>動き</b>は観客を引きつけるが,Your movements attract the audience,"S01E02, S01E04, S01E08"
っす,っす,"1. be, is",Unlabeled,4,いや 分かんない<b>っす</b>けど,"No, I don't know.","S01E02, S01E03, S01E04, S01E05"
よお,よー,"1. hey, yo, hi<br>2. come on, hey",Unlabeled,4,でも エロくって<b>よお</b>,But it's erotic,"S01E02, S01E03, S01E06"
重い,おもい,"1. heavy, weighty<br>2. heavy (feeling), depressed, gloomy, blue, uneasy<br>3. slow, sluggish, lumbering, ponderous, clumsy<br>4. important (position, responsibility, etc.), serious, grave<br>5. serious (punishment, illness, etc.), severe, critical<br>6. solid, established, dignified, sensible",N5,4,最も<b>重い</b>ご法度だ,This is the heaviest prohibition.,"S01E02, S01E11"
照明,しょうめい,"1. illumination, lighting",N1,4,お前も<b>照明</b>として,You too as a light,"S01E02, S01E03, S01E04, S01E12"
会場,かいじょう,"1. assembly hall, meeting place, venue, grounds",N4,4,<b>会場</b>やドアにも飾りをしたいの,I want to decorate the venue and the doors as well.,"S01E02, S01E03, S01E04"
突然,とつぜん,"1. abrupt, sudden, unexpected",N3,4,<b>突然</b> 花を要求しに来たら―,If you suddenly come to ask for flowers...,"S01E02, S01E03, S01E07, S01E08"
思い出す,おもいだす,"1. to recall, to remember, to recollect",N4,4,君のことを<b>思い出し</b>てたんだけど,I was thinking about you,"S01E02, S01E05, S01E06"
まいる,まいる,"1. to go, to come, to call<br>2. to be defeated, to collapse, to die<br>3. to be annoyed, to be nonplussed<br>4. to be madly in love<br>5. to visit (shrine, grave)",Unlabeled,4,いやあ <b>まいっ</b>た まいった,"Oh no, it's here, it's here",S01E02
使う,つかう,"1. to use (a thing, method, etc.), to make use of, to put to use<br>2. to use (a person, animal, puppet, etc.), to employ, to handle, to manage, to manipulate<br>3. to use (time, money, etc.), to spend, to consume<br>4. to use (language), to speak",N5,4,新入生歓迎会に<b>使う</b>花を,Flowers for the welcome party for new students,"S01E02, S01E06, S01E08, S01E10"
きり,きり,"1. paulownia (Paulownia tomentosa), empress tree, foxglove tree",Unlabeled,4,２匹<b>きり</b>になってしまった,I was left with just the two of them.,"S01E02, S01E08, S01E09, S01E12"
奥,おく,"1. inner part, inside, interior, depths (e.g. of a forest), back (of a house, drawer, etc.), bottom (e.g. of one's heart), recesses, heart",N3,4,声と一緒に喉の<b>奥</b>のほうで,In the back of your throat along with your voice,"S01E02, S01E08, S01E11"
卒業,そつぎょう,"1. graduation, completion (of a course)<br>2. moving on (from), outgrowing (something), leaving (a group, company, etc.), quitting",N4,4,４年前に先輩が<b>卒業</b>してから,Since my senior graduated four years ago.,"S01E02, S01E06"
弱い,よわい,"1. weak, frail, delicate, tender, unskilled, weak (wine)",N5,4,草食動物の中でも とても<b>弱い</b>の,It is very weak among herbivores.,"S01E02, S01E09, S01E10"
命,いのち,"1. life, life force<br>2. lifetime, lifespan<br>3. most important thing, foundation, core<br>4. paired tattoos of the ""life"" kanji on the upper arms of a man and woman (indicating unwavering love)<br>5. fate, destiny, karma",N3,4,死に神の私でも<b>命</b>を絶てる,"God of death, even I can end my life.","S01E02, S01E04, S01E09"
お礼,おれい,"1. thanks, gratitude<br>2. manners, etiquette<br>3. bow<br>4. reward, gift<br>5. ceremony, ritual",N4,4,<b>お礼</b>もしたかったから,I also wanted to thank you.,"S01E02, S01E05, S01E08"
ちょ,ちょ,"1. work, book<br>2. (a book) by<br>3. obvious, striking",Unlabeled,4,確かに <b>ちょ</b>… ちょっと,I'm sure... just a little bit.,"S01E02, S01E09, S01E12"
しゃべる,しゃべる,"1. to talk, to chat, to chatter",N3,4,俺は ほとんど <b>しゃべっ</b>てないし,I don't talk much,"S01E02, S01E03, S01E08"
めっちゃ,めっちゃ,"1. very, extremely, excessively",Unlabeled,4,<b>めっちゃ</b>かわいいドワーフウサギと,Super cute dwarf rabbit,"S01E03, S01E05, S01E09"
模様,もよう,"1. pattern, figure, design<br>2. state, condition<br>3. conjecture of the current situation, the way it seems<br>4. model, pattern, example<br>5. indicates that something seems likely (e.g. rain or storm)<br>6. framework (in go), territorial framework, moyo",N3,4,でも ケツのしま<b>模様</b>が,But the striped pattern on my butt,"S01E03, S01E04, S01E06"
挨拶,あいさつ,"1. greeting, greetings, salutation, salute, condolences, congratulations<br>2. speech (congratulatory or appreciative), address<br>3. reply, response<br>4. revenge, retaliation<br>5. a fine thing to say<br>6. dialoging (with another Zen practitioner to ascertain their level of enlightenment)<br>7. relationship (between people), connection<br>8. intervention, mediation, mediator",N3,4,<b>挨拶</b>なんて書くのも―,Even writing a greeting...,"S01E03, S01E10, S01E12"
ぐらい,くらい,"1. approximately, about, around, or so<br>2. to (about) the extent that, (almost) enough that, so ... that ..., at least<br>3. as ... as ..., like",N1,4,思った時が ２回<b>ぐらい</b>あったの,There were two times when I thought,"S01E03, S01E11, S01E12"
について,について,"1. concerning, regarding<br>2. per (e.g. 100 yen per person), for every",Unlabeled,4,女の子のこと<b>について</b>は,about girls,"S01E03, S01E05, S01E08, S01E10"
皆さん,みなさん,"1. all, everyone, everybody",N5,4,私は<b>皆さん</b>に訴えたいのです,I would like to appeal to everyone,"S01E03, S01E08, S01E12"
ダンス,ダンス,1. dance,N3,4,もう<b>ダンス</b>チームも役者チームも,There's already a dance team and an acting team.,"S01E03, S01E04, S01E05, S01E07"
バイト,バイト,"1. part-time job, side job",Unlabeled,4,たかが<b>バイト</b>のために,Just for a part-time job,"S01E03, S01E07"
角,かく,"1. angle<br>2. square, cube<br>3. bishop<br>4. third degree (of the Japanese and Chinese pentatonic scale)<br>5. Chinese ""horn"" constellation (one of the 28 mansions)<br>6. jiao (monetary unit of China; one-tenth of a yuan)",N5,4,視界に入る自分の<b>角</b>を―,The corner of myself that comes into view...,"S01E03, S01E07"
抱える,かかえる,"1. to hold or carry under or in the arms<br>2. to have (esp. problems, debts, etc.)<br>3. to employ, to engage, to hire",N3,4,事情を<b>抱え</b>た獣だけが入れる,Only beasts with circumstances can enter.,"S01E03, S01E08, S01E12"
入れる,いれる,"1. to put in, to let in, to take in, to bring in, to insert, to install (e.g. software), to set (a jewel, etc.), to ink in (e.g. tattoo)<br>2. to admit, to accept, to employ, to hire<br>3. to accept, to comply, to grant, to adopt (a policy, etc.), to take (advice, etc.), to listen to, to pay attention to<br>4. to include<br>5. to pay (one's rent, etc.)<br>6. to cast (a vote)<br>7. to make (tea, coffee, etc.)<br>8. to turn on (a switch, etc.)<br>9. to send (a fax), to call",N5,4,事情を抱えた獣だけが<b>入れる</b>,Only beasts with circumstances can enter.,"S01E03, S01E05, S01E08, S01E09"
隠す,かくす,"1. to hide, to conceal",N3,4,みんなが何かを<b>隠し</b> 我慢し―,Everyone is hiding something and holding back...,"S01E03, S01E05, S01E09, S01E11"
秘密,ひみつ,"1. secret, secrecy, confidentiality, privacy<br>2. mystery<br>3. secret (e.g. to success)<br>4. esoteric teachings",N3,4,誰にも言えない<b>秘密</b>が,A secret that I can't tell anyone,"S01E03, S01E07, S01E08, S01E09"
完全,かんぜん,"1. perfect, complete",N3,4,<b>完全</b>無欠の孤高のシカにも,Even the perfect lone deer,"S01E03, S01E04, S01E05, S01E11"
新聞,しんぶん,1. newspaper,N5,4,その頃には もうほぼ <b>新聞</b>,"By that time, almost everything was in the newspaper.","S01E03, S01E05"
ほぼ,ほぼ,"1. almost, roughly, approximately",N3,4,その頃には もう<b>ほぼ</b> 新聞,"By that time, almost everything was in the newspaper.","S01E03, S01E05, S01E06, S01E11"
案外,あんがい,"1. unexpectedly, surprisingly<br>2. unexpected, unanticipated, unforeseen, surprising",N2,4,<b>案外</b> 気分が楽かもしれないけどね,Maybe you'll feel better than expected.,"S01E03, S01E08, S01E11, S01E12"
当日,とうじつ,"1. day in question, appointed day, that very day, the day (of issue, publication, etc.)",N2,4,<b>当日</b> イベント後は―,On the day after the event-,"S01E03, S01E05, S01E08"
倒れる,たおれる,"1. to fall (over, down), to collapse, to take a fall, to topple<br>2. to be destroyed (in a collapse), to collapse, to cave in, to crumble, to give away<br>3. to be confined to bed (with an illness), to come down with, to break down (e.g. from overwork)<br>4. to die, to be killed<br>5. to go bankrupt (of a company, bank, etc.), to fail, to collapse, to go under<br>6. to be defeated (in a game), to lose<br>7. to fall (of a government, dictator, etc.), to be overthrown",N4,4,君が<b>倒れ</b>たのは,you fell down,"S01E03, S01E04, S01E06"
なのに,なのに,"1. and yet, despite this, but even so, but even then, however, nevertheless, for all that, notwithstanding that",Unlabeled,4,<b>なのに</b> 安心するんです,But I feel relieved,"S01E03, S01E06, S01E07"
側,そば,"1. near, close, beside, vicinity, proximity, besides, while<br>2. third person",N3,4,捕食する<b>側</b>には,to the prey side,"S01E03, S01E04"
やすい,やすい,"1. cheap, inexpensive<br>2. calm, peaceful, quiet",Unlabeled,4,やり<b>やすかっ</b>たですか？,Was it easy?,"S01E03, S01E08, S01E11"
える,ほる,"1. to carve, to engrave, to sculpt, to chisel<br>2. to tattoo",Unlabeled,4,あらが<b>え</b>ないって言いたいのか,Are you trying to say that you can't resist?,"S01E03, S01E04, S01E06, S01E10"
責任,せきにん,"1. duty, responsibility (incl. supervision of staff)<br>2. liability, onus",N3,4,自分の強さに<b>責任</b>を持たないんだ,I don't take responsibility for my strength,"S01E03, S01E04, S01E12"
正しい,ただしい,"1. right, correct<br>2. proper, righteous, just, honest, truthful, lawful",N4,4,<b>正しい</b>行動ってのは価値がある分,Right action has value,"S01E03, S01E04, S01E07, S01E10"
暑い,あつい,"1. hot, warm, sultry, heated<br>2. passionate, impassioned, burning (desire, etc.)<br>3. on everybody's mind, on the radar, du jour, interested (gaze, etc.)",N5,4,あっ 今日は<b>暑かっ</b>たね,"Ah, it was hot today.","S01E03, S01E04, S01E08, S01E11"
どおり,どおり,"1. in accordance with, following<br>2. roughly, about<br>3. Street, Avenue",Unlabeled,4,思い<b>どおり</b>に,As you wish,"S01E03, S01E05, S01E06"
姿,すがた,"1. figure, form, shape<br>2. appearance, dress, guise<br>3. state, condition, picture, image<br>4. form (of a waka)<br>5. dressed in ..., wearing ...",N3,4,恐怖に震える<b>姿</b>を俺に見せろ,Show me how you tremble in fear,"S01E03, S01E05, S01E11"
準備,じゅんび,"1. preparation, arrangements, getting ready, provision, setup, reserving",N4,4,心の<b>準備</b>とかあるでしょ,"There's some mental preparation, right?","S01E03, S01E09"
エレン,エレン,*,Unlabeled,4,私のあとを追ったのか <b>エレン</b>,"Did you follow me, Ellen?","S01E03, S01E04"
この世,このよ,"1. this world, world of the living",Unlabeled,4,救いなんてないんだ <b>この世</b>には,There's no salvation in this world,"S01E03, S01E11, S01E12"
拍手,はくしゅ,"1. clapping hands, applause",N3,4,幕が閉まる　<b>拍手</b>も聞こえる,"The curtain closes, you can hear the applause","S01E03, S01E12"
