Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
どうも,どうも,"1. thank you, thanks<br>2. much (thanks), very (sorry), quite (regret)<br>3. quite, really, mostly<br>4. somehow<br>5. in spite of oneself, try as one might, no matter how hard one may try (to, not to)<br>6. greetings, hello, goodbye",N5,6,<b>どうも</b>～ 部長の田井中律です,"Hello, this is Ritsu Tainaka, the manager.","Episode05, Episode08, Episode11, Episode13, Episode14"
どうか,どうか,"1. assimilation, absorption<br>2. adaptation<br>3. assimilation, anabolism<br>4. assimilation (phonology)",N3,6,ムギちゃん <b>どうか</b>したの？,"Mugi-chan, what's wrong?","Episode05, Episode07, Episode13"
せい,せい,"1. system, organization, organisation, imperial command, laws, regulation, control, government, suppression, restraint, holding back, establishment",Unlabeled,6,今日は 私がギターを忘れた<b>せい</b>で こんなに遅れてしまいました,I'm so late today because I forgot my guitar.,"Episode05, Episode06, Episode12, Episode13"
ワイルド,ワイルド,1. wild,Unlabeled,6,俺 もっと<b>ワイルド</b>な女の子が好きなんだ,I like wilder girls,Episode05
ハート,ハート,1. heart,Unlabeled,6,キミを見てると　いつも<b>ハート</b>DOKI★DOKI,"When I look at you, my heart is always DOKI★DOKI","Episode05, Episode06, Episode12, Episode14"
決まる,きまる,"1. to be decided, to be settled, to be fixed, to be arranged<br>2. to be unchanging, to be the same (as always), to be fixed, to be set<br>3. to be a fixed rule, to be destined, to be a convention, to be a custom, to be common knowledge<br>4. to be well executed (of a manoeuvre in a sport, game, etc.), to go well, to succeed, to connect (of a punch)<br>5. to look good (of clothing), to look sharp, to be stylish, to suit one, to be held in place (of a hairdo)<br>6. to be struck and held (of a pose in kabuki)",N1,6,こうして 私たちの初のライブハウス参戦が<b>決まっ</b>たのでした,That's how we decided to participate in our first live house event.,"Episode05, Episode06, Episode07, Episode14"
初,はつ,"1. first, new",N1,6,唯は<b>初</b>ライブにしては なかなかのものだったよ,Yui's first live performance was quite impressive.,"Episode06, Episode11, Episode14"
講堂,こうどう,"1. auditorium, lecture hall",N4,6,予定どおり13時には<b>講堂</b>に入って,I entered the lecture hall at 1:00 p.m. as planned.,"Episode06, Episode08, Episode11, Episode12"
機材,きざい,"1. machine parts, machinery, equipment",Unlabeled,6,危なっかしくて <b>機材</b>は運ばせらんないよ,"It's dangerous, so I can't carry the equipment.","Episode06, Episode10, Episode14"
ふう,に,1. two,Unlabeled,6,ゆれる思いは　マシュマロみたいに　<b>ふわ</b>★ふわ,"My swaying thoughts are like marshmallows, fluffy★fluffy","Episode06, Episode10, Episode11, Episode12"
カミサマ,かみさま,"1. God, god, deity, divinity, spirit, kami<br>2. ace, king, superior person, god (amongst men)",Unlabeled,6,キャベツの<b>カミサマ</b>がお怒りじゃ,Cabbage Kamisama is angry,"Episode06, Episode10, Episode12, Episode14"
シマ,シマ,1. four-of-a-kind,Unlabeled,6,<b>シマ</b>シマ～,Shimashima~,"Episode06, Episode11"
たくさん,たくさん,"1. a lot, lots, plenty, many, a large number, much, a great deal, a good deal<br>2. enough, sufficient<br>3. enough, too many, too much",N5,6,おいしいものを<b>たくさん</b>食べられますように,I hope you can eat lots of delicious food,"Episode07, Episode12, Episode13, Episode14"
相変わらず,あいかわらず,"1. as usual, as always, as before, as ever, still",N1,6,さわ子先生も <b>相変わらず</b>で,Sawako-sensei is still the same.,"Episode07, Episode08, Episode10"
当たり前,あたりまえ,"1. natural, reasonable, obvious<br>2. usual, common, ordinary, commonplace, the norm",N1,6,私はしてなくても<b>当たり前</b>みたいな聞き方するな,Don't ask me questions like it's obvious even if I haven't done it.,"Episode09, Episode11, Episode13"
ニャー,にゃん,"1. meow, miaow<br>2. cat",Unlabeled,6,違う違う 返事は<b>ニャー</b>だよ,"No, no, the answer is meow.",Episode09
ミュート,ミュート,1. mute,Unlabeled,6,<b>ミュート</b>とは 弦に軽く触れて 音が伸びないようにする技術よ,Mute is the technique of lightly touching the strings to prevent the sound from elongating.,Episode09
キャベツ,キャベツ,1. cabbage (Brassica oleracea),Unlabeled,6,丸ごと<b>キャベツ</b> 生でも食ってやる～,I'll eat the whole cabbage raw~,"Episode09, Episode10"
浮かぶ,うかぶ,"1. to float, to be suspended<br>2. to rise to the surface, to appear, to emerge, to show up, to loom (up)<br>3. to come to mind, to have inspiration",N1,6,ダレてる姿が 目に<b>浮かぶ</b>,I can see it looking droopy,"Episode10, Episode13, Episode14"
ガマン,がまん,"1. endurance, patience, perseverance, bearing (with something)<br>2. self-control, self-restraint",Unlabeled,6,ちょっとは <b>ガマン</b>しろ,Hold on for a while,Episode10
戻る,もどる,"1. to turn back (e.g. half-way)<br>2. to return, to go back<br>3. to recover (e.g. something lost), to be returned<br>4. to rebound, to spring back",N4,6,でも もし このまま<b>戻っ</b>てこなかったら,But if I don't come back like this,"Episode10, Episode11, Episode12"
名,な,"1. name, given name<br>2. title<br>3. fame, renown, reputation<br>4. pretext, pretense, justification, appearance",N3,6,まあ じゃあバンド<b>名</b>は各自ひと晩考えてくることにして,"Well, let's each think about the band name overnight.","Episode11, Episode14"
あたし,あたし,"1. I, me",Unlabeled,6,ズバッと<b>あたし</b>にピンスポット当ててもらってもいいかな,I wonder if you could just ask me to pinpoint it?,Episode14
こい,こい,"1. ancient ways, the feelings of the ancients",Unlabeled,5,どんと<b>こい</b>です,It's great,"Episode01, Episode05, Episode06"
恋,こい,1. (romantic) love,N3,5,私は <b>恋</b>をした,i fell in love,"Episode01, Episode02, Episode05, Episode08"
昨日,きのう,1. yesterday,N5,5,<b>昨日</b>より遠く　おとといよりオクターブ高く,"Farther than yesterday, octave higher than the day before","Episode01, Episode02, Episode06, Episode07, Episode11"
どの,どの,"1. Mr., Mrs., Miss, Ms.",N5,5,<b>どの</b>バンドも ウチの軽音部より うまいのに,Every band is better than our light music club.,"Episode01, Episode08, Episode09, Episode11"
学校,がっこう,1. school,N5,5,最後の１冊が <b>学校</b>に保管されているとは 思わなかったわ,I had no idea that the last one was kept at school.,"Episode01, Episode05, Episode08, Episode11, Episode12"
やってくる,やってくる,"1. to come along, to come around, to turn up<br>2. to arrive at the present, to get where one is, to have been doing something (for a period of time)",Unlabeled,5,唯って今まで 何の部活も<b>やってこ</b>なかったもんね,Yui hasn't been involved in any club activities until now.,"Episode01, Episode09, Episode14"
一体,いったい,"1. (what) the heck, (why) in the world, (who) on earth<br>2. one object, one body, unity<br>3. one form, one style<br>4. one Buddhist image (or carving, etc.)<br>5. generally, in general",N3,5,<b>一体</b> 何をすればいいんだろ～う,What on earth should I do?,"Episode01, Episode03"
そういう,そういう,"1. such, like that, that sort of, very",Unlabeled,5,<b>そういう</b> りっちゃんはどうだったのさ,What was it like for Ricchan?,"Episode01, Episode03, Episode09, Episode10"
部長,ぶちょう,"1. head (chief, director) of a section or department<br>2. head of a (school) club, head of a (school) team",N4,5,届けが遅れたのは <b>部長</b>がカゼで欠席していたからですし,The reason the delivery was delayed was because the manager was absent due to a cold.,"Episode01, Episode05, Episode08, Episode11"
合唱,がっしょう,"1. chorus, singing in a chorus",N1,5,そういえば ムギちゃんは <b>合唱</b>部に入りたかったんでしょ？,"Come to think of it, Mugi-chan wanted to join the choir, right?","Episode01, Episode02, Episode06"
何だか,なんだか,"1. (a) little, somewhat, somehow",N1,5,でも <b>何だか</b> すっごく楽しそうでした,But it seemed like a lot of fun,"Episode01, Episode02, Episode07, Episode09"
楽しみ,たのしみ,"1. enjoyment, pleasure, diversion, amusement, hobby<br>2. anticipation, looking forward to",N4,5,それを言ったら <b>楽しみ</b>がなくなるだろ,"If I say that, the fun will be gone.","Episode01, Episode07, Episode10, Episode14"
メンバー,メンバー,"1. member, participant, attendee, lineup (sport)",N3,5,やっぱり 私はこの<b>メンバー</b>とバンドするのが楽しいんだと思う,"After all, I think it's fun to be in a band with these members.","Episode01, Episode06, Episode09, Episode14"
ビックリ,びっくり,"1. to be surprised, to be amazed, to be frightened, to be astonished, to get startled, to jump<br>2. surprise (e.g. surprise party)",Unlabeled,5,<b>ビックリ</b>～ ムギちゃんがバイト始めたなんて,I was surprised that Mugi-chan started working part-time.,"Episode01, Episode11, Episode13"
歓迎,かんげい,"1. welcome, reception",N3,5,梓の<b>歓迎</b>会をするか,Shall we have a welcome party for Azusa?,"Episode01, Episode07, Episode08, Episode09"
っと,っと,1. tto (Auto-translated),Unlabeled,5,ほん<b>っと</b>に ありがと～う,Thank you so much,"Episode01, Episode02, Episode05, Episode12, Episode13"
ゴロゴロ,ゴロゴロ,"1. thundering, purring, grumbling (e.g. stomach)<br>2. something large and heavy starting to roll<br>3. scattered about, common, commonplace, all over<br>4. idleness, idling about<br>5. having a foreign substance in (e.g. one's eye or stomach)<br>6. thunder",Unlabeled,5,休みの日には いつも<b>ゴロゴロ</b>,I always laze around on my days off.,"Episode01, Episode06, Episode09, Episode10"
暑い,あつい,"1. hot, warm, sultry, heated<br>2. passionate, impassioned, burning (desire, etc.)<br>3. on everybody's mind, on the radar, du jour, interested (gaze, etc.)",N5,5,<b>暑い</b>のも 寒いのも 苦手なんだ,I don't like the heat or the cold.,"Episode01, Episode05, Episode08, Episode10"
活動,かつどう,"1. activity (of a person, organization, animal, volcano, etc.), action<br>2. movie (esp. during the silent movie period)",N3,5,ちゃんと<b>活動</b>計画を立てた方がいいんじゃないか？,Wouldn't it be better to make a proper activity plan?,"Episode01, Episode02, Episode03, Episode09"
難しい,むずかしい,"1. difficult, hard, troublesome, complicated, serious (disease, problem, etc.)<br>2. impossible, unfeasible<br>3. fussy, particular, fastidious, hard to please, displeased<br>4. gloomy, glum, sullen, serious (look)<br>5. dirty, unclean, filthy, detestable<br>6. unpleasant, uncomfortable, creepy, spooky",N5,5,でッ でも すごく<b>難し</b>そうな,"Yes, but it seems very difficult.","Episode01, Episode03, Episode08, Episode10"
結局,けっきょく,"1. after all, in the end, ultimately, eventually<br>2. conclusion, end<br>3. end of a game of go, shogi, etc.",N3,5,<b>結局</b> 全然勉強できなかったの,"In the end, I couldn't study at all.","Episode01, Episode03, Episode08, Episode09"
という,という,"1. called, named, that says, that<br>2. as many as, as much as<br>3. all ..., every single ...",Unlabeled,5,<b>という</b>わけで 澪ちゃん 助けて！,"So Mio-chan, help me!","Episode01, Episode03, Episode07, Episode11"
つく,つく,"1. to take (seat, position, course, office, etc.), to assume, to be hired, to be employed<br>2. to ascend (the throne), to accede<br>3. to start (on a journey), to commence, to depart<br>4. to study (under teacher), to be an apprentice",Unlabeled,5,結果は <b>つい</b>てくるものよ,The results will come,"Episode01, Episode03, Episode05, Episode08"
仲間,ちゅうげん,"1. samurai's attendant, footman",N3,5,とっても楽しくて 愉快な人達の<b>仲間</b>になりたかったの,I wanted to be a friend of very fun and cheerful people.,"Episode01, Episode02, Episode03"
高校生,こうこうせい,1. senior high school student,N4,5,こッ <b>高校生</b>にもなって,"Hey, I'm a high school student too","Episode01, Episode02, Episode07, Episode10"
いただく,いただく,"1. to receive, to get, to accept, to take, to buy<br>2. to eat, to drink<br>3. to be crowned with, to wear (on one's head), to have (on top)<br>4. to have (as one's leader), to live under (a ruler), to install (a president)<br>5. to get somebody to do something",N4,5,いいのよ いつもいろんな方から <b>いただく</b>んだけど,"It's okay, I always receive it from various people.","Episode02, Episode05, Episode13"
かなり,かなり,"1. considerably, fairly, quite",N3,5,ムギちゃんは <b>かなり</b> お嬢様っぽいです,Mugi-chan looks quite like a young lady.,"Episode02, Episode12"
元気,げんき,"1. lively, full of spirit, energetic, vigorous, vital, spirited<br>2. healthy, well, fit, in good health",N5,5,「<b>元気</b>よく」とか「ポップな感じで」って書いてた,"They wrote things like ""cheerful"" and ""pop-like""","Episode02, Episode05, Episode09, Episode12, Episode14"
女の子,おんなのこ,"1. girl, daughter, baby girl<br>2. young woman",N5,5,俺 もっとワイルドな<b>女の子</b>が好きなんだ,I like wilder girls,"Episode02, Episode05, Episode13"
どれ,どれ,"1. which (of three or more)<br>2. well, now, c'mon",N5,5,<b>どれ</b>でもいいわよ～,It doesn't matter which one.,"Episode02, Episode12, Episode13"
安い,やすい,"1. cheap, inexpensive<br>2. calm, peaceful, quiet",N5,5,う～ん <b>安い</b>のは１万円代からあるけど,"Hmm, the cheapest ones start from 10,000 yen.","Episode02, Episode06"
落ちる,おちる,"1. to fall down, to drop, to fall (e.g. rain), to sink (e.g. sun or moon), to fall onto (e.g. light or one's gaze), to be used in a certain place (e.g. money)<br>2. to be omitted, to be missing<br>3. to decrease, to sink<br>4. to fail (e.g. exam or class), to lose (contest, election, etc.)<br>5. to crash, to degenerate, to degrade, to fall behind<br>6. to become indecent (of a conversation)<br>7. to be ruined, to go under<br>8. to fade, to come out (e.g. a stain), to come off (e.g. makeup), to be removed (e.g. illness, possessing spirit, name on a list)<br>9. to fall (into someone's hands), to become someone's possession<br>10. to fall (into a trap), to fall (for a trick)<br>11. to give in, to give up, to confess, to flee<br>12. to fall, to be defeated, to surrender<br>13. to come to (in the end), to end in<br>14. to fall (in love, asleep, etc.)<br>15. to swoon (judo)<br>16. to consent, to understand<br>17. to go down (of a website, server, etc.), to crash<br>18. to log out (of an online game, chat room, etc.), to drop out, to leave, to go offline<br>19. to die<br>20. to move to the depths<br>21. to go down (of a website, server, etc.)",N1,5,部費で<b>落ち</b>ませんか？,Aren't you going to fall short on club expenses?,"Episode02, Episode06, Episode07, Episode10"
お母さん,おかあさん,"1. mother, mom, mum, ma<br>2. wife",N5,5,<b>お母さん</b>に前借りした５万円と合わせても,"Even with the 50,000 yen I borrowed from my mother in advance,","Episode02, Episode03, Episode07"
もちろん,もちろん,"1. of course, certainly, naturally",N4,5,ギターって 音色は<b>もちろん</b>,Guitar is of course about tone.,"Episode02, Episode07, Episode09, Episode12"
ネック,ネック,"1. neck<br>2. bottleneck, obstruction<br>3. neckline",Unlabeled,5,重さや <b>ネック</b>の形や太さも いろいろあるんだ,"There are many different weights, neck shapes, and thicknesses.","Episode02, Episode11"
みなさん,みなさん,"1. all, everyone, everybody",Unlabeled,5,ライブのときだけは <b>みなさん</b> すごい演奏してますよね,Everyone plays amazingly during live shows.,"Episode02, Episode10, Episode11, Episode14"
用意,ようい,"1. preparation, arrangements, provision, getting ready, laying out (e.g. a meal)",N4,5,それと プレゼントも<b>用意</b>しなきゃ,"Also, I have to prepare a present.","Episode02, Episode07, Episode13, Episode14"
代わり,かわり,"1. substitute, replacement, substituting, replacing<br>2. stand-in, proxy, alternate, deputy, relief, successor<br>3. compensation, exchange, return<br>4. another helping, second helping, seconds, refill<br>5. upcoming program, upcoming programme",N4,5,もしくは <b>代わり</b>を探すとかね,Or maybe look for a replacement.,"Episode02, Episode11"
マジメ,まじめ,"1. serious, honest, sober, grave, earnest, steady",Unlabeled,5,いつもは<b>マジメ</b>にやってるから,Because I usually take it seriously,"Episode02, Episode07, Episode08, Episode11"
置く,おく,"1. to put, to place<br>2. to leave (behind)<br>3. to establish (an organization, a facility, a position, etc.), to set up<br>4. to appoint (someone to a certain position), to hire, to employ<br>5. to place (one's trust, one's faith, etc.), to bear (in mind, etc.)<br>6. to put down a tool (e.g. a pen) hence stopping what one is doing with that tool<br>7. to take in (boarders, etc.), to provide lodging in one's house<br>8. to separate spatially or temporally<br>9. to do something in advance<br>10. to leave something in a certain state, to keep something in a certain state",N5,5,家に<b>置い</b>ていても 余らせてしまうから,"Even if I keep it at home, I'll have some left over.","Episode02, Episode06, Episode12, Episode14"
系列,けいれつ,"1. series, sequence, system, succession<br>2. keiretsu (group), conglomeration of businesses linked by cross-shareholdings<br>3. affiliated, subsidiary",Unlabeled,5,このお店 実はウチの<b>系列</b>のお店で,This shop is actually our affiliated shop.,"Episode02, Episode11"
キラキラ,きらきら,"1. glittering, sparkling, glistening, twinkling",Unlabeled,5,もう グルングルンのピカッピカッの<b>キラキラ</b>で,It's already shiny and sparkling,"Episode02, Episode04, Episode08, Episode12, Episode14"
試験,しけん,"1. examination, exam, test<br>2. trial, experiment, test",N4,5,<b>試験</b>勉強中にも コードの練習をしたってことだし,"Even while studying for the exam, I practiced coding.","Episode02, Episode03"
ぷにぷに,ぷにぷに,"1. squishy, springy, bouncy",Unlabeled,5,<b>ぷにぷに</b>～,Puni Puni~,"Episode03, Episode10"
そんなに,そんなに,"1. so much, so, like that",N4,5,<b>そんなに</b>心配すること なかったのかもな,Maybe I didn't have to worry so much,"Episode03, Episode04, Episode05, Episode08, Episode10"
取る,とる,"1. to take, to pick up, to grab, to catch<br>2. to pass, to hand, to give<br>3. to get, to obtain, to acquire, to win, to receive, to earn, to take (e.g. a vacation)<br>4. to adopt (a method, proposal, etc.), to take (a measure, attitude, etc.), to choose<br>5. to remove, to get rid of, to take off<br>6. to take away, to steal, to rob<br>7. to eat, to have (e.g. lunch), to take (e.g. vitamins)<br>8. to pick (e.g. flowers), to gather, to extract (e.g. juice), to catch (e.g. fish)<br>9. to take up (time, space), to occupy, to spare, to set aside<br>10. to secure, to reserve, to save, to put aside, to keep<br>11. to take (e.g. a joke), to interpret, to understand, to make out, to grasp<br>12. to record, to take down<br>13. to subscribe to (e.g. a newspaper), to take, to buy, to get<br>14. to order, to have delivered<br>15. to charge, to fine, to take (tax)<br>16. to take (e.g. a wife), to take on (e.g. an apprentice), to adopt, to accept<br>17. to compete (in sumo, cards, etc.), to play",N5,5,赤点<b>取っ</b>たやつに 言われたくねえ！,I don't want to be told by the guy who got the red dot!,"Episode03, Episode05, Episode11"
食う,くう,"1. to eat<br>2. to live, to make a living, to survive<br>3. to bite, to sting (as insects do)<br>4. to tease, to torment, to taunt, to make light of, to make fun of<br>5. to encroach on, to eat into, to consume<br>6. to defeat a superior, to threaten a position<br>7. to consume time and-or resources<br>8. to receive something (usu. an unfavourable event)<br>9. to have sexual relations with a woman, esp. for the first time",N3,5,丸ごとキャベツ 生でも<b>食っ</b>てやる～,I'll eat the whole cabbage raw~,"Episode03, Episode07, Episode08, Episode10"
メール,メール,"1. email<br>2. mail (usu. in compound words), post<br>3. message (sent over a chat application), (SMS) text<br>4. male",Unlabeled,5,こんなときに おかしな<b>メール</b> よこさないでください,Please do not send strange emails at times like this.,"Episode03, Episode11, Episode12, Episode13"
特訓,とっくん,"1. special training, intensive training, crash course",Unlabeled,5,もっと <b>特訓</b>するものだと思ってたのに,I thought it would be more of a special training thing.,"Episode03, Episode05, Episode10"
ひく,ひく,"1. to pull, to tug, to lead (e.g. a horse)<br>2. to draw (attention, sympathy, etc.), to attract (e.g. interest)<br>3. to draw back (e.g. one's hand), to draw in (one's chin, stomach, etc.), to pull in<br>4. to draw (a card, mahjong tile, etc.)<br>5. to draw (a line, plan, etc.)<br>6. to catch (a cold)<br>7. to play (a stringed or keyboard instrument)<br>8. to look up (in a dictionary, phone book, etc.), to consult, to check<br>9. to haul, to pull (vehicles)<br>10. to subtract, to deduct<br>11. to recede, to ebb, to fade<br>12. to be descend from, to inherit (a characteristic)<br>13. to quote, to cite, to raise (as evidence)<br>14. to lay on (electricity, gas, etc.), to install (e.g. a telephone), to supply (e.g. water)<br>15. to hold (e.g. a note)<br>16. to apply (e.g. lipstick), to oil (e.g. a pan), to wax (e.g. a floor)<br>17. to move back, to draw back, to recede<br>18. to lessen, to subside, to ebb, to go down (e.g. of swelling)<br>19. to resign, to retire, to quit",Unlabeled,5,こんなときにかぜ<b>ひく</b>なんて,Why not have it at a time like this?,"Episode03, Episode11, Episode12, Episode13"
ところで,ところで,"1. by the way, incidentally<br>2. even if, no matter (who, what, when, where, why, how)",N3,5,<b>ところで</b> 何を買いに行くんですか？,"By the way, what are you going to buy?","Episode03, Episode07, Episode10, Episode14"
かい,かい,"1. low rank, lower position, subordinate position, lower order (e.g. byte)",Unlabeled,5,それは弾けるん<b>かい</b>！,Can you play that?,"Episode03, Episode04, Episode05, Episode06, Episode11"
夏休み,なつやすみ,"1. summer vacation, summer holiday",N5,5,<b>夏休み</b>が終わったら もうすぐ学園祭でしょう,"Once the summer vacation is over, the school festival will be coming soon.","Episode03, Episode04, Episode09, Episode10"
朝,あさ,1. morning<br>2. breakfast<br>3. next morning,N5,5,<b>朝</b>から晩まで みっちり練習するの！,Practice hard from morning till night!,"Episode03, Episode04, Episode06, Episode11, Episode12"
たぶん,たぶん,1. informing,N5,5,<b>たぶん</b> 間に合うんじゃないかと,Maybe I'll make it in time,"Episode04, Episode05, Episode08, Episode14"
喫茶,きっさ,"1. tea drinking<br>2. teahouse, tearoom, coffee lounge, coffee shop, (rather formal) cafe",N1,5,はいはーい 私 メイド<b>喫茶</b>が やりたい,"Yes, yes, I want to run a maid cafe.",Episode04
おばけ,おばけ,"1. goblin, monster, demon<br>2. ghost, apparition<br>3. something that's unusually large",Unlabeled,5,<b>おばけ</b>屋敷！,Haunted house!,Episode04
屋敷,やしき,"1. residence, estate, grounds, premises, mansion",N1,5,おばけ<b>屋敷</b>！,Haunted house!,Episode04
いくら,いくら,"1. how much<br>2. something over, and something, -odd<br>3. however (much), no matter how",N5,5,でも <b>いくら</b>ぐらい かかるのかな？,But how much will it cost?,"Episode04, Episode07, Episode10, Episode14"
ムッ,ムッと,"1. to be offended, to get angry, to be annoyed, to be miffed, to be huffy, to be sullen, to be upset<br>2. to be stuffy, to be stifling, to be muggy<br>3. firmly (shutting one's mouth)",Unlabeled,5,<b>ムッ</b> ムギは どう思う？,What do you think about Mugi?,"Episode04, Episode05, Episode06, Episode07"
しょうが,しょうが,1. ginger (Zingiber officinale),Unlabeled,5,<b>しょうが</b>ないなあ,I can't help it,"Episode04, Episode05, Episode08"
間に合う,まにあう,"1. to be in time (for)<br>2. to serve (suit, meet) the purpose, to be good enough, to be enough, to manage, to make do",N4,5,唯が<b>間に合わ</b>ないかもしれないってことか？,Does that mean Yui might not make it in time?,"Episode04, Episode05, Episode12"
所,ところ,"1. place, spot, scene, site<br>2. address<br>3. district, area, locality<br>4. one's house<br>5. point, aspect, side, facet<br>6. passage (in text), part<br>7. space, room<br>8. thing, matter<br>9. whereupon, as a result<br>10. about to, on the verge of<br>11. was just doing, was in the process of doing, have just done, just finished doing",N5,5,本当は もっと広い<b>所</b>に泊まりたかったんだけど,"Actually, I wanted to stay in a bigger place.","Episode04, Episode08, Episode14"
小さい,ちいさい,"1. small, little, tiny<br>2. slight, below average (in degree, amount, etc.), minor, small<br>3. low (e.g. sound), soft (e.g. voice)<br>4. unimportant, petty, insignificant, trifling, trivial<br>5. young, juvenile",N5,5,まだ<b>小さい</b>から ひとりにしとくの心配なんだ,She's still young so I'm worried about leaving her alone.,"Episode04, Episode06, Episode13"
ツボ,つぼ,"1. pot, jar, vase<br>2. dice cup<br>3. depression, basin (e.g. of a waterfall)<br>4. aim, what one wants, the mark<br>5. key point (of a conversation, etc.), essence<br>6. acupuncture point, moxibustion point, pressure point<br>7. position on the fingerboard (of a shamisen, koto, etc.)<br>8. target (when aiming an arrow)",Unlabeled,5,ヒザの皿に フジ<b>ツボ</b>がビッシリと,Barnacles are all over the plate on my knee,"Episode04, Episode10"
冷たい,つめたい,"1. cold (to the touch), chilly, icy, freezing<br>2. (emotionally) cold, coldhearted, unfeeling, indifferent, unfriendly, distant",N5,5,どうせ私は 手が大きくて心の<b>冷たい</b>女ですよ,I'm a woman with big hands and a cold heart anyway.,"Episode04, Episode11, Episode13"
どく,どく,"1. poison, toxicant<br>2. harm, evil influence<br>3. ill will, spite, malice<br>4. abusive language",Unlabeled,5,ムギ ちょっと <b>どい</b>てて,"Wheat, step away a little.","Episode04, Episode06, Episode08, Episode09"
ピンク,ピンク,"1. pink<br>2. erotic (usually used in relation to the sex industry), blue, pornographic",N2,5,じゃあ そのときは <b>ピンク</b>がいい,"Well, pink is better then.","Episode04, Episode14"
こういう,こういう,"1. such, this sort of, like this",Unlabeled,5,あずにゃん <b>こういう</b>のは勢いよく入った方が いいんだよ,"Azunyan, it's better to enter things like this vigorously.","Episode05, Episode06, Episode10"
うり,うり,"1. melon, gourd",Unlabeled,5,<b>うり</b>うりうり,Uri Uri Uri,Episode05
申請,しんせい,"1. application, request, petition",N2,5,学園祭のステージを借りるための<b>申請</b>に行ってたんだけど,I was applying to rent a stage for the school festival.,"Episode05, Episode08, Episode11"
生徒,せいと,"1. pupil, student, schoolchild",N5,5,じゃあ 書類 あとで<b>生徒</b>会室に持ってきてね,"Well then, please bring the documents to the student council room later.","Episode05, Episode11"
春,はる,"1. spring, springtime<br>2. New Year<br>3. prime (of life), height (of one's prosperity), heyday<br>4. adolescence, puberty<br>5. sexuality, sexual desire",N5,5,そう あれは まだ<b>春</b>のこと,"Yes, it was still spring.","Episode05, Episode08, Episode09"
甘い,あまい,"1. sweet-tasting, sweet, sugary, sugared<br>2. fragrant (smelling), sweet (music)<br>3. lightly salted, light in salt, not spicy<br>4. naive, overly optimistic, soft on, generous, indulgent, easy-going, lenient<br>5. half-hearted, not finished properly<br>6. insufficient, not satisfactory, inadequate, loose<br>7. mild<br>8. tempting, enticing, luring",N5,5,ムギは<b>甘い</b>んだ！,Wheat is sweet!,"Episode05, Episode06, Episode08, Episode11"
なんだか,なんだか,"1. (a) little, somewhat, somehow",Unlabeled,5,もう針が<b>なんだか</b>通らない,For some reason the needle doesn't go through anymore.,"Episode05, Episode08, Episode12, Episode14"
出演,しゅつえん,"1. performance, appearance (in a stage, film, TV show, etc.)",N1,5,<b>出演</b> 申し込みに来たんですけど,I came here to apply for the role.,"Episode05, Episode12, Episode14"
ので,ので,"1. that being the case, because of ..., the reason is ..., given that ...",Unlabeled,5,はい お姉ちゃんに 一人一芸って言われてた<b>ので</b>,"Yes, my sister told me that each person should do one trick.","Episode06, Episode07, Episode09, Episode11"
運ぶ,はこぶ,"1. to carry, to transport, to move, to convey<br>2. to come, to go<br>3. to wield (a tool, etc.), to use<br>4. to go (well, etc.), to proceed, to progress",N4,5,じゃあ これ 講堂まで<b>運ん</b>どいて,"Well then, carry this to the auditorium.",Episode06
調子,ちょうし,"1. tune, tone, key, pitch, time, rhythm<br>2. vein, mood, way, manner, style, knack<br>3. condition, state of health<br>4. impetus, spur of the moment, strain<br>5. trend",N3,5,そんな<b>調子</b>でどうするんだよ,What should I do in such a situation?,"Episode06, Episode11, Episode12"
逆,ぎゃく,"1. reverse, opposite<br>2. converse (of a hypothesis, etc.)<br>3. inverse (function)",N3,5,知り合いの方は 弦を<b>逆</b>に張り替えて使ってましたけど,A friend of mine was using it with the strings reversed.,"Episode06, Episode08, Episode11"
幸せ,しあわせ,"1. happiness, good fortune, luck, blessing",N3,5,冬の日 どんなに寒くても 僕は<b>幸せ</b>,"No matter how cold it is on a winter day, I'm happy","Episode06, Episode08, Episode13, Episode14"
マシュマロ,マシュマロ,1. marshmallow,Unlabeled,5,ゆれる思いは　<b>マシュマロ</b>みたいに　ふわ★ふわ,"My swaying thoughts are like marshmallows, fluffy★fluffy","Episode06, Episode12, Episode13"
今夜,こんや,"1. this evening, tonight",N4,5,お気に入りのうさちゃん抱いて<b>今夜</b>もオヤスミ,I’ll hold my favorite rabbit and sleep tonight as well.,"Episode06, Episode12, Episode14"
アハハハハ,あはは,1. a-ha-ha (laughing loudly),Unlabeled,5,<b>アハハハハ</b> アハ アハ イエーイ～,Ahahahaha aha aha yay~,"Episode07, Episode10"
参加,さんか,"1. participation, joining, entry, adherence",N3,5,和さんも 軽音部のクリスマス会に<b>参加</b>しない？,"Kazu-san, would you like to join the light music club's Christmas party?","Episode07, Episode09, Episode14"
増える,ふえる,"1. to increase, to multiply",N4,5,人数 <b>増え</b>た方が 使えるお金 増えるし,"The more people we have, the more money we can spend.","Episode07, Episode08, Episode10"
彼氏,かれし,"1. boyfriend<br>2. he, him",Unlabeled,5,先生は <b>彼氏</b>と予定があると思って 呼びませんでした,The teacher didn't call because she thought she had plans with her boyfriend.,"Episode07, Episode09, Episode13"
