Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
放つ,はなつ,"1. to fire (gun, arrow, questions, etc.), to shoot, to hit (e.g. baseball), to break wind<br>2. to set free, to release, to let loose<br>3. to emit (e.g. light), to give off (e.g. a scent)<br>4. to send out (a person to carry out a duty)<br>5. to set fire to",Unlabeled,7,掃除をせずに <b>放っ</b>ておいたもんだ,I left it alone without cleaning it.,"S01E04, S01E05, S01E06, S01E09, S01E16, S01E17, S01E24"
生物,せいぶつ,"1. living thing, organism, creature, life<br>2. biology",N3,7,僕が見た<b>生物</b>を,the creatures I saw,"S01E04, S01E07, S01E12, S01E15, S01E24"
担当,たんとう,"1. being in charge (of an area of responsibility), being responsible (for a work role, etc.)",N3,7,それ以前に 君の<b>担当</b>さ！,"Before that, you're in charge!","S01E04, S01E15, S01E21"
タケル,タケル,1. Takeru (name),Unlabeled,7,私には<b>タケル</b>がいるんだから！,I have Takeru!,"S01E04, S01E20"
特に,とくに,"1. particularly, especially, in particular, expressly",N4,7,<b>特に</b>男性は！,Especially men!,"S01E04, S01E08, S01E09, S01E10, S01E12, S01E17, S01E18"
付き合う,つきあう,"1. to associate with, to keep company with, to go out with, to go steady with, to get on with<br>2. to go along with, to follow someone's lead, to accompany someone, to compromise",N1,7,今日は ちょっと<b>付き合え</b>,Let's hang out for a while today,"S01E04, S01E06, S01E08, S01E10, S01E11, S01E16"
うそ,うそ,"1. lie, fib, falsehood, untruth<br>2. mistake, error<br>3. unwise move, bad decision<br>4. no way!, unbelievable!, really?!",N4,7,あなた <b>うそ</b>をつく時は,when you lie,"S01E04, S01E11, S01E16, S01E19, S01E23"
いらっしゃる,いらっしゃる,"1. to come, to go, to be (somewhere)<br>2. to be (doing)",N4,7,まさか 家に<b>いらっしゃる</b>とは,I never expected you to be home.,"S01E04, S01E09, S01E12, S01E13, S01E23"
見つかる,みつかる,"1. to be found, to be discovered",N4,7,新しい彼氏が<b>見つかる</b>って！,I've found a new boyfriend!,"S01E05, S01E06, S01E14, S01E15, S01E18"
主人公,しゅじんこう,"1. protagonist, main character, hero(ine) (of a story)<br>2. head of household",N1,7,まさか <b>主人公</b>が幽霊だとはな,I never expected the main character to be a ghost.,"S01E05, S01E08, S01E10, S01E19"
電池,でんち,"1. battery, cell",N2,7,マンガン<b>電池</b>でも渡しときゃあ,Can you give me some manganese batteries?,"S01E05, S01E16"
期待,きたい,"1. expectation, anticipation, hope<br>2. promising, rising, up-and-coming",N3,7,でも 妙な<b>期待</b>はしないこと,But don't have any strange expectations,"S01E05, S01E09, S01E14, S01E16"
集団,しゅうだん,"1. group, mass",N3,7,敵の<b>集団</b>に１人はいがちな,There tends to be one person in a group of enemies.,"S01E05, S01E17, S01E20"
っきり,っきり,"1. only, just<br>2. since, after<br>3. remaining (in a particular state)",Unlabeled,7,さっ！ その隙に２人<b>っきり</b>で,"Come on! At that moment, we were alone","S01E05, S01E18, S01E19, S01E22, S01E23"
ビリ,ビリ,"1. last (on the list), (at the) bottom, (in) last position, tailender",Unlabeled,7,万年<b>ビリ</b>のお前が 何で！,Why are you so lucky!,"S01E05, S01E09"
並ぶ,ならぶ,"1. to line up, to stand in a line<br>2. to rival, to match, to equal",N5,7,実際は<b>並ぶ</b>ことになるだろうがな,"Actually, you'll probably have to line up.","S01E05, S01E08, S01E16, S01E21, S01E23"
やっと,やっと,"1. at last, finally<br>2. barely, narrowly, just, by the skin of one's teeth",N4,7,今日 <b>やっと</b>給料入ったの！,I finally got paid today!,"S01E05, S01E08, S01E16, S01E19, S01E21, S01E23"
潰れる,つぶれる,"1. to be crushed, to be smashed, to be broken, to collapse<br>2. to become useless, to cease functioning, to be wasted (e.g. time)<br>3. to go bankrupt, to go out of business, to fail",N2,7,<b>潰れる</b>まで！,Until it collapses!,"S01E06, S01E14, S01E16, S01E17"
サイン,サイン,"1. autograph, signature<br>2. sign, signal, indication",N3,7,<b>サイン</b>してください！,Please sign!,"S01E06, S01E07, S01E08, S01E11, S01E15"
創る,つくる,"1. to make, to produce, to manufacture, to build, to construct<br>2. to prepare (food), to brew (alcohol)<br>3. to raise, to grow, to cultivate, to train<br>4. to till<br>5. to draw up (a document), to make out, to prepare, to write<br>6. to create (an artistic work, etc.), to compose<br>7. to coin (a phrase), to organize, to organise, to establish, to found<br>8. to have (a child)<br>9. to make up (one's face, etc.)<br>10. to fabricate (an excuse, etc.)<br>11. to give a (false) appearance, to feign (a smile, etc.), to put on a show of emotion<br>12. to form (a line, etc.)<br>13. to set (a record)<br>14. to commit (a sin, etc.)",Unlabeled,7,部を<b>創る</b>のに人数がいるんで,It takes a lot of people to create a club.,"S01E06, S01E09, S01E20"
スポーツ,スポーツ,"1. sport, sports",N5,7,<b>スポーツ</b>テストを行う！,Do a sports test!,"S01E06, S01E10, S01E11, S01E17, S01E23"
地球,ちきゅう,"1. Earth, the globe",N3,7,<b>地球</b>は もう終わりよ～！,The earth is over!,"S01E06, S01E10, S01E11, S01E16"
懐く,なつく,"1. to become attached (to), to take (to), to become affectionate (with), to be tamed",N1,7,<b>懐い</b>てやらんこともニャいぞ,I don't want you to miss me,"S01E07, S01E11, S01E18, S01E20"
なでる,なでる,"1. to stroke, to caress, to brush gently, to pat, to rub<br>2. to comb (hair), to smooth down",Unlabeled,7,３分間 僕を <b>なで</b>放題！,Stroke me all you want for 3 minutes!,"S01E07, S01E10, S01E23"
原稿,げんこう,"1. manuscript, copy, draft, notes, contribution",N2,7,早速 <b>原稿</b>を見せてもらえるかな？,Could you please show me the manuscript right away?,"S01E07, S01E11, S01E16, S01E18, S01E19"
クリスマス,クリスマス,1. Christmas,N3,7,<b>クリスマス</b>に はしゃぐのは,What's fun at Christmas?,"S01E07, S01E15, S01E16, S01E23"
本命,ほんめい,"1. favorite (to win), favourite, likely winner<br>2. one's heart's desire, first choice",Unlabeled,7,これは<b>本命</b>と書きたかったのか？,Did you really want to write this?,"S01E07, S01E08, S01E10, S01E12"
笑い,わらい,"1. laugh, laughter<br>2. smile<br>3. sneer<br>4. sex aids (e.g. dildos, pornographic books, erotic woodblock prints, etc.)",N3,7,そこで 僕らはマジックと<b>笑い</b>を,So we do magic and laughter,"S01E07, S01E16, S01E24"
卵,たまご,"1. eggs, egg, spawn, roe<br>2. (hen's) egg<br>3. (an expert) in the making<br>4. beginning, origin, infancy",N5,7,簡単に<b>卵</b>が割れるのよ！,Eggs break easily!,"S01E07, S01E08, S01E19, S01E20"
ゴリラ,ゴリラ,"1. gorilla (Gorilla spp., esp. western gorilla, Gorilla gorilla)",Unlabeled,7,じゃあ！ えっと 変な<b>ゴリラ</b>！,See you then! What a strange gorilla!,"S01E08, S01E15, S01E16, S01E18, S01E21"
変化,へんか,"1. change, variation, alteration, mutation, transition, transformation, transfiguration, metamorphosis<br>2. variety, diversity<br>3. inflection, declension, conjugation<br>4. sidestepping",N3,7,この体を<b>変化</b>させることができる,I can change this body,"S01E08, S01E22, S01E24"
指輪,ゆびわ,1. (finger) ring,N4,7,ごく普通の<b>指輪</b>だと分かった,It turned out to be a very ordinary ring.,"S01E08, S01E09"
なくなる,なくなる,1. to die,Unlabeled,7,雑音が<b>なくなっ</b>たのはいいが,It's good that the noise is gone,"S01E08, S01E14, S01E17, S01E18, S01E20"
我慢,がまん,"1. endurance, patience, perseverance, bearing (with something)<br>2. self-control, self-restraint",N3,7,学校が終わるまでは<b>我慢</b>だ,I'll have to wait until school is over.,"S01E08, S01E10, S01E13, S01E17, S01E18, S01E19, S01E22"
いらっしゃい,いらっしゃい,"1. come, go, stay<br>2. welcome",N3,7,瞬！ ちょっと<b>いらっしゃい</b>！,Shun! Come on!,"S01E09, S01E10, S01E14, S01E17, S01E18, S01E19"
うわる,うわる,1. to be planted,Unlabeled,7,<b>うわっ</b> 飛んできた！,"Wow, it flew away!","S01E09, S01E15, S01E18, S01E19, S01E21, S01E22, S01E23"
ショー,ショー,1. show,N1,7,僕と一緒に<b>ショー</b>に出てください！,Please come to the show with me!,"S01E09, S01E22"
喫茶,きっさ,"1. tea drinking<br>2. teahouse, tearoom, coffee lounge, coffee shop, (rather formal) cafe",N1,7,今 ちまたではやりの メイド<b>喫茶</b>を,Maid cafes are popular in the streets now.,"S01E09, S01E14, S01E15"
巨乳,きょにゅう,1. huge breasts,Unlabeled,7,<b>巨乳</b>のままで！,Keep your big breasts!,"S01E10, S01E16"
プシー,プサイ,1. psi,Unlabeled,7,僕は<b>プシー</b>ちゃんのことが好きニャ,I like Pushy-chan nya,S01E10
しょうが,しょうが,1. ginger (Zingiber officinale),Unlabeled,7,<b>しょうが</b>漬けにしてやるジャー！,[Unavailable],"S01E10, S01E11, S01E14, S01E16, S01E22"
コニャック,コニャック,1. cognac,Unlabeled,7,週刊少年<b>コニャック</b>編集部だ！,Weekly Shonen Cognac Editorial Department!,"S01E11, S01E23"
構う,かまう,"1. to mind, to care about, to be concerned about, to have a regard for<br>2. to be an issue, to matter, to create inconvenience<br>3. to keep company, to care for, to look after, to entertain, to pay attention to, to spend time with<br>4. to interfere with, to meddle in<br>5. to tease<br>6. to banish, to prohibit",N3,7,迷惑かけるのは一向に<b>構わ</b>ないが,I don't mind bothering you at all.,"S01E11, S01E14, S01E18, S01E19, S01E21"
ヤバ,やばい,"1. dangerous, risky<br>2. awful, terrible, crap<br>3. terrific, amazing, cool",Unlabeled,7,<b>ヤバ</b>いよ！,That's crazy!,"S01E12, S01E15, S01E17, S01E19, S01E21, S01E24"
ぜんざい,ぜんざい,"1. well done!, bravo!<br>2. zenzai, red bean soup made with azuki beans",Unlabeled,7,これでコーヒーあんみつ<b>ぜんざい</b>を,Now make coffee anmitsu zenzai,"S01E12, S01E13"
止まる,とまる,"1. to stop (moving), to come to a stop<br>2. to stop (doing, working, being supplied), to come to a halt, to cease, to be stopped, to be suspended<br>3. to alight, to perch on",N5,7,<b>止まっ</b>たぞ！,It's stopped!,"S01E12, S01E16, S01E17, S01E19, S01E20, S01E23"
歌,うた,1. song<br>2. classical Japanese poetry (esp. tanka)<br>3. modern poetry,N5,7,<b>歌</b>はともかく 歌詞は最低だな,"Aside from the song, the lyrics are the worst.","S01E13, S01E18"
胸,むね,"1. chest, breast<br>2. breasts, bosom, bust<br>3. heart<br>4. lungs<br>5. stomach<br>6. heart, mind, feelings",N3,7,<b>胸</b>がいっぱいになっていることを,that my chest is full,"S01E13, S01E14, S01E15, S01E18, S01E19, S01E20"
斗,ます,"1. measuring container, measure<br>2. box (seating at a theatre, etc.)<br>3. square on a grid, cell of a grid<br>4. square bearing block (at the top of a pillar)",Unlabeled,7,ああ 鎖萬沙や派羅魔雲<b>斗</b>を,"Ah, Chain Mansa and Parama Unto.","S01E14, S01E23"
休み,やすみ,"1. rest, recess, respite<br>2. vacation, holiday, absence, suspension<br>3. dormancy (of a silkworm prior to moulting)",N5,7,<b>休み</b>時間は 僕の周りに,Around me during break time,"S01E14, S01E16, S01E22, S01E24"
校長,こうちょう,"1. principal, headmaster",N4,7,<b>校長</b>が燃堂の石像を気に入って,The principal liked the stone statue at Moedo.,"S01E14, S01E15, S01E24"
放課後,ほうかご,1. after school (at the end of the day),Unlabeled,7,それなら<b>放課後</b>も当日も自由だな,Then you'll be free after school and on the day.,"S01E15, S01E16, S01E24"
ハ,ハ,"1. third in a sequence denoted by the iroha system, third note in the diatonic scale (used in key names, etc.)",Unlabeled,7,<b>ハ</b>～ いただき！,Ha~ Itadaki!,"S01E15, S01E17, S01E21, S01E23"
数字,すうじ,"1. numeral, figure, digit, numeric character",N3,7,お前も その<b>数字</b>に,You too are in that number,"S01E15, S01E20"
まっすぐ,まっすぐ,"1. straight (ahead), direct, upright, erect<br>2. straightforward, honest, frank",N5,7,あとは <b>まっすぐ</b>に行けば着くよ,All you have to do is go straight and you'll get there.,"S01E15, S01E16, S01E18"
着替える,きがえる,1. to change one's clothes,Unlabeled,7,何 女みて～に<b>着替え</b>てんだよ！,"What, look at the woman, she's changing her clothes!","S01E16, S01E17, S01E19, S01E20, S01E21"
感激,かんげき,"1. deep emotion, impression, inspiration",N2,7,<b>感激</b>するのは まだ早いよ！,It's still too early to be impressed!,"S01E16, S01E19, S01E24"
ゲホッ,ゲホッ,1. Geho! (Auto-translated),Unlabeled,7,<b>ゲホッ</b> ゲホッ,Geho Geho,"S01E16, S01E21"
プラモ,プラモデル,1. plastic model,Unlabeled,7,“破壊兵器リビオン”の<b>プラモ</b>が！,A plastic model of “Weapon of Destruction Rivion”!,"S01E18, S01E21"
祖母,そぼ,1. grandmother,N4,7,ここに祖父と<b>祖母</b>の家があるのだ,My grandfather and grandmother's house is here.,S01E19
遊園,ゆうえん,"1. playground (for children), park",Unlabeled,7,この辺に<b>遊園</b>地があるなんて,There's an amusement park around here,"S01E19, S01E22"
鬼ごっこ,おにごっこ,"1. tag (children's game), tig",Unlabeled,7,<b>鬼ごっこ</b>の燃ちゃんとは,What is Moe-chan from tag?,S01E21
スーパー,スーパー,"1. supermarket<br>2. subtitles, telop<br>3. superheterodyne<br>4. super",Unlabeled,6,何で そんな<b>スーパー</b>金持ちが,Why are you so super rich?,"S01E01, S01E03, S01E07, S01E11, S01E18, S01E23"
かう,かう,"1. to keep (a pet or other animal), to have, to own, to raise, to rear, to feed",Unlabeled,6,あまりにムゴ<b>かっ</b>たので,It was so boring,"S01E01, S01E09, S01E10, S01E15, S01E18, S01E19"
高校生,こうこうせい,1. senior high school student,N4,6,とても<b>高校生</b>が作れるレベル,A level that even high school students can create.,"S01E01, S01E02, S01E08, S01E15, S01E20"
透視,とうし,"1. seeing through<br>2. fluoroscopy, roentgenoscopy<br>3. clairvoyance, seeing through (objects), second sight",Unlabeled,6,この“<b>透視</b>”という能力も,This ability of “clairvoyance”,"S01E01, S01E02, S01E04, S01E09, S01E16, S01E21"
大抵,たいてい,"1. mostly, ordinarily, usually, generally<br>2. probably<br>3. most, almost all<br>4. ordinary<br>5. proper, appropriate, moderate",N3,6,<b>大抵</b>のことは できてしまう,I can do most things,"S01E01, S01E02, S01E17, S01E19, S01E20, S01E22"
同時に,どうじに,"1. coincident with, while, simultaneously",Unlabeled,6,僕は演奏と<b>同時に</b>テレパシーで,I'm telepathic at the same time as I play.,"S01E01, S01E06, S01E08, S01E15"
ないし,ないし,1. emperor's secret orders,Unlabeled,6,まだ あのことにも気づいて<b>ないし</b>,I haven't even noticed that yet,"S01E01, S01E02, S01E12, S01E19, S01E21, S01E24"
晩,ばん,"1. evening, night<br>2. dinner, evening meal<br>3. counter for nights",N5,6,もういいよ　<b>晩</b>御飯にしよう,That's enough. Let's have dinner.,"S01E01, S01E08, S01E17, S01E22"
基本,きほん,"1. basics, fundamentals, basis, foundation",N3,6,<b>基本</b>的に 父の頼みは,"Basically, my father's request is","S01E01, S01E04, S01E06, S01E19"
かねる,かねる,"1. to be unable to, to find difficult (unpleasant, awkward, painful) to do<br>2. to serve two or more functions or roles simultaneously, to contain (or combine) two or more features<br>3. to work in two or more jobs simultaneously (positions, etc.), to do alongside<br>4. to hesitate to do something (out of consideration for others)<br>5. to think of the future (as well as the present)",Unlabeled,6,あれは 惑星も破壊し<b>かね</b>ない―,That could even destroy the planet.,"S01E01, S01E02, S01E06, S01E15, S01E20, S01E22"
なめる,なめる,"1. to lick, to lap, to suck<br>2. to taste<br>3. to experience (esp. a hardship)<br>4. to look down on (someone), to make fun of, to put down, to treat with contempt, to underestimate<br>5. to lick (at; of flames), to burn",Unlabeled,6,僕が上司の靴 ペロペロ<b>なめ</b>て,I licked my boss's shoes,"S01E01, S01E04, S01E07, S01E10, S01E23"
ふむ,ふむ,"1. to step on, to tread on, to trample on<br>2. to set foot on (e.g. foreign soil), to stand on, to visit<br>3. to experience, to undergo<br>4. to follow (rules, principles, etc.), to go through (e.g. formalities), to complete<br>5. to estimate, to guess, to judge, to value, to appraise<br>6. to rhyme<br>7. to succeed to (e.g. the throne)",Unlabeled,6,<b>ふむ</b> 嫌いではないな,"Hmm, I don't hate it.","S01E01, S01E06, S01E07, S01E13, S01E18, S01E21"
解放,かいほう,"1. release, unleashing, liberation, emancipation, setting free<br>2. deallocation (of computer memory)",N2,6,母さんを<b>解放</b>してやれー！,Free my mother!,"S01E01, S01E06, S01E10, S01E17, S01E21, S01E24"
ン,ン,1. some (at the start of a number in place of a digit),Unlabeled,6,ハハ～<b>ン</b> さては おめえ,"Hahaan Well then, oh yeah","S01E01, S01E03, S01E06, S01E18, S01E20, S01E21"
ヤダ,やだ,"1. not a chance, not likely, no way, no<br>2. oh no, yuck, eew<br>3. fault, defect, weak point",Unlabeled,6,はっ <b>ヤダ</b> 私ったら 今のはナシ！,"Ha, no, I wouldn't do what I did now!","S01E01, S01E04, S01E06, S01E16, S01E24"
考え,かんがえ,"1. thinking, thought, view, opinion, concept<br>2. idea, notion, imagination<br>3. intention, plan, design<br>4. consideration, judgement, deliberation, reflection<br>5. wish, hope, expectation",N3,6,僕には相手の<b>考え</b>が分かるのだ,I understand what the other person is thinking,"S01E01, S01E02, S01E08, S01E09, S01E12"
以来,いらい,"1. since, henceforth",N3,6,眉毛のつながった警官<b>以来</b>だ！,Not since the policeman with connected eyebrows!,"S01E01, S01E07, S01E16, S01E18, S01E20"
絡む,からむ,"1. to entangle, to entwine<br>2. to pick a quarrel, to find fault<br>3. to be involved with, to be influenced by, to develop a connection with",N1,6,やたらと僕に<b>絡ん</b>でくる,keeps coming to me,"S01E01, S01E10, S01E13, S01E17, S01E22"
動物,どうぶつ,1. animal,N5,6,人間という下等<b>動物</b>の分際で!!,At the level of a lower animal called a human!!,"S01E01, S01E04, S01E07, S01E10, S01E12"
すら,しゅら,"1. Asura, demigod, anti-god, titan, demigods that fight the Devas (gods) in Hindu mythology<br>2. fighting, carnage, conflict, strife<br>3. sledge (for conveying large rocks, logs, etc.)<br>4. log slide, chute, flume",Unlabeled,6,動物<b>すら</b>も読めるというのに,Even animals can read.,"S01E01, S01E17, S01E18, S01E23"
悪,あく,"1. evil, wickedness<br>2. (role of) the villain (in theatre, etc.), the bad guy",N1,6,だが 斉木の前で カッコ<b>悪</b>ィところ,"But in front of Saiki, it's uncool.","S01E01, S01E10, S01E17, S01E20"
情報,じょうほう,"1. information, news, intelligence, advices<br>2. information, data contained in characters, signals, code, etc.",N3,6,手に入らない<b>情報</b>はない！,There is no information that cannot be obtained!,"S01E01, S01E06, S01E20"
妄想,もうそう,"1. wild idea, delusion",Unlabeled,6,<b>妄想</b>中に声を送られると,When a voice is sent to me during my delusions,"S01E01, S01E17, S01E24"
サボる,サボる,"1. to be truant, to slack off, to play hooky, to skip school, to cut class, to skip out",N1,6,自分が<b>サボり</b>たいからって,Because I want to slack off,"S01E01, S01E04, S01E12, S01E17, S01E24"
そいつ,そいつ,"1. he, she, that person, that guy, that fellow<br>2. that, that one, that thing",Unlabeled,6,<b>そいつ</b>の感覚をそのまま体験できる,You can experience that feeling as it is,"S01E01, S01E04, S01E14, S01E19, S01E23, S01E24"
症,しょう,1. illness,N1,6,花粉<b>症</b> ナメんなよ！,Don't play with hay fever!,"S01E01, S01E03, S01E17"
仕業,しわざ,"1. deed (esp. negative), act, action, one's doing",Unlabeled,6,斉木さんの<b>仕業</b>でしょ!?,Isn’t it Saiki-san’s doing?,"S01E01, S01E06, S01E12, S01E14, S01E18, S01E23"
仮に,かりに,"1. supposing, even if, granting that, for argument's sake<br>2. temporarily, provisionally, for the time being",Unlabeled,6,お前 <b>仮に</b>超能力を覚えたとして,Suppose you learned superpowers,"S01E01, S01E04, S01E06, S01E18"
ぁぁ,ぁぁ,1. Aaah (Auto-translated),Unlabeled,6,その ケンカをな<b>ぁぁ</b>！,That fight!,"S01E01, S01E05, S01E08, S01E12, S01E15, S01E23"
出会う,であう,"1. to meet (by chance), to come across, to run across, to encounter, to happen upon<br>2. to meet (e.g. of rivers, highways, etc.)<br>3. to emerge and engage (an enemy)",N3,6,緑と<b>出会っ</b>たのは入社して１年,I met Midori one year after joining the company.,"S01E01, S01E09, S01E10, S01E17, S01E24"
ところで,ところで,"1. by the way, incidentally<br>2. even if, no matter (who, what, when, where, why, how)",N3,6,<b>ところで</b>しょ？,"By the way, right?","S01E01, S01E04, S01E07, S01E22, S01E24"
認める,したためる,"1. to write (e.g. a letter), to draw up (a document), to take down (e.g. notes)<br>2. to have (lunch, dinner, etc.), to eat",N3,6,自他ともに<b>認める</b>,acknowledge both oneself and others,"S01E01, S01E03, S01E14, S01E18, S01E24"
たって,たって,1. strongly hoping or requesting (of something that is difficult to be brought to fruition),Unlabeled,6,斉木のことで悩んで<b>たって</b>,He said he was worried about Saiki.,"S01E01, S01E06, S01E09, S01E18, S01E24"
後ろ,うしろ,"1. back, behind, rear",N5,6,<b>後ろ</b>に並んでくれ！,Line up behind me!,"S01E01, S01E05, S01E11, S01E16, S01E18, S01E21"
原作,げんさく,1. original work,N1,6,次々と<b>原作</b>を消化していくつもりだ,I plan to digest the original work one after another.,"S01E01, S01E02, S01E03, S01E19, S01E24"
流す,ながす,"1. to drain, to pour, to spill, to shed (blood, tears)<br>2. to wash away<br>3. to distribute (e.g. electricity over wires, music over a PA system, etc.), to circulate, to broadcast, to beam<br>4. to cruise (e.g. taxi)<br>5. to float, to set adrift<br>6. to call off (a meeting, etc.)<br>7. to exile, to banish",N3,6,さあ 一緒に汗を<b>流そ</b>うよ！,"Come on, let's sweat together!","S01E02, S01E04, S01E07, S01E12, S01E13, S01E21"
チーム,チーム,1. team,N3,6,<b>チーム</b>はグーパーで決めるから,The team will be decided by Gooper.,"S01E02, S01E22"
倒す,たおす,"1. to throw down, to bring down, to blow down, to fell, to knock down, to set (something) down on its side, to turn (something) on its side, to recline (e.g. a seat)<br>2. to kill, to defeat, to beat<br>3. to overthrow, to trip up, to ruin<br>4. to leave unpaid, to cheat",N3,6,一気に６人<b>倒し</b>たァァ～！,I defeated 6 people at once!,"S01E02, S01E10, S01E14, S01E17"
かく,かく,1. beautiful passage of literature,Unlabeled,6,約300ミリリットルの汗を<b>かく</b>と,When you sweat about 300ml,"S01E02, S01E04, S01E05, S01E10, S01E16, S01E17"
念,ねん,"1. sense, idea, thought, feeling<br>2. desire, concern<br>3. attention, care",N1,6,<b>念</b>写まで使うハメになるとは,I didn't expect it to end up even using mental pictures.,"S01E02, S01E04, S01E06, S01E09, S01E16"
おまけ,おまけ,"1. freebie (e.g. with a purchase), something additional, bonus, an extra<br>2. price reduction, discount<br>3. exaggeration",Unlabeled,6,<b>おまけ</b>に 今日は家に誰もいない,"Besides, there's no one at home today.","S01E02, S01E11, S01E18"
オー,オー,"1. O, o",Unlabeled,6,<b>オー</b>ガ･チェイスを挑むとはな！,I never thought I would challenge Ogre Chase!,"S01E02, S01E04, S01E05, S01E21, S01E23"
かよ,かよ,1. sentence-ending particle expressing doubt,Unlabeled,6,そんな簡単につく<b>かよ</b>！,Is it that easy?,"S01E02, S01E03, S01E15, S01E16, S01E17, S01E22"
掃除,そうじ,"1. cleaning, sweeping, dusting, scrubbing",N5,6,<b>掃除</b>をせずに 放っておいたもんだ,I left it alone without cleaning it.,"S01E02, S01E04, S01E08, S01E24"
尻,けつ,"1. ass, arse, buttocks<br>2. rear, end<br>3. acupuncture point<br>4. hole, notch",N3,6,<b>尻</b>を たたいてあげないと,I need to give you a smack on the butt.,"S01E02, S01E03, S01E05, S01E11, S01E14, S01E18"
ラブ,ラブ,1. love,Unlabeled,6,ジャスト イン <b>ラブ</b>,Just in Love,"S01E02, S01E10, S01E11"
話しかける,はなしかける,"1. to address (someone), to accost a person, to talk (to someone)<br>2. to begin to talk, to start a conversation",Unlabeled,6,<b>話しかけ</b>ちゃえば いいもんね,It would be nice if you could talk to me,"S01E02, S01E14, S01E20, S01E23"
運命,うんめい,"1. fate, destiny, lot",N1,6,結ばれない<b>運命</b>なの？,Is it our fate not to be together?,"S01E02, S01E06, S01E19"
降る,くだる,"1. to descend, to go down, to come down<br>2. to be handed down (of an order, judgment, etc.)<br>3. to pass (of time)<br>4. to surrender, to capitulate<br>5. to be less than, to be inferior to<br>6. to have the runs, to have diarrhea<br>7. to pass (in stool), to be discharged from the body<br>8. to depreciate oneself, to be humble",N5,6,あんたの心に涙の雨が<b>降っ</b>てるぜ,It's raining tears in your heart,"S01E02, S01E04, S01E20, S01E21"
ベッド,ベッド,1. bed,N5,6,こんなに<b>ベッド</b>いらないよ！,I don't need this much bed!,"S01E02, S01E16"
デメリット,デメリット,"1. disadvantage, drawback, demerit",Unlabeled,6,この復元能力にも<b>デメリット</b>がある,This recovery ability also has disadvantages.,"S01E02, S01E07, S01E10, S01E20"
正解,せいかい,"1. correct, right, correct interpretation (answer, solution)",N1,6,<b>正解</b>を写すこともできる,You can also take a photo of the correct answer.,"S01E02, S01E09, S01E20, S01E22, S01E23"
復元,ふくげん,"1. restoration (to original state or location), reconstruction, reversion",Unlabeled,6,この<b>復元</b>能力にもデメリットがある,This recovery ability also has disadvantages.,"S01E02, S01E09, S01E12, S01E18, S01E21"
おはよう,おはよう,1. good morning,N2,6,<b>おはよう</b> 斉木君！,Good morning Saiki-kun!,"S01E02, S01E05, S01E08, S01E14, S01E21"
なんと,なんと,"1. what, how<br>2. what (a) ...!, how ...!<br>3. surprisingly, to my amazement, believe it or not, why, ...!<br>4. oh my, wow<br>5. well, ..., so, ...",Unlabeled,6,その頭<b>なんと</b>かしろ！,Do something about that head!,"S01E02, S01E16, S01E19, S01E22, S01E24"
ほとんど,ほとんど,"1. mostly, nearly, practically, well-nigh, almost invariably, all but, just about, almost",N4,6,破片の<b>ほとんど</b>が内側でなく,Most of the debris is not inside,"S01E02, S01E05, S01E14, S01E15, S01E21"
あん,あの,"1. that, those, the",Unlabeled,6,<b>あん</b>ニャ雌猫 好きじゃねーし！,"Anya, I don't like female cats!","S01E03, S01E10, S01E11, S01E15, S01E22"
残る,のこる,"1. to remain, to be left",N4,6,学校に<b>残っ</b>ていることを,to remain in school,"S01E03, S01E04, S01E07, S01E10, S01E18, S01E21"
妻,つま,"1. wife<br>2. my dear, dear, honey<br>3. garnish (esp. one served with sashimi)<br>4. embellishment",N4,6,きっと<b>妻</b>も戻ってきてくれる！,I'm sure my wife will come back too!,"S01E03, S01E09, S01E23"
人体,じんたい,1. human body,N1,6,次は <b>人体</b>切断イリュージョンを,Next up is the human mutilation illusion.,"S01E03, S01E09, S01E17, S01E19"
驚き,おどろき,"1. surprise, astonishment, wonder, amazement",N1,6,<b>驚き</b>と興奮を与えてくれるとはいえ,Although it will give you surprise and excitement,"S01E03, S01E08, S01E10, S01E20"
ドラマ,ドラマ,"1. (non-documentary) television series, TV drama, teledrama, play<br>2. drama, dramatic incident, spectacle, tragedy",N3,6,ミステリー<b>ドラマ</b>をやるはず,I'm supposed to do a mystery drama.,"S01E03, S01E14, S01E16"
いよいよ,いよいよ,"1. more and more, all the more, increasingly<br>2. at last, finally, beyond doubt<br>3. (at the) last moment, worst possible time",N2,6,斉木さん！ <b>いよいよ</b>ッスよ！,Mr. Saiki! It’s finally time!,"S01E03, S01E08, S01E10, S01E13, S01E15, S01E24"
安心,あんしん,"1. relief, peace of mind",N4,6,海藤君がいるから<b>安心</b>だね,I feel safe because Kaito-kun is here.,"S01E03, S01E07, S01E12, S01E18, S01E22"
連続,れんぞく,"1. continuation, succession, series",N3,6,“こ”が３回<b>連続</b>で,“ko” three times in a row,"S01E03, S01E06, S01E16, S01E21, S01E23"
休む,やすむ,"1. to be absent, to take a day off<br>2. to rest, to have a break<br>3. to go to bed, to (lie down to) sleep, to turn in, to retire<br>4. to stop doing some ongoing activity for a time, to suspend business",N5,6,ゆっくり<b>休み</b>たいところだが,I just want to take a rest,"S01E03, S01E05, S01E12, S01E16, S01E17"
