Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
４,し,1. four,Unlabeled,5,赤信号に<b>４</b>回も捕まるんだ,I got caught at a red light four times.,"S01E03, S01E07, S01E10, S01E18"
ばかり,ばかり,Just / Only,Unlabeled,5,死んでいくものだと<b>ばかり</b>,I just think I'm going to die,"S01E04, S01E07, S01E11, S01E26"
つい,つい,"1. just (now)<br>2. quite (near)<br>3. unintentionally, subconsciously, by mistake, against one's better judgement (judgment)",Unlabeled,5,<b>つい</b> 夢中になっちゃって,I just fell in love with it,"S01E04, S01E10, S01E16, S01E21"
にくい,にくい,"1. hateful, abominable, poor-looking, detestable<br>2. amazing, fantastic, admirable, lovely, wonderful",Unlabeled,5,また分かり<b>にくい</b>ボケを,Another blur that is difficult to understand,"S01E04, S01E05, S01E15"
嫌い,きらい,"1. disliked, hated, disagreeable<br>2. tendency, smack (of), touch (of)<br>3. distinction, discrimination",N5,5,なのは はかせが<b>嫌い</b>だから,Nanoha hates Hakase.,"S01E04, S01E06, S01E14, S01E17, S01E24"
多分,たぶん,"1. perhaps, probably<br>2. generous, many, much, great",N3,5,それは <b>多分</b>“萌え”です！,"It's probably ""moe""!","S01E05, S01E10, S01E13, S01E20, S01E25"
世界,せかい,"1. the world, society, the universe<br>2. sphere, circle, world<br>3. world-renowned, world-famous<br>4. realm governed by one Buddha, space",N4,5,俺の名を <b>世界</b>に知らしめるとき,When I make my name known to the world,"S01E05, S01E08, S01E18, S01E21, S01E25"
勘弁,かんべん,"1. pardon, forgiveness, forbearance",N1,5,これで <b>勘弁</b>してください！,Please give me a break from this!,"S01E05, S01E16, S01E19"
面,おもて,1. face<br>2. surface<br>3. mask (esp. a noh or kyogen mask),N3,5,お<b>面</b>に細工をさせてもらった,I had the mask decorated,"S01E05, S01E09, S01E22"
負ける,まける,"1. to lose, to be defeated<br>2. to succumb, to give in, to surrender, to yield<br>3. to be inferior to<br>4. to break out in a rash due to (e.g. lacquer, shaving, etc.)<br>5. to reduce the price, to give a discount, to throw in (something extra) for free",N4,5,だけど <b>負け</b>ない！,But I won't lose!,"S01E05, S01E07, S01E11, S01E13, S01E17"
褒める,ほめる,"1. to praise, to commend, to compliment, to speak well of, to speak highly of",N3,5,<b>褒め</b>てないです！,I'm not praising you!,"S01E05, S01E09, S01E10, S01E17"
生まれる,うまれる,1. to be born,N5,5,違うの なのの弟が<b>生まれる</b>の！,"No, Nano's younger brother is born!","S01E05, S01E07, S01E21"
ふざける,ふざける,"1. to joke, to jest, to kid, to josh<br>2. to make fun of, to laugh at, to play a prank<br>3. to romp, to gambol, to frolic, to frisk, to mess around, to fool around, to screw around<br>4. to neck, to make out",N2,5,お前ら <b>ふざけ</b>やがって！,You guys are kidding me!,"S01E05, S01E10, S01E19, S01E22"
霊,れい,"1. soul, spirit, departed soul, ghost",Unlabeled,5,近所の寺で除<b>霊</b>を,Exorcism at a nearby temple,"S01E05, S01E22"
ニフラム,ニフラム,1. nifram (Auto-translated),Unlabeled,5,この <b>ニフラム</b>で消えそうなの,I feel like I'll disappear with this nifram,"S01E05, S01E11"
ヘタ,へた,"1. unskillful, poor, awkward<br>2. imprudent, untactful",Unlabeled,5,<b>ヘタ</b>をしたら,If you mess up,"S01E05, S01E19, S01E25"
認める,したためる,"1. to write (e.g. a letter), to draw up (a document), to take down (e.g. notes)<br>2. to have (lunch, dinner, etc.), to eat",N3,5,私に落ち度があるのは<b>認める</b>が,"I admit it's my fault, but","S01E05, S01E08, S01E14, S01E22, S01E25"
時代,じだい,"1. period, epoch, era, age<br>2. the times, those days<br>3. oldness, ancientness, antiquity<br>4. antique, period piece",N4,5,“<b>時代</b>”という名の波に,In the wave called “era”,"S01E05, S01E13, S01E18, S01E23"
パッ,パッ,1. poof,Unlabeled,5,今日はパ<b>パッ</b>と食べちゃおうか？,Shall we have a quick bite today?,"S01E06, S01E14, S01E20, S01E25"
間違い,まちがい,"1. mistake, error, blunder<br>2. accident, mishap, trouble<br>3. improper conduct (e.g. between man and woman), indiscretion",N3,5,<b>間違い</b>ないでしょう,There's no doubt about it,"S01E06, S01E11, S01E14, S01E21, S01E25"
わざわざ,わざわざ,"1. expressly, especially, taking the trouble (to do), going to the trouble of (doing), going out of one's way (to do)<br>2. intentionally, deliberately",Unlabeled,5,<b>わざわざ</b>文字を書いてるし,I go out of my way to write letters.,"S01E06, S01E08, S01E10, S01E18, S01E24"
フン,フン,Fun,Unlabeled,5,何でもないですよーだ <b>フン</b>,"It's nothing, hun.","S01E06, S01E09, S01E24"
たま,たま,"1. ball, sphere, globe, orb<br>2. bead (of sweat, dew, etc.), drop, droplet<br>3. ball (in sports)<br>4. pile (of noodles, etc.)<br>5. bullet<br>6. bulb (i.e. a light bulb)<br>7. lens (of glasses, etc.)<br>8. bead (of an abacus)<br>9. ball (i.e. a testicle)<br>10. gem, jewel (esp. spherical; sometimes used figuratively), pearl<br>11. female entertainer (e.g. a geisha)<br>12. person (when commenting on their nature), character<br>13. item, funds or person used as part of a plot<br>14. egg<br>15. coin<br>16. precious, beautiful, excellent",Unlabeled,5,まっ <b>たま</b>には お前らとも,"Well, sometimes with you guys.","S01E06, S01E20, S01E21, S01E25"
鹿,しか,"1. deer (esp. the sika deer, Cervus nippon), cervid",Unlabeled,5,あれは <b>鹿</b>せんべい！,That's deer rice cracker!,S01E06
死,し,"1. death, decease<br>2. death penalty (by strangulation or decapitation)<br>3. (an) out",N1,5,選択肢は <b>死</b>か死ぬかの―,The choice is death or death.,"S01E06, S01E25"
審判,しんぱん,"1. refereeing, trial, judgement, judgment, umpire, referee",N3,5,<b>審判</b>を下すというのです？,Do you mean to pass judgment?,"S01E06, S01E07, S01E19"
おわん,おわん,1. bowl,Unlabeled,5,この<b>おわん</b>を上げた時点で,As soon as I raised this bowl,S01E06
ペソ,ペソ,1. peso,Unlabeled,5,<b>ペソ</b>しかないよ！,I only have pesos!,"S01E06, S01E14"
チャンス,チャンス,"1. chance, opportunity",N3,5,ピンチを<b>チャンス</b>に変えてやらあ,Let's turn a crisis into an opportunity,"S01E07, S01E18, S01E21"
なり,なり,1. to be<br>2. to be (location)<br>3. sum of money,Unlabeled,5,これは 正当<b>なる</b>神の裁きですよ,This is God's just judgment.,"S01E07, S01E21, S01E22, S01E25"
てめえ,てめえ,"1. you<br>2. I, me, oneself",Unlabeled,5,<b>てめえ</b>　何しやがる！,What are you doing!,"S01E07, S01E21, S01E26"
高い,たかい,"1. high, tall<br>2. expensive, high-priced<br>3. high (level), above average (in degree, quality, etc.)<br>4. loud<br>5. high-pitched, shrill",N5,5,利子は<b>高く</b>付くぞっ！,Interest will be expensive!,"S01E07, S01E08, S01E12, S01E21, S01E25"
なれる,なれる,"1. to get used to, to grow accustomed to, to become familiar with<br>2. to become skilled in, to become experienced at<br>3. to become tame, to become domesticated<br>4. to get used to doing",Unlabeled,5,これ 俺 王に<b>なれ</b>ちゃうって,This means I can become king,"S01E07, S01E15, S01E17, S01E22, S01E24"
落ち着ける,おちつける,"1. to quiet, to calm down, to compose oneself, to settle down",Unlabeled,5,お前ら いいから<b>落ち着け</b>！,"You guys, calm down!","S01E07, S01E11, S01E20, S01E22, S01E25"
天気,てんき,"1. weather, the elements<br>2. fair weather, fine weather",N5,5,私は<b>天気</b>が よかったので,I had nice weather,"S01E07, S01E08, S01E18, S01E24"
よー,よう,"1. well, properly, skillfully<br>2. often<br>3. how (could you), why (would you)",Unlabeled,5,何でもないです<b>よー</b>だ フン,"It's nothing, hun.","S01E07, S01E18, S01E19, S01E24"
隣,となり,"1. next (to), adjoining, adjacent<br>2. house next door, neighbouring house, next-door neighbour, next-door neighbor",N5,5,<b>隣</b>の商品にしたほうがいいぞ,It would be better to use the product next door.,"S01E07, S01E12, S01E18"
もはや,もはや,"1. already, now<br>2. no longer, not any more",Unlabeled,5,いやあ <b>もはや</b>,"Well, not anymore","S01E08, S01E09, S01E11, S01E19"
じゃう,ちゃう,"1. to do completely<br>2. to do accidentally, to do without meaning to, to happen to do",Unlabeled,5,死ん<b>じゃう</b>かも,I might die,"S01E08, S01E11, S01E15, S01E25"
ちょうど,ちょうど,"1. exactly, precisely, just, right<br>2. as if, as though, quite",N5,5,<b>ちょうど</b> のどを潤したい自分が,I just want to quench my thirst,"S01E08, S01E09, S01E15, S01E18, S01E24"
上がる,あがる,"1. to rise, to go up, to come up, to ascend, to be raised<br>2. to enter (esp. from outdoors), to come in, to go in<br>3. to enter (a school), to advance to the next grade<br>4. to get out (of water), to come ashore<br>5. to increase<br>6. to improve, to make progress<br>7. to be promoted, to advance<br>8. to be made (of profit, etc.)<br>9. to occur (esp. of a favourable result)<br>10. to be adequate (to cover expenses, etc.)<br>11. to be finished, to be done, to be over<br>12. (of rain) to stop, to lift<br>13. to stop (working properly), to cut out, to give out, to die<br>14. to win (in a card game, etc.)<br>15. to be arrested<br>16. to turn up (of evidence, etc.)<br>17. to be deep fried<br>18. to be spoken loudly<br>19. to get nervous, to get stage fright<br>20. to be offered (to the gods, etc.)<br>21. to go, to visit<br>22. to eat, to drink<br>23. to be listed (as a candidate)<br>24. to serve (in one's master's home)<br>25. to go north<br>26. to be complete, to finish",N1,5,ああ 今すぐにでも部屋に<b>上がり</b>,"Ah, go to your room right now","S01E08, S01E11, S01E16, S01E25"
どん,どんぶり,"1. porcelain bowl<br>2. donburi, bowl of meat, fish, etc. served over rice",Unlabeled,5,はかせ <b>どん</b>くらい すごい？,How amazing is Hakase?,"S01E08, S01E10, S01E13, S01E18, S01E20"
テレ,テレ,Tere,Unlabeled,5,<b>テレ</b>てない！,It's not on TV!,"S01E08, S01E11, S01E24"
それだけ,それだけ,"1. that much, as much, to that extent, only that, that alone, no more than that, that is all (when finished speaking)",Unlabeled,5,できることは <b>それだけ</b>,That's all you can do,"S01E09, S01E11, S01E24, S01E25"
桂馬,けいま,"1. knight<br>2. keima (in go), knight's move, stone placed at a knight's jump from another stone of the same color",Unlabeled,5,なんで<b>桂馬</b> さしたのよ！,Why did you mention Keima?,"S01E09, S01E24"
限定,げんてい,"1. limit, restriction",N1,5,それに季節<b>限定</b>だからね,And it's seasonal too.,S01E09
隠す,かくす,"1. to hide, to conceal",N3,5,前はね みんなに<b>隠し</b>て,"Before, I hid it from everyone.","S01E09, S01E13, S01E20"
羽生,羽生,Habu,Unlabeled,5,王手？ <b>羽生</b>！,King's hand? Hanyu!,S01E09
こる,こる,"1. to become stiff (of muscles)<br>2. to get absorbed in, to develop a passion for, to devote oneself to, to become obsessed with, to get hooked on<br>3. to be elaborate, to be intricate, to be exquisite, to be particular about, to pay great attention to",Unlabeled,5,いかにも素人が考えそうな<b>こっ</b>た,It seemed like something an amateur would think of.,"S01E09, S01E14, S01E17, S01E19"
野菜,やさい,1. vegetable,N5,5,夏<b>野菜</b>の天丼いっときますか,Would you like some summer vegetable tempura bowl?,"S01E09, S01E21"
料理,りょうり,"1. cooking, cookery, cuisine, meal, food, dish, item on a menu<br>2. dealing with something, handling, administration, management",N5,5,はかせが<b>料理</b>を作りますよ,Hakase will cook the food.,"S01E09, S01E10, S01E17, S01E22"
どうせ,どうせ,"1. anyhow, in any case, at any rate, after all, at all, no matter what<br>2. at best, at most",N2,5,<b>どうせ</b>暇だし行ってみるか,I have free time anyway so I'll go,"S01E09, S01E10, S01E21, S01E23, S01E25"
キャラ,キャラ,"1. (fictional) character<br>2. character, personality, persona",Unlabeled,5,<b>キャラ</b>消し！,Character erased!,"S01E09, S01E11, S01E16"
壊す,こわす,"1. to break, to destroy, to demolish<br>2. to wreck, to ruin, to spoil, to damage<br>3. to break (a bill, etc.)",N4,5,大福のイメージを<b>壊さ</b>ないでくれ,Please don't destroy the image of Daifuku.,"S01E09, S01E11, S01E22, S01E25, S01E26"
ほれる,ほれる,"1. to fall in love, to be in love, to be charmed with, to lose one's heart to",Unlabeled,5,<b>ほれ</b> 授業始めるぞ 席に着け,"Hey, class is about to start. Take your seats.","S01E09, S01E12, S01E18, S01E22"
だし,だし,"1. parade float, festival float",Unlabeled,5,私が笹原の目になんなきゃ<b>だし</b>,I have to be in Sasahara's eyes,"S01E10, S01E19, S01E21, S01E23, S01E25"
必ず,かならず,"1. always, without exception, necessarily, certainly, without fail, positively, invariably",N4,5,“<b>必ず</b>今月には払います”って,“I’ll definitely pay it this month.”,"S01E11, S01E14, S01E19, S01E21, S01E22"
道,みち,"1. road, path, street, lane, passage<br>2. route, way<br>3. distance, journey<br>4. road (e.g. to victory), course<br>5. way (of living, proper conduct, etc.), moral principles<br>6. teachings (esp. Confucian or Buddhist), dogma<br>7. field (e.g. of medicine), subject, speciality<br>8. means, way, method",N5,5,これが 麻衣ちゃんの<b>道</b>だもの,This is Mai's path,"S01E11, S01E17, S01E18, S01E25"
書,ふみ,"1. letter, writings",Unlabeled,5,でも 申請<b>書</b>が通っても―,But even if the application is approved...,"S01E11, S01E18, S01E19"
作れる,作れる,1. I can make it (Auto-translated),Unlabeled,5,わら人形が<b>作れ</b>ないじゃないか,"You can't make straw dolls, can you?","S01E11, S01E15, S01E22, S01E26"
似る,にる,"1. to resemble, to look like, to be like, to be alike, to be similar, to take after",N4,5,<b>似</b>たようなもんだろ,It's similar,"S01E11, S01E14, S01E20"
バレ,バレ,Bare,Unlabeled,5,いえ <b>バレ</b>バレというか,"No, it's obvious.","S01E11, S01E21, S01E25"
商品,しょうひん,"1. commodity, article of commerce, goods, stock, merchandise",N3,5,隣の<b>商品</b>にしたほうがいいぞ,It would be better to use the product next door.,S01E12
残る,のこる,"1. to remain, to be left",N4,5,あと１発 <b>残っ</b>ているのに,There's one more shot left.,"S01E12, S01E18, S01E20, S01E24, S01E25"
ボール,ボール,"1. ball<br>2. ball (pitch that falls outside of the strike zone)<br>3. bowl<br>4. board (cardboard, pasteboard, etc.)",N3,5,<b>ボール</b>は こちらに入れましたが,I put the ball here.,"S01E12, S01E14, S01E18, S01E19"
かぶる,かぶる,"1. to put on (one's head), to wear, to have on, to pull over (one's head), to crown (oneself)<br>2. to be covered with (dust, snow, etc.), to pour (water, etc.) on oneself, to dash on oneself, to ship water<br>3. to bear (e.g. someone's debts, faults, etc.), to take (blame), to assume (responsibility), to shoulder (burden)<br>4. to overlap (e.g. sound or color)<br>5. to be similar, to be redundant<br>6. to be fogged (due to overexposure, etc.)<br>7. to close, to come to an end<br>8. to get a full house, to sell out<br>9. to blunder, to bungle, to fail<br>10. to be deceived",Unlabeled,5,よもや私に <b>かぶ</b>くとはな,It's not like you're wearing a mask on me,"S01E12, S01E15, S01E16, S01E24"
昔,むかし,"1. olden days, former",N4,5,いいでしょ <b>昔</b>のことは,"Okay, about the past.","S01E12, S01E14, S01E20, S01E25"
ちまう,ちまう,"1. to do completely<br>2. to do accidentally, to do without meaning to, to happen to do",Unlabeled,5,もろ 棒をもらっ<b>ちまっ</b>たあ,"Moro, I got a stick.","S01E13, S01E18, S01E21"
中学,ちゅうがく,"1. junior high school, middle school, lower secondary school",N3,5,でも俺 <b>中学</b>のとき,But when I was in middle school,"S01E14, S01E22, S01E24"
天才,てんさい,"1. genius, prodigy, natural gift",N1,5,この<b>天才</b>タイプが！,This genius type!,"S01E14, S01E22, S01E24"
回路,かいろ,1. circuit (electric)<br>2. cycle (e.g. Krebs cycle),N1,5,昨日 作った <b>回路</b>ショート君を,The short circuit I made yesterday,"S01E15, S01E21"
そこで,そこで,"1. so, accordingly, now, then, thereupon, therefore",N3,5,<b>そこで</b> これだ！,So this is it!,"S01E15, S01E18, S01E19, S01E24"
定,さだ,"1. certainly, truly",Unlabeled,5,ここで時<b>定</b>大学リタイアとなります,I will now retire from Tokisada University.,"S01E15, S01E18, S01E23"
薬,くすり,"1. medicine, pharmaceuticals, (legal) drugs, pill, ointment, salve<br>2. efficacious chemical (gunpowder, pesticide, etc.)<br>3. (pottery) glaze<br>4. (illegal) drug, narcotic<br>5. small bribe",N5,5,一時的に記憶を消す<b>薬</b>が,A drug that temporarily erases memory,"S01E18, S01E24, S01E25"
いづ,いず,"1. to leave, to exit, to go out, to come out, to get out<br>2. to leave (on a journey), to depart, to start out, to set out<br>3. to move forward<br>4. to come to, to get to, to lead to, to reach<br>5. to appear, to come out, to emerge, to surface, to come forth, to turn up, to be found, to be detected, to be discovered, to be exposed, to show, to be exhibited, to be on display<br>6. to appear (in print), to be published, to be announced, to be issued, to be listed, to come out<br>7. to attend, to participate, to take part, to enter (an event), to play in, to perform<br>8. to be stated, to be expressed, to come up, to be brought up, to be raised<br>9. to sell<br>10. to exceed, to go over<br>11. to stick out, to protrude<br>12. to break out, to occur, to start, to originate<br>13. to be produced<br>14. to come from, to be derived from<br>15. to be given, to get, to receive, to be offered, to be provided, to be presented, to be submitted, to be handed in, to be turned in, to be paid<br>16. to answer (phone, door, etc.), to get<br>17. to assume (an attitude), to act, to behave<br>18. to pick up (speed, etc.), to gain<br>19. to flow (e.g. tears), to run, to bleed<br>20. to graduate",Unlabeled,5,これは非常にマズ<b>いで</b>げすよ,This is very bad,S01E21
かりる,かりる,"1. to borrow, to have a loan<br>2. to rent, to hire",Unlabeled,5,ならば <b>かり</b>そめにも全員で,"If so, let's all join together","S01E21, S01E26"
のど,のど,1. throat<br>2. singing voice,N4,5,単に<b>のど</b>が痛いのではなく―,It's not just a sore throat...,"S01E22, S01E23, S01E24"
師範代,しはんだい,1. assistant instructor,Unlabeled,5,<b>師範代</b>相手に,To the teacher's representative,S01E22
告白,こくはく,"1. confession, acknowledgement, acknowledgment<br>2. confession of love, professing one's feelings<br>3. confession of sins (e.g. the confessional)",N1,5,だって今から<b>告白</b>しに行くんでしょ,"Because you're going to confess your feelings now, right?","S01E23, S01E24, S01E25"
幸,幸,Saiwai,Unlabeled,5,<b>幸</b>治郎は 何 買ったの？,What did Kojiro buy?,S01E24
治郎,治郎,Jirou,Unlabeled,5,幸<b>治郎</b>は 何 買ったの？,What did Kojiro buy?,S01E24
さる,さる,"1. monkey (esp. the Japanese macaque, Macaca fuscata), ape, non-human primate<br>2. sly person<br>3. idiot, hick<br>4. sliding wooden bolt (for holding a door or window shut)<br>5. clasp used to control the height of a pot-hook<br>6. bathhouse prostitute",Unlabeled,5,<b>さっ</b> さっ さっ さっ さっ,Saaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,S01E24
自然,しぜん,"1. nature<br>2. natural, spontaneous, automatic<br>3. naturally, spontaneously, automatically",N3,4,やれば<b>自然</b>に出てくるもんだよ,"If you do it, it will come naturally.","S01E01, S01E07"
オムライス,オムライス,"1. omurice, fried rice wrapped in or topped with omelette",Unlabeled,4,<b>オムライス</b>にします,I'll make omelet rice,"S01E01, S01E09, S01E14, S01E19"
魚,さかな,1. fish,N5,4,お<b>魚</b>は栄養が,Fish is nutritious,"S01E01, S01E10, S01E13, S01E23"
決して,けっして,"1. (not) ever, (not) by any means, (not) in the least, (not) in any way, (not) at all",N4,4,<b>決して</b> 校長を かばおうとか―,Never try to protect the principal...,"S01E01, S01E06, S01E14, S01E16"
着ける,つける,"1. to attach, to join, to add, to append, to affix, to stick, to glue, to fasten, to sew on, to apply (ointment)<br>2. to furnish (a house with)<br>3. to wear, to put on<br>4. to keep a diary, to make an entry<br>5. to appraise, to set (a price)<br>6. to allot, to budget, to assign<br>7. to bring alongside<br>8. to place (under guard or doctor)<br>9. to follow, to shadow<br>10. to load, to give (courage to)<br>11. to keep (an eye on)<br>12. to establish (relations or understanding)<br>13. to turn on (light)<br>14. to produce flowers, to produce fruit",N2,4,カラスに<b>着け</b>たんですか？,Did you put it on the crow?,"S01E01, S01E10, S01E12, S01E17"
降る,くだる,"1. to descend, to go down, to come down<br>2. to be handed down (of an order, judgment, etc.)<br>3. to pass (of time)<br>4. to surrender, to capitulate<br>5. to be less than, to be inferior to<br>6. to have the runs, to have diarrhea<br>7. to pass (in stool), to be discharged from the body<br>8. to depreciate oneself, to be humble",N5,4,昨日は 雨<b>降る</b>って言ってたのにね,You said it would rain yesterday.,"S01E01, S01E08, S01E19"
赤,あか,"1. red, crimson, scarlet<br>2. red-containing colour (e.g. brown, pink, orange)<br>3. Red (i.e. communist)<br>4. red light (traffic)<br>5. red ink (i.e. in finance or proof-reading), (in) the red<br>6. complete, total, perfect, obvious<br>7. copper<br>8. red 5-point card",N5,4,<b>赤</b>点は なんとか回避できる,Red dots can be avoided somehow,"S01E01, S01E10, S01E11, S01E20"
たつ,たつ,"1. to rise up, to initiate (political) action",Unlabeled,4,いつまで <b>たっ</b>ても,No matter how long,"S01E01, S01E17, S01E22"
まだまだ,まだまだ,"1. still, much more, (not) yet<br>2. still a long way to go, still a long way off, not there yet",Unlabeled,4,<b>まだまだ</b>あ！,Still more!,"S01E01, S01E09, S01E22"
約束,やくそく,"1. promise, agreement, arrangement, one's word, contract, pact, appointment, engagement, date<br>2. convention, rule<br>3. destiny, fate",N4,4,これは校長先生との<b>約束</b>です,This is a promise with the principal.,"S01E01, S01E04, S01E08, S01E23"
話す,はなす,"1. to talk, to speak, to converse, to chat<br>2. to tell, to explain, to narrate, to mention, to describe, to discuss<br>3. to speak (a language)",N5,4,昔 笹原先輩が<b>話し</b>ていたのを,"A long time ago, Sasahara-senpai talked about","S01E01, S01E24, S01E25"
初めて,はじめて,"1. for the first time<br>2. only after ... is it ..., only when ... do you ...",N5,4,こんなの<b>初めて</b>だよ！,This is my first time!,"S01E01, S01E05, S01E10, S01E21"
あまり,あまり,"1. remainder, remnant, rest, balance, surplus, remains (of a meal), leftovers<br>2. (not) very, (not) much<br>3. too much, excessively, overly<br>4. extreme, great, severe, tremendous, terrible<br>5. more than, over",N5,4,<b>あまり</b>持ってこないように,Don't bring too much,"S01E01, S01E08, S01E22"
長男,ちょうなん,"1. eldest son (may be the only son), first-born son",N2,4,なにが笹原家の<b>長男</b>よ！,"What is this, the eldest son of the Sasahara family?",S01E01
気分,きぶん,"1. feeling, mood",N4,4,こういうのは<b>気分</b>だよ　気分！,"This kind of thing is a feeling, a feeling!","S01E01, S01E05, S01E06"
自転車,じてんしゃ,"1. bicycle, bike",N5,4,<b>自転車</b>に乗りながらの携帯は,Using a cell phone while riding a bicycle,"S01E01, S01E08"
ボタン,ボタン,1. button (clothing)<br>2. push-button,N5,4,ちょっと <b>ボタン</b>は？,"Hey, what about the button?","S01E01, S01E15"
ついてる,ついてる,"1. to be lucky, to be in luck<br>2. to be attached, to have, to be included, to come with, to contain, to be in a state",Unlabeled,4,でも 大体の見当は <b>ついてる</b>の,But I have a general idea.,"S01E01, S01E03, S01E15, S01E24"
ＫＹ,ＫＹ,*,Unlabeled,4,<b>ＫＹ</b>って何でしょうか？,What is KY?,S01E01
について,について,"1. concerning, regarding<br>2. per (e.g. 100 yen per person), for every",Unlabeled,4,そして互いが買ったパン<b>について</b>,And about the bread we bought each other.,"S01E01, S01E08, S01E21, S01E24"
室,しつ,"1. room<br>2. wife (of someone of high rank)<br>3. scabbard<br>4. Chinese ""Encampment"" constellation (one of the 28 mansions)",N1,4,理科<b>室</b>で 中之条君が,Nakanojo-kun in the science room,"S01E01, S01E15, S01E21, S01E25"
小指,こゆび,"1. little finger, pinky<br>2. little toe",N2,4,<b>小指</b>が取れるそうです,Looks like I can get my little finger off.,S01E01
回る,めぐる,1. to go around<br>2. to return<br>3. to surround<br>4. to concern (usu. of disputes),N4,4,たまに<b>回り</b>ますが,It turns sometimes,"S01E01, S01E22, S01E25, S01E26"
外す,はずす,"1. to remove, to take off, to detach, to unfasten, to undo<br>2. to drop (e.g. from a team), to remove (from a position), to exclude, to expel<br>3. to leave (e.g. one's seat), to go away from, to step out, to slip away<br>4. to dodge (a question, blow, etc.), to evade, to sidestep, to avoid (e.g. peak season)<br>5. to miss (a target, chance, punch, etc.)",N3,4,リアルに<b>外し</b>てください,Please remove it realistically,"S01E01, S01E10, S01E11"
イス,いす,"1. chair, stool<br>2. post, office, position",Unlabeled,4,だって <b>イス</b>には座りにくいし―,Because it's hard to sit on a chair...,"S01E01, S01E03, S01E15"
芥川賞,芥川賞,Akutagawashyou,Unlabeled,4,<b>芥川賞</b>！ 芥川賞！,Akutagawa Prize! Akutagawa Prize!,"S01E01, S01E14"
親指,おやゆび,1. thumb,N2,4,巻いても<b>親指</b>がＵＳＢとか,"Even if I wrap it, my thumb is a USB.","S01E01, S01E14, S01E15, S01E26"
パ,パ,Pa,Unlabeled,4,今日は<b>パ</b>パッと食べちゃおうか？,Shall we have a quick bite today?,"S01E02, S01E14, S01E18, S01E20"
止める,とめる,"1. to stop, to turn off<br>2. to park<br>3. to prevent, to suppress (a cough), to hold back (tears), to hold (one's breath), to relieve (pain)<br>4. to stop (someone from doing something), to dissuade, to forbid, to prohibit<br>5. to notice, to be aware of, to concentrate on, to pay attention to, to remember, to bear in mind<br>6. to fix (in place), to fasten, to tack, to pin, to nail, to button, to staple<br>7. to detain, to keep in custody",N4,4,とにかく <b>止める</b>っきゃない！,I can't stop it anyway!,"S01E02, S01E05, S01E26"
どれ,どれ,"1. which (of three or more)<br>2. well, now, c'mon",N5,4,へえ <b>どれ</b>ですか？,"Hey, which one?","S01E02, S01E09, S01E12, S01E16"
甘食,あましょく,1. sweet bun,Unlabeled,4,じゃあ なのは<b>甘食</b>ね,"Well then, Nanoha is sweet food.","S01E02, S01E15"
音楽,おんがく,1. music,N5,4,<b>音楽</b>再生機能も付けとくね,I also want to add a music playback function.,"S01E02, S01E03, S01E07, S01E11"
もぐ,もぐ,"1. to pluck (usually from a tree), to pick (e.g. apples)",Unlabeled,4,<b>もぐ</b> もぐ もぐ もぐ,Mogu Mogu Mogu Mogu,S01E02
すでに,すでに,"1. already, too late",Unlabeled,4,穴がもう<b>すでに</b>,The hole is already there,"S01E02, S01E13, S01E20, S01E21"
写す,うつす,"1. to transcribe, to duplicate, to reproduce, to imitate, to trace<br>2. to describe<br>3. to film, to picture, to photograph",N4,4,じゃあ <b>写し</b>たら すぐ返すね,"Well, I'll take a picture and return it right away.","S01E02, S01E14"
夜,よる,"1. evening, night<br>2. dinner",N5,4,昨日の<b>夜</b>から楽しみにしてた,I've been looking forward to it since last night,"S01E02, S01E09, S01E14, S01E16"
ハッハッハッハッ,ハッハッハッハッ,*,Unlabeled,4,いやあ <b>ハッハッハッハッ</b>,Oh no hahahaha,"S01E02, S01E22"
ちょい,ちょい,1. heirship,Unlabeled,4,<b>ちょい</b>早かったかもね,Maybe it was a little early,"S01E02, S01E03, S01E09, S01E15"
幸せ,しあわせ,"1. happiness, good fortune, luck, blessing",N3,4,ガキは<b>幸せ</b>でいいよなあ,I hope the kid is happy,"S01E02, S01E09, S01E11, S01E21"
命,いのち,"1. life, life force<br>2. lifetime, lifespan<br>3. most important thing, foundation, core<br>4. paired tattoos of the ""life"" kanji on the upper arms of a man and woman (indicating unwavering love)<br>5. fate, destiny, karma",N3,4,<b>命</b>を 燃やせええー！,Burn your life!,"S01E02, S01E15, S01E18"
一時,ひととき,"1. a (short) time, a while, moment<br>2. one time (in the past), a period, former times<br>3. two-hour period",N3,4,<b>一時</b>的に記憶を消す薬が,A drug that temporarily erases memory,"S01E02, S01E12, S01E23, S01E25"
あむ,あぶ,"1. horsefly, gadfly",Unlabeled,4,大体 <b>あん</b>たが,Mostly you,"S01E02, S01E25"
真面目,しんめんもく,"1. one's true character, one's true self, one's true worth<br>2. serious, earnest",N3,4,もう少し<b>真面目</b>に,a little more seriously,"S01E02, S01E08, S01E21"
部長,ぶちょう,"1. head (chief, director) of a section or department<br>2. head of a (school) club, head of a (school) team",N4,4,俺は２年で<b>部長</b>の,I became a manager in 2 years.,"S01E02, S01E14, S01E23"
美味,びみ,"1. good flavor, good flavour, delicacy, dainty",Unlabeled,4,<b>美味</b>であったと！,It was delicious!,"S01E02, S01E04, S01E06"
