Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
若い,わかい,"1. young, youthful<br>2. immature, green<br>3. low (number), small",N5,7,<b>若い</b>頃はね,When I was young,"S01E05, S01E08, S01E10, S01E12, S01E19, S01E22"
現実,げんじつ,"1. reality, actuality, hard fact",N3,7,<b>現実</b>世界と当てはめて,Applying it to the real world,"S01E05, S01E08, S01E09, S01E10, S01E11, S01E12"
晴れる,はれる,"1. to clear up, to clear away, to be sunny, to stop raining<br>2. to refresh (e.g. spirits)<br>3. to be cleared (e.g. of a suspicion)<br>4. to be dispelled, to be banished",N5,7,それは気が<b>晴れ</b>ないよ,That doesn't make me feel good,"S01E06, S01E09, S01E11, S01E19"
たまに,たまに,"1. occasionally, once in a while, now and then, rarely, seldom",N4,7,<b>たまに</b> ぬっるいやつとか,Sometimes it's lukewarm,"S01E06, S01E09, S01E10, S01E17, S01E20, S01E23"
どす,どす,"1. dagger, dirk, knife<br>2. threatening quality (in a voice, etc.)<br>3. muddy, turbid, murky, unclear<br>4. be, is",Unlabeled,7,別に ふん<b>どし</b>一丁で,"In addition, just a loincloth","S01E06, S01E07, S01E09, S01E16, S01E23"
冷たい,つめたい,"1. cold (to the touch), chilly, icy, freezing<br>2. (emotionally) cold, coldhearted, unfeeling, indifferent, unfriendly, distant",N5,7,<b>冷たい</b>ものとで,with something cold,"S01E06, S01E10, S01E15, S01E20, S01E22"
捨てる,すてる,"1. to throw away, to cast away, to dump, to discard<br>2. to abandon, to desert, to leave<br>3. to give up, to resign",N4,7,何でもズバズバ<b>捨て</b>そう,I feel like throwing everything away,"S01E06, S01E11, S01E20"
すでに,すでに,"1. already, too late",Unlabeled,7,<b>すでに</b>終了しましたあ！,It's already finished!,"S01E06, S01E12, S01E18, S01E20"
利く,きく,"1. to be effective, to take effect, to be good (for)<br>2. to work, to function well<br>3. to be possible (to do, use, etc.), to be able to<br>4. to taste (alcohol), to try",Unlabeled,7,特に先輩に対する口の<b>利き</b>方には,Especially when it comes to how you talk to your seniors.,"S01E06, S01E07, S01E20, S01E21, S01E24"
乙女,しょうじょ,"1. little girl, maiden, young lady, female usually between 7 and 18 years old<br>2. female between 17 and 20 years old (ritsuryo period)",Unlabeled,7,ハア～ つかさは<b>乙女</b>ですなあ,Haha~ Tsukasa is a maiden.,"S01E06, S01E13, S01E18"
以上,いじょう,"1. not less than, ... and over, ... and above, ... and upwards, ... or more<br>2. beyond (e.g. one's expectations), above, more than, further than<br>3. above-mentioned, aforementioned, foregoing<br>4. since ..., seeing that ..., now that ..., once ...<br>5. that's all, that is the end, the end",N4,7,思った<b>以上</b>に深～くむけちゃって,I fell deeper than I expected,"S01E06, S01E09, S01E12, S01E14, S01E22, S01E23"
セバスチャン,セバスチャン,Sebasuchyan,Unlabeled,7,<b>セバスチャン</b>ではなくって？,Not Sebastian?,"S01E07, S01E10, S01E11"
大抵,たいてい,"1. mostly, ordinarily, usually, generally<br>2. probably<br>3. most, almost all<br>4. ordinary<br>5. proper, appropriate, moderate",N3,7,<b>大抵</b> 言い出しっぺが,Usually the first person to say it,"S01E07, S01E10, S01E15, S01E16, S01E20, S01E21"
メイド,メイド,1. maid,Unlabeled,7,本当は<b>メイド</b>とかが,"Actually, she's a maid or something.","S01E07, S01E23"
地元,じもと,"1. home area, home town<br>2. local",N1,7,今日は<b>地元</b>の本屋で済ませるわ,I'll finish it at the local bookstore today.,"S01E07, S01E14, S01E20, S01E23"
どの,どの,"1. Mr., Mrs., Miss, Ms.",N5,7,<b>どの</b>競技に出るの？,Which competition will you participate in?,"S01E08, S01E11, S01E15, S01E20, S01E22"
一気に,いっきに,"1. in one go, in one gulp, in one breath, without stopping, without pausing, without resting, in one sitting, at a stretch, all at once<br>2. immediately, instantly, right away, straight away, straightaway",Unlabeled,7,体育祭が終わると <b>一気に</b>,"Once the sports festival is over, all at once","S01E08, S01E09, S01E13, S01E20, S01E21"
得る,うる,"1. to be able to ..., can ...<br>2. to get, to acquire, to obtain, to procure, to earn, to win, to gain, to secure, to attain",N3,7,いくら教養を<b>得る</b>とはいえ,"No matter how educated you are,","S01E08, S01E09, S01E10, S01E11, S01E14, S01E15, S01E23"
あんなに,あんなに,"1. to that extent, to that degree, so much, so",N3,7,もう まつりが<b>あんなに</b>言うから,Because Matsuri says so much,"S01E09, S01E11, S01E13, S01E17, S01E18, S01E22"
単純,たんじゅん,"1. simple, plain, uncomplicated, straightforward",N3,7,結局 私も<b>単純</b>ってことよ,"After all, I'm simple too.","S01E09, S01E13, S01E18, S01E20, S01E22"
陵,みささぎ,"1. imperial mausoleum, Emperor's tomb<br>2. big hill",Unlabeled,7,<b>陵</b>桜に入学するらしいんですよ,Apparently he will be enrolling at Ryosakura.,"S01E09, S01E13, S01E14, S01E15, S01E19, S01E20"
あそこ,あそこ,"1. there, over there, that place, yonder, you-know-where<br>2. genitals, private parts, nether regions<br>3. that far, that much, that point",N5,7,うん <b>あそこ</b>はいつも,"Yeah, it's always there","S01E09, S01E12, S01E14, S01E16"
ＤＶＤ,ディーブイディー,"1. digital versatile disc, DVD",Unlabeled,7,店長 目標を<b>ＤＶＤ</b>に変更です,Manager: We are changing our goal to DVD.,"S01E10, S01E13, S01E20, S01E22, S01E23"
商品,しょうひん,"1. commodity, article of commerce, goods, stock, merchandise",N3,7,売れ筋<b>商品</b>を配備しろ！,Deploy best-selling products!,"S01E10, S01E11, S01E12, S01E13, S01E16"
願い事,ねがいごと,"1. wish, dream, prayer, one's desire",Unlabeled,7,かがみが“<b>願い事</b>を３回言うなんて,"Kagami said, “I can’t believe you say your wish three times.","S01E10, S01E11"
フン,フン,Fun,Unlabeled,7,<b>フン</b> はっ！,Humph!,"S01E10, S01E13, S01E14, S01E15, S01E16, S01E22"
成長,せいちょう,"1. growth, development, growing up, becoming an adult<br>2. growth (of a company, the economy, etc.)",N3,7,でも<b>成長</b>は 私たちとは,But growth is who we are.,"S01E11, S01E12, S01E16, S01E18, S01E22"
いとこ,じゅうけい,1. cousin (elder male),Unlabeled,7,来年 高校生になる<b>いとこ</b>が,My cousin who will be a high school student next year,"S01E11, S01E13, S01E14, S01E15, S01E18"
母,はは,1. mother,Unlabeled,7,でも父や<b>母</b>に聞いても,But even if I ask my father and mother,"S01E11, S01E16, S01E17, S01E19"
お待ち,おまちかね,"1. long-awaited, long-waited-for<br>2. someone who has waited a long time, something that one has waited impatiently for",Unlabeled,7,３名様で<b>お待ち</b>のスザク様,Mr. Suzaku is waiting for three people.,"S01E11, S01E18, S01E19"
買い,かい,"1. buying, shopping<br>2. buyer<br>3. purchase",Unlabeled,7,大人<b>買い</b>とは言うけど,I say it's an adult purchase.,"S01E11, S01E14, S01E18, S01E20, S01E23"
ニュース,ニュース,1. news,N5,7,待ちに待った<b>ニュース</b>を,The long-awaited news,"S01E11, S01E15, S01E19, S01E20, S01E21"
サークル,サークル,"1. group with a common interest (e.g. students), club (e.g. company sports club), circle<br>2. circle (shape)",N2,7,ほとんどが大手<b>サークル</b>に,Mostly in major circles,"S01E12, S01E22, S01E23"
あける,あける,"1. to open (a door, etc.), to unwrap (e.g. parcel, package), to unlock<br>2. to open (for business, etc.)<br>3. to empty, to remove, to make space, to make room<br>4. to move out, to clear out<br>5. to be away from (e.g. one's house), to leave (temporarily)<br>6. to dawn, to grow light<br>7. to end (of a period, season)<br>8. to begin (of the New Year)<br>9. to leave (one's schedule) open, to make time (for)<br>10. to make (a hole), to open up (a hole)",Unlabeled,7,<b>あけ</b>ましておめでとう,Happy new year,"S01E12, S01E13"
なれる,なれる,"1. to get used to, to grow accustomed to, to become familiar with<br>2. to become skilled in, to become experienced at<br>3. to become tame, to become domesticated<br>4. to get used to doing",Unlabeled,7,あんないい人と友達に<b>なれ</b>て,Becoming friends with such a nice person,"S01E12, S01E14, S01E19, S01E20, S01E21"
パスタ,パスタ,1. pasta,Unlabeled,7,毎年 年末に<b>パスタ</b>マシンを,I buy a pasta machine at the end of every year.,S01E13
チーズ,チーズ,"1. cheese<br>2. tee (piping), T-joint<br>3. cheese (said when taking a photograph)",N3,7,はい<b>チーズ</b>！,Yes cheese!,"S01E13, S01E21, S01E22"
式,しき,"1. equation, formula, expression<br>2. ceremony<br>3. style<br>4. enforcement regulations (of the ritsuryo)",N3,7,また成人<b>式</b>会場で お調子に乗って,"At the coming-of-age ceremony venue again, I got carried away.","S01E13, S01E14"
保健,ほけん,"1. preservation of health, hygiene, sanitation",N2,7,<b>保健</b>室まで一緒に行こうか？,Shall I go with you to the infirmary?,"S01E14, S01E15, S01E18, S01E20"
背,せい,"1. height, stature",N5,7,それに<b>背</b>も小さいですし,And I'm also small,"S01E14, S01E18, S01E19, S01E22"
ゲスト,ゲスト,1. guest,N1,7,ありがたい<b>ゲスト</b>なので,I'm a grateful guest,"S01E17, S01E18, S01E19, S01E24"
視力,しりょく,"1. eyesight, vision, visual acuity",Unlabeled,7,あと <b>視力</b>トレーニングなども,"Also, vision training.",S01E18
選挙,せんきょ,1. election,N1,7,今年は<b>選挙</b>が多いよねえ,There are many elections this year.,S01E18
刺す,さす,"1. to pierce, to stab, to prick, to stick, to thrust<br>2. to sting, to bite<br>3. to sew, to stitch, to embroider<br>4. to pole (a boat)<br>5. to catch (with a limed pole)<br>6. to put (a runner) out, to pick off",N2,7,蚊が<b>刺し</b>た時に腕に力を入れると,If you put pressure on your arm when a mosquito bites you,"S01E20, S01E22"
について,について,"1. concerning, regarding<br>2. per (e.g. 100 yen per person), for every",Unlabeled,6,いわんや我々はツンデレ<b>について</b>,We are talking about tsundere,"S01E01, S01E08, S01E10, S01E23"
チョココロネ,チョココロネ,*,Unlabeled,6,いつも食べてる<b>チョココロネ</b>は？,What chocolate coronet do you always eat?,"S01E01, S01E07, S01E08"
それぞれ,それぞれ,"1. each, respectively",N3,6,両家では <b>それぞれ</b>赤いバラと,Both families have red roses and,"S01E01, S01E07, S01E15, S01E17, S01E19"
時々,ときどき,"1. sometimes, occasionally, at times, from time to time, now and then, once in a while, at intervals<br>2. seasonal, of the season, appropriate (for the season or occasion)",N5,6,<b>時々</b> 本気で心配になるわよ,I get really worried sometimes.,"S01E01, S01E03, S01E09, S01E13, S01E16"
口,くち,"1. mouth<br>2. opening, hole, gap, orifice<br>3. mouth (of a bottle), spout, nozzle, mouthpiece<br>4. gate, door, entrance, exit<br>5. speaking, speech, talk (i.e. gossip)<br>6. taste, palate<br>7. mouth (to feed)<br>8. opening (i.e. vacancy), available position<br>9. invitation, summons<br>10. kind, sort, type<br>11. opening (i.e. beginning)<br>12. counter for mouthfuls, shares (of money), and swords",N5,6,特に先輩に対する<b>口</b>の利き方には,Especially when it comes to how you talk to your seniors.,"S01E01, S01E04, S01E06, S01E10, S01E14, S01E15"
どんどん,どんどん,"1. drumming (noise), beating, pounding, banging, booming, stamping<br>2. rapidly, quickly, steadily<br>3. continuously, one after the other, in succession",N4,6,私はアイスを<b>どんどん</b>下のほうに,I put the ice cream lower and lower.,"S01E01, S01E03, S01E08, S01E18, S01E22"
下,した,"1. below, down, under, younger (e.g. daughter)<br>2. bottom<br>3. beneath, underneath<br>4. just after, right after<br>5. inferiority, one's inferior (i.e. one's junior)<br>6. trade-in<br>7. preliminary, preparatory",N5,6,<b>下</b>はミニスカに決まり！,Decided to wear a miniskirt underneath!,"S01E01, S01E03, S01E08, S01E09, S01E17, S01E23"
親戚,しんせき,"1. relative, relation, kin",N3,6,私は父と<b>親戚</b>のお兄さんに,I am my father and relative's older brother.,"S01E01, S01E03, S01E05, S01E06, S01E13"
外す,はずす,"1. to remove, to take off, to detach, to unfasten, to undo<br>2. to drop (e.g. from a team), to remove (from a position), to exclude, to expel<br>3. to leave (e.g. one's seat), to go away from, to step out, to slip away<br>4. to dodge (a question, blow, etc.), to evade, to sidestep, to avoid (e.g. peak season)<br>5. to miss (a target, chance, punch, etc.)",N3,6,それとも箸で串から<b>外す</b>？,Or do you remove it from the skewer with chopsticks?,"S01E01, S01E05, S01E08, S01E13, S01E18"
塩,しお,"1. salt, common salt, table salt, sodium chloride<br>2. hardship, toil, trouble<br>3. saltiness<br>4. cold, unwelcoming, indifferent",N5,6,ネギタン<b>塩</b>を？,Green onion salt?,"S01E01, S01E09"
ひっくり返す,ひっくりかえす,"1. to turn over, to turn upside down, to turn up, to turn inside out, to turn out<br>2. to knock over, to tip over<br>3. to overturn (e.g. a decision), to upset, to reverse",Unlabeled,6,あれは<b>ひっくり返さ</b>ないで,Don't turn that over.,S01E01
女の子,おんなのこ,"1. girl, daughter, baby girl<br>2. young woman",N5,6,<b>女の子</b>に自分のこと,about yourself to a girl,"S01E01, S01E04, S01E06, S01E08, S01E14, S01E23"
慌てる,あわてる,"1. to become confused (disconcerted, disorganized, disorganised), to be flustered, to panic<br>2. to hurry, to rush, to hasten",N1,6,<b>慌て</b>て自分の足につまずいて,I panicked and tripped over my own feet.,"S01E01, S01E08, S01E09, S01E20"
映像,えいぞう,"1. image (on a screen), picture (e.g. on a TV)<br>2. video, film, footage<br>3. reflection<br>4. image (in one's mind), mental picture",N1,6,あっ 本編<b>映像</b>だ！,"Ah, the main video!","S01E01, S01E02, S01E06, S01E08, S01E13"
モテ,モーテル,1. motel<br>2. drive-in love hotel<br>3. Motel,Unlabeled,6,<b>モテ</b>るうんぬんは ともかくとして,"Regardless of being popular,","S01E01, S01E03, S01E07, S01E13, S01E20"
高校生,こうこうせい,1. senior high school student,N4,6,来年 <b>高校生</b>になるいとこが,My cousin who will be a high school student next year,"S01E01, S01E11, S01E14, S01E16, S01E17, S01E23"
天然,てんねん,"1. nature, spontaneity<br>2. natural airhead",N3,6,素でかわいいな この人 <b>天然</b>系か,She's cute in her natural form. Is this person a natural type?,"S01E01, S01E03, S01E16, S01E18"
はやる,はやる,"1. to be popular, to come into fashion<br>2. to be prevalent, to spread widely (e.g. disease), to be endemic<br>3. to flourish, to thrive",Unlabeled,6,新型のウイルスとか <b>はやっ</b>てるから,Because a new virus is spreading,"S01E01, S01E04, S01E10, S01E20, S01E22"
サンキュー,サンキュー,1. thank you,N1,6,<b>サンキュー</b>です,Thank you,"S01E01, S01E04, S01E10, S01E18, S01E21"
いらっしゃる,いらっしゃる,"1. to come, to go, to be (somewhere)<br>2. to be (doing)",N4,6,何を食べて<b>いらっしゃる</b>んですか？,What are you eating?,"S01E01, S01E10, S01E13, S01E16, S01E19, S01E24"
ドレス,ドレス,1. dress,N3,6,ボケとフォローがエン<b>ドレス</b>,Endless blur and following,"S01E01, S01E03, S01E24"
余裕,よゆう,"1. surplus, margin, leeway, room, space, time, allowance, flexibility, scope<br>2. composure, placidity, complacency, calm",N3,6,後で<b>余裕</b>があったらね,If I have time later,"S01E01, S01E06, S01E07, S01E08, S01E24"
リアル,リアル,Riaru,Unlabeled,6,<b>リアル</b>で実害を被るとなると,What if you suffer real damage in real life?,"S01E01, S01E05, S01E07, S01E19, S01E24"
どういう,どういう,"1. somehow, how, in what way, why, what kind of",Unlabeled,6,えっ <b>どういう</b>ことですか？,What do you mean?,"S01E01, S01E10, S01E13, S01E17, S01E21"
経験,けいけん,1. experience,N4,6,なかなか<b>経験</b>値とお金が,Quite a lot of experience and money,"S01E01, S01E02, S01E05, S01E15, S01E23"
落ちる,おちる,"1. to fall down, to drop, to fall (e.g. rain), to sink (e.g. sun or moon), to fall onto (e.g. light or one's gaze), to be used in a certain place (e.g. money)<br>2. to be omitted, to be missing<br>3. to decrease, to sink<br>4. to fail (e.g. exam or class), to lose (contest, election, etc.)<br>5. to crash, to degenerate, to degrade, to fall behind<br>6. to become indecent (of a conversation)<br>7. to be ruined, to go under<br>8. to fade, to come out (e.g. a stain), to come off (e.g. makeup), to be removed (e.g. illness, possessing spirit, name on a list)<br>9. to fall (into someone's hands), to become someone's possession<br>10. to fall (into a trap), to fall (for a trick)<br>11. to give in, to give up, to confess, to flee<br>12. to fall, to be defeated, to surrender<br>13. to come to (in the end), to end in<br>14. to fall (in love, asleep, etc.)<br>15. to swoon (judo)<br>16. to consent, to understand<br>17. to go down (of a website, server, etc.), to crash<br>18. to log out (of an online game, chat room, etc.), to drop out, to leave, to go offline<br>19. to die<br>20. to move to the depths<br>21. to go down (of a website, server, etc.)",N1,6,うちが<b>落ち</b>た後も延々か,It goes on and on even after we fall,"S01E01, S01E04, S01E14, S01E18"
しばらく,しばらく,"1. for a moment, for a minute<br>2. for a while, for some time<br>3. for the time being, for now<br>4. it's been a long time, long time no see",N4,6,でも それも<b>しばらく</b>すると,But that too after a while,"S01E01, S01E10, S01E11, S01E13"
卒業,そつぎょう,"1. graduation, completion (of a course)<br>2. moving on (from), outgrowing (something), leaving (a group, company, etc.), quitting",N4,6,今日は<b>卒業</b>祝いってことで,Today is a graduation celebration,"S01E01, S01E14"
進出,しんしゅつ,"1. advance (into a new market or stage of progress), launching (a new career or venture), expanding (into a new market), stepping forward, emerging",N1,6,テレビ<b>進出</b>で～す ヤッター！,We're expanding into TV! Yatta!,"S01E01, S01E14"
はじめまして,はじめまして,"1. How do you do?, I am glad to meet you",N2,6,テレビで <b>はじめまして</b>の人,Nice to meet you on TV,"S01E01, S01E05, S01E14, S01E15, S01E24"
ピン,ピン,"1. pin (e.g. hairpin, bowling pin, golf pin, etc.)<br>2. one (on dice, in cards, etc.)<br>3. beginning, best<br>4. kickback",N3,6,いや <b>ピン</b>ポイントで人気が,"No, pinpoint popularity","S01E01, S01E05, S01E13, S01E21"
いまだに,いまだに,"1. still, even now, to this day",Unlabeled,6,<b>いまだに</b>酔っ払いっていうと,Speaking of still drunk,"S01E01, S01E03, S01E16, S01E19, S01E22"
冗談,じょうだん,"1. jest, joke, funny story",N3,6,<b>冗談</b>だと思ってたのに,I thought it was a joke,"S01E01, S01E02, S01E04, S01E19, S01E23"
かう,かう,"1. to keep (a pet or other animal), to have, to own, to raise, to rear, to feed",Unlabeled,6,何かもらうと<b>かっ</b>て,Do you want me to get something?,"S01E01, S01E05, S01E08, S01E14, S01E15"
頼る,たよる,"1. to rely on, to depend on, to count on, to turn to (for help)",N3,6,たまには<b>頼っ</b>とくれよ～,Please rely on me once in a while~,"S01E01, S01E05, S01E19"
プリーズ,プリーズ,Purizu,Unlabeled,6,白石さんからも ひと言<b>プリーズ</b>,"A word from Mr. Shiraishi, please.","S01E01, S01E02, S01E03, S01E21"
張り切る,はりきる,"1. to be in high spirits, to be full of vigor (vigour), to be enthusiastic, to be eager, to stretch to breaking point",N2,6,そんなに<b>張り切ら</b>なくても,Even if you don't try so hard,"S01E01, S01E02, S01E10, S01E14, S01E17"
番号,ばんごう,"1. number, series of digits",N5,6,受付<b>番号</b>からすると,According to the reception number,"S01E01, S01E06, S01E07, S01E10"
音,おと,"1. sound, noise, report<br>2. note<br>3. fame<br>4. Chinese-derived character reading",N4,6,後ろとか かすかな<b>音</b>が,There's a faint sound behind me,"S01E01, S01E02, S01E19"
限る,かぎる,"1. to restrict, to limit, to confine<br>2. to be restricted to, to be limited to, to be confined to<br>3. to be best (for), to be the best plan, to be the only way (to)",N3,6,お金が<b>限ら</b>れてるっていうのに,Even though money is limited,"S01E01, S01E10, S01E11, S01E12, S01E17, S01E18"
うむ,うん,"1. yes, yeah, uh huh<br>2. hum, hmmm, well, erm, huh?<br>3. oof",Unlabeled,6,どうしても遊んじゃ<b>うん</b>だよね,I really want to play with it,"S01E02, S01E07, S01E10, S01E11, S01E14, S01E22"
恋,こい,1. (romantic) love,N3,6,「<b>恋</b>のミノル伝説」に,"""Legend of Minoru of Love""","S01E02, S01E03, S01E15, S01E21"
赤い,あかい,"1. red, crimson, scarlet, vermilion, vermillion<br>2. Red, communist<br>3. beautiful",N5,6,両家では それぞれ<b>赤い</b>バラと,Both families have red roses and,"S01E02, S01E07, S01E15, S01E17"
兼ねる,かねる,"1. to be unable to, to find difficult (unpleasant, awkward, painful) to do<br>2. to serve two or more functions or roles simultaneously, to contain (or combine) two or more features<br>3. to work in two or more jobs simultaneously (positions, etc.), to do alongside<br>4. to hesitate to do something (out of consideration for others)<br>5. to think of the future (as well as the present)",N2,6,今日はリハーサルを<b>兼ね</b>た,Today also served as a rehearsal,"S01E02, S01E16, S01E24"
史,し,1. history,Unlabeled,6,世界<b>史</b>が20ページ,20 pages of world history,"S01E02, S01E15, S01E17, S01E18"
英語,えいご,1. English (language),N5,6,<b>英語</b>が30ページで,30 pages of English,"S01E02, S01E04, S01E08, S01E21"
ひどい,ひどい,"1. cruel, heartless, hard, harsh, severe<br>2. violent, intense, strong, heavy, extreme<br>3. very bad, terrible, awful<br>4. excessive, exorbitant, unreasonable, outrageous, unfair, unjust",N4,6,さりげに<b>ひどい</b>こと言われてるよ,Terrible things are being said casually.,"S01E02, S01E11, S01E22"
病,やまい,"1. illness, disease<br>2. bad habit, weakness, fault",N1,6,五月<b>病</b>がひどくて,May disease is severe,"S01E02, S01E23"
バッチリ,バッチリ,"1. perfectly, right on the mark, spot on, bang on<br>2. enough, sufficiently, thoroughly, completely",Unlabeled,6,おかげさまで<b>バッチリ</b>！,"Thanks to you, it's perfect!","S01E02, S01E06, S01E14, S01E18, S01E21"
全員,ぜんいん,"1. all members, all hands, everyone, everybody, whole crew",N3,6,観光地は <b>全員</b>一緒に,Tourist spots all together,"S01E02, S01E13, S01E21"
よし,あし,1. common reed (Phragmites australis),Unlabeled,6,<b>よし</b>！ バイトでもするか,Okay! Do you have a part-time job?,"S01E02, S01E04, S01E12, S01E22, S01E23"
そういや,そういや,"1. which reminds me ..., come to think of it ..., now that you mention it ..., on that subject ..., so, if you say ...",Unlabeled,6,<b>そういや</b>刑事もので,"Well, it's a criminal thing.","S01E02, S01E04, S01E10, S01E11, S01E14"
目標,めじるし,"1. mark (for quick identification or recognition), sign<br>2. landmark, guide<br>3. trademark",N3,6,店長 <b>目標</b>をＤＶＤに変更です,Manager: We are changing our goal to DVD.,"S01E02, S01E09, S01E13, S01E15"
春,はる,"1. spring, springtime<br>2. New Year<br>3. prime (of life), height (of one's prosperity), heyday<br>4. adolescence, puberty<br>5. sexuality, sexual desire",N5,6,私は毎年<b>春</b>になったら,Every spring I,"S01E02, S01E14, S01E15, S01E16, S01E24"
逃げる,にげる,"1. to escape, to run away",N4,6,<b>逃げ</b>ているらしいんですが,It seems like he's running away,"S01E02, S01E04, S01E05, S01E11, S01E20"
ロマン,ロマン,"1. romance (e.g. Arthurian romances), heroic tale<br>2. (nigh) impossible dream, adventurous spirit, great undertaking, epic adventure<br>3. (full-length) novel<br>4. romance, love affair<br>5. romanticism",Unlabeled,6,“ドリルは男の<b>ロマン</b>”って,“Drill is a man’s romance”,"S01E02, S01E05, S01E07, S01E21"
消す,けす,"1. to erase, to delete, to cross out<br>2. to turn off (power), to switch off<br>3. to extinguish, to put out<br>4. to bump off",N5,6,やっ やめて <b>消さ</b>ないで～！,"Stop it, don't erase it!","S01E02, S01E03, S01E13, S01E18, S01E22"
作品,さくひん,"1. work (e.g. book, film, composition, etc.), opus, performance, production",N3,6,流行<b>作品</b>にも安易な萌えにも,For popular works and easy Moe,"S01E02, S01E12, S01E17, S01E21"
働く,はたらく,"1. to work, to labor, to labour<br>2. to function, to operate, to be effective, to work (i.e. ... works), to come into play<br>3. to commit (e.g. a crime), to perpetrate, to do, to act, to practise, to practice<br>4. to be conjugated",N5,6,よう<b>働い</b>たな～っと！,Great job!,"S01E02, S01E04, S01E13, S01E20, S01E21"
年間,ねんかん,1. (period of) a year<br>2. during an era,N3,6,テレビで日本人の<b>年間</b>の,Yearly Japanese on TV,"S01E02, S01E14, S01E15"
機会,きかい,"1. chance, opportunity",N4,6,顔を合わせる<b>機会</b>が多いんだし,We have many opportunities to meet face to face.,"S01E02, S01E14, S01E15, S01E20, S01E24"
驚く,おどろく,"1. to be surprised, to be astonished",N4,6,こなたには<b>驚い</b>たわよね,I was surprised by you.,"S01E02, S01E03, S01E09, S01E11"
コス,コス,Kosu,Unlabeled,6,姉妹そろって<b>コス</b>プレさせるな！,Don't make your sisters cosplay together!,"S01E02, S01E04, S01E07, S01E11, S01E14, S01E16"
ピッタリ,ぴったり,"1. tightly, closely<br>2. exactly, precisely<br>3. suddenly (stopping)<br>4. perfectly (suited), ideally",Unlabeled,6,ローストチキンには<b>ピッタリ</b>じゃん,Perfect for roast chicken,"S01E02, S01E10, S01E13, S01E19, S01E24"
パチ,パチ,"1. snapping (e.g. book shut), clapping, crackling, sputtering<br>2. pachinko",Unlabeled,6,<b>パチ</b>パチパチ,crackle crackle,"S01E02, S01E05"
連続,れんぞく,"1. continuation, succession, series",N3,6,<b>連続</b>ノベルとかも,Serial novels etc.,"S01E02, S01E06, S01E14, S01E15, S01E17, S01E19"
今後,こんご,"1. from now on, hereafter",N3,6,<b>今後</b>も番組に対する―,Regarding the program in the future...,"S01E02, S01E10, S01E13, S01E18, S01E23"
大声,おおごえ,1. loud voice,Unlabeled,6,<b>大声</b>で歌う気か！,Are you going to sing out loud?,"S01E02, S01E06, S01E07, S01E11, S01E13, S01E18"
身近,みぢか,"1. near oneself, close to one, familiar",N1,6,一番 <b>身近</b>なところに希望があって,There is hope in the closest place,"S01E03, S01E16, S01E19, S01E21"
応募,おうぼ,"1. application, subscription, entry (competition, raffle, etc.), enlistment",N1,6,たくさん<b>応募</b>する時でも,Even when applying for a lot,"S01E03, S01E04, S01E05"
世の中,よのなか,"1. society, the world, the times",N3,6,<b>世の中</b>には相場ってもんがあって,There are things in the world that are worth the price.,"S01E03, S01E04, S01E15, S01E18, S01E21"
性格,せいかく,"1. character (of a person), personality, disposition, nature<br>2. characteristics, nature (of a thing, event, etc.)",N3,6,<b>性格</b>的なイメージでいくと,In terms of personality image,"S01E03, S01E04, S01E09, S01E20, S01E22"
危ない,あぶない,"1. dangerous, risky, hazardous, perilous, precarious<br>2. in danger, in jeopardy, critical, grave, at risk<br>3. uncertain, unreliable, insecure, unsteady, doubtful<br>4. close (call), narrow (escape)",N5,6,あと どっちかが<b>危ない</b>目に遭うと,"Also, if one of us is in danger","S01E03, S01E05, S01E11, S01E13, S01E19"
ちなみに,ちなみに,"1. by the way, in this connection, incidentally, in passing",Unlabeled,6,“<b>ちなみに</b>僕はネカマプレーで,"“By the way, I play Nekama Play.","S01E03, S01E05, S01E10, S01E15, S01E20, S01E23"
点,ちょぼ,"1. dot, point, mark<br>2. gidayū musicians (in kabuki)",N4,6,珍しく実力テストの<b>点</b>が,Unusual points on the ability test,"S01E03, S01E07, S01E09, S01E14, S01E17"
色,いろ,"1. colour, color, hue, tint, tinge, shade<br>2. complexion, skin colour, skin color<br>3. look (on one's face), expression<br>4. appearance, air, feeling<br>5. personality, character<br>6. tone (of one's voice, etc.), tune, sound, ring<br>7. love, lust, sensuality, love affair<br>8. lover, paramour<br>9. beauty, sexiness, physical appeal<br>10. kind, type, variety",N5,6,最近はミニや<b>色</b>がカラフルなものも,"Recently, there are also mini and colorful ones.","S01E03, S01E05, S01E08, S01E17"
暗い,くらい,"1. dark, gloomy, murky<br>2. depressed, dispirited, down in the dumps, dark (mood)<br>3. dark (in colour), dull<br>4. ill-boding, dark (e.g. past), suspicious<br>5. unlikely (to succeed), hopeless, unpromising<br>6. unfamiliar (with), ignorant (of)",N5,6,続きが気になって <b>暗い</b>部屋で,"Curious about what happens next, in a dark room","S01E03, S01E07, S01E15, S01E16, S01E23"
憧れる,あこがれる,"1. to long for, to yearn after, to admire, to be attracted by",N2,6,小さい頃からの<b>憧れ</b>ですから,It's been my dream since I was little,"S01E03, S01E08, S01E15, S01E19, S01E23"
どちら,どちら,"1. which way, which direction, where<br>2. which one (esp. of two alternatives)<br>3. who",N5,6,<b>どちら</b>にも分類されたくはない,I don't want to be classified as either.,"S01E03, S01E07, S01E14, S01E17, S01E21"
