Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
完全,かんぜん,"1. perfect, complete",N3,6,ホロムニキスを<b>完全</b>に コントロールできなかったみたいだ。,It seems like he wasn't able to completely control Holomnikis.,"S01E02, S01E13, S01E33, S01E42, S01E45, S01E51",
課題,かだい,"1. subject, theme, issue, matter<br>2. homework, assignment<br>3. task, challenge, problem, question",N1,6,<b>課題</b>をクリアできれば　このまま 一緒に暮らせるとのこと。,"They say that if they can clear the challenges, they can continue living together.","S01E03, S01E33, S01E50, S01E51",
なお,なお,"1. still, yet<br>2. more, still more, greater, further<br>3. as ..., like ...<br>4. furthermore, in addition, moreover, note that ...",N3,6,置いてかないでよ <b>なお</b>とく～ん。,"Don't leave me there, Naoto.","S01E03, S01E16, S01E27, S01E30, S01E37, S01E44",
マジ,まじ,"1. serious, not joking, straight<br>2. cannot, should not, will not, must not",Unlabeled,6,<b>マジ</b>で　よろしくね　ほんとに。,"Thank you very much, really.","S01E03, S01E07, S01E08, S01E25, S01E31",
おもしれえ,おもしろい,"1. interesting, fascinating, intriguing, enthralling<br>2. amusing, funny, comical<br>3. enjoyable, fun, entertaining, pleasant, agreeable<br>4. good, satisfactory, favourable, desirable, encouraging",Unlabeled,6,マジっすか　光栄っす！ <b>おもしれえ</b>！,Seriously? I'm so honored! How interesting!,"S01E03, S01E18, S01E24, S01E27, S01E42",
しゃ,しゃ,"1. hut, house<br>2. boarding house, school dormitory<br>3. one day's march (approx. 12.2 km)",Unlabeled,6,ゲザードがスタンドするだけでなく 壁まで作って<b>しゃ</b>い。,"Don't just make a stand for Gezard, you should also make a wall.","S01E03, S01E10, S01E34, S01E36",
縦,たて,"1. the vertical, height<br>2. front-to-back, length<br>3. north-to-south<br>4. vertical (relationship), hierarchy<br>5. (weaving) warp",N3,6,今のは爆丸を<b>縦</b>回転させる ストレートシュートだ。,The current shot is a straight shot that rotates the Bakugan vertically.,"S01E03, S01E21, S01E31, S01E33, S01E40",
マーク,マーク,"1. mark, symbol, insignia, logo, label, emblem<br>2. to mark, to put a mark on<br>3. trademark<br>4. paying attention to, focusing on, watching, guarding, marking<br>5. registering a record (in sport, etc.)<br>6. Mach (OS kernel)",N1,6,まずは　ＭＧ<b>マーク</b>を真下に置いて 親指と人差し指で優しく握る。,"First, place the MG mark directly below and squeeze it gently between your thumb and forefinger.","S01E03, S01E05, S01E21, S01E33",
下,した,"1. below, down, under, younger (e.g. daughter)<br>2. bottom<br>3. beneath, underneath<br>4. just after, right after<br>5. inferiority, one's inferior (i.e. one's junior)<br>6. trade-in<br>7. preliminary, preparatory",N5,6,いつも　そうやって 俺のことを<b>下</b>に見てる！,You always look down on me like that!,"S01E03, S01E17, S01E23, S01E49",
わぁ,わぁ,1. Wow (Auto-translated),Unlabeled,6,<b>わぁ</b>　やったっす！ ライチ先輩　ありがとうございます！,"Wow, I did it! Thank you, Lychee-senpai!","S01E03, S01E04, S01E08, S01E14, S01E15, S01E32",
かかる,かかる,"1. to take (a resource, e.g. time or money)<br>2. to hang<br>3. to come into view, to arrive<br>4. to come under (a contract, a tax)<br>5. to start (engines, motors)<br>6. to attend, to deal with, to handle<br>7. to have started to, to be on the verge of<br>8. to overlap (e.g. information in a manual), to cover<br>9. to (come) at<br>10. to be fastened<br>11. to be covered (e.g. with dust, a table-cloth, etc.)<br>12. to be caught in<br>13. to get a call<br>14. to depend on",N5,6,優しく　スライドさせるとカーブが<b>かかる</b>。,Gently slide it to create a curve.,"S01E03, S01E32, S01E36, S01E38, S01E44, S01E50",
小さい,ちいさい,"1. small, little, tiny<br>2. slight, below average (in degree, amount, etc.), minor, small<br>3. low (e.g. sound), soft (e.g. voice)<br>4. unimportant, petty, insignificant, trifling, trivial<br>5. young, juvenile",N5,6,<b>小さい</b>ころ　いつも 日が暮れるまで遊んだよなぁ。,"When I was little, we always played until the sun went down.","S01E03, S01E27, S01E30, S01E39, S01E40",
基本的,きほんてき,"1. fundamental, basic",Unlabeled,6,ムーン・サルトは 横系ストリングプレイの<b>基本的</b>なトリック。,Moonsault is a basic trick for horizontal string play.,"S01E03, S01E31, S01E32, S01E38, S01E43, S01E45",
手のひら,てのひら,1. palm (of one's hand),Unlabeled,6,投げたあと 素早く<b>手のひら</b>を返そう。,"After throwing, quickly turn your palm.","S01E03, S01E06, S01E16, S01E31, S01E43, S01E51",
全体,ぜんたい,"1. whole, entirety, whatever (is the matter)",N3,6,腕<b>全体</b>を使って 大きく前に投げるのがコツだぞ。,The trick is to use your entire arm to throw it forward.,"S01E03, S01E04, S01E31, S01E39, S01E40, S01E43",
飛ぶ,とぶ,"1. to fly, to soar<br>2. to jump, to leap, to spring, to bound, to hop<br>3. to spatter, to scatter, to splash, to fly (e.g. of sparks)<br>4. to hurry, to rush<br>5. to flee, to run off, to escape<br>6. to disappear, to vanish, to fade, to thin out<br>7. to break off, to come off, to fall off, to blow (of a fuse)<br>8. to be sent out (of an order), to fly (of false rumours, catcalls, etc.)<br>9. to come flying (of a punch, kick, etc.)<br>10. to be missing (of a page, stitch, etc.), to skip, to jump (e.g. of a conversation)",N5,6,ストリングをつけずにやると <b>飛ん</b>でってしまうから注意。,Be careful as it will fly off if you do it without a string attached.,"S01E03, S01E15, S01E31, S01E39, S01E41, S01E43",
いきなり,いきなり,"1. abruptly, suddenly, all of a sudden, without warning",N2,6,<b>いきなり</b>　いなくなって いったい　どこに行ってたんだ！,Where on earth had she gone when she suddenly disappeared?,"S01E03, S01E10, S01E19, S01E20, S01E36, S01E39",
フレア,フレア,1. flare,Unlabeled,6,これは！ 新必殺技　爆ＴＥＣＨ　ジグザグ<b>フレア</b>シュート！,This is it! New Special Move Baku TECH Zigzag Flare Shoot!,"S01E04, S01E06, S01E08",
プライド,プライド,1. pride,Unlabeled,6,爆ＴＥＣＨ　<b>プライド</b>ロック！,Bakutech Pride Rock!,"S01E04, S01E13, S01E16, S01E23, S01E25, S01E28",
とんでも,トンデモ,"1. unthinkable, unexpected, outrageous, offensive",Unlabeled,6,さすが　ライチちゃん ホロムニキスの性能は<b>とんでも</b>ないよ。,"As expected of Litchi-chan, Holomnikis' performance is outrageous.","S01E04, S01E13, S01E22, S01E33, S01E39, S01E47",
イエ,イエ,Ie,Unlabeled,6,<b>イエ</b>～イ！,Yay!,"S01E04, S01E27, S01E38, S01E41, S01E42",
可能,かのう,"1. possible, potential, practicable, feasible",N3,6,コンピューターによる　シャドウ三獣士との シミュレーションも<b>可能</b>だ。,It is also possible to simulate the three shadow beasts using a computer.,"S01E04, S01E05, S01E08, S01E20, S01E23, S01E24",
描く,えがく,"1. to draw, to paint, to sketch<br>2. to depict, to describe<br>3. to picture in one's mind, to imagine<br>4. to form a certain shape (e.g. path of an action, appearance of an object, etc.)",N3,6,美しく見せるには 同じテンポで同じ円を<b>描く</b>こと。,"To make it look beautiful, draw the same circles at the same tempo.","S01E04, S01E07, S01E12, S01E24, S01E30",
挑戦者,ちょうせんしゃ,1. challenger,Unlabeled,6,＜<b>挑戦者</b>は ヨーヨー歴　１年半のともき君。,"<The challenger is Tomoki-kun, who has been yo-yoing for a year and a half.","S01E05, S01E14, S01E36, S01E39",
空く,すく,"1. to become less crowded, to thin out, to get empty<br>2. to be hungry",N4,6,お腹<b>空い</b>た。,I'm hungry.,"S01E05, S01E09, S01E26, S01E35, S01E44",
うるさい,うるさい,"1. noisy, loud<br>2. annoying, troublesome, tiresome, persistent, importunate<br>3. fussy, finicky, picky, particular, nagging, fastidious, bossy<br>4. shut up!, be quiet!",N3,6,２人とも　<b>うるさい</b>な　もう。,They're both so noisy.,"S01E05, S01E23, S01E34",
十分,じっぷん,1. 10 minutes,N4,6,すでに　やる気　<b>十分</b>ってとこだね。,I guess I'm already motivated enough.,"S01E06, S01E14, S01E18, S01E32, S01E44, S01E49",
たって,たって,1. strongly hoping or requesting (of something that is difficult to be brought to fruition),Unlabeled,6,隠れて<b>たって</b>　先生に　バレないしね。,"Even if I hide, the teacher won't find out.","S01E06, S01E21, S01E25, S01E32, S01E34, S01E48",
そっ,そう,"1. appearing that, seeming that, looking like, having the appearance of",Unlabeled,6,<b>そっ</b>か　左でもできるように ならなきゃいけないですもんね。,"I see, I need to be able to do it with my left side as well.","S01E06, S01E28, S01E34, S01E42, S01E49, S01E50",
やっぱ,やはり,"1. as expected, sure enough, just as one thought<br>2. after all (is said and done), in the end, as one would expect, in any case<br>3. too, also, as well, likewise, (not) either<br>4. still, as before<br>5. all the same, even so, still, nonetheless",Unlabeled,6,ポイント？　ポイントは<b>やっぱ</b>ここに。,point? The point is right here.,"S01E06, S01E10, S01E18, S01E19, S01E20, S01E42",
特訓,とっくん,"1. special training, intensive training, crash course",Unlabeled,6,キルト！ 今から君たちには <b>特訓</b>をしてもらう。,"Quilt! From now on, I will give you special training.","S01E07, S01E39, S01E47",
必ず,かならず,"1. always, without exception, necessarily, certainly, without fail, positively, invariably",N4,6,俺も<b>必ず</b>後を追う。,I'll definitely follow suit.,"S01E07, S01E09, S01E15, S01E23, S01E24, S01E30",
応える,こたえる,"1. to answer, to reply",Unlabeled,6,だからこそ　タヴァネルも それに<b>応え</b>　降臨したのだ。,That's why Tavanel also descended in response.,"S01E07, S01E13, S01E24, S01E33, S01E38",
同士,どうし,"1. fellow, mutual, companion, comrade",N1,6,今日は　トップスピナー<b>同士</b>が→,"Today, the top spinners are together →","S01E07, S01E09, S01E19, S01E38, S01E39",
ラウンド,ラウンド,"1. round (esp. in sports, negotiations, etc.), rounds (e.g. nurse, security guard, etc.)",Unlabeled,6,＜今回のフェイスオフは ２<b>ラウンド</b>バトルで行う。,<This face-off will be a two-round battle.,"S01E07, S01E09, S01E15",
あまり,あまり,"1. remainder, remnant, rest, balance, surplus, remains (of a meal), leftovers<br>2. (not) very, (not) much<br>3. too much, excessively, overly<br>4. extreme, great, severe, tremendous, terrible<br>5. more than, over",N5,6,<b>あまり</b>にも一瞬で。 すごいっす。,All too quickly. That's amazing.,"S01E07, S01E11, S01E19, S01E23, S01E36",
現れる,あらわれる,"1. to appear, to come in sight, to become visible, to come out, to embody, to materialize, to materialise<br>2. to be expressed (e.g. emotions), to become apparent (e.g. trends, effects)",N3,6,最後の試練をクリアしたとき　それは 形となって<b>現れる</b>はずだよ。,"When you clear the final trial, it should take shape.","S01E08, S01E35, S01E39, S01E44, S01E45, S01E50",
すげぇ,すごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)<br>4. awfully, very, immensely",Unlabeled,6,俺は信じてるぜ　お前なら あの　<b>すげぇ</b>奴とも戦えるって。,I believe that you can fight even that amazing guy.,"S01E08, S01E32, S01E47",
消える,きえる,"1. to go out, to vanish, to disappear",N5,6,中に<b>消え</b>た。 どうするの　春晴ちゃん。,"disappeared inside. What should we do, Haruharu-chan?","S01E08, S01E18, S01E33, S01E36, S01E37, S01E50",
グレン,グレン,Guren,Unlabeled,6,<b>グレン</b>・ドラガオン！,Glenn Dragaon!,"S01E08, S01E10, S01E11",
嬉しい,うれしい,"1. happy, glad, pleased, delighted, overjoyed<br>2. joyful, delightful, gratifying, pleasant",N3,6,よしっ！ これは　リアルに<b>嬉しい</b>ですね。,Alright! This makes me really happy.,"S01E08, S01E14, S01E21, S01E45, S01E49",
丁寧,ていねい,"1. polite, courteous, civil<br>2. careful, close, thorough, conscientious",N4,6,投げ下ろしは力強く 転がすときは<b>丁寧</b>に。,"Be strong when throwing down, and be careful when rolling.","S01E08, S01E26, S01E30, S01E36, S01E39",
ティッシュ,ティッシュ,"1. tissue, facial tissue",Unlabeled,6,<b>ティッシュ</b>です。 僕が落としたのはティッシュです。,It's tissue. What I dropped was a tissue.,S01E08,
実,じつ,"1. truth, reality<br>2. sincerity, honesty, fidelity<br>3. content, substance<br>4. (good) result",N3,6,<b>実</b>は　爆丸が　とても 上手な人に習ったっす。,"Actually, I learned how to play Bakugan from someone who was very good at it.","S01E08, S01E19, S01E34, S01E39, S01E40, S01E51",
最強,さいきょう,1. strongest,Unlabeled,6,長く伸ばしたテープにパワーを送り 自在に操る　銀はがし<b>最強</b>の技！,Sending power to a long stretched tape and manipulating it freely - the most powerful silver peeling technique!,"S01E09, S01E36, S01E47",
驚く,おどろく,"1. to be surprised, to be astonished",N4,6,<b>驚い</b>たな。　マスター・シモに勝った 爆ＴＥＣＨが　いたなんて。,I was surprised. I can't believe there was a Bakutech that beat Master Simo.,"S01E09, S01E10, S01E21, S01E34, S01E47",
止まる,とまる,"1. to stop (moving), to come to a stop<br>2. to stop (doing, working, being supplied), to come to a halt, to cease, to be stopped, to be suspended<br>3. to alight, to perch on",N5,6,まずは　ヨーヨーが<b>止まっ</b>た状態で しっかり手順を覚えよう。,"First, remember the steps with the yo-yo stopped.","S01E09, S01E13, S01E14, S01E20, S01E47",
安定,あんてい,"1. stability, steadiness, equilibrium",N3,6,ひじを内側に入れると <b>安定</b>しやすいぞ。,It will be easier to stabilize if you put your elbows inward.,"S01E09, S01E23, S01E35, S01E36, S01E39, S01E44",
肉,にく,1. flesh<br>2. meat<br>3. the physical body (as opposed to the spirit)<br>4. thickness<br>5. ink pad,N5,6,で？　なおと君は<b>肉</b>マンの すばらしさがわかんないの？,"So? Naoto-kun, don't you understand the wonders of meat men?",S01E09,
おぬし,おぬし,1. you (when referring to one's equals or inferiors),Unlabeled,6,<b>おぬし</b>らには　もったいないが 今から拙者が→,"It's a waste for you, but from now on, it's me.→","S01E10, S01E12, S01E20, S01E26",
アストロ,アストロ,1. Astro,Unlabeled,6,手首の外側でルーピングする <b>アストロ</b>・ループをなんと　連続１６回。,He did an astro loop on the outside of his wrist 16 times in a row.,"S01E10, S01E23",
ども,ども,1. first-person plural (or singular)<br>2. second or third person plural (implies speaker is of higher status than those referred to),Unlabeled,6,滝ツボの術で涙を流さぬ 心なき輩<b>ども</b>！,You heartless people who won't shed tears with Takitsubo's technique!,"S01E11, S01E16, S01E51",
右手,みぎて,"1. right hand<br>2. right-hand side, right-hand direction, (on) the right",Unlabeled,6,<b>右手</b>でムーン・サルトを行うときは→,When performing a moonsault with the right hand →,"S01E11, S01E22, S01E26, S01E35, S01E37",
変,へん,"1. strange, odd, peculiar, weird, curious, queer, eccentric, funny, suspicious, fishy<br>2. unexpected<br>3. change<br>4. incident, disturbance, disaster, accident<br>5. flat",N4,6,あれ？　ハムさんちゅう <b>変</b>なところにいるのだ。,Huh? Mr. Ham is in a strange place.,"S01E13, S01E23, S01E31, S01E34, S01E49",
あはは,あはは,1. a-ha-ha (laughing loudly),Unlabeled,6,<b>あはは</b>　ありがとう。 はい。,Aha thank you. yes.,"S01E14, S01E19, S01E21, S01E37, S01E45",
重い,おもい,"1. heavy, weighty<br>2. heavy (feeling), depressed, gloomy, blue, uneasy<br>3. slow, sluggish, lumbering, ponderous, clumsy<br>4. important (position, responsibility, etc.), serious, grave<br>5. serious (punishment, illness, etc.), severe, critical<br>6. solid, established, dignified, sensible",N5,6,指が<b>重く</b>て　つかれちゃう。 そのとおり。,My fingers are heavy and I get tired. that's right.,"S01E14, S01E15, S01E30, S01E36, S01E39, S01E40",
ジャグリング,ジャグリング,1. juggling,Unlabeled,6,＜<b>ジャグリング</b>・トラピーズの最後のキャッチを ダブル・オア・ナッシングに変えることで→,<By changing the final catch of the juggling trapeze into a double or nothing→,"S01E14, S01E22",
くさい,くさい,"1. stinking, smelly<br>2. suspicious, fishy<br>3. clumsy, unskilled<br>4. smelling of<br>5. looking like, appearing like, smacking of, -ish",Unlabeled,6,ええ？　ペンど<b>くさい</b>なあ。,Yeah? The pen is terrible.,"S01E14, S01E15, S01E37",
のみ,のみ,"1. only, nothing but",Unlabeled,6,覇タヴァネルの名のもと すべては　死ある<b>のみ</b>。,"In the name of Tavanel, all there is is death.","S01E15, S01E17, S01E25, S01E28, S01E46, S01E51",
左,ひだり,"1. left, left hand side",N5,6,そっか　<b>左</b>でもできるように ならなきゃいけないですもんね。,"I see, I need to be able to do it with my left side as well.","S01E16, S01E19, S01E27, S01E50",
野球,やきゅう,1. baseball,Unlabeled,6,<b>野球</b>のボールがカーブするように 曲がったのだ。,It curved like a baseball ball curves.,"S01E17, S01E48",
実力,じつりょく,"1. (real) ability, true strength, merit, efficiency, competency<br>2. arms, force",N2,6,俺の<b>実力</b>なら　タヴァネルは とっくに届いていたはずだ！,"With my ability, Tavanel should have arrived long ago!","S01E18, S01E19, S01E23, S01E36, S01E42",
ロナウド,ロナウド,Ronaudo,Unlabeled,6,でも　まっ　なんだかんだいっても <b>ロナウド</b>って本当にかわいいよね。,"But no matter what, Ronaldo is really cute.","S01E18, S01E24, S01E44",
使える,つかう,"1. to use (a thing, method, etc.), to make use of, to put to use<br>2. to use (a person, animal, puppet, etc.), to employ, to handle, to manage, to manipulate<br>3. to use (time, money, etc.), to spend, to consume<br>4. to use (language), to speak",Unlabeled,6,斬刃はポップアウトすると 今度は防御に<b>使える</b>んだ。,"When the slashing blade pops out, it can now be used for defense.","S01E19, S01E25, S01E32",
オア,オア,1. or<br>2. OR (boolean operator),Unlabeled,6,＜ジャグリング・トラピーズの最後のキャッチを ダブル・<b>オア</b>・ナッシングに変えることで→,<By changing the final catch of the juggling trapeze into a double or nothing→,"S01E19, S01E22",
ナッシング,ナッシング,1. nothing,Unlabeled,6,＜ジャグリング・トラピーズの最後のキャッチを ダブル・オア・<b>ナッシング</b>に変えることで→,<By changing the final catch of the juggling trapeze into a double or nothing→,"S01E19, S01E22",
近道,ちかみち,"1. short way, shortcut",Unlabeled,6,ね　なおと君　<b>近道</b>したおかげで 遅刻もしてないよ。,"Hey, Nao-kun, thanks to the shortcut, I'm not late.","S01E22, S01E43",
家,いえ,"1. house, residence, dwelling<br>2. family, household<br>3. lineage, family name",N5,6,ねぇ　私たち　<b>家</b>で寝てたよね？ うん。,"Hey, we were sleeping at home, right? Yeah.","S01E22, S01E23, S01E25, S01E35, S01E49",
当然,とうぜん,"1. natural, right, proper, just, reasonable, appropriate, deserved<br>2. naturally, as a matter of course, rightly, deservedly, justly, of course",Unlabeled,6,多少は　爆丸にガタがきても<b>当然</b>。,It's only natural that Bakugan might be a little loose.,"S01E23, S01E26, S01E27, S01E28, S01E34, S01E37",
やっと,やっと,"1. at last, finally<br>2. barely, narrowly, just, by the skin of one's teeth",N4,6,やった　こ　これで<b>やっと</b> トイレができるんだ。,I did it! Now I can finally use the toilet.,"S01E23, S01E31, S01E41, S01E43, S01E47, S01E51",
押す,おす,"1. to push, to press<br>2. to apply pressure from above, to press down<br>3. to stamp (i.e. a passport), to apply a seal<br>4. to affix (e.g. gold leaf)<br>5. to press (someone for something), to urge, to compel, to influence<br>6. to overwhelm, to overpower, to repress<br>7. to push (events along), to advance (a plan)<br>8. to do in spite of ..., to do even though ..., to force<br>9. to make sure<br>10. to be pressed for time<br>11. to advance troops, to attack<br>12. (of light) to be diffused across an entire surface",N5,6,僕はその背中を ちょっと<b>押し</b>てあげただけさ。,I just gave him a little push.,"S01E25, S01E34, S01E49, S01E50",
サターン,サターン,Satan,Unlabeled,6,ハブスタック・スリーパーは グラインド<b>サターン</b>のみのオリジナルトリック。,Hubstack Sleeper is an original trick only available on Grind Saturn.,"S01E25, S01E27, S01E28",
つまむ,つむ,"1. to pick, to pluck<br>2. to snip, to cut, to nip, to trim",Unlabeled,6,ハブスタックを<b>つまん</b>で　横にする。,Pinch the hubstack and lay it down.,"S01E25, S01E28, S01E35",
トライファルコ,トライファルコ,1. trifalco (Auto-translated),Unlabeled,6,相手が　<b>トライファルコ</b>か。,Is the opponent Trifalco?,"S01E27, S01E28, S01E34, S01E42",
食う,くう,"1. to eat<br>2. to live, to make a living, to survive<br>3. to bite, to sting (as insects do)<br>4. to tease, to torment, to taunt, to make light of, to make fun of<br>5. to encroach on, to eat into, to consume<br>6. to defeat a superior, to threaten a position<br>7. to consume time and-or resources<br>8. to receive something (usu. an unfavourable event)<br>9. to have sexual relations with a woman, esp. for the first time",N3,6,早く　どこかに　かくさないと <b>食わ</b>れてしまう！,"If you don't hide it somewhere quickly, you'll be eaten!","S01E27, S01E35, S01E37, S01E38, S01E49",
ハブ,ハブ,Habu,Unlabeled,6,アイ・<b>ハブ</b>・ア・ペン以外に 他のトリックがあるんだよ。,There are other tricks besides I Have a Pen.,S01E28,
オドレ,おのれ,"1. oneself (itself, etc.)<br>2. I, me<br>3. you<br>4. by oneself (itself, etc.)<br>5. interjection expressing anger or chagrin",Unlabeled,6,前に　マスター・グリズと　マスター・<b>オドレ</b>が 言った言葉が　気になるんだ。,I'm curious about what Master Grizz and Master Odre said earlier.,"S01E31, S01E32, S01E41, S01E43, S01E47",
戦い方,戦い方,No definition found,Unlabeled,6,どんなに時代が移り変わろうとも そのバトルは太古の<b>戦い方</b>→,"No matter how times change, battles are fought in the ancient way→","S01E32, S01E41, S01E42, S01E46",
距離,きょり,"1. distance, range",N1,6,さすがに　この<b>距離</b>はムリか。,"As expected, this distance is impossible.","S01E32, S01E45, S01E47",
メテオバハムート,メテオバハムート,1. Meteor Bahamut (Auto-translated),Unlabeled,6,オッケー　それはな ハイパークラスター　<b>メテオバハムート</b>だ！,"Okay, that's Hyper Cluster Meteor Bahamut!","S01E32, S01E33, S01E34, S01E35, S01E38",
モヒカン,モヒカン,Mohikan,Unlabeled,6,ポール君にフィットする<b>モヒカン</b>が見つかって ごペンなさい。,Please find a mohawk that fits Paul and give him a pen.,"S01E35, S01E41, S01E42, S01E45",
完成,かんせい,"1. complete, completion<br>2. perfection, accomplishment",N3,6,あっという間に　ほら<b>完成</b>。,"In no time, it was completed.","S01E35, S01E41, S01E46, S01E50",
えい,えい,1. ray (any fish of superorder Batoidea),N1,6,<b>えい</b>。 へっ　トウ。,"ray. Hey, Tou.","S01E36, S01E40, S01E44, S01E45, S01E49",
ジャイロ,ジャイロ,"1. gyro, gyroscope<br>2. gyro, gyrocompass",Unlabeled,6,＜メテオ・<b>ジャイロ</b>。 まずはムーン・サルトからジャイロをきめる。,"<Meteor Gyro. First, perform a gyro from a moonsault.",S01E37,
カウントダウン,カウントダウン,1. countdown,Unlabeled,6,そして　シュートが終わったら　すぐに また　１０から<b>カウントダウン</b>を始め→,"Then, as soon as the shot is finished, the countdown starts again from 10 →","S01E41, S01E42, S01E47",
フェンス,フェンス,1. fence,Unlabeled,6,ドラム・ロールは　両手で同時に ホップ・ザ・<b>フェンス</b>を行う→,Drum roll is a hop the fence with both hands at the same time →,"S01E49, S01E50",
アツコ,アツコ,1. Atsuko (Auto-translated),Unlabeled,6,<b>アツコ</b>　君のことは 僕が　一生守ってみせるからね。,"Atsuko, I will protect you for the rest of my life.",S01E49,
ドラム,ドラム,"1. drum, drums, drum kit",Unlabeled,6,<b>ドラム</b>・ロールは　両手で同時に ホップ・ザ・フェンスを行う→,Drum roll is a hop the fence with both hands at the same time →,S01E50,
日ノ出,日ノ出,Hinode,Unlabeled,5,<b>日ノ出</b>春晴を　今より爆ＴＥＣＨと認め その証として　メタルパーツを授ける。,"From now on, Haruharu Hinode will be recognized as a Baku TECH and will be given metal parts as proof of that.","S01E01, S01E08, S01E14",
お兄ちゃん,おにいちゃん,"1. (one's) older brother<br>2. lad, sonny",Unlabeled,5,<b>お兄ちゃん</b>も　やってみなよ。 えへへへ。,"Brother, please try it too. Ehehehe.","S01E01, S01E18, S01E44, S01E45",
外す,はずす,"1. to remove, to take off, to detach, to unfasten, to undo<br>2. to drop (e.g. from a team), to remove (from a position), to exclude, to expel<br>3. to leave (e.g. one's seat), to go away from, to step out, to slip away<br>4. to dodge (a question, blow, etc.), to evade, to sidestep, to avoid (e.g. peak season)<br>5. to miss (a target, chance, punch, etc.)",N3,5,春晴先輩も<b>外し</b>たっす。,Haruharu-senpai was also removed.,"S01E01, S01E21, S01E47, S01E51",
うむ,うん,"1. yes, yeah, uh huh<br>2. hum, hmmm, well, erm, huh?<br>3. oof",Unlabeled,5,えっ　爆丸のルール？ <b>うむ</b>。 さっぱりっす！,"What, Bakugan rules? Hmm. Refreshing!","S01E01, S01E19, S01E38",
今まで,いままで,"1. until now, so far, up to the present",Unlabeled,5,基本は<b>今まで</b>の　バトルと一緒さ。,The basics are the same as the previous battles.,"S01E01, S01E14, S01E36, S01E41, S01E42",
後ろ,うしろ,"1. back, behind, rear",N5,5,デスウィンクスは　<b>後ろ</b>の爆丸を守る 鉄壁の盾になっておる。,Deathwinx is an impregnable shield that protects the Bakugan behind him.,"S01E01, S01E33, S01E34, S01E46",
やる気,やるき,"1. willingness (e.g. to do something), eagerness, motivation, inspiration, determination, high aspirations",Unlabeled,5,すでに　<b>やる気</b>　十分ってとこだね。,I guess I'm already motivated enough.,"S01E01, S01E06, S01E15, S01E36, S01E50",
思い切る,おもいきる,"1. to give up all thoughts of, to abandon, to despair of<br>2. to make up one's mind, to take a momentous decision",Unlabeled,5,怖がらずに <b>思い切っ</b>て振り出そう。,Don't be afraid to take the plunge.,"S01E01, S01E10, S01E46, S01E48",
コーナー,コーナー,"1. corner, bend, turn<br>2. segment (within a radio or TV program), session, column (newspaper, etc.)<br>3. area, department, section",N1,5,この<b>コーナー</b>は ヨーヨーのトリックをスーパースローで→,This corner is a super slow yo-yo trick →,"S01E01, S01E04, S01E16",
力強い,ちからづよい,"1. powerful, strong, forceful, vigorous<br>2. reassuring, encouraging",N2,5,投げ下ろしは<b>力強く</b> 転がすときは丁寧に。,"Be strong when throwing down, and be careful when rolling.","S01E01, S01E08, S01E30, S01E39, S01E42",
子供たち,こどもたち,1. children,Unlabeled,5,ヨーヨーを始めたばかりの <b>子供たち</b>でも→,Even for children who have just started playing yo-yo →,"S01E01, S01E39, S01E40, S01E41",
世界中,せかいじゅう,"1. around the world, throughout the world",Unlabeled,5,新主人公は<b>世界中</b>を回って 探し出しました。,The new protagonist traveled around the world to find him.,"S01E01, S01E22, S01E34, S01E48",
回る,めぐる,1. to go around<br>2. to return<br>3. to surround<br>4. to concern (usu. of disputes),N4,5,本当に１０回　<b>回っ</b>た？ もっと回したんじゃ？ すごい。,Did you really spin it 10 times? Didn't you spin it more? amazing.,"S01E01, S01E09, S01E22, S01E34, S01E37",
ハム太郎,ハム太郎,Hamutarou,Unlabeled,5,＜<b>ハム太郎</b>：楽しいコーナーがいっぱい！,<Hamtaro: Lots of fun corners!,"S01E01, S01E02, S01E07, S01E47, S01E48",
笑う,わらう,"1. to laugh<br>2. to smile<br>3. to sneer, to ridicule<br>4. to be dumbfounded, to be flabbergasted",N4,5,ジンザ！ あのジンザが<b>笑っ</b>たでやす。,Jinza! That Jinza laughed.,"S01E02, S01E10, S01E14, S01E26, S01E42",
ひどい,むごい,"1. cruel, merciless, pitiless, brutal, atrocious, inhuman<br>2. tragic, horrible, terrible, dreadful, miserable, ugly, horrifying",N4,5,<b>ひどい</b>っす。 自分はわざとミスなんてしないっす。,That's terrible. I don't make mistakes on purpose.,"S01E02, S01E04, S01E13, S01E36, S01E37",
真,しん,"1. truth, reality, genuineness<br>2. seriousness<br>3. logical truth<br>4. printed style writing<br>5. star performer",Unlabeled,5,爆丸と一つになり　初めて彼らは <b>真</b>の力を発揮する。,They demonstrate their true power for the first time when they become one with Bakugan.,"S01E02, S01E13, S01E30, S01E31, S01E46",
駄目,だめ,"1. no good, not serving its purpose, useless, broken<br>2. hopeless, wasted, in vain, purposeless<br>3. cannot, must not, not allowed<br>4. neutral point (in go), intersection owned by neither player at the end of a game",N3,5,でも　それじゃ　<b>駄目</b>なんだよな。,But that's no good.,"S01E02, S01E05, S01E06",
