Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
休む,やすむ,"1. to be absent, to take a day off<br>2. to rest, to have a break<br>3. to go to bed, to (lie down to) sleep, to turn in, to retire<br>4. to stop doing some ongoing activity for a time, to suspend business",N5,4,急に<b>休ん</b>で　すみませんでした！,I'm sorry for taking a sudden break!,"#05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
超,ちょう,"1. super-, ultra-, hyper-, extreme<br>2. extremely, really, totally, absolutely<br>3. over, more than",N1,4,フリースタイルの中でも <b>超</b>難度の技だよ,It's one of the most difficult techniques in freestyle.,"#05 PART 情熱のダンシングNight!.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
うち,うち,"1. house<br>2. one's house, one's home, one's family, one's household",N4,4,ラーメン４つ！ <b>うち</b>はイタリアンだ！,4 ramen! We are Italian!,"#05 PART 情熱のダンシングNight!.ja, #07 PART つりあわねーんだよ.ja, #10 PART 言葉のいらないDAP.ja, #12 PART 俺たちの無限大!.ja",
まず,まず,"1. first (of all), firstly, to begin with, before anything else<br>2. probably, most likely, almost certainly, virtually<br>3. more or less (satisfactory), on the whole, reasonably<br>4. anyway, at any rate, for now (at least), for the time being",N4,4,<b>まず</b>は 旅館に行って荷物を置くか,"First, let's go to the inn and leave our luggage there.","#05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #08 PART 宿命のトーナメント!.ja, #11 PART キング VS ザコ.ja",
子ども,こども,1. child,Unlabeled,4,《菊池：使用人の <b>子ども</b>である私が—,"《Kikuchi: I, the child of a servant...","#05 PART 情熱のダンシングNight!.ja, #10 PART 言葉のいらないDAP.ja, #12 PART 俺たちの無限大!.ja",
続ける,つづける,"1. to continue, to keep up, to keep on",N4,4,曲がってくる相手の正面を 保ち<b>続ける</b>とか　不可能でしょ,It's impossible to keep facing an opponent who is turning.,"#05 PART 情熱のダンシングNight!.ja, #08 PART 宿命のトーナメント!.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
踊る,おどる,1. to dance (orig. a hopping dance),N4,4,≪愛抱夢が<b>踊っ</b>た～！ ≪愛のマタドールきたァ！,≪The dream of love danced~! ≪The Matador of Love is here!,"#05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja",
おかしい,おかしい,"1. funny, amusing, comical, laughable, ridiculous<br>2. strange, odd, funny, peculiar, weird, unusual, eccentric<br>3. improper, unsuitable, unbecoming<br>4. suspicious",N4,4,なんだぁ？ どうも様子が<b>おかしい</b>な,What is it? Something's not quite right.,"#05 PART 情熱のダンシングNight!.ja, #07 PART つりあわねーんだよ.ja, #10 PART 言葉のいらないDAP.ja, #12 PART 俺たちの無限大!.ja",
いったい,いったい,"1. (what) the heck, (why) in the world, (who) on earth<br>2. one object, one body, unity<br>3. one form, one style<br>4. one Buddhist image (or carving, etc.)<br>5. generally, in general",Unlabeled,4,<b>いったい</b>何が！　くさっ！,What on earth! Damn it!,"#05 PART 情熱のダンシングNight!.ja, #06 PART 湯けむりミステリースケート？!.ja, #08 PART 宿命のトーナメント!.ja",
っす,です,"1. be, is",Unlabeled,4,掃除　終わったか？ あと　水捨てだけ<b>っす</b>！,"Have you finished cleaning? Also, just throw away the water!","#05 PART 情熱のダンシングNight!.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
声,こえ,"1. voice<br>2. singing (of a bird), chirping (of an insect), hoot<br>3. voice, opinion (as expressed in words), view, wish, attitude, will<br>4. sound<br>5. sense (of something's arrival), feeling<br>6. voice, voiced sound",N5,4,日本だと　なんて<b>声</b>かけるんだ？,How do you say that in Japan?,#06 PART 湯けむりミステリースケート？!.ja,
置く,おく,"1. to put, to place<br>2. to leave (behind)<br>3. to establish (an organization, a facility, a position, etc.), to set up<br>4. to appoint (someone to a certain position), to hire, to employ<br>5. to place (one's trust, one's faith, etc.), to bear (in mind, etc.)<br>6. to put down a tool (e.g. a pen) hence stopping what one is doing with that tool<br>7. to take in (boarders, etc.), to provide lodging in one's house<br>8. to separate spatially or temporally<br>9. to do something in advance<br>10. to leave something in a certain state, to keep something in a certain state",N5,4,まずは 旅館に行って荷物を<b>置く</b>か,"First, let's go to the inn and leave our luggage there.",#06 PART 湯けむりミステリースケート？!.ja,
アホ,あほ,"1. fool, idiot, simpleton",Unlabeled,4,<b>アホ</b>！ お前は湯治に来たんだろうが！,Idiot! You must have come for the hot spring treatment!,"#06 PART 湯けむりミステリースケート？!.ja, #11 PART キング VS ザコ.ja",
道,みち,"1. road, path, street, lane, passage<br>2. route, way<br>3. distance, journey<br>4. road (e.g. to victory), course<br>5. way (of living, proper conduct, etc.), moral principles<br>6. teachings (esp. Confucian or Buddhist), dogma<br>7. field (e.g. of medicine), subject, speciality<br>8. means, way, method",N5,4,どの<b>道</b>を通るかは自由だ,You are free to choose which path to take,#06 PART 湯けむりミステリースケート？!.ja,
おじ,そふ,1. grandfather<br>2. old man<br>3. kyogen mask used for the role of an old man,Unlabeled,4,<b>おじ</b>さんじゃない　俺は若者だ！,"I'm not an old man, I'm a young man!","#06 PART 湯けむりミステリースケート？!.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja",
飲む,のむ,"1. to drink, to gulp, to swallow, to take (medicine)<br>2. to smoke (tobacco)<br>3. to engulf, to overwhelm<br>4. to keep down, to suppress<br>5. to accept (e.g. demand, condition)<br>6. to make light of, to conceal",N5,4,今夜は吐くまで<b>飲む</b>ぞ～！,I'm going to drink until I puke tonight!,"#06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #12 PART 俺たちの無限大!.ja",
読む,よむ,"1. to read<br>2. to count<br>3. to guess, to predict, to read (someone's thoughts), to see (e.g. into someone's heart), to divine",N5,4,じゃあ 雨が降るのを<b>読ん</b>でたってこと？,So you were reading about it raining?,"#06 PART 湯けむりミステリースケート？!.ja, #11 PART キング VS ザコ.ja",
地図,ちず,1. map,N5,4,女将に<b>地図</b>をもらった,I got a map from the landlady.,#06 PART 湯けむりミステリースケート？!.ja,
問う,とう,"1. to ask, to inquire<br>2. to blame (someone) for, to accuse of, to pursue (question of responsibility), to charge with<br>3. to care about, to regard as important<br>4. to call into question, to doubt, to question",N1,4,高野がクロとなれば 僕も偽証罪を<b>問わ</b>れることになる,"If Takano turns out to be Kuro, I will also be charged with perjury.","#06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #12 PART 俺たちの無限大!.ja",
どく,どく,"1. to step aside, to move (i.e. out of the way), to make way<br>2. to resign, to retire, to quit, to secede",Unlabeled,4,<b>どけ</b>　お前は次で片づけてやる,"Get out of the way, I'll take care of you next time.","#06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #11 PART キング VS ザコ.ja",
・,・,(Punctuation / Name separator),Unlabeled,4,ハエマンサス<b>・</b>ボム！,Haemanthus Bomb!,"#06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja",
泥,どろ,"1. mud, slush, (wet) dirt, mire<br>2. thief",N3,4,そのときは お前が<b>泥</b>をかぶれ,"In that case, you should cover yourself with mud.","#06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #12 PART 俺たちの無限大!.ja",
昔,むかし,"1. olden days, former",N4,4,お前は<b>昔</b>から ずっと　そういうヤツだよ,You've always been that kind of guy.,"#06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja, #09 PART あの時、俺たちは特別だった.ja",
奪う,うばう,"1. to snatch away, to dispossess, to steal",N3,4,私は<b>奪おう</b>としている,i'm trying to steal,"#07 PART つりあわねーんだよ.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
一,いち,"1. one, 1<br>2. best<br>3. first, foremost",N5,4,高いよ　僕らの中でも<b>一</b>番にね,"It's expensive, the most expensive among us.","#07 PART つりあわねーんだよ.ja, #11 PART キング VS ザコ.ja",
引く,ひく,"1. to pull, to tug, to lead (e.g. a horse)<br>2. to draw (attention, sympathy, etc.), to attract (e.g. interest)<br>3. to draw back (e.g. one's hand), to draw in (one's chin, stomach, etc.), to pull in<br>4. to draw (a card, mahjong tile, etc.)<br>5. to draw (a line, plan, etc.)<br>6. to catch (a cold)<br>7. to play (a stringed or keyboard instrument)<br>8. to look up (in a dictionary, phone book, etc.), to consult, to check<br>9. to haul, to pull (vehicles)<br>10. to subtract, to deduct<br>11. to recede, to ebb, to fade<br>12. to be descend from, to inherit (a characteristic)<br>13. to quote, to cite, to raise (as evidence)<br>14. to lay on (electricity, gas, etc.), to install (e.g. a telephone), to supply (e.g. water)<br>15. to hold (e.g. a note)<br>16. to apply (e.g. lipstick), to oil (e.g. a pan), to wax (e.g. a floor)<br>17. to move back, to draw back, to recede<br>18. to lessen, to subside, to ebb, to go down (e.g. of swelling)<br>19. to resign, to retire, to quit",N5,4,どんな状況でも腰が<b>引か</b>ず 体が縮こまらない,"No matter what the situation, your hips won't tighten and your body won't shrink.","#07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja",
実,じつ,"1. truth, reality<br>2. sincerity, honesty, fidelity<br>3. content, substance<br>4. (good) result",N3,4,暦っ！ <b>実</b>にラブリーだったよ,Calendar! It was really lovely,"#07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja",
遊び,あそび,"1. playing<br>2. play (margin between on and off, gap before pressing button or lever has an effect)",N4,4,お前たちとのお<b>遊び</b>は　もう—,I'm done playing with you guys...,"#07 PART つりあわねーんだよ.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
確かめる,たしかめる,"1. to ascertain, to check, to make sure",N3,4,どんだけ差があんのか <b>確かめ</b>てやる,I'll see how much of a difference there is.,"#07 PART つりあわねーんだよ.ja, #08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja",
グループ,グループ,1. group (usu. of people),N3,4,≪お前　どの<b>グループ</b>だった？ 愛抱夢とは別グループか,≪Which group were you in? Is it a different group from Aidaimu?,#08 PART 宿命のトーナメント!.ja,
タイム,タイム,1. time<br>2. thyme<br>3. time out (e.g. in sport),N1,4,愛抱夢の<b>タイム</b>を 超えるつもりだ,I intend to surpass the time of my love dream.,#08 PART 宿命のトーナメント!.ja,
させる,サセヨウ,Causative Form,Unlabeled,4,大旦那様が やめ<b>させる</b>こともなかった,My grandmaster never made me stop.,"#08 PART 宿命のトーナメント!.ja, #09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
お兄ちゃん,おにいちゃん,"1. (one's) older brother<br>2. lad, sonny",Unlabeled,4,まあ　<b>お兄ちゃん</b>がかっこ悪いのは いつものことだけどね,"Well, as always, my brother is uncool.","#08 PART 宿命のトーナメント!.ja, #10 PART 言葉のいらないDAP.ja",
対戦,たいせん,"1. fighting (against), taking on (an opponent), facing, confronting, competing (with), battle, fight, contest, match",Unlabeled,4,彼と<b>対戦</b>できる 幸運な人は誰だろう？,Who will be lucky enough to play against him?,"#08 PART 宿命のトーナメント!.ja, #10 PART 言葉のいらないDAP.ja",
諦める,あきらめる,"1. to give up, to abandon (hope, plans), to resign oneself (to)",N3,4,ハナから<b>諦め</b>て　自分を慰めて！,Give up on Hana and console yourself!,"#09 PART あの時、俺たちは特別だった.ja, #10 PART 言葉のいらないDAP.ja, #11 PART キング VS ザコ.ja",
チーム,チーム,1. team,N3,4,んだと？お前らの<b>チーム</b>は 誰もスケートを好きじゃねえ,What? Nobody on your team likes skating.,#10 PART 言葉のいらないDAP.ja,
捨てる,すてる,"1. to throw away, to cast away, to dump, to discard<br>2. to abandon, to desert, to leave<br>3. to give up, to resign",N4,4,そんなくだらないもの 僕は　とうに<b>捨て</b>た,I've long since thrown away such trivial things.,"#11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
学校,がっこう,1. school,N5,3,あれは林間<b>学校</b>だ　ドアホ！,"That's a forest school, door ho!","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #04 PART 愛のマタドール、愛抱夢.ja",
どれ,ドレ,Which one?,N5,3,暦はこれ　<b>どれ</b>くらいで できるようになった？,How long did it take for you to be able to use this calendar?,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #09 PART あの時、俺たちは特別だった.ja",
準備,じゅんび,"1. preparation, arrangements, getting ready, provision, setup, reserving",N4,3,<b>準備</b>は？ 問題ない こっちもだ,"Are you ready? No problem, here too.","#01 PART 熱い夜に雪が降る.ja, #04 PART 愛のマタドール、愛抱夢.ja, #06 PART 湯けむりミステリースケート？!.ja",
落ち着く,おちつく,"1. to calm down, to compose oneself, to regain presence of mind<br>2. to calm down, to settle down, to die down, to become stable, to abate<br>3. to settle down (in a location, job, etc.), to settle in<br>4. to be settled, to be fixed, to have been reached<br>5. to harmonize with, to harmonise with, to match, to suit, to fit<br>6. to be unobtrusive, to be quiet, to be subdued",Unlabeled,3,《<b>落ち着い</b>て 大げさにしちゃダメ,"《Calm down, don't make a big deal","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #08 PART 宿命のトーナメント!.ja",
くらう,くらう,"1. to eat, to drink, to wolf, to knock back<br>2. to receive (e.g. a blow)<br>3. to be on the receiving end (of something undesirable), to undergo (trouble)",Unlabeled,3,ラブハッグは　<b>くらわ</b>ない！,Love hugs don't cost anything!,"#01 PART 熱い夜に雪が降る.ja, #05 PART 情熱のダンシングNight!.ja, #11 PART キング VS ザコ.ja",
うおっ,さかな,1. fish,Unlabeled,3,<b>うおっ</b>!?　うわっ　わっ！,Wow!? Wow!,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #03 PART 望まない勇者.ja",
界,さかい,"1. border, boundary<br>2. turning point, watershed<br>3. area, region, spot, space, environment<br>4. psychological state, mental state<br>5. cognitive object, something perceptible by the sense organs or mind",Unlabeled,3,圧倒的な技量と美しさで 他の追随を許さないS<b>界</b>のカリスマ,A charismatic figure in the S world who is unrivaled with her overwhelming skill and beauty.,"#01 PART 熱い夜に雪が降る.ja, #07 PART つりあわねーんだよ.ja",
腕,うで,Skill / Ability (in games/sports),N4,3,よう暦　その<b>腕</b>　ケンカか？,"Yokoyomi, is that arm a fight?",#01 PART 熱い夜に雪が降る.ja,
描く,えがく,"1. to draw, to paint, to sketch<br>2. to depict, to describe<br>3. to picture in one's mind, to imagine<br>4. to form a certain shape (e.g. path of an action, appearance of an object, etc.)",N3,3,そんなの地図に <b>描い</b>てるわけね～だろ！,That's why they're drawing it on the map!,"#01 PART 熱い夜に雪が降る.ja, #06 PART 湯けむりミステリースケート？!.ja",
転校生,てんこうせい,"1. transfer student, student changing schools",Unlabeled,3,助かったよ　<b>転校生</b>！,"Thank you for your help, transfer student!","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja",
紹介,しょうかい,"1. introduction, presentation, referral, listing",N4,3,転校生を<b>紹介</b>する,Introducing transfer students,"#01 PART 熱い夜に雪が降る.ja, #06 PART 湯けむりミステリースケート？!.ja",
日本語,にほんご,1. Japanese (language),Unlabeled,3,<b>日本語</b>　しゃべれないとか？,Can't speak Japanese?,"#01 PART 熱い夜に雪が降る.ja, #05 PART 情熱のダンシングNight!.ja",
日本人,にほんじん,"1. Japanese person, Japanese people",Unlabeled,3,いや　母親が<b>日本人</b>だから—,"No, because my mother is Japanese...",#01 PART 熱い夜に雪が降る.ja,
裏,うら,"1. opposite side, bottom, other side, side hidden from view, undersurface, reverse side<br>2. rear, back, behind<br>3. lining, inside<br>4. in the shadows, behind the scenes, offstage, behind (someone's) back<br>5. more (to something than meets the eye), hidden side (e.g. of one's personality), unknown circumstances, different side<br>6. proof<br>7. opposite (of a prediction, common sense, etc.), contrary<br>8. inverse (of a hypothesis, etc.)<br>9. bottom (of an inning), last half (of an inning)",N4,3,はい　<b>裏</b>帳簿のほうも 処分済みです,"Yes, the back ledger has also been disposed of.","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #07 PART つりあわねーんだよ.ja",
歳,さい,1. -years-old,N1,3,って　２<b>歳</b>からかよ！,"I mean, from the age of 2!","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #07 PART つりあわねーんだよ.ja",
時給,じきゅう,"1. hourly pay, hourly wage",Unlabeled,3,バイト探してるんだ なるべく<b>時給</b>高いとこ,I'm looking for a part-time job where the hourly wage is as high as possible.,#01 PART 熱い夜に雪が降る.ja,
助かる,たすかる,"1. to be saved, to be rescued, to survive<br>2. to escape harm, to be spared damage<br>3. to be helped, to be saved trouble",N2,3,<b>助かっ</b>たよ　転校生！,"Thank you for your help, transfer student!","#01 PART 熱い夜に雪が降る.ja, #06 PART 湯けむりミステリースケート？!.ja",
立てる,たてる,"1. to stand up, to put up, to set up, to erect, to raise<br>2. to thrust into, to bury into, to dig into<br>3. to make (a noise), to start (a rumour), to raise (a cloud of dust, etc.), to cause<br>4. to make, to establish, to set up, to develop, to formulate<br>5. to put up (a political candidate), to make (one's leader)<br>6. to treat with respect, to give (someone) their due, to make (someone) look good, to avoid embarrassing (someone)<br>7. to sharpen, to make clear<br>8. to shut, to close<br>9. to make tea (matcha), to perform the tea ceremony<br>10. to divide by<br>11. to do ... vigorously",N4,3,お役に<b>立て</b>たなら　よかったです！,I'm glad I was able to help you!,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #10 PART 言葉のいらないDAP.ja",
っつ,つう,"1. authority, expert, connoisseur, well-informed person<br>2. counter for messages, letters, notes, documents, etc.<br>3. understanding (esp. of male-female relations), tact, insight<br>4. supernatural powers, magical powers",Unlabeled,3,できる<b>っつ</b>～の！,You can do it!,"#01 PART 熱い夜に雪が降る.ja, #06 PART 湯けむりミステリースケート？!.ja, #08 PART 宿命のトーナメント!.ja",
いくら,いくら,"1. how much<br>2. something over, and something, -odd<br>3. however (much), no matter how",N5,3,≪MIYAが相手じゃ <b>いくら</b>なんでも無理っしょ,"≪With MIYA as your opponent, you can't do anything.","#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #04 PART 愛のマタドール、愛抱夢.ja",
探す,さがす,"1. to search for, to look for, to hunt for, to seek<br>2. to search (a house, pocket, etc.), to search through, to rummage in (e.g. a drawer), to fish around",N4,3,バイト<b>探し</b>てたのも 家計を助けたかったから,The reason I was looking for a part-time job was because I wanted to help make ends meet.,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja",
届ける,とどける,"1. to deliver, to forward, to send<br>2. to report, to notify, to file notice (to the authorities), to give notice, to register",N4,3,バイトってのは　客のボードを ここに<b>届け</b>てほしいんだ,My part-time job wants me to deliver the customer's board here.,#01 PART 熱い夜に雪が降る.ja,
決まり,きまり,"1. rule, regulation<br>2. settlement, conclusion, end, agreement, arrangement<br>3. habit, custom, habitual way<br>4. countenance in front of another person, face<br>5. love relationship between a customer and a prostitute",N3,3,≪ああ　これで<b>決まり</b>だ！,"≪Ah, that's it!","#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #09 PART あの時、俺たちは特別だった.ja",
件,くだん,"1. the aforementioned, the said, (man, incident, etc.) in question, the above-mentioned, the aforesaid<br>2. the usual",N1,3,先日の 取り締まりの<b>件</b>ですが—,Regarding the crackdown the other day...,"#01 PART 熱い夜に雪が降る.ja, #06 PART 湯けむりミステリースケート？!.ja, #11 PART キング VS ザコ.ja",
聞ける,きく,"1. to hear<br>2. to listen (e.g. to music)<br>3. to ask, to enquire, to query<br>4. to hear about, to hear of, to learn of<br>5. to follow (advice, order, etc.), to obey, to listen to, to comply with<br>6. to hear (e.g. a plea), to grant (a request), to accept (e.g. an argument), to give consideration to<br>7. to smell (esp. incense), to sample (a fragrance)<br>8. to taste (alcohol), to try",Unlabeled,3,だったら　もうちょっと 俺の言うこと<b>聞けよ</b>,"In that case, listen to me a little more.","#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #12 PART 俺たちの無限大!.ja",
下,した,"1. below, down, under, younger (e.g. daughter)<br>2. bottom<br>3. beneath, underneath<br>4. just after, right after<br>5. inferiority, one's inferior (i.e. one's junior)<br>6. trade-in<br>7. preliminary, preparatory",N5,3,仮面の<b>下</b>に置いてきた！,I left it under the mask!,"#01 PART 熱い夜に雪が降る.ja, #04 PART 愛のマタドール、愛抱夢.ja, #06 PART 湯けむりミステリースケート？!.ja",
アリ,あり,1. ant,Unlabeled,3,≪シャドウを抜いた!? ≪キャップマンが滑るとか<b>アリ</b>なのかよ!?,≪I pulled out the shadow!? ≪Is it true that the cap man slips!?,"#01 PART 熱い夜に雪が降る.ja, #06 PART 湯けむりミステリースケート？!.ja, #08 PART 宿命のトーナメント!.ja",
必ず,かならず,"1. always, without exception, necessarily, certainly, without fail, positively, invariably",N4,3,僕は　また<b>必ず</b>君に会うよ,I'll definitely meet you again,"#01 PART 熱い夜に雪が降る.ja, #05 PART 情熱のダンシングNight!.ja, #09 PART あの時、俺たちは特別だった.ja",
息子,むすこ,1. son<br>2. penis,N4,3,ちったぁ<b>息子</b>を信じろよ！,Just believe in your son!,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #08 PART 宿命のトーナメント!.ja",
間に合う,まにあう,"1. to be in time (for)<br>2. to serve (suit, meet) the purpose, to be good enough, to be enough, to manage, to make do",N4,3,そろそろ出ないと <b>間に合わ</b>ないけど,"If I don't leave soon, I won't make it in time.","#01 PART 熱い夜に雪が降る.ja, #09 PART あの時、俺たちは特別だった.ja",
わざわざ,わざわざ,"1. expressly, especially, taking the trouble (to do), going to the trouble of (doing), going out of one's way (to do)<br>2. intentionally, deliberately",Unlabeled,3,<b>わざわざ</b> プロに調整を頼んだんだ,I went out of my way to have it adjusted by a professional.,"#01 PART 熱い夜に雪が降る.ja, #09 PART あの時、俺たちは特別だった.ja, #11 PART キング VS ザコ.ja",
プロ,プロ,1. professional,N3,3,わざわざ <b>プロ</b>に調整を頼んだんだ,I went out of my way to have it adjusted by a professional.,"#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja",
文句,もんく,"1. complaint, grumbling, objection<br>2. phrase, words, expression",N3,3,狭い ３千円だぞ　<b>文句</b>言うな,"It's only 3,000 yen. Don't complain.","#01 PART 熱い夜に雪が降る.ja, #06 PART 湯けむりミステリースケート？!.ja, #07 PART つりあわねーんだよ.ja",
取る,とる,"1. to take, to pick up, to grab, to catch<br>2. to pass, to hand, to give<br>3. to get, to obtain, to acquire, to win, to receive, to earn, to take (e.g. a vacation)<br>4. to adopt (a method, proposal, etc.), to take (a measure, attitude, etc.), to choose<br>5. to remove, to get rid of, to take off<br>6. to take away, to steal, to rob<br>7. to eat, to have (e.g. lunch), to take (e.g. vitamins)<br>8. to pick (e.g. flowers), to gather, to extract (e.g. juice), to catch (e.g. fish)<br>9. to take up (time, space), to occupy, to spare, to set aside<br>10. to secure, to reserve, to save, to put aside, to keep<br>11. to take (e.g. a joke), to interpret, to understand, to make out, to grasp<br>12. to record, to take down<br>13. to subscribe to (e.g. a newspaper), to take, to buy, to get<br>14. to order, to have delivered<br>15. to charge, to fine, to take (tax)<br>16. to take (e.g. a wife), to take on (e.g. an apprentice), to adopt, to accept<br>17. to compete (in sumo, cards, etc.), to play",N5,3,すみません すぐに<b>取り</b>に行きます,"Sorry, I'll go get it right away.","#01 PART 熱い夜に雪が降る.ja, #04 PART 愛のマタドール、愛抱夢.ja, #07 PART つりあわねーんだよ.ja",
元,もと,"1. origin, source<br>2. base, basis, foundation, root<br>3. cause<br>4. ingredient, material<br>5. (somebody's) side, (somebody's) location<br>6. original cost (or capital, principal, etc.)<br>7. (plant) root, (tree) trunk<br>8. first section of a waka<br>9. counter for blades of grass, tree trunks, etc., and for falcons (in falconry)<br>10. handle (chopsticks, brush, etc.), grip",N3,3,えっ!? <b>元</b>はといえば　お前のせいなんだ！,"What!? Speaking of which, it was your fault!","#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #07 PART つりあわねーんだよ.ja",
マシ,まし,"1. better, preferable, less objectionable, least-worst<br>2. more, increase, extra<br>3. increase, growth",Unlabeled,3,これでケガも　ちっとは<b>マシ</b>になる,This will make your injuries a little better.,"#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #05 PART 情熱のダンシングNight!.ja",
ブロッサム,ブロッサム,1. blossom,Unlabeled,3,≪チェリー<b>ブロッサム</b>が来るぞ～！ ≪すぐ後ろにジョーだ！,≪Cherry Blossom is coming! ≪Joe is right behind you!,"#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #05 PART 情熱のダンシングNight!.ja",
ルール,ルール,1. rule,N1,3,この店の<b>ルール</b>は俺が決めるんだよ 守銭奴メガネ,"I decide the rules for this store, miser glasses.","#01 PART 熱い夜に雪が降る.ja, #02 PART はじめてのサイコー！.ja, #05 PART 情熱のダンシングNight!.ja",
済む,すむ,"1. to finish, to end, to be completed<br>2. to merely result in something less severe than expected<br>3. to feel at ease<br>4. to feel unease or guilt for troubling someone, to be sorry",N4,3,楽しいだけでは <b>済ま</b>ないってことが,It's not enough just to have fun,"#01 PART 熱い夜に雪が降る.ja, #05 PART 情熱のダンシングNight!.ja, #11 PART キング VS ザコ.ja",
出す,だす,"1. to take out, to get out<br>2. to put out, to reveal, to show<br>3. to submit (e.g. thesis), to turn in<br>4. to publish, to make public<br>5. to send (e.g. letter)<br>6. to produce (a sound), to start (fire)<br>7. to serve (food)<br>8. ... out (e.g. to jump out, to carry out)<br>9. to begin ..., to start to ..., to burst into ...",N5,3,神道には手を<b>出す</b>な,Don't mess with Shintoism,"#01 PART 熱い夜に雪が降る.ja, #03 PART 望まない勇者.ja, #12 PART 俺たちの無限大!.ja",
きれる,きれる,"1. to break, to snap, to be cut, to split, to crack<br>2. to be injured<br>3. to wear out, to be worn out<br>4. to break, to burst, to collapse<br>5. to wear off, to stop working, to go dead<br>6. to expire (time limit, etc.), to run out, to become due<br>7. to run out (of stock, etc.), to be exhausted, to be used up, to be sold out, to be out of<br>8. to be broken off (e.g. of a relationship), to break up, to have severed ties, to be cut off, to be disconnected<br>9. to cut well, to be sharp<br>10. to be sharp-minded, to be keen, to be shrewd, to be quick-witted, to be able<br>11. to be short of, to drop under (a certain figure), to beat (e.g. a record time)<br>12. to dry off<br>13. to curve, to veer<br>14. to shuffle (cards)<br>15. to get angry, to snap, to blow one's top, to lose one's temper, to flip<br>16. to be able to do completely",Unlabeled,3,次のコーナーは 曲がり<b>きれ</b>ずにクラッシュだ》,I couldn't turn the next corner and crashed.,"#01 PART 熱い夜に雪が降る.ja, #04 PART 愛のマタドール、愛抱夢.ja, #11 PART キング VS ザコ.ja",
クラッシュ,クラッシュ,1. crash<br>2. kurash (wrestling),Unlabeled,3,次のコーナーは 曲がりきれずに<b>クラッシュ</b>だ》,I couldn't turn the next corner and crashed.,"#01 PART 熱い夜に雪が降る.ja, #11 PART キング VS ザコ.ja, #12 PART 俺たちの無限大!.ja",
