Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
べん,へん,1. number of times,Unlabeled,4,もう 何<b>べん</b>教えたら ちゃんと跳んでくれんの？,How many times have I taught you that you won't be able to jump properly?,"S01E04, S01E15, S01E19, S01E23",
親友,しんゆう,"1. close friend, bosom (old, intimate) friend, buddy, crony, chum",N3,4,<b>親友</b>に 言葉はいらないでしょ？,"A friend doesn't need words, right?",S01E04,
なな,なな,Nana,Unlabeled,4,なっ <b>なな</b>なっ！,Na na na na!,"S01E04, S01E16, S01E25",
ボケる,ぼける,"1. to grow senile, to be childish with age<br>2. to be mentally slow, to be befuddled<br>3. to play stupid, to say something stupid (oft. on purpose; esp. as part of a comedic routine)<br>4. to become engrossed in, to become absorbed in",Unlabeled,4,機械のように<b>ボケ</b>まくって いっつもいつも 私がツッコんで,"You're acting like a machine, and I'm always the one trying to make you laugh","S01E04, S01E17",
デリシャス,デリシャス,1. delicious,Unlabeled,4,そして“<b>デリシャス</b>” と言い放った―,"And he declared, “Delicious.”","S01E04, S01E11, S01E24",
とっても,とても,"1. very, awfully, exceedingly<br>2. (not) at all, by no means, simply (cannot)",Unlabeled,4,でも そこだけ なんだか <b>とっても</b> 分かりやすいよ,But that's the only thing that's very easy to understand.,"S01E04, S01E21",
休日,きゅうじつ,"1. holiday, day off",Unlabeled,4,僕は <b>休日</b>を利用し 片道８時間の恐山の地に立った,"I took advantage of my day off to stand on Mt. Osore, an 8-hour one-way trip.","S01E05, S01E18, S01E21",
近づく,ちかづく,"1. to approach, to draw near, to get close<br>2. to get acquainted with, to get closer to, to get to know",Unlabeled,4,山頂に<b>近づく</b>につれ 胸の鼓動が加速する,My heartbeat accelerates as I approach the top of the mountain.,"S01E05, S01E15, S01E21, S01E22",
マイクテス,マイク,"1. mike, mic, microphone",Unlabeled,4,あーあー あーあー <b>マイクテス</b> マイクテス ツイ,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa Mike Tess Mike Tess Twi,S01E05,
ツイ,ツイ,Tsui,Unlabeled,4,あーあー あーあー マイクテス マイクテス <b>ツイ</b>,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa Mike Tess Mike Tess Twi,S01E05,
ツイー,ツイード,1. tweed<br>2. Tweed (cloth),Unlabeled,4,マイクテス テステス <b>ツイー</b> ツイ ツイ ツイー,Mike Tess Tweet Tweet Tweet Tweet,S01E05,
いくよ,いくよ,Ikuyo,Unlabeled,4,じゃあ <b>いくよ</b>　最初は グー,"Okay, let's go. At first it's goo.","S01E05, S01E10, S01E17",
ぽん,ポン,"1. with a slap, with a pop, with a plop<br>2. without batting an eyelid<br>3. generously<br>4. cutesy suffix applied to names",Unlabeled,4,このままがいいです！ <b>ぽん</b>！,I like it the way it is! Pon!,"S01E05, S01E06, S01E26",
ひどい,むごい,"1. cruel, merciless, pitiless, brutal, atrocious, inhuman<br>2. tragic, horrible, terrible, dreadful, miserable, ugly, horrifying",N4,4,この牛は <b>ひど</b>すぎだ,This cow is terrible,"S01E05, S01E06, S01E13, S01E14",
生きる,いきる,"1. to live, to exist<br>2. to make a living, to subsist<br>3. to be in effect, to be in use, to function<br>4. to come to life, to be enlivened<br>5. to be safe (in baseball, go, etc.)",N4,4,前向きに<b>生き</b>てれば ツキは回ってくるもんだよ,"If you live positively, luck will come to you.","S01E05, S01E21, S01E22",
褒める,ほめる,"1. to praise, to commend, to compliment, to speak well of, to speak highly of",N3,4,エヘヘ <b>褒め</b>てないです！,"Ehehe, I'm not praising you!","S01E05, S01E09, S01E10",
ハハハハッ,ハハハハッ,1. Hahahaha (Auto-translated),Unlabeled,4,ブッ<b>ハハハハッ</b> ハハハハッ,Buhahahahahahahahaha,"S01E05, S01E09, S01E20",
ウフフ,うふふ,1. tee-hee,Unlabeled,4,じゃあ またあとでね  <b>ウフフ</b>,"See you later, hehe","S01E05, S01E13, S01E24, S01E26",
んじゃ,んじゃ,1. bye then,Unlabeled,4,何やっと<b>んじゃ</b> お前！,What are you doing?,"S01E05, S01E22, S01E26",
簡単,かんたん,"1. simple, easy, uncomplicated<br>2. brief, quick, light",N4,4,今は 一番 <b>簡単</b>なのにしとくね,I'll stick with the easiest one for now.,"S01E05, S01E15, S01E18, S01E26",
玉,たま,Ball / Coin / Sphere / Attack orb,N3,4,それで この十円<b>玉</b>を この鳥居の所にセットして―,So I set this ten yen coin at this torii gate...,"S01E05, S01E24",
途中,とちゅう,"1. on the way, en route, halfway<br>2. in the middle of, midway",N4,4,あと <b>途中</b>で やめたりしても ひょう依されちゃうから注意して,"Also, be careful if you stop midway through because you will be criticized.","S01E05, S01E11, S01E23, S01E25",
パクる,パクる,"1. to filch, to snatch, to pinch, to swindle, to cheat (someone out of something), to rip off<br>2. to steal (an idea, work, etc.), to plagiarize<br>3. to arrest, to nab, to round up<br>4. to open one's mouth wide and eat heartily, to gulp down food",Unlabeled,4,<b>パクっ</b>てるじゃん！,It's plagiarism!,S01E05,
時代,じだい,"1. period, epoch, era, age<br>2. the times, those days<br>3. oldness, ancientness, antiquity<br>4. antique, period piece",N4,4,知的でクールなイメージは いつの<b>時代</b>も女性の憧れ,An intelligent and cool image is always admired by women.,"S01E05, S01E13, S01E18, S01E23",
なーい,ない,"1. nonexistent, not being (there)<br>2. unowned, not had, unpossessed<br>3. unique<br>4. not, impossible, won't happen<br>5. not<br>6. to not be, to have not",Unlabeled,4,こいつら まるで分かって<b>なーい</b>！,These guys don't seem to understand!,"S01E05, S01E09, S01E15",
忠告,ちゅうこく,"1. advice, warning",N1,4,<b>忠告</b>が遅いよ！,It's too late to give advice!,"S01E05, S01E11",
アハハッ,アハハッ,1. Ahaha (Auto-translated),Unlabeled,4,<b>アハハッ</b> つってっ！,Ahaha!,"S01E05, S01E09, S01E17, S01E18",
渡す,わたす,"1. to ferry across (e.g. a river), to carry across, to traverse<br>2. to lay across, to build across<br>3. to hand over, to hand in, to pass, to give, to transfer",N5,4,では 朝の豆テスト配りますので <b>渡し</b>てください,"I'll be handing out the morning bean test, so please hand it in.","S01E05, S01E07, S01E09, S01E20",
隠し味,かくしあじ,"1. subtle seasoning that brings out the flavor, secret ingredient",Unlabeled,4,<b>隠し味</b>に ちょっとした物を 入れたんだけど 分かるかな？,"I added a little something as a secret ingredient, do you understand?",S01E06,
本格的,ほんかくてき,"1. genuine, real, regular, normal, typical, standard, orthodox<br>2. full-scale, full-blown, all-out<br>3. full-fledged, professional",Unlabeled,4,これ <b>本格的</b>にアゲインスト！,This is seriously against!,"S01E06, S01E09, S01E15",
任せる,まかせる,"1. to entrust (e.g. a task) to another, to leave to<br>2. to passively leave to someone else's facilities<br>3. to leave to take its natural course<br>4. to continue (something) in a natural fashion (without particular aim)<br>5. to rely fully on one's (full strength, great ability, long time taken) to get something done",N3,4,ここは俺に<b>任せ</b>てくれ,Leave this to me,"S01E06, S01E17, S01E21",
ばっかり,ばかり,"1. only, merely, nothing but, no more than<br>2. approximately, about<br>3. just (finished, etc.)<br>4. as if to, (as though) about to<br>5. indicates emphasis<br>6. always, constantly",Unlabeled,4,えっ！ なんで阪本<b>ばっかり</b>で はかせはダメなの！,Huh! Why is it all about Sakamoto and no Hakase?,"S01E06, S01E14, S01E19, S01E24",
ぐわっ,ガッシュ,1. gouache<br>2. Gouache,Unlabeled,4,よっしゃ！ <b>ぐわっ</b>,Okay! Guaaah,"S01E06, S01E13, S01E15, S01E16",
ゲホッ,ゲホッ,1. Geho! (Auto-translated),Unlabeled,4,<b>ゲホッ</b> ゲホッ ゲホッ ゲホッ,Geho Geho Geho Geho,S01E06,
残念,ざんねん,"1. deplorable, regrettable, disappointing, vexing, unfortunate",N4,4,<b>残念</b>ですが あなたの分は 予約が入ってないようです,"I'm sorry, but it looks like we don't have a reservation for you.","S01E06, S01E07, S01E09",
ペソ,ペソ,1. peso,Unlabeled,4,<b>ペソ</b>しかないよ！,I only have pesos!,"S01E06, S01E14",
ドルフ,ドルフ,Dorufu,Unlabeled,4,こんなことをして 許されると 思っているのか <b>ドルフ</b>,"Do you think you can be forgiven for doing this, Dolph?",S01E07,
旅行,りょこう,"1. travel, trip, journey, excursion, tour",N5,4,あなたが計画した この地球<b>旅行</b>,This earth trip you planned,"S01E07, S01E09, S01E11, S01E13",
感謝,かんしゃ,"1. thanks, gratitude",N3,4,寄贈された方との巡り合わせに <b>感謝</b>し その書を手に取る,"I am grateful for the chance to meet the person who donated the book, and I pick up the book.","S01E07, S01E18, S01E22",
いかん,どう,"1. how, in what way, how about",Unlabeled,4,アイスが載っかったところが 納得<b>いかん</b>,I don't understand the part with ice cream on it.,"S01E07, S01E11, S01E22, S01E25",
揚げる,あげる,"1. to raise, to elevate<br>2. to do up (one's hair)<br>3. to fly (a kite, etc.), to launch (fireworks, etc.), to surface (a submarine, etc.)<br>4. to land (a boat)<br>5. to deep-fry<br>6. to show someone (into a room)<br>7. to give<br>8. to send someone (away)<br>9. to enrol (one's child in school), to enroll<br>10. to increase (price, quality, status, etc.), to develop (talent, skill), to improve<br>11. to make (a loud sound), to raise (one's voice)<br>12. to earn (something desirable)<br>13. to praise<br>14. to give (an example, etc.), to cite<br>15. to summon up (all of one's energy, etc.)<br>16. to arrest<br>17. to nominate<br>18. to summon (for geishas, etc.)<br>19. to offer up (incense, a prayer, etc.) to the gods (or Buddha, etc.)<br>20. to bear (a child)<br>21. to conduct (a ceremony, esp. a wedding)<br>22. (of the tide) to come in<br>23. to vomit<br>24. to do for (the sake of someone else)<br>25. to complete ...<br>26. to humbly do ...",N2,4,そうですねえ <b>揚げ</b>てもいいですか？,That's right. Can I fry it?,"S01E07, S01E09",
なになに,なになに,"1. what<br>2. so-and-so, such and such, something (or other)<br>3. what?, wait, hang on<br>4. well, well, let's see<br>5. no, oh (not at all), please, there, there",Unlabeled,4,<b>なになに</b>？,What what?,"S01E07, S01E14, S01E16, S01E20",
あれっ,あれ,"1. that, that thing<br>2. that person<br>3. then, that time<br>4. that place (over there)<br>5. down there (i.e. one's genitals)<br>6. period, menses",Unlabeled,4,<b>あれっ</b>？ 阪本さん スカーフどうしたんですか？,"Huh? Mr. Sakamoto, what did you do with your scarf?","S01E07, S01E11, S01E17",
振る,ふる,"1. to wave, to shake, to swing<br>2. to sprinkle, to throw (dice)<br>3. to cast (actor), to allocate (work)<br>4. to turn down (somebody), to reject, to jilt, to dump<br>5. to abandon, to give up, to ruin<br>6. to add kana indicating a reading of a word<br>7. to slightly change headings, to change directions<br>8. to extract by broiling, to prepare an infusion of, to decoct<br>9. to carry with great vigor (e.g. a portable shrine)<br>10. to bring up a topic, to lead to a topic<br>11. to replace, to substitute<br>12. to set up a joke for somebody else",N3,4,シャーペンで ここにページ番号<b>振る</b>のと―,Use a mechanical pencil to number the page here...,"S01E07, S01E15, S01E20",
くくっ,ククク,"1. mwahahaha (evil laughter)<br>2. coo coo, cooing, sound of pigeons, sound of doves<br>3. stifled laughter, suppressed laughter",Unlabeled,4,<b>くくっ</b> ううう,Kukuuuuuuu,"S01E07, S01E09, S01E15, S01E22",
こりゃあ,これ,"1. this, this one<br>2. this person<br>3. now, this point (in time)<br>4. here<br>5. used to stress the subject of a sentence<br>6. I, me",Unlabeled,4,何じゃ <b>こりゃあ</b>！,What is this?,"S01E08, S01E14, S01E19, S01E22",
ムカデ,むかで,1. centipede,Unlabeled,4,ねえ <b>ムカデ</b>に襲われた人が 何て言ったか知ってる？,"Hey, do you know what the guy who got attacked by the centipede said?",S01E08,
捨てる,すてる,"1. to throw away, to cast away, to dump, to discard<br>2. to abandon, to desert, to leave<br>3. to give up, to resign",N4,4,人のもん<b>捨てる</b>とか マジ 考えらんねえし！,I seriously can't think of throwing away other people's things!,"S01E08, S01E23",
アイロン,アイロン,"1. iron (for pressing clothes)<br>2. hair iron, hair tong, curling tong",N3,4,でも この前 ハンカチに <b>アイロン</b>当ててたじゃん,But I was ironing a handkerchief the other day.,"S01E08, S01E18",
町,まち,"1. town, block, neighbourhood, neighborhood<br>2. downtown, main street<br>3. street, road<br>4. 109.09 m<br>5. 0.99 hectares",N5,4,私は この片田舎のＳ<b>町</b>に やってきた,I came to this rural town of S.,"S01E08, S01E11, S01E16, S01E18",
助け,たすけ,"1. assistance, help, aid, support, reinforcement",N1,4,<b>助け</b>が来ない,help isn't coming,S01E08,
ユニフォーム,ユニフォーム,1. uniform,N1,4,引退試合で１点も取れない 選手の<b>ユニフォーム</b>なんか―,The uniform of a player who didn't score a single point in his retirement game.,S01E08,
隙,すき,"1. gap, space<br>2. break, interlude, interval<br>3. chink (in one's armor, armour), chance, opportunity, weak spot<br>4. breach (of a relationship between people)",Unlabeled,4,この<b>隙</b>に 東雲に来られでもしたら,"If you could come to Shinonome during this opportunity,","S01E08, S01E21, S01E22, S01E25",
カス,かす,"1. dregs, sediment, grounds, meal<br>2. lees (esp. sake)<br>3. leftovers, by-product<br>4. worthless item, junk<br>5. dregs (e.g. of society), scum, dross<br>6. 1-point card",Unlabeled,4,口に いっぱい お菓子の<b>カス</b> つけてるのは誰ですか？,Who has a mouth full of candy crumbs?,"S01E08, S01E14",
テレる,てれる,"1. to be shy, to be bashful, to feel awkward, to feel embarrassed",Unlabeled,4,<b>テレ</b>てない！ もう 一人にして,It's not on TV! leave me alone again,"S01E08, S01E24",
つー,つう,"1. authority, expert, connoisseur, well-informed person<br>2. counter for messages, letters, notes, documents, etc.<br>3. understanding (esp. of male-female relations), tact, insight<br>4. supernatural powers, magical powers",Unlabeled,4,熱！ あっ<b>つー</b>！,Heat! Atsushi!,"S01E08, S01E16, S01E18",
ざるそば,ざるそば,1. zaru soba (soba served on a bamboo draining basket with dipping sauce),Unlabeled,4,にしんそばと <b>ざるそば</b>と 夏野菜の天丼ですね,"It's a tempura bowl with herring soba, zaru soba, and summer vegetables.",S01E09,
夏野菜,なつやさい,1. summer vegetables,Unlabeled,4,にしんそばと ざるそばと <b>夏野菜</b>の天丼ですね,"It's a tempura bowl with herring soba, zaru soba, and summer vegetables.",S01E09,
大事,だいじ,"1. important, serious, crucial<br>2. valuable, precious<br>3. serious matter, major incident, matter of grave concern, crisis<br>4. great undertaking, great enterprise, great thing<br>5. safe, OK",N4,4,<b>大事</b>なのは今だよ ナウ！,What matters now is now!,"S01E09, S01E12, S01E23, S01E26",
冷める,さめる,"1. to cool down, to get cold<br>2. to cool off (excitement, temper, etc.), to subside, to dampen, to fade, to wane<br>3. to be cold (eyes, expression, etc.), to be composed",N2,4,いや ほかの具材が<b>冷め</b>ちゃうので チャッチャとやっちゃいますよ,"No, the other ingredients will get cold, so I'll do it quickly.","S01E09, S01E10, S01E16",
眠る,ねむる,"1. to sleep<br>2. to die, to rest (in peace), to lie (buried), to sleep (in the grave)<br>3. to lie idle (e.g. of resources), to lie unused, to lie untapped, to lie untouched<br>4. to close one's eyes",N4,4,観念して安らかに<b>眠り</b>ましょ,Think about it and sleep peacefully,"S01E09, S01E11, S01E13, S01E14",
何時,いつ,"1. when, at what time, how soon<br>2. normal times, ordinary days",N1,4,あんた <b>何時</b>だと思ってんの！ 静かに寝なさい！,What time do you think it is? Sleep quietly!,"S01E09, S01E10, S01E13, S01E14",
今月,こんげつ,1. this month,N5,4,“必ず<b>今月</b>には払います”って 言ったわよね,"You said, “I’ll definitely pay it this month.”","S01E09, S01E11, S01E24",
当たり前,あたりまえ,"1. natural, reasonable, obvious<br>2. usual, common, ordinary, commonplace, the norm",N1,4,<b>当たり前</b>じゃない ウマいこと言ったつもり？,It's not obvious. Did you mean to say something funny?,"S01E09, S01E14, S01E22, S01E25",
後ろ,うしろ,"1. back, behind, rear",N5,4,まっ <b>後ろ</b>から こっそり 入ればいいじゃないですか,Why don't you just sneak in from behind?,"S01E09, S01E10, S01E18, S01E21",
フェア,フェア,1. fair<br>2. fare<br>3. fear,Unlabeled,4,<b>フェア</b>じゃねえよ！,It's not fair!,"S01E09, S01E12",
しっかし,しかし,"1. however, but",Unlabeled,4,<b>しっかし</b> 姫を喜ばせたら金一封って―,"Well, if you make the princess happy, you'll get a fortune...","S01E09, S01E12, S01E18, S01E21",
ラッキー,ラッキー,"1. lucky<br>2. nice!, score!, bingo!",Unlabeled,4,いや これは <b>ラッキー</b>なんて言葉じゃ計れない,"No, I can't measure this with words like lucky.","S01E09, S01E12, S01E25",
トラップ,トラップ,1. trap,Unlabeled,4,<b>トラップ</b>があると考えるのが 妥当だろう,It would be reasonable to think that there is a trap.,"S01E10, S01E25, S01E26",
正面,しょうめん,"1. front, frontage, facade, main",N2,4,堂々と<b>正面</b>突破で 玉砕ったほうが―,It would be better to break through head-on and crush the ball...,"S01E10, S01E21",
掛かる,かかる,"1. to take (a resource, e.g. time or money)<br>2. to hang<br>3. to come into view, to arrive<br>4. to come under (a contract, a tax)<br>5. to start (engines, motors)<br>6. to attend, to deal with, to handle<br>7. to have started to, to be on the verge of<br>8. to overlap (e.g. information in a manual), to cover<br>9. to (come) at<br>10. to be fastened<br>11. to be covered (e.g. with dust, a table-cloth, etc.)<br>12. to be caught in<br>13. to get a call<br>14. to depend on",N3,4,ほら この前 校舎に 垂れ幕が<b>掛かっ</b>てて―,"Look, there was a banner hanging on the school building the other day...","S01E10, S01E11, S01E14",
空気,くうき,"1. air, atmosphere<br>2. mood, situation<br>3. someone with no presence, someone who doesn't stand out at all",N4,4,<b>空気</b>のように忍び込んで―,Sneaking in like air...,"S01E10, S01E12, S01E18, S01E19",
無敵,むてき,"1. invincible, unrivaled, unrivalled, matchless, unbeatable, undefeatable",Unlabeled,4,<b>無敵</b>星人は あらゆる 攻撃を受けても無敵なのだ,Invincible aliens are invincible even when attacked by all kinds of attacks.,"S01E10, S01E24",
テレビ,テレビ,"1. television, TV<br>2. TV program, TV programme, TV broadcast",N5,4,<b>テレビ</b>でしか見たことないから 今日は すっごい楽しみだ,"I've only seen it on TV, so I'm really looking forward to today.","S01E10, S01E12, S01E23",
えー,ええ,"1. yes, that is correct, right<br>2. um, errr<br>3. huh?<br>4. grrr, gah, Must I?<br>5. good",Unlabeled,4,<b>えー</b> じゃあ お菓子じゃないけど,"Eh, then it's not candy.","S01E10, S01E13, S01E20, S01E25",
そもそも,そもそも,"1. in the first place, to begin with, from the start, originally, ab initio<br>2. after all, anyway, actually, well, ..., ... on earth (e.g. ""what on earth?""), ... in the world (e.g. ""why in the world?"")<br>3. beginning, start",Unlabeled,4,<b>そもそも</b> 宿題って―,"In the first place, homework is...","S01E10, S01E11",
エリマキ,えりまき,"1. muffler (often fur), scarf, comforter",Unlabeled,4,私の将来の夢は <b>エリマキ</b>トカゲになることです,My dream for the future is to become a frilled lizard.,S01E10,
トカゲ,とかげ,1. lizard<br>2. skink lizard (Scincidae spp.),Unlabeled,4,私の将来の夢は エリマキ<b>トカゲ</b>になることです,My dream for the future is to become a frilled lizard.,S01E10,
人間国宝,人間国宝,Ningenkokuhou,Unlabeled,4,<b>人間国宝</b>とかになって ちやほやされるのもいいなあ,It would be nice to be praised as a Living National Treasure or something.,S01E10,
続ける,つづける,"1. to continue, to keep up, to keep on",N4,4,永遠に議論を<b>続ける</b>がいい,keep arguing forever,"S01E11, S01E18, S01E21, S01E22",
風呂,ふろ,"1. bath, bathing, bathtub, bathroom<br>2. bathhouse, public bath<br>3. room for drying lacquerware<br>4. base (wooden joint connecting the blade of a hoe, spade, etc., to the handle)",N3,4,さすがに病み上がりで 氷水<b>風呂</b>に入れば―,"After recovering from illness, I took an ice bath...","S01E11, S01E23, S01E24, S01E26",
耐える,たえる,"1. to bear, to stand, to endure, to put up with<br>2. to support, to withstand, to resist, to brave<br>3. to be fit for, to be equal to",N1,4,<b>耐えろ</b> 耐えろ　このくらいで うろたえてどうする,"Be patient, be patient, what should I do if I'm so upset?","S01E11, S01E15, S01E18",
布団,ふとん,"1. futon, Japanese bedding consisting of a mattress and a duvet<br>2. round cushion used for Zen meditation (traditionally made of woven bulrush leaves)",N4,4,<b>布団</b>は掛けずにグッナイト,Good night without a futon,"S01E11, S01E13, S01E17",
壊す,こわす,"1. to break, to destroy, to demolish<br>2. to wreck, to ruin, to spoil, to damage<br>3. to break (a bill, etc.)",N4,4,でも 眼鏡 <b>壊し</b>たの私だし 私が笹原の目になんなきゃだし,"But I was the one who broke the glasses, so I have to be Sasahara's eyes.","S01E11, S01E22, S01E25, S01E26",
ひも,ひも,"1. string, cord<br>2. man who is financially dependent on a woman, gigolo, pimp<br>3. restrictions, conditions<br>4. mantle (shellfish, etc.)<br>5. small intestine (beef, pork), oviduct meat (chicken)",Unlabeled,4,ちゃんと <b>ひも</b>しなきゃ ダメなんだけど！,It's no good if you don't tie it properly!,"S01E11, S01E22",
作れる,作れる,1. I can make it (Auto-translated),Unlabeled,4,なぜ あそこまで高性能なものが <b>作れる</b>のか,How is it possible to create something with such high performance?,"S01E11, S01E15, S01E26",
一気,いっき,"1. one breath<br>2. chug!, drink!",N1,4,こんなときはブランデーでも <b>一気</b>にあおりたいが―,"At times like this, I want to drink brandy all at once, but...","S01E11, S01E17, S01E18, S01E20",
踏む,ふむ,"1. to step on, to tread on, to trample on<br>2. to set foot on (e.g. foreign soil), to stand on, to visit<br>3. to experience, to undergo<br>4. to follow (rules, principles, etc.), to go through (e.g. formalities), to complete<br>5. to estimate, to guess, to judge, to value, to appraise<br>6. to rhyme<br>7. to succeed to (e.g. the throne)",N4,4,自分のホームページの キリ番は<b>踏む</b>し,I'll take care of the details on my homepage.,"S01E11, S01E19, S01E26",
思い出す,おもいだす,"1. to recall, to remember, to recollect",N4,4,“誰も来ない”で <b>思い出し</b>たが,"I remembered it when I said, “No one is coming.”",S01E11,
孫,まご,1. grandchild,N3,4,今日は１日 何も考えずに <b>孫</b>と遊ぶか,Today is the day I will play with my grandchildren without thinking about anything.,"S01E11, S01E13, S01E16",
動ける,うごきかける,1. to make someone move,Unlabeled,4,恐怖がまとわりついて ヘタに<b>動け</b>ん,Fear clings to me and I can't move,"S01E11, S01E17, S01E21, S01E25",
用事,ようじ,"1. tasks, things to do, errand, business (to take care of), affairs, engagement",N4,4,俺は これから<b>用事</b>があるんだ！,I have something to do now!,"S01E11, S01E15, S01E16",
服,ふく,"1. clothes (esp. Western clothes)<br>2. counter for doses of medicine, gulps of tea, drags of a cigarette, etc.",N5,4,<b>服</b>を着ることはできんのか？,Can't you wear clothes?,"S01E11, S01E15, S01E19, S01E24",
汚れ,けがれ,"1. uncleanness, impurity, defilement<br>2. disgrace, shame, stain, blot, corruption, depravity<br>3. uncleanliness from contact with death, pregnancy, menstruation, etc.",N1,4,<b>汚れ</b>は洗濯すれば 元に戻りますから,"If you wash the dirt, it will return to its original state.","S01E11, S01E19, S01E22",
モンスター,モンスター,"1. monster, monstrosity<br>2. giant, influential figure, colossus<br>3. monsterlike, over-demanding, bullying, overbearing, bossy",Unlabeled,4,さっきの答えは <b>モンスター</b>じゃない！,The answer from earlier is not a monster!,S01E11,
商品,しょうひん,"1. commodity, article of commerce, goods, stock, merchandise",N3,4,<b>商品</b>は まずかったから 隣の商品にしたほうがいいぞ,"The product was bad, so you should try the next product.",S01E12,
小細工,こざいく,"1. intricate workmanship, delicate handiwork<br>2. cheap trick, petty trick, obvious stratagem",Unlabeled,4,さては <b>小細工</b>してると 思ってんだろ,"Well, I guess you think I'm just tampering with you.","S01E12, S01E20",
おかず,おかず,"1. small dish (usu. one of several accompanying rice), side dish<br>2. fill, fill-in (drumming)<br>3. jack-off material, something to masturbate to",N2,4,これ お昼の<b>おかず</b>なのに もう おかずないですよ,"This is a side dish for lunch, but I don't have any more side dishes.","S01E12, S01E13",
サメチョコ,サメ,1. shark<br>2. Shark,Unlabeled,4,<b>サメチョコ</b>と イチゴジュース買う,Buy shark chocolate and strawberry juice,"S01E12, S01E13, S01E22",
マジック,マジック,"1. magic<br>2. Magic Marker, felt-tip pen, permanent marker<br>3. magic number",Unlabeled,4,ちょっ <b>マジック</b>とか 言ってる場合じゃないでしょ？,"Hey, this isn't the time to talk about magic, right?","S01E13, S01E22",
秘訣,ひけつ,"1. secret (method, trick, etc.), key (e.g. to success), mysteries (of an art, trade, etc.), recipe, trick",Unlabeled,4,何？ 何？ その高得点の<b>秘訣</b>は,what? what? The secret to that high score is,S01E13,
一人,ひとり,"1. one person<br>2. being alone, being by oneself<br>3. being single, being unmarried<br>4. by oneself, alone<br>5. just, only, simply",N5,4,でも <b>一人</b>だと ちょっと おっかないけど―,But it's a little scary if you're alone...,"S01E13, S01E24, S01E25",
女の子,おんなのこ,"1. girl, daughter, baby girl<br>2. young woman",N5,4,もうちょっと普通の<b>女の子</b>みたいに あいさつできてればなあ,I wish I could greet you a little more like a normal girl.,"S01E14, S01E15, S01E16, S01E25",
晩ごはん,ばんごはん,"1. dinner, evening meal",Unlabeled,4,２人とも今日の<b>晩ごはん</b>は 抜きにします,We're both going to skip dinner tonight.,"S01E14, S01E19",
事件,じけん,"1. event, affair, incident, case, plot, trouble, scandal",N3,4,とにかく すごい<b>事件</b>みたいね,"Anyway, it seems like a great event.","S01E14, S01E16",
イラスト,イラスト,"1. illustration, picture, sketch, drawing, figure",Unlabeled,4,アホみたいな<b>イラスト</b>描いてる あんたがアホでしょ？,"You're an idiot, drawing illustrations that look like idiots, aren't you?",S01E14,
描ける,かきわける,"1. to distinguish in writing, to use different writing styles<br>2. to draw (identifiably)",Unlabeled,4,分かるように<b>描け</b>だし 眼鏡だし,"I can draw it clearly, and I'm wearing glasses.","S01E14, S01E20",
作戦,さくせん,"1. tactics, strategy<br>2. military operation, naval operation",N1,4,大丈夫！ 私に<b>作戦</b>があるから,It's okay! Because I have a plan,"S01E15, S01E25",
杯,さかずき,"1. sake cup, cup for alcoholic beverages",N1,4,どうだ？ コーヒーでも １<b>杯</b> 飲んでいかんか？,What do you think? Would you like to have a cup of coffee?,"S01E15, S01E18",
失神,しっしん,"1. faint, trance, swoon, stupefaction",Unlabeled,4,<b>失神</b>よりも不純異性交遊を 取り締まることのほうが―,It's better to crack down on impure sexual intercourse than fainting...,S01E15,
写真,しゃしん,"1. photograph, photo, picture, snapshot, snap<br>2. moving picture, movie",N5,4,<b>写真</b>で撮るなんて いにしえのギャグやめてくださいよ,Please stop that old gag of taking pictures.,"S01E15, S01E23",
シビビーン,シビビーン,1. Sibibean (Auto-translated),Unlabeled,4,<b>シビビーン</b>,Sibibean,S01E15,
ティー,ティー,1. tea<br>2. tee,Unlabeled,4,いやあ エスプレッソの <b>ティー</b>を飲もうかなあって,"Well, I thought I'd have some espresso tea.","S01E16, S01E23",
ホット,ホット,1. hot,Unlabeled,4,<b>ホット</b>とアイスがあるのですが,We have hot and iced,S01E16,
ゴム,ゴム,"1. gum, rubber<br>2. eraser<br>3. condom",N2,4,それでは ゆっこ　消し<b>ゴム</b>を,"Now, Yukko, take the eraser.",S01E16,
ギブ,ギブ,"1. give<br>2. I give up, uncle!",Unlabeled,4,アハハハッ <b>ギブ</b> ギブ,Ahahaha give give,"S01E16, S01E21",
ニャアウ,ニャアウ,1. Nyaau (Auto-translated),Unlabeled,4,<b>ニャアウ</b> ニャウ ニャウ,Nyau Nyau Nyau,S01E17,
チョコレート,チョコレート,1. chocolate,Unlabeled,4,ホワイト<b>チョコレート</b> モカフラペチーノのグランデで,White chocolate mocha frappuccino grande,S01E18,
ガア,ガーガー,"1. quacking, cackling, gaggling, croaking, squawking<br>2. loudly (snore, complain, argue, etc.), noisily<br>3. with a buzzing sound (e.g. speaker), with a crackling sound",Unlabeled,4,カー カー カー うわっ <b>ガア</b> ガア,Car car car Wow gaa gaa,S01E18,
