Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
面接,めんせつ,1. interview (e.g. for a job),N2,8,あ　こんにちは　先日<b>面接</b>にいった、パンダですよ,"Ah, hello, I'm Panda, and I went for an interview the other day.","S01E01, S01E34, S01E35"
マン,マン,1. man,Unlabeled,8,<b>マン</b>ドリル　色　鮮やか！,Mandrill color vivid!,"S01E01, S01E05, S01E16, S01E32, S01E33, S01E41, S01E45"
驚く,おどろく,"1. to be surprised, to be astonished",N4,8,ナマケモノ君が　寝言では早くしゃべれるのにも<b>驚い</b>たよ,I was surprised at how fast sloth-kun can talk in his sleep.,"S01E01, S01E11, S01E20, S01E21, S01E31, S01E42, S01E44, S01E50"
第,だい,1. prefix for forming ordinal numbers,N1,8,それでは<b>第</b>１回ワカサギ釣り大会を始めるよ,Now let's begin the first smelt fishing tournament.,"S01E01, S01E10, S01E12, S01E24, S01E27, S01E36, S01E45, S01E50"
ノ,のる,"1. to get on (train, plane, bus, ship, etc.), to get in, to board, to take, to embark<br>2. to get on (e.g. a footstool), to step on, to jump on, to sit on, to mount<br>3. to reach, to go over, to pass",Unlabeled,8,こんにちは～<b>ノ</b>,Hello~ノ,"S01E02, S01E03, S01E04, S01E05, S01E15"
運動,うんどう,"1. exercise, physical training, work-out<br>2. appeal, campaign, drive, crusade, movement, lobbying<br>3. motion, movement",N4,8,ペンギンさんも<b>運動</b>してる！,Penguin is also exercising!,"S01E02, S01E03, S01E19, S01E23, S01E37"
なあ,なあ,"1. hey, say, look",Unlabeled,8,食べないとわかっていても　実際　本物見るとテンション上がる<b>なあ</b>,"Even though I know I won't eat it, I still get excited when I see the real thing.","S01E02, S01E03, S01E24, S01E46"
いえいえ,いやいや,"1. no!, no no!, no, not at all",Unlabeled,8,<b>いえいえ</b> それほどでもあります,"No, not that much.","S01E02, S01E16, S01E25, S01E37, S01E38, S01E39"
さて,さて,"1. well, now, then",N3,8,<b>さて</b>　何と言うでしょう,"Well, what do you say?","S01E03, S01E16, S01E19, S01E22, S01E39, S01E40, S01E41, S01E50"
タイム,タイム,1. time<br>2. thyme<br>3. time out (e.g. in sport),N1,8,ここに<b>タイム</b>カプセルを,time capsule here,"S01E03, S01E20, S01E43, S01E49"
バレる,ばれる,"1. to leak out (a secret), to be exposed (a lie, improper behaviour, etc.), to be found out<br>2. to get away (of fish)",Unlabeled,8,僕は　<b>バレる</b>って言ったのに,I said I'd be found out,"S01E03, S01E09, S01E10, S01E34"
わける,わける,"1. to divide (into), to split (into), to part, to separate, to divide up, to classify, to sort out, to divide out<br>2. to share, to distribute, to deal out, to dish out<br>3. to distinguish, to discriminate, to differentiate (between)<br>4. to break up (a fight), to mediate<br>5. to call a draw, to tie<br>6. to push one's way through (a crowd)<br>7. to sell",Unlabeled,8,そんときは　あんぱんに　うちのあんこ　<b>わけ</b>てやるよ,"When that happens, I'll share my red bean paste with the red bean paste.","S01E03, S01E20, S01E21, S01E22, S01E30, S01E34, S01E42, S01E48"
怖がる,こわがる,"1. to be afraid of, to fear, to dread, to be nervous (about), to be shy (of)",Unlabeled,8,どいつもこいつも俺を見ると <b>怖がっ</b>て逃げるのに,"Whenever this guy sees me, he gets scared and runs away.","S01E03, S01E06, S01E18, S01E25, S01E42"
ふう,に,1. two,Unlabeled,8,自分へのご褒美の時間をそういう<b>ふう</b>に 表現しないでくれる？,Could you please stop expressing your self-reward time like that?,"S01E03, S01E04, S01E15, S01E22, S01E33, S01E35, S01E37"
いったい,いったい,"1. (what) the heck, (why) in the world, (who) on earth<br>2. one object, one body, unity<br>3. one form, one style<br>4. one Buddhist image (or carving, etc.)<br>5. generally, in general",Unlabeled,8,パンダくん　僕たちに　<b>いったい</b>何を　見てもらいたかったんだろうね,"Panda-kun, I wonder what you wanted us to see.","S01E03, S01E16, S01E22, S01E24, S01E29, S01E40"
つまんない,つまんない,"1. dull, boring",Unlabeled,8,うん　ペンギンさんの<b>つまんない</b>落語を聞いてもらおうと思って,"Yeah, I wanted people to listen to Mr. Penguin's boring rakugo.","S01E03, S01E35, S01E40, S01E44"
わく,わく,"1. frame, framework<br>2. border, box<br>3. limit, restriction, quota<br>4. category, bracket, class<br>5. time slot (in a broadcasting schedule)<br>6. live stream, live (online) broadcast<br>7. spool (of thread), reel",Unlabeled,8,リンリンに 僕の欲しいものなんか<b>わか</b>んないやい!,Linlin doesn't know what I want!,"S01E03, S01E11, S01E17, S01E21, S01E25, S01E26, S01E37"
割る,わる,"1. to divide<br>2. to cut, to halve, to separate, to split, to rip<br>3. to break, to crack, to smash<br>4. to dilute<br>5. to fall below<br>6. to discount<br>7. to step over (a line, etc.)",N3,8,お腹で<b>割ら</b>なければいいのに,I wish I didn't break it in my stomach,"S01E03, S01E21"
すぎ,すぎ,"1. past, after<br>2. too (much), over- (e.g. eating)",Unlabeled,8,パンダママったら おっとりし<b>すぎ</b>！,Panda mom is too gentle!,"S01E03, S01E05, S01E11, S01E23, S01E25, S01E37, S01E43, S01E45"
ひとつ,ひとつ,"1. one<br>2. for one thing<br>3. only<br>4. (not) even<br>5. just (e.g. ""just try it"")<br>6. some kind of, one type of",Unlabeled,8,それと　もう<b>ひとつ</b>　ありがとう,"And one more thing, thank you","S01E03, S01E06, S01E16, S01E17, S01E33, S01E37, S01E42"
かぁ,かぁ,1. Kaa (Auto-translated),Unlabeled,8,あれがモテ期<b>かぁ</b>,Is that the popular period?,"S01E03, S01E07, S01E16, S01E27, S01E30, S01E32, S01E45"
マ,マ,1. for real,Unlabeled,8,ス<b>マ</b>フォだよ！　ス　マ　フォ！,It's a smartphone! It's a smartphone!,"S01E04, S01E10, S01E47"
時代,じだい,"1. period, epoch, era, age<br>2. the times, those days<br>3. oldness, ancientness, antiquity<br>4. antique, period piece",N4,8,あの２人にもかわいい<b>時代</b>があったんだね,Those two had a cute time too.,"S01E04, S01E25, S01E33, S01E46, S01E47"
向く,むく,"1. to turn toward, to look (up, down, etc.)<br>2. to face (e.g. east), to look out on<br>3. to point to<br>4. to be suited to, to be fit for<br>5. to go in the direction of, to lean towards (of a feeling)",N3,8,あっち<b>向い</b>てホイでもやろうか,Shall we just turn over there and do it?,"S01E04, S01E12, S01E14, S01E16"
苦労,くろう,"1. trouble, hardship, difficulty, labour, labor, toil, pains<br>2. anxiety, worry, concern, cares",N3,8,この辺が特に<b>苦労</b>したんですよ,This part was especially difficult for me.,"S01E04, S01E17, S01E25, S01E30, S01E39, S01E42"
運転,うんてん,"1. operation (of a machine, etc.), operating, running, run<br>2. driving<br>3. working (capital, etc.)",N4,8,シロクマさんに　ペンギンさんが<b>運転</b>の コツを教えてもらうんですよ,The penguin is taught driving tips by the polar bear.,"S01E04, S01E07, S01E28"
そこで,そこで,"1. so, accordingly, now, then, thereupon, therefore",N3,8,僕が乗ると こ<b>そこで</b>見てていいよ,"When I ride, you can watch from here.","S01E04, S01E13, S01E19, S01E40, S01E43, S01E46, S01E50"
やすい,やすい,"1. cheap, inexpensive<br>2. calm, peaceful, quiet",Unlabeled,8,ロイヤルペンギンは顔が白いから わかり<b>やすい</b>ですよ,"Royal penguins have white faces, so they are easy to recognize.","S01E04, S01E20, S01E22, S01E31, S01E35, S01E38, S01E45"
引く,ひく,"1. to pull, to tug, to lead (e.g. a horse)<br>2. to draw (attention, sympathy, etc.), to attract (e.g. interest)<br>3. to draw back (e.g. one's hand), to draw in (one's chin, stomach, etc.), to pull in<br>4. to draw (a card, mahjong tile, etc.)<br>5. to draw (a line, plan, etc.)<br>6. to catch (a cold)<br>7. to play (a stringed or keyboard instrument)<br>8. to look up (in a dictionary, phone book, etc.), to consult, to check<br>9. to haul, to pull (vehicles)<br>10. to subtract, to deduct<br>11. to recede, to ebb, to fade<br>12. to be descend from, to inherit (a characteristic)<br>13. to quote, to cite, to raise (as evidence)<br>14. to lay on (electricity, gas, etc.), to install (e.g. a telephone), to supply (e.g. water)<br>15. to hold (e.g. a note)<br>16. to apply (e.g. lipstick), to oil (e.g. a pan), to wax (e.g. a floor)<br>17. to move back, to draw back, to recede<br>18. to lessen, to subside, to ebb, to go down (e.g. of swelling)<br>19. to resign, to retire, to quit",N5,8,一気に<b>引く</b>と グラスはそのまま テーブルに残ります,"If you pull it all at once, the glass will remain on the table.","S01E04, S01E17, S01E22, S01E39, S01E40, S01E45, S01E46"
ごちそうさま,ごちそうさま,"1. thank you (for the meal), that was a delicious meal<br>2. thank you (for displaying lovey-dovey behaviour)",N2,8,<b>ごちそうさま</b>でした,Thank you for the meal,"S01E05, S01E15, S01E16, S01E19, S01E25, S01E41, S01E49"
もう少し,もうすこし,"1. a bit more, a bit longer",Unlabeled,8,言い訳なら <b>もう少し</b>納得できるやつにしてよ。,"If you're going to give me an excuse, make it a little more convincing.","S01E05, S01E14, S01E32, S01E36, S01E48"
それに,それに,"1. besides, in addition, also, moreover",N4,8,<b>それに</b>半田さんがいくら動物好きでも,"And no matter how much Mr. Handa loves animals,","S01E06, S01E12, S01E23, S01E35, S01E37, S01E41"
昼寝,ひるね,"1. nap (afternoon), siesta",N2,8,お腹がいっぱいになって <b>昼寝</b>していた　僕の耳もとで何か音がした,I was taking a nap with a full stomach when I heard a sound near my ear.,"S01E06, S01E10, S01E14, S01E15, S01E18, S01E32, S01E38"
目指す,めざす,"1. to aim at (for, to do, to become), to try for, to have an eye on<br>2. to go toward, to head for",N2,8,コーヒー焙煎士を<b>目指し</b>て修業中です,I'm currently training to become a coffee roaster.,"S01E06, S01E24, S01E26, S01E30, S01E47"
道,みち,"1. road, path, street, lane, passage<br>2. route, way<br>3. distance, journey<br>4. road (e.g. to victory), course<br>5. way (of living, proper conduct, etc.), moral principles<br>6. teachings (esp. Confucian or Buddhist), dogma<br>7. field (e.g. of medicine), subject, speciality<br>8. means, way, method",N5,8,しかも　<b>道</b>を間違えずに うまくエスコートできるかな？,"Moreover, can you successfully escort them without taking the wrong route?","S01E06, S01E07, S01E32, S01E36"
変える,かえる,"1. to change, to alter, to transform, to convert, to turn, to vary<br>2. to reform, to revise, to amend",N4,8,ここは１つ趣向を<b>変え</b>てさ,Let's change things up a bit here.,"S01E06, S01E17, S01E24, S01E30, S01E31, S01E32, S01E41, S01E50"
だいぶ,たいぶ,"1. lengthy (of a book, etc.), voluminous<br>2. most (e.g. most part), greater, fairly, a good deal, much",Unlabeled,8,これで　半田さんも <b>だいぶ</b>　改造人間になったね,"With this, Mr. Handa has become quite a modified person.","S01E06, S01E07, S01E23, S01E24, S01E26, S01E35, S01E36, S01E48"
それなら,それなら,"1. if that's the case ..., if so ..., that being the case ...",Unlabeled,8,<b>それなら</b> 彼女にグリズリーバーに来てもらえばいいじゃない,Then why don't you just ask her to come to Grizzly Bar?,"S01E06, S01E18, S01E22, S01E26, S01E27, S01E33, S01E37, S01E43"
ついに,ついに,"1. finally, at last<br>2. in the end, after all, never (happened)",Unlabeled,8,<b>ついに</b>だよ　とうとうだよ！,It's finally here! It's finally here!,"S01E07, S01E08, S01E14, S01E18, S01E37, S01E48"
鳥,とり,"1. bird<br>2. bird meat (esp. chicken meat), fowl, poultry",N5,8,細けぇこと　気にすんなよ　<b>鳥</b>！,"Don't worry about being thin, bird!","S01E07, S01E17, S01E27, S01E29"
モテモテ,もてもて,"1. sexy, popular, well-liked",Unlabeled,8,いつも <b>モテモテ</b>のシロクマくんに アドバイスもらえたら,I wish I could get some advice from the always popular polar bear.,"S01E07, S01E14, S01E23"
いきなり,いきなり,"1. abruptly, suddenly, all of a sudden, without warning",N2,8,キミ！　横から<b>いきなり</b>核心をついたこと言わないでくれるかな？,You! Could you please not say something from the side that suddenly gets to the point?,"S01E07, S01E16, S01E21, S01E22, S01E32, S01E34"
つきあう,つきあう,"1. to associate with, to keep company with, to go out with, to go steady with, to get on with<br>2. to go along with, to follow someone's lead, to accompany someone, to compromise",Unlabeled,8,もう　めんどくさいからラマさんと <b>つきあっ</b>ちゃえばいいのに,"It's already too much of a hassle, so I wish I could hang out with Mr. Llama.","S01E07, S01E09, S01E17, S01E22, S01E23, S01E31, S01E36, S01E50"
花屋,はなや,"1. florist, flower shop",Unlabeled,8,近くの<b>花屋</b>さんに お願いしてるんです,I'm asking a nearby flower shop.,"S01E08, S01E09, S01E17, S01E21"
集める,あつめる,"1. to collect, to assemble, to gather",N4,8,シロクマくんは　マスじゃなくて 薪を<b>集め</b>てよ！,"Polar Bear, collect firewood instead of trout!","S01E09, S01E17, S01E18, S01E27, S01E41"
歩,ふ,1. pawn,N1,8,小さな１<b>歩</b>を恐れるときは,When you're afraid of taking a small step,"S01E09, S01E13, S01E20"
三,さん,1. three<br>2. tri-,N5,8,じゃあ　ペンギンさんに<b>三</b>秒あげるから好きなことしていいよ,"Well, I'll give Penguin three seconds and you can do whatever you want.","S01E09, S01E14, S01E24, S01E26, S01E27, S01E32, S01E43"
どうしても,どうしても,"1. by all means, at any cost, no matter what, at any rate, surely<br>2. whether (one is) willing or not, willingly or unwillingly, willy-nilly<br>3. on no account, by no means<br>4. in the end, in the long run, after all, eventually",N3,8,でも <b>どうしても</b> 名前と顔が覚えられないんだ,But I just can't remember names and faces.,"S01E10, S01E22, S01E28, S01E29, S01E41, S01E43, S01E48"
ビール,ビール,1. beer,N3,8,<b>ビール</b> ピッチャーと オレンジジュース!,Beer pitcher and orange juice!,"S01E10, S01E16, S01E27, S01E28, S01E36"
やぁ,やぁ,1. Give My Regards to Broad Street,Unlabeled,8,<b>やぁ</b>　林さん いや～　ありがとう　ありがとう,"Hi Hayashi-san, thank you, thank you.","S01E11, S01E15, S01E25, S01E28, S01E36, S01E37"
恋人,こいびと,"1. lover, sweetheart, boyfriend, girlfriend",N3,8,<b>恋人</b>ができれば,If I could have a lover,"S01E11, S01E12, S01E17, S01E19, S01E22"
カメ,かめ,"1. tortoise, turtle<br>2. heavy drinker<br>3. turtle crest, turtle mon",Unlabeled,8,お母さん！　どうして　僕を <b>カメ</b>に生んでくれなかったの！？,mother! Why didn't you make me a turtle? ?,S01E11
たしか,たしか,"1. sure, certain, positive, definite<br>2. reliable, trustworthy, safe, sound, firm, accurate, correct, exact<br>3. If I'm not mistaken, If I remember correctly, If I remember rightly",Unlabeled,8,<b>たしか</b>　どうでもいいことだよ,I'm sure it doesn't matter,"S01E11, S01E13, S01E25, S01E30, S01E34, S01E40, S01E49"
球,まり,"1. ball (for sport, games, etc.)<br>2. kemari, type of football played by courtiers in ancient Japan",N3,8,僕は この 肉<b>球</b>みたいなのがいいな～,I like this paw-like one.,"S01E11, S01E26, S01E27, S01E30"
どおり,どおり,"1. in accordance with, following<br>2. roughly, about<br>3. Street, Avenue",Unlabeled,8,僕は約束<b>どおり</b> 今からホームランを打った,"As promised, I'm about to hit a home run.","S01E11, S01E27, S01E29, S01E30, S01E39, S01E44"
少ない,すくない,"1. few, a little, scarce, insufficient, seldom",N5,8,梅雨に入ってから お客さんが<b>少なく</b>てさ,There have been fewer customers since the rainy season started.,"S01E12, S01E23, S01E27, S01E28, S01E46, S01E47"
予定,よてい,"1. plans, arrangement, schedule, program, programme, expectation, estimate",N4,8,僕だって<b>予定</b>表がいっぱいで足りないよ。,I don't have enough because my calendar is too full.,"S01E12, S01E20, S01E37, S01E40, S01E45"
結婚,けっこん,1. marriage,N5,8,動物との <b>結婚</b>生活は難しいと思うよ,I think it's difficult to be married to an animal.,"S01E12, S01E21, S01E24, S01E46"
七夕,たなばた,"1. Star Festival (held in July or August), Tanabata, Festival of the Weaver",Unlabeled,8,で　<b>七夕</b>っていうのは,"So, what is Tanabata?",S01E13
いいえ,いいえ,"1. no, nay<br>2. well, er, why<br>3. you're welcome, not at all, don't mention it",N5,8,あの　干物が好き　というかペン子さんも　<b>いいえ</b>,"I like that dried fish, or rather, Penko-san, too.","S01E14, S01E15, S01E22, S01E24, S01E27"
シーン,シーン,"1. scene, sight<br>2. scenario, setting",Unlabeled,8,やっぱりおいしく感じる<b>シーン</b>っていうのがあるのかもね,"After all, there may be scenes that taste delicious.","S01E14, S01E26, S01E47"
始まる,はじまる,"1. to begin, to start, to commence<br>2. to happen (again), to begin (anew)<br>3. to date (from), to originate (in)",N5,8,おもしろいことが<b>始まり</b>そうな気配ないけど,I don't think anything interesting is about to start though.,"S01E15, S01E16, S01E20, S01E24, S01E27, S01E32, S01E33, S01E39"
形,かたち,"1. form, shape, figure<br>2. visage",N4,8,<b>形</b>としてはパンダ君にもらってますしね,"As for the shape, I got it from Panda-kun.","S01E15, S01E22, S01E25, S01E37, S01E41, S01E48, S01E49"
土偶,どぐう,"1. earthen figure, clay figure<br>2. dogū, clay figurines from the late Jōmon period",Unlabeled,8,って なんで <b>土偶</b>やらイモやらが並んでんだよ,So why are there clay figurines and potatoes lined up?,"S01E15, S01E33, S01E46, S01E49"
来年,らいねん,1. next year,N5,8,<b>来年</b>も再来年もず～っと来られるといいでやんすね,I hope you can come again next year and the year after.,"S01E15, S01E37, S01E38"
ペンニュエル,ペンニュエル,1. pennuelle (Auto-translated),Unlabeled,8,あと少しだよ ペン乃ちゃん <b>ペンニュエル</b>ちゃん！,"Just a little more, Penno-chan, Pennuel-chan!","S01E15, S01E19, S01E22, S01E24, S01E31, S01E50"
切れる,きれる,"1. to break, to snap, to be cut, to split, to crack<br>2. to be injured<br>3. to wear out, to be worn out<br>4. to break, to burst, to collapse<br>5. to wear off, to stop working, to go dead<br>6. to expire (time limit, etc.), to run out, to become due<br>7. to run out (of stock, etc.), to be exhausted, to be used up, to be sold out, to be out of<br>8. to be broken off (e.g. of a relationship), to break up, to have severed ties, to be cut off, to be disconnected<br>9. to cut well, to be sharp<br>10. to be sharp-minded, to be keen, to be shrewd, to be quick-witted, to be able<br>11. to be short of, to drop under (a certain figure), to beat (e.g. a record time)<br>12. to dry off<br>13. to curve, to veer<br>14. to shuffle (cards)<br>15. to get angry, to snap, to blow one's top, to lose one's temper, to flip<br>16. to be able to do completely",N3,8,噛み<b>切れ</b>ない筋とともに 口の中に広がってくる,It spreads in my mouth with streaks that I can't chew.,"S01E16, S01E21, S01E25, S01E30, S01E31, S01E46"
キャンプ,キャンプ,1. camp,N3,8,<b>キャンプ</b>に行こう！,Let's go camping!,S01E17
火,ひ,"1. fire, flame, blaze",N4,8,ちょっと　やめてよ！ <b>火</b>が　はぜるでしょ！,Just stop! It's going to catch fire!,"S01E17, S01E19, S01E27, S01E31"
どんどん,どんどん,"1. drumming (noise), beating, pounding, banging, booming, stamping<br>2. rapidly, quickly, steadily<br>3. continuously, one after the other, in succession",N4,8,ちょっと！ 勝手に<b>どんどん</b>決めないでよ,a little bit! Don't make decisions arbitrarily,"S01E17, S01E18, S01E27, S01E41, S01E45, S01E47"
限定,げんてい,"1. limit, restriction",N1,8,見た人<b>限定</b>で フィギュアをプレゼントっていうのは,The idea is to give away a figure only to those who see it.,"S01E18, S01E23, S01E30, S01E31, S01E32, S01E35, S01E37"
逃げる,にげる,"1. to escape, to run away",N4,8,どいつもこいつも俺を見ると 怖がって<b>逃げる</b>のに,"Whenever this guy sees me, he gets scared and runs away.","S01E19, S01E25, S01E31, S01E36, S01E40, S01E44"
奈,からなし,1. Chinese quince (Pseudocydonia sinensis),Unlabeled,8,はい ペン<b>奈</b>ちゃん。,"Yes, Penna-chan.","S01E19, S01E22, S01E24, S01E31, S01E50"
ブラック,ブラック,"1. black<br>2. black (coffee), without cream or milk<br>3. exploitative (of one's employees), immoral, corrupt<br>4. boldface, blackface, heavy-faced type",Unlabeled,8,食べたいっす！ それとコーヒー <b>ブラック</b>で！,I want to eat it! And coffee black!,"S01E19, S01E24, S01E25"
キノボリカンガルー,きのぼりカンガルー,1. tree kangaroo (Dendrolagus spp.),Unlabeled,8,師匠の<b>キノボリカンガルー</b>さんのもとで,Under the guidance of my master Kinobori Kangaroo,"S01E19, S01E27, S01E32, S01E33, S01E47"
レッサーパンダ,レッサーパンダ,"1. red panda (Ailurus fulgens), lesser panda",Unlabeled,8,僕たちは 小さいほうのパンダ　<b>レッサーパンダ</b>って 呼ばれるようになったんです,"We came to be called the lesser pandas, the lesser pandas.","S01E20, S01E24, S01E27, S01E43"
説明,せつめい,"1. explanation, exposition",N4,8,そっちの詐欺とは関係ないから<b>説明</b>は省かせてもらっていいかな,"It has nothing to do with that scam, so I guess I can omit the explanation.","S01E22, S01E29, S01E30, S01E32, S01E33, S01E38, S01E39, S01E45"
贈る,おくる,"1. to give (as a gift), to present<br>2. to confer, to bestow, to award",N3,8,私が<b>贈る</b>相手は半様!,The person I am giving this gift to is Mr. Half!,"S01E22, S01E35, S01E37"
休憩,きゅうけい,"1. rest, break, recess, intermission",N3,8,いいよ はい <b>休憩</b>,"Okay, okay, break.","S01E24, S01E27, S01E34, S01E39, S01E43"
修業,しゅうぎょう,"1. pursuit of knowledge, studying, learning, training, completing a course",Unlabeled,8,キノボリカンガルーさんのもとでコーヒー焙煎の<b>修業</b>中です,I am currently studying coffee roasting with Kinobori Kangaroo.,"S01E24, S01E27, S01E33, S01E34, S01E47, S01E49"
いま,いま,"1. living room (Western style), sitting room",Unlabeled,8,それでは ただ<b>いま</b>から 町内の運動会を開始します,"Well then, we're about to start the town's sports day.","S01E24, S01E28, S01E29, S01E31, S01E33, S01E43, S01E47"
冬,ふゆ,1. winter,N5,8,カレーって 夏にもいいけど <b>冬</b>にも最高だね!,"Curry is great in summer, but it's also great in winter!","S01E25, S01E30, S01E36, S01E37, S01E39, S01E46"
まだまだ,まだまだ,"1. still, much more, (not) yet<br>2. still a long way to go, still a long way off, not there yet",Unlabeled,8,<b>まだまだ</b> すんなりと眠りに入るためには 香りも大事だ,Scent is still important in order to fall asleep smoothly.,"S01E26, S01E27, S01E34, S01E42, S01E47"
町,まち,"1. town, block, neighbourhood, neighborhood<br>2. downtown, main street<br>3. street, road<br>4. 109.09 m<br>5. 0.99 hectares",N5,8,同じ<b>町</b>に住んでたことがあるってことですか,Does that mean we've lived in the same town?,"S01E34, S01E41, S01E49"
ポシェット,ポシェット,"1. pochette, pouch (usu. hung from the shoulder by a long cord)",Unlabeled,8,僕も新しい<b>ポシェット</b>にしたらかっこよくなっちゃうかな!,I think I would look cool with a new pochette too!,S01E37
ホワイト,ホワイト,"1. white<br>2. correction fluid, white-out",Unlabeled,8,半田さんが笹子さんに<b>ホワイト</b>デーに何をあげたらいいか悩んでいます,Handa-san is wondering what to give Sasako-san for White Day.,S01E48
もしもし,もしもし,1. hello (e.g. on phone)<br>2. excuse me! (when calling out to someone),Unlabeled,7,<b>もしもし</b>?今から４人 １０分で行くから!,Hello? The four of us will be there in 10 minutes!,"S01E01, S01E03, S01E33, S01E36"
申す,もうす,"1. to say, to be called<br>2. to do",N4,7,あ  もしもし  パンダと<b>申し</b>ますが,"Oh hello, my name is panda.","S01E01, S01E08, S01E21, S01E29"
細かい,こまかい,"1. small<br>2. fine, minute<br>3. minor, trivial<br>4. sensitive, attentive<br>5. careful, frugal, stingy",N4,7,使えないです  あんまり<b>細かい</b>作業はできません,I can't use it. I can't do very detailed work.,"S01E01, S01E03, S01E05, S01E08, S01E20, S01E41, S01E43"
増える,ふえる,"1. to increase, to multiply",N4,7,なんと！　この不況時に先月より１８０パーセント売上が<b>増え</b>ました！,"Oh my God! During this recession, sales increased by 180% from last month!","S01E01, S01E32, S01E33, S01E37, S01E50"
いよいよ,いよいよ,"1. more and more, all the more, increasingly<br>2. at last, finally, beyond doubt<br>3. (at the) last moment, worst possible time",N2,7,<b>いよいよ</b>今日はホワイトデーですが お返しは決まりましたか,"Today is finally White Day, have you decided on your return gift?","S01E01, S01E31, S01E45, S01E47, S01E48, S01E50"
キリン,きりん,1. giraffe (Giraffa camelopardalis)<br>2. qilin (Chinese unicorn)<br>3. Kirin (brand of beer)<br>4. horse that can ride 1000 ri in a day,Unlabeled,7,皆、次は<b>キリン</b>さんを見ましょう,"Everyone, let's take a look at Kirin next.","S01E01, S01E03, S01E21, S01E30, S01E41, S01E44"
来,らい,"1. next (year, spring, etc.), coming<br>2. since (last month, etc.), for (20 years, etc.)",N3,7,閉園の時間になりました　またのご<b>来</b>園をお待ちしております,It's time to close. We look forward to seeing you again.,"S01E01, S01E12, S01E17, S01E28, S01E35, S01E43, S01E44"
真面目,しんめんもく,"1. one's true character, one's true self, one's true worth<br>2. serious, earnest",N3,7,今日は一日<b>真面目</b>に働いたなぁ,I worked hard all day today.,"S01E01, S01E15, S01E17, S01E43, S01E46, S01E47"
比べる,くらべる,"1. to compare, to make a comparison<br>2. to compete, to vie",N4,7,それに<b>比べ</b>て こっちのペンギンさんは 特に熱心でもなく,"In comparison, this penguin is not particularly enthusiastic.","S01E02, S01E03, S01E22, S01E27, S01E29, S01E38, S01E47"
まんま,まま,"1. as it is, as one likes, because, as<br>2. condition, state<br>3. sic, sic erat scriptum, the quoted matter has been transcribed exactly as found in the source text",Unlabeled,7,しろくまカフェも　その<b>まんま</b>ですよね,Polar Bear Cafe is just like that.,"S01E02, S01E10, S01E34, S01E49"
生魚,なまざかな,"1. raw fish, uncooked fish, fresh fish",Unlabeled,7,カフェに<b>生魚</b>はおいてないでしょう,There will be no raw fish in the cafe.,"S01E02, S01E14, S01E22, S01E34"
草食,そうしょく,"1. herbivorous, plant-eating, graminivorous",Unlabeled,7,ちょっと　<b>草食</b>べってかない,I don't eat a little grass.,"S01E02, S01E27, S01E34, S01E47"
若い,わかい,"1. young, youthful<br>2. immature, green<br>3. low (number), small",N5,7,<b>若き</b>日のリンリンが パンダグッズを集めるため　世界を旅していた頃,When young Lin Lin was traveling around the world collecting panda goods.,"S01E02, S01E06, S01E09, S01E31, S01E41, S01E43, S01E49"
おかしい,おかしい,"1. funny, amusing, comical, laughable, ridiculous<br>2. strange, odd, funny, peculiar, weird, unusual, eccentric<br>3. improper, unsuitable, unbecoming<br>4. suspicious",N4,7,でも　<b>おかしい</b>なぁ,But it's weird,"S01E03, S01E07, S01E10, S01E29, S01E37, S01E42, S01E43"
こっそり,こっそり,"1. stealthily, secretly, in secret",N2,7,私 <b>こっそり</b>動物園に行こうかな,Should I secretly go to the zoo?,"S01E03, S01E16, S01E21, S01E28, S01E41, S01E46"
遅れる,おくれる,"1. to be late, to be delayed, to fall behind schedule, to be overdue<br>2. to fall behind (in a race, one's studies, etc.), to lag behind, to be behind (the times)<br>3. to be bereaved of, to be preceded by (someone) in death<br>4. to be slow (of a clock or watch)",N4,7,急がないと<b>遅れ</b>ちゃうわ,"If you don't hurry, you'll be late","S01E03, S01E08, S01E26, S01E34, S01E48"
うらやましい,うらやましい,"1. envious, jealous<br>2. enviable (position, etc.)",Unlabeled,7,<b>うらやましい</b>！,I'm jealous!,"S01E03, S01E09, S01E12, S01E24, S01E45"
上がる,あがる,"1. to rise, to go up, to come up, to ascend, to be raised<br>2. to enter (esp. from outdoors), to come in, to go in<br>3. to enter (a school), to advance to the next grade<br>4. to get out (of water), to come ashore<br>5. to increase<br>6. to improve, to make progress<br>7. to be promoted, to advance<br>8. to be made (of profit, etc.)<br>9. to occur (esp. of a favourable result)<br>10. to be adequate (to cover expenses, etc.)<br>11. to be finished, to be done, to be over<br>12. (of rain) to stop, to lift<br>13. to stop (working properly), to cut out, to give out, to die<br>14. to win (in a card game, etc.)<br>15. to be arrested<br>16. to turn up (of evidence, etc.)<br>17. to be deep fried<br>18. to be spoken loudly<br>19. to get nervous, to get stage fright<br>20. to be offered (to the gods, etc.)<br>21. to go, to visit<br>22. to eat, to drink<br>23. to be listed (as a candidate)<br>24. to serve (in one's master's home)<br>25. to go north<br>26. to be complete, to finish",N1,7,お家に <b>上がっ</b>ていいんですか！,Can I go to your house?,"S01E03, S01E09, S01E20, S01E26, S01E29, S01E30, S01E40"
