Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
手伝い,てつだい,"1. helper, assistant<br>2. help",N3,4,おじさんのお店を <b>手伝い</b>に行くことになっちゃったの,I ended up going to help my uncle at his shop.,"S01E09, S01E11",
回る,めぐる,1. to go around<br>2. to return<br>3. to surround<br>4. to concern (usu. of disputes),N4,4,えーっと そうだね 適当に<b>回ろう</b>か,"Well, that's right, let's go around as appropriate.","S01E09, S01E11, S01E12",
猫,ねこ,"1. cat (esp. the domestic cat, Felis catus)<br>2. shamisen<br>3. geisha<br>4. wheelbarrow<br>5. clay bed-warmer<br>6. bottom, submissive partner of a homosexual relationship",N5,4,わあ <b>猫</b>！,Wow cat!,"S01E09, S01E12",
本番,ほんばん,"1. performance, take, going before an audience or on-air<br>2. game, season, crucial moment<br>3. penetrative vaginal sex (with a prostitute), unsimulated sex (in an adult movie)",Unlabeled,4,これからが<b>本番</b>！,Now it's time for the real thing!,"S01E10, S01E11",
教室,きょうしつ,"1. classroom<br>2. department, laboratory<br>3. single-room school, small school",N5,4,<b>教室</b>から廊下に出ると すっかり暗くなってて―,"When I stepped out of the classroom into the hallway, it was completely dark...","S01E10, S01E11",
活動,かつどう,"1. activity (of a person, organization, animal, volcano, etc.), action<br>2. movie (esp. during the silent movie period)",N3,4,部での<b>活動</b>は特になくて―,There are no particular activities in the club.,S01E10,
空気,くうき,"1. air, atmosphere<br>2. mood, situation<br>3. someone with no presence, someone who doesn't stand out at all",N4,4,<b>空気</b>さんから 黒木さんになっただけでも,Even just changing from Mr. Air to Mr. Kuroki,"S01E11, S01E12",
たこ焼き,たこやき,"1. takoyaki, octopus dumplings",Unlabeled,4,よりによって あの<b>たこ焼き</b>かよ,"By the way, is that takoyaki?",S01E11,
商人,しょうにん,"1. merchant, trader, tradesman, dealer, shopkeeper",N3,4,私 日本で初の 女子武器<b>商人</b>になるわ,I will become Japan's first female arms dealer.,S01E12,
授業,じゅぎょう,"1. lesson, class work, teaching, instruction",N5,3,ダメだ 全然 <b>授業</b>に集中できない,"No, I can't concentrate in class at all.","S01E01, S01E02, S01E06",
さまざま,さまざま,"1. various, varied, diverse, all sorts of",Unlabeled,3,異性は <b>さまざま</b>な反応を見せるでしょう,Members of the opposite sex will react differently,"S01E01, S01E06",
か月,かげつ,1. months (period of),Unlabeled,3,女子高生だが 高校生と ２<b>か月</b>近く会話していないぞ,"I'm a high school girl, but I haven't talked to a high school student for almost two months.","S01E01, S01E05",
写真,しゃしん,"1. photograph, photo, picture, snapshot, snap<br>2. moving picture, movie",N5,3,この前 クラスみんなで カラオケ行ったときの<b>写真</b>―,A photo from when the whole class went to karaoke the other day.,"S01E01, S01E05",
近い,ちかい,"1. near, close, short (distance)<br>2. close (in time), soon<br>3. close (relationship), friendly, intimate<br>4. closely related<br>5. similar, almost the same, close to, nearly",N5,3,そう 前も公園で会ったし 家 <b>近い</b>んだ？,"Yes, we met at the park before, so it's close to your house?","S01E01, S01E08",
ばっか,ばかり,"1. only, merely, nothing but, no more than<br>2. approximately, about<br>3. just (finished, etc.)<br>4. as if to, (as though) about to<br>5. indicates emphasis<br>6. always, constantly",Unlabeled,3,更に密室をいいことに エロいこと<b>ばっか</b>して―,"Even more, I used the secret room to say erotic things...","S01E01, S01E09",
教える,おしえる,"1. to teach, to instruct<br>2. to tell, to inform<br>3. to preach",N5,3,この問題は 先日 <b>教え</b>た文法の応用です,This problem is an application of the grammar I taught you the other day.,"S01E01, S01E12",
えっと,えっと,Umm... / Let me see... (Filler word),Unlabeled,3,あ <b>えっと</b> こ… こんにちは,"Oh, uh... Hello.","S01E01, S01E03, S01E07",
塾,じゅく,"1. cram school, private tutoring school, juku",N1,3,<b>塾</b>で知り合った１こ上の 高校生なんだけどさ―,He's a higher-ranking high school student that I met at cram school.,"S01E01, S01E05, S01E08",
サボる,サボる,"1. to be truant, to slack off, to play hooky, to skip school, to cut class, to skip out",N1,3,よし <b>サボろう</b>！ 保健室だ！,"Okay, let's slack off! It's the health room!","S01E01, S01E03",
親,おや,"1. parent, parents, mother and father<br>2. dealer (in cards, mahjong, etc.), banker<br>3. founder, inventor<br>4. (pet) owner<br>5. key, parent (organization), main<br>6. ancestor, forefather",N4,3,いや 引きこもりだって <b>親</b>とは会話できるだろ,"No, even if you're a shut-in, you can still talk to your parents.","S01E01, S01E02",
重要,じゅうよう,"1. important, momentous, essential, principal, major",N3,3,それが最も<b>重要</b>です,that is the most important,"S01E01, S01E05, S01E12",
他人,たにん,"1. another person, other people, others<br>2. unrelated person (i.e. not related by blood)<br>3. outsider, stranger",N3,3,<b>他人</b>なんか当てにするから いらん傷を負う,"Because I rely on others, I get hurt unnecessarily.","S01E01, S01E08, S01E11",
特に,とくに,"1. particularly, especially, in particular, expressly",N4,3,部での活動は<b>特に</b>なくて―,There are no particular activities in the club.,"S01E01, S01E10, S01E11",
やあ,はね,"1. feather, plume, down<br>2. wing<br>3. blade (of a fan, propeller, etc.)<br>4. shuttlecock (in badminton)<br>5. shuttlecock (in hanetsuki)<br>6. arrow feathers",Unlabeled,3,<b>やあ</b> 目が覚めたかな,"Hey, are you awake?","S01E01, S01E07, S01E09",
起こす,おこす,"1. to raise, to raise up, to set up, to pick up<br>2. to wake, to wake up, to waken, to awaken<br>3. to cause, to bring about, to lead to, to trigger, to give rise to, to create, to generate (e.g. heat, electricity), to produce<br>4. to start, to begin, to launch, to establish, to found, to set up, to open<br>5. to plough, to plow, to till<br>6. to fall ill with<br>7. to transcribe, to write down (what is spoken)<br>8. to turn over (a card)",N1,3,ゲシュタルト崩壊を <b>起こし</b>てしまった,caused a gestalt collapse,"S01E01, S01E03, S01E06",
少ない,すくない,"1. few, a little, scarce, insufficient, seldom",N5,3,かわいいのか？ <b>少なく</b>とも ブスではないよな？,"Is it cute? At least it's not ugly, right?","S01E01, S01E09, S01E10",
ストレス,ストレス,1. stress,N1,3,<b>ストレス</b>で 胃がハチの巣になるわーっ！,My stomach turns into a beehive from stress!,"S01E01, S01E05, S01E10",
ライフ,ライフ,1. life,Unlabeled,3,ここからが 真の女子高生<b>ライフ</b>の幕開けだ！,"From here, the true high school girl's life begins!","S01E01, S01E02, S01E06",
ふっ,フッ,"1. hah (derisively), pooh<br>2. pfft (of something disappearing), poof<br>3. huff, puff",Unlabeled,3,<b>ふっ</b> ひっ ふっ,Hehe hehe hehe,"S01E01, S01E08",
ひっ,ひい,"1. great (i.e. great-grandson, great-grandmother)",Unlabeled,3,ふっ <b>ひっ</b> ふっ,Hehe hehe hehe,"S01E01, S01E11, S01E12",
間違い,まちがい,"1. mistake, error, blunder<br>2. accident, mishap, trouble<br>3. improper conduct (e.g. between man and woman), indiscretion",N3,3,<b>間違い</b>は誰にだってある,Everyone makes mistakes.,"S01E01, S01E05, S01E12",
家族,かぞく,"1. family, members of a family",N5,3,そのせいで <b>家族</b>以外と会話できなくなったの,"Because of this, I can't talk to anyone other than my family.","S01E01, S01E04, S01E12",
合う,あう,"1. to come together, to merge, to unite, to meet<br>2. to fit, to match, to suit, to agree with, to be correct<br>3. to be profitable, to be equitable<br>4. to do ... to each other, to do ... together",N4,3,意味<b>合い</b>的に 無期懲役と一緒じゃね？,Isn't it the same meaning as life imprisonment?,"S01E01, S01E06, S01E10",
多分,たぶん,"1. perhaps, probably<br>2. generous, many, much, great",N3,3,ここで引き下がったら <b>多分</b> もう何もない,"If I back down here, there's probably nothing left.","S01E01, S01E11",
そもそも,そもそも,"1. in the first place, to begin with, from the start, originally, ab initio<br>2. after all, anyway, actually, well, ..., ... on earth (e.g. ""what on earth?""), ... in the world (e.g. ""why in the world?"")<br>3. beginning, start",Unlabeled,3,<b>そもそも</b> ネットに顔出しなんて 怖くてできないし,"In the first place, I'm too scared to show my face on the internet.","S01E01, S01E07",
やっと,やっと,"1. at last, finally<br>2. barely, narrowly, just, by the skin of one's teeth",N4,3,<b>やっと</b>テスト終わったね,The test is finally over,"S01E01, S01E09, S01E11",
チャラい,チャラい,"1. flashy, gaudy, wrapped in cheap flattery",Unlabeled,3,うるせえな <b>チャラ</b>男とバカ女どもが,"Noisy, frivolous men and stupid women","S01E01, S01E05, S01E08",
歌う,うたう,"1. to sing<br>2. to sing (one's praises in a poem, etc.), to compose a poem, to recite a poem",N5,3,よ～し 俺 ＡＫ× <b>歌っ</b>ちゃうぞ！,"Okay, I'll sing AK×!",S01E01,
読む,よむ,"1. to read<br>2. to count<br>3. to guess, to predict, to read (someone's thoughts), to see (e.g. into someone's heart), to divine",N5,3,あの本 私も<b>読ん</b>だことある！,I've read that book too!,"S01E01, S01E06",
本気,ほんき,"1. seriousness, earnestness, truth, sanctity",N1,3,私が<b>本気</b>を出せば何でもできる！,"If I put my mind to it, I can do anything!","S01E01, S01E02, S01E06",
確実,かくじつ,"1. certain, sure, definite, reliable, sound, solid, safe, secure",N3,3,<b>確実</b>に友達がいないヤツらだ,These guys definitely don't have any friends.,"S01E01, S01E06",
降りる,おりる,"1. to descend (e.g. a mountain), to go down, to come down<br>2. to alight (e.g. from bus), to get off, to disembark, to dismount<br>3. to step down, to retire, to give up, to quit, to fold<br>4. to be granted, to be issued, to be given<br>5. to form (of frost, dew, mist, etc.)<br>6. to be passed (from the body; e.g. of a roundworm)",N5,3,ごはん 出来てるから あとで<b>降り</b>てきなさい,"Dinner is ready, so come down later.","S01E01, S01E04, S01E07",
格好,かっこう,"1. shape, form, figure, posture, pose<br>2. appearance<br>3. state, situation<br>4. suitable, fit, reasonable<br>5. about",N3,3,やっぱ この<b>格好</b>じゃ ダサいかな？,"After all, isn't this look uncool?","S01E01, S01E04, S01E08",
今度,こんど,"1. this time, now<br>2. next time, another time, shortly, soon<br>3. recently, lately, the other day",N4,3,<b>今度</b>は あなたが代わりにやりなさい！,"This time, you do it for me!","S01E01, S01E09, S01E11",
電話,でんわ,"1. telephone call, phone call<br>2. telephone (device), phone",N5,3,何で <b>電話</b>がひとりでに？,Why are you on the phone by yourself?,"S01E01, S01E02",
土曜日,どようび,1. Saturday,N5,3,<b>土曜日</b>までに―,By Saturday-,S01E02,
地味,じみ,"1. plain, simple, subdued, sober<br>2. reserved (behaviour, attitude, etc.), modest, quiet, unobtrusive<br>3. quite, a (little) bit",N2,3,<b>地味</b>でオタクで成績は中の下の 中学時代の友達,"A friend from middle school who was a plain, otaku, and had low grades.","S01E02, S01E05, S01E06",
当然,とうぜん,"1. natural, right, proper, just, reasonable, appropriate, deserved<br>2. naturally, as a matter of course, rightly, deservedly, justly, of course",Unlabeled,3,<b>当然</b> 採用にあたっては 厳しいスキルチェックがあるはずだ,"Naturally, there should be a strict skill check when hiring.","S01E02, S01E05, S01E12",
生活,せいかつ,"1. living, life (one's daily existence), livelihood",N4,3,ゆうちゃんに話せる 充実した女子高生<b>生活</b>を送る！,You can talk to Yu-chan about living a fulfilling life as a high school girl!,"S01E02, S01E03",
大切,たいせつ,"1. important, necessary, indispensable<br>2. beloved, precious, dear, cherished, valuable<br>3. careful",N5,3,<b>大切</b>なのは過去じゃないよな,It's not the past that's important,"S01E02, S01E10, S01E12",
話せる,はなす,"1. to talk, to speak, to converse, to chat<br>2. to tell, to explain, to narrate, to mention, to describe, to discuss<br>3. to speak (a language)",Unlabeled,3,ゆうちゃんに<b>話せる</b> 充実した女子高生生活を送る！,You can talk to Yu-chan about living a fulfilling life as a high school girl!,"S01E02, S01E06, S01E08",
いっぱい,いっぱい,"1. amount necessary to fill a container (e.g. cupful, spoonful, etc.), drink (usu. alcoholic)<br>2. full<br>3. one squid, octopus, crab, etc., one boat<br>4. fully, to capacity<br>5. a lot, much<br>6. all of ..., the entire ...",N4,3,楽しいことが <b>いっぱい</b>あると思ってたのにな,I thought there would be lots of fun things to do.,"S01E02, S01E08, S01E12",
起きる,おきる,"1. to get up, to rise, to blaze up (fire)<br>2. to wake up, to be awake, to stay awake<br>3. to occur (usu. of unfavourable incidents), to happen, to take place",N5,3,そろそろ寝ないと <b>起き</b>られなくなる,"If I don't go to sleep soon, I won't be able to wake up.","S01E02, S01E03, S01E07",
言える,いう,"1. to say, to utter, to declare<br>2. to name, to call<br>3. to go (e.g. ""the alarm went ping""), to make a noise",Unlabeled,3,まあ ある意味 充実していたと <b>言え</b>なくもないよな…,"Well, I can't help but say that it was fulfilling in a sense...","S01E02, S01E09, S01E10",
場合,ばあい,"1. case, situation",N4,3,え～ ここで１００万を 借りた<b>場合</b>の―,"Eh, what if I borrowed 1 million yen here...","S01E02, S01E04",
みたく,みたい,"1. -like, sort of, similar to, resembling",Unlabeled,3,私も ゆうちゃん<b>みたく</b> おしゃれな環境に身を置けば―,I wish I could be like Yu-chan and put myself in a fashionable environment...,"S01E02, S01E05, S01E09",
あむ,あむ,"1. to knit, to plait, to braid<br>2. to compile (anthology, dictionary, etc.), to edit",Unlabeled,3,<b>あむ</b> あむ あむ…,Amu amu amu...,S01E02,
自慢,じまん,"1. pride, boast",N3,3,ヤツらに 私でも かわいい友達が いるって<b>自慢</b>できるかも,Maybe I can brag to them that I have cute friends too.,"S01E02, S01E08, S01E11",
年生,ねんせい,"1. pupil in ... year, student in ... year",N1,3,いいな～ ２<b>年生</b> 修学旅行で,That's great~ 2nd year students on a school trip,"S01E02, S01E12",
来年,らいねん,1. next year,N5,3,<b>来年</b> 行けるじゃん まあね,I guess I can go next year.,"S01E02, S01E08",
イベント,イベント,1. event,Unlabeled,3,どうする？ あしたは <b>イベント</b>だし 握手会だし―,What should we do? Tomorrow is an event and a handshake event...,"S01E02, S01E07, S01E09",
ネタ,ねた,"1. material (for a story, article, etc.), information, news item<br>2. joke, jest, (comedy) routine, made-up story<br>3. proof, evidence<br>4. (magician's) trick, secret<br>5. ingredients<br>6. (Internet) meme",Unlabeled,3,これで ゆうちゃんに話す<b>ネタ</b>が 出来たな,Now I have something to talk to Yu-chan.,"S01E02, S01E08",
美術,びじゅつ,"1. art, fine arts",N1,3,<b>美術</b>室に展示されてる似顔絵―,Portraits displayed in the art room,"S01E02, S01E12",
心,こころ,"1. mind, heart, spirit<br>2. the meaning of a phrase (riddle, etc.)",N4,3,夏休み前に<b>心</b>が折れちゃうぞ,My heart will break before summer vacation,"S01E02, S01E06, S01E12",
必要,ひつよう,"1. necessary, needed, essential, indispensable<br>2. necessity, need, requirement",N4,3,今日一日を乗り切るには 最低でも300分 <b>必要</b>だ,I need at least 300 minutes to get through the day.,"S01E02, S01E05, S01E11",
昼間,ひるま,"1. daytime, during the day, time from sunrise until sunset, diurnal period",N4,3,<b>昼間</b> 注文したものがもう届くとは,"During the day, I can't believe what I ordered has already arrived.","S01E02, S01E05, S01E07",
マネージャー,マネージャー,"1. manager (e.g. of a business, an idol, etc.)<br>2. in a sports team (esp. at school) someone who does the routine drudge work",Unlabeled,3,“<b>マネージャー</b>の仕事です～”,“It’s a manager’s job.”,S01E02,
態度,たいど,"1. attitude, manner, behaviour, demeanour, bearing<br>2. attitude (towards an issue, etc.), position, stance, stand",N3,3,細眉で ダサくて <b>態度</b>がでかい バカどもの雑用なんてよくやるな,"Thin eyebrows, lame attitude, big attitude, doing all the stupid chores.","S01E02, S01E05, S01E08",
アハハ,あはは,1. a-ha-ha (laughing loudly),Unlabeled,3,<b>アハハ</b>ハ アハハ,Ahahaha ahaha,"S01E02, S01E05",
途中,とちゅう,"1. on the way, en route, halfway<br>2. in the middle of, midway",N4,3,道は<b>途中</b>で二手に分かれていて―,The road splits into two in the middle...,"S01E02, S01E03, S01E11",
そっ,そう,"1. appearing that, seeming that, looking like, having the appearance of",Unlabeled,3,<b>そっ</b>か やらないか 普通に,"I see, why don't you do it normally?","S01E02, S01E07",
リア充,リアじゅう,"1. person who is satisfied with their real (offline) life, normie",Unlabeled,3,ツイッターで“<b>リア充</b> 爆発しろ” とか言ってたんだ～,"On Twitter, he said things like “Riaju, explode!”",S01E02,
シーン,シーン,"1. scene, sight<br>2. scenario, setting",Unlabeled,3,今日は魔力を供給する<b>シーン</b>から 妄想するか,"Today, let's start delusional with the scene where magical power is supplied.",S01E02,
たち,たち,1. pluralizing suffix (esp. for people and animals; formerly honorific),Unlabeled,3,お前<b>たち</b>が浮かれる気持ちも 分かるけども―,"I understand how you feel excited, but...","S01E02, S01E06, S01E11",
アレ,あれ,"1. that, that thing<br>2. that person<br>3. then, that time",Unlabeled,3,もう少しで<b>アレ</b>が アレに入って…,It's almost there...,"S01E02, S01E04",
痛い,いたい,"1. painful, sore<br>2. cringy, embarrassing<br>3. exceeding",N5,3,仮に処女喪失がこんなに<b>痛かっ</b>たら 一生 処女でいいわ～！,"If losing my virginity was this painful, I'd stay a virgin for the rest of my life!",S01E02,
描く,えがく,"1. to draw, to paint, to sketch<br>2. to depict, to describe<br>3. to picture in one's mind, to imagine<br>4. to form a certain shape (e.g. path of an action, appearance of an object, etc.)",N3,3,ていうか あれ 絶対 適当に<b>描い</b>たろ,"I mean, I definitely drew that properly.",S01E02,
忙しい,いそがしい,"1. busy, occupied, hectic<br>2. restless, hurried, fidgety",N5,3,私も実は<b>忙しく</b>て うん じゃあね,"I'm actually busy too, so see you then.","S01E02, S01E08, S01E09",
きり,きり,"1. paulownia (Paulownia tomentosa), empress tree, foxglove tree",Unlabeled,3,<b>きり</b>～つ 礼 着席,Rei Kiritsu takes a seat,"S01E02, S01E03, S01E05",
ええ,よい,"1. good, excellent, fine, nice, pleasant, agreeable<br>2. sufficient, enough, ready, prepared<br>3. profitable (deal, business offer, etc.), beneficial<br>4. OK, all right, fine, no problem",N5,3,<b>ええ</b>～と…,Yeah...,"S01E02, S01E05",
確か,たしか,"1. sure, certain, positive, definite<br>2. reliable, trustworthy, safe, sound, firm, accurate, correct, exact<br>3. If I'm not mistaken, If I remember correctly, If I remember rightly",N4,3,<b>確か</b>に 私のことが クラスでささやかれてはいたが―,It's true that people were whispering about me in class...,"S01E02, S01E11, S01E12",
デビュー,デビュー,"1. debut, doing something for the first time<br>2. starting anew, starting afresh",Unlabeled,3,これで生放送<b>デビュー</b>して―,This is my live broadcast debut.,"S01E02, S01E07, S01E09",
ちょ,いっすん,"1. one sun (approx. 3.03 cm)<br>2. little bit (of time, distance, etc.)",Unlabeled,3,<b>ちょ</b> おねえさん 声でかいっす！,"Hey, sister, you're loud!","S01E02, S01E05, S01E06",
日常,にちじょう,"1. everyday, daily, ordinary, usual, routine, regular",N3,3,今は規制が厳しいから <b>日常</b>系アニメしかできないんだって,"Nowadays, regulations are so strict that only daily life anime can be done.","S01E02, S01E10, S01E12",
系,けい,"1. system, lineage, group<br>2. corollary<br>3. system (range of strata that correspond to a particular time period)<br>4. (taxonomical) series",N1,3,今は規制が厳しいから 日常<b>系</b>アニメしかできないんだって,"Nowadays, regulations are so strict that only daily life anime can be done.","S01E02, S01E06, S01E10",
ころ,ころ,"1. (approximate) time, around, about, toward<br>2. suitable time (or condition)<br>3. time of year, season",Unlabeled,3,中学生の<b>ころ</b>みたいに遊ぼ！,Let's play like we did in middle school!,"S01E02, S01E06, S01E08",
得意,とくい,"1. triumph, prosperity<br>2. pride<br>3. one's strong point, one's forte, one's specialty<br>4. frequent customer (client, etc.)",N3,3,あっ これ もこっちの<b>得意</b>なやつじゃん,"Ah, this is also something I'm good at.","S01E02, S01E11, S01E12",
合わせる,あわせる,"1. to match (rhythm, speed, etc.)<br>2. to join together, to unite, to combine, to add up<br>3. to face, to be opposite (someone)<br>4. to compare, to check with<br>5. to cause to meet (e.g. an unpleasant fate)<br>6. to place together, to connect, to overlap<br>7. to mix, to combine<br>8. to put blade to blade, to fight",N3,3,リズムに<b>合わせ</b>て ボタンを押してね！,Press the button according to the rhythm!,"S01E02, S01E08, S01E11",
連絡,れんらく,"1. contacting, (making) contact, getting in touch, communication, correspondence, call, message<br>2. connection (with a train, bus, etc.), joining (a railway line, etc.), meeting<br>3. connection (between matters, incidents, etc.), relation, link",N4,3,ほんと！ <b>連絡</b>して,Really! contact me,"S01E02, S01E09, S01E11",
ケンカ,けんか,"1. quarrel, brawl, fight, squabble, scuffle, argument",Unlabeled,3,初めて出来た彼氏と <b>ケンカ</b>したぐらいで―,I just had a fight with my first boyfriend...,S01E02,
メチャクチャ,めちゃくちゃ,"1. absurd, unreasonable, nonsensical, preposterous, incoherent<br>2. extreme, senseless, reckless, wanton<br>3. disorderly, chaotic, confused, messy<br>4. incredibly, really, so, super",Unlabeled,3,“お前のことを<b>メチャクチャ</b>に してやる”って言ってください,"Just say, ""I'm going to mess with you.""","S01E03, S01E07",
遅い,おそい,"1. slow, time-consuming, sluggish<br>2. late (in the day), towards the end (of the day or night), until a time far into the day or night<br>3. later (than expected or usual), late, behind schedule, behind time, tardy, overdue, unpunctual<br>4. too late, having missed the boat<br>5. dull, stupid",N5,3,どうしたの？ 学校 <b>遅く</b>なるの？,What happened? Will you be late for school?,"S01E03, S01E05, S01E08",
立てる,たてる,"1. to stand up, to put up, to set up, to erect, to raise<br>2. to thrust into, to bury into, to dig into<br>3. to make (a noise), to start (a rumour), to raise (a cloud of dust, etc.), to cause<br>4. to make, to establish, to set up, to develop, to formulate<br>5. to put up (a political candidate), to make (one's leader)<br>6. to treat with respect, to give (someone) their due, to make (someone) look good, to avoid embarrassing (someone)<br>7. to sharpen, to make clear<br>8. to shut, to close<br>9. to make tea (matcha), to perform the tea ceremony<br>10. to divide by<br>11. to do ... vigorously",N4,3,そうだ 襟とか<b>立て</b>たら おしゃれかも,"Yes, it might be fashionable if you put up the collar.","S01E03, S01E04",
んじゃ,んじゃ,1. bye then,Unlabeled,3,<b>んじゃ</b> カラオケは野郎だけで行くか,"So, should I go to karaoke with only bastards?","S01E03, S01E06",
続く,つづく,"1. to continue, to last, to go on<br>2. to continue (without a break), to be unbroken<br>3. to occur again and again<br>4. to lead to, to connect to, to adjoin<br>5. to come after, to follow, to succeed, to rank next to<br>6. to hold out, to keep, to last",N4,3,こんな毎日が<b>続け</b>ばいいなと 思いながら 帰途につくんだ,"I'm on my way home, wishing that every day could continue like this.","S01E03, S01E10, S01E11",
そして,そして,"1. and, and then, thus, and now, and finally",N5,3,<b>そして</b> そんなヤツが 何食わぬ顔で生活して―,And such a person goes about his life with an innocent face...,"S01E03, S01E05, S01E09",
明るい,あかるい,"1. light, well-lit, well-lighted<br>2. bright (of a colour), brightly-coloured, brightly-colored<br>3. cheerful, bright, spirited, sunny (e.g. disposition)<br>4. encouraging (for the future of a project, etc.), promising, of fair prospects<br>5. familiar (with), knowledgeable (about), well versed (in)<br>6. fair (e.g. politics), clean, impartial",N1,3,ほんとは<b>明るく</b>て 面白い子なんだ！,She really is a bright and interesting child!,"S01E03, S01E06, S01E12",
とにかく,とにかく,"1. anyhow, at any rate, anyway, somehow or other, generally speaking, in any case, at least",N3,3,<b>とにかく</b> きーちゃんと おばさんが来るから―,"Anyway, Ki-chan and Auntie are coming...","S01E03, S01E08, S01E10",
うおっ,さかな,1. fish,Unlabeled,3,<b>うおっ</b>！ キモッ！,Wow! Gross!,"S01E03, S01E06, S01E11",
笑う,わらう,"1. to laugh<br>2. to smile<br>3. to sneer, to ridicule<br>4. to be dumbfounded, to be flabbergasted",N4,3,フッ さすがイケメン <b>笑っ</b>て許してくれるとは,"Huh, he's such a good-looking guy, I can't believe he smiles and forgives me.","S01E03, S01E05, S01E08",
バレる,ばれる,"1. to leak out (a secret), to be exposed (a lie, improper behaviour, etc.), to be found out<br>2. to get away (of fish)",Unlabeled,3,泣いてるのが<b>バレる</b>前に 何か面白いこと言わないと！,I need to say something interesting before I find out you're crying!,"S01E03, S01E10, S01E11",
風呂,ふろ,"1. bath, bathing, bathtub, bathroom<br>2. bathhouse, public bath<br>3. room for drying lacquerware<br>4. base (wooden joint connecting the blade of a hoe, spade, etc., to the handle)",N3,3,<b>風呂</b>に入らず 一晩中 恋愛をしたおかげで―,Because we didn't take a bath and made love all night...,"S01E03, S01E06, S01E09",
ひく,ひく,"1. to pull, to tug, to lead (e.g. a horse)<br>2. to draw (attention, sympathy, etc.), to attract (e.g. interest)<br>3. to draw back (e.g. one's hand), to draw in (one's chin, stomach, etc.), to pull in<br>4. to draw (a card, mahjong tile, etc.)<br>5. to draw (a line, plan, etc.)<br>6. to catch (a cold)<br>7. to play (a stringed or keyboard instrument)<br>8. to look up (in a dictionary, phone book, etc.), to consult, to check<br>9. to haul, to pull (vehicles)<br>10. to subtract, to deduct<br>11. to recede, to ebb, to fade<br>12. to be descend from, to inherit (a characteristic)<br>13. to quote, to cite, to raise (as evidence)<br>14. to lay on (electricity, gas, etc.), to install (e.g. a telephone), to supply (e.g. water)<br>15. to hold (e.g. a note)<br>16. to apply (e.g. lipstick), to oil (e.g. a pan), to wax (e.g. a floor)<br>17. to move back, to draw back, to recede<br>18. to lessen, to subside, to ebb, to go down (e.g. of swelling)<br>19. to resign, to retire, to quit",Unlabeled,3,おい 開けろ！ 風邪<b>ひく</b>だろうが,"Hey, open it! I'll probably catch a cold",S01E03,
小学生,しょうがくせい,"1. elementary school student, primary school student, grade school student",N2,3,そういう冗談は <b>小学生</b>までにしといてくれよ,Please leave jokes like that to elementary school students.,"S01E03, S01E05, S01E08",
桃,もも,1. peach (Prunus persica),Unlabeled,3,今日もゲート解放してる 小学生の<b>桃</b>の木でも切ってやるか,The gate is open again today. I'll cut down the peach tree of an elementary school student.,"S01E03, S01E04",
体育,たいいく,"1. physical education, PE, gym (class)",N3,3,いや ちょっと <b>体育</b>の時間に倒れちゃって,"No, I just collapsed during PE time.","S01E03, S01E06",
チーム,チーム,1. team,N3,3,はい 今日は１<b>チーム</b>５人組なら 好きに練習していいわよ,"Yes, as long as there are 5 people in a team, you can practice as you like today.","S01E03, S01E10",
認識,にんしき,"1. recognition, awareness, perception, understanding, knowledge, cognition, cognizance, cognisance",N1,3,私のこと <b>認識</b>してくれてもいいのでは？,Isn't it okay if you recognize me?,"S01E03, S01E12",
今回,こんかい,"1. this time, now",N3,3,え～ <b>今回</b>のゲーム実況は この乙女ゲームです,Eh~ This time's game commentary is this maiden game.,"S01E03, S01E07",
小さい,ちいさい,"1. small, little, tiny<br>2. slight, below average (in degree, amount, etc.), minor, small<br>3. low (e.g. sound), soft (e.g. voice)<br>4. unimportant, petty, insignificant, trifling, trivial<br>5. young, juvenile",N5,3,でも クラスでは<b>小さい</b>ほうで,But I'm on the smaller side in my class.,"S01E03, S01E08",
成功,せいこう,"1. success, hit",N3,3,では <b>成功</b>に 一番必要なのは―,So what is most necessary for success?,"S01E03, S01E05, S01E10",
可能性,かのうせい,"1. potentiality, likelihood, possibility, availability",Unlabeled,3,こいつと一日中 一緒にいれば 風邪がうつる<b>可能性</b>が高い,"If you spend all day with this guy, there's a high chance you'll catch a cold.","S01E03, S01E04, S01E05",
させる,サセ,Causative Form,Unlabeled,3,違う これはアヒル口じゃない！ しゃくれ<b>させ</b>ただけだ！,"No, this is not a duck mouth! It just made me cringe!","S01E03, S01E05",
替える,かえる,"1. to replace<br>2. to exchange, to interchange<br>3. to substitute",N3,3,あと タオルも<b>替え</b>といてあげてね,"Also, please change the towels.","S01E03, S01E12",
代わり,かわり,"1. substitute, replacement, substituting, replacing<br>2. stand-in, proxy, alternate, deputy, relief, successor<br>3. compensation, exchange, return<br>4. another helping, second helping, seconds, refill<br>5. upcoming program, upcoming programme",N4,3,今度は あなたが<b>代わり</b>にやりなさい！,"This time, you do it for me!","S01E03, S01E05, S01E09",
迷惑,めいわく,"1. trouble, bother, annoyance, nuisance, inconvenience<br>2. to be troubled (by), to be bothered (by), to be inconvenienced (by)",N3,3,大変 ご<b>迷惑</b>をおかけしました,We apologize for the inconvenience.,"S01E03, S01E04, S01E09",
