Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
ぞー,ぞ,1. adds force or indicates command,Unlabeled,7,斉木君の分も頑張る<b>ぞー</b>！ おー！,I'll do my best for Saiki-kun too! oh!,"S01E03, S01E04, S01E05, S01E10, S01E11",
敵,かたき,"1. rival, opponent, adversary, competitor, enemy (esp. one with which there is longstanding enmity), foe<br>2. revenge<br>3. spouse",N3,7,私がこの手紙を書いたのは 私が<b>敵</b>ではないこと―,I wrote this letter to show that I am not your enemy.,"S01E04, S01E08, S01E10, S01E11, S01E13, S01E20",
ネタバレ,ネタバレ,"1. spoiler, revealing important plot points of a story, spoiling a story",Unlabeled,7,<b>ネタバレ</b>は覚悟して 映画を見ることにした,"I decided to watch the movie, being prepared for spoilers.","S01E04, S01E05, S01E08, S01E10, S01E16, S01E19",
零太,零太,Reita,Unlabeled,7,<b>零太</b>が きっと零太が 私を守ってくれる！,"Reita, I'm sure Reita will protect me!","S01E04, S01E08, S01E09, S01E20, S01E22",
ヤンキー,ヤンキー,"1. delinquent (youth), delinquency<br>2. Yankee",Unlabeled,7,この転校を機に<b>ヤンキー</b>を卒業する,I took this transfer as an opportunity to graduate from Yankee.,"S01E04, S01E14, S01E16, S01E23",
シメる,しめる,"1. to tie, to fasten, to tighten<br>2. to wear (necktie, belt), to put on<br>3. to total, to sum<br>4. to be strict with<br>5. to economize, to economise, to cut down on<br>6. to salt, to marinate, to pickle, to make sushi adding a mixture of vinegar and salt",Unlabeled,7,小３の時には 通ってる小学校を<b>シメ</b>た,"When I was in third grade, I quit the elementary school I attended.","S01E04, S01E14, S01E23",
ひく,ひく,"1. to pull, to tug, to lead (e.g. a horse)<br>2. to draw (attention, sympathy, etc.), to attract (e.g. interest)<br>3. to draw back (e.g. one's hand), to draw in (one's chin, stomach, etc.), to pull in<br>4. to draw (a card, mahjong tile, etc.)<br>5. to draw (a line, plan, etc.)<br>6. to catch (a cold)<br>7. to play (a stringed or keyboard instrument)<br>8. to look up (in a dictionary, phone book, etc.), to consult, to check<br>9. to haul, to pull (vehicles)<br>10. to subtract, to deduct<br>11. to recede, to ebb, to fade<br>12. to be descend from, to inherit (a characteristic)<br>13. to quote, to cite, to raise (as evidence)<br>14. to lay on (electricity, gas, etc.), to install (e.g. a telephone), to supply (e.g. water)<br>15. to hold (e.g. a note)<br>16. to apply (e.g. lipstick), to oil (e.g. a pan), to wax (e.g. a floor)<br>17. to move back, to draw back, to recede<br>18. to lessen, to subside, to ebb, to go down (e.g. of swelling)<br>19. to resign, to retire, to quit",Unlabeled,7,まあ あいにくだが 僕は風邪を<b>ひい</b>たことがない,"Well, unfortunately I've never had a cold.","S01E04, S01E08, S01E09, S01E16",
うおおおお,さかな,1. fish,Unlabeled,7,<b>うおおおお</b>おおっ！,Woooooooooooo!,"S01E04, S01E05, S01E08, S01E18, S01E23",
台,だい,"1. stand, rack, table, bench, podium, pedestal, platform, stage<br>2. support, holder, rack<br>3. counter for machines, incl. vehicles<br>4. setting (e.g. in jewellery)<br>5. level (e.g. price level), range (e.g. after physical units), period (of time, e.g. a decade of one's life)<br>6. elevated area<br>7. viewing platform<br>8. dish tray<br>9. meal<br>10. tall building, tower",N3,7,この前の公判で 証言<b>台</b>に立ってくれて ありがとう,Thank you for taking the witness stand at the recent trial.,"S01E04, S01E06, S01E08, S01E16, S01E20",
楽,らく,"1. comfort, ease, relief, (at) peace, relaxation<br>2. easy, simple, without trouble, without hardships<br>3. (economically) comfortable<br>4. raku pottery<br>5. sukha (happiness)",N3,7,使い慣れないトンカチや ノコギリを使わなければ<b>楽</b>なんだが,It would be easier if I didn't have to use hammers or saws that I'm not used to using.,"S01E04, S01E09, S01E14, S01E16, S01E17, S01E18",
遠慮,えんりょ,"1. reserve, constraint, restraint, modesty, diffidence, hesitation, holding back, discretion, tact, thoughtfulness<br>2. declining, refraining<br>3. forethought, foresight",N4,7,ご<b>遠慮</b>します！,Please refrain!,"S01E04, S01E05, S01E10, S01E17",
ようこそ,ようこそ,"1. welcome!, nice to see you!",Unlabeled,7,ちなみに〝めんそーれ〞は <b>ようこそ</b>,"By the way, welcome to “Mensore”","S01E04, S01E06, S01E12, S01E16, S01E18, S01E20",
生物,せいぶつ,"1. living thing, organism, creature, life<br>2. biology",N3,7,あの 何を考えているか 分からない<b>生物</b>が,There's a creature that I don't know what it's thinking about.,"S01E04, S01E07, S01E12, S01E15, S01E24",
たまる,たまる,"1. to collect, to gather, to save, to accumulate, to pile up",Unlabeled,7,プシーちゃんと交尾がしたくて <b>たまら</b>ないニャ!!,I can't wait to have sex with Pussy!!,"S01E04, S01E08, S01E10, S01E13, S01E18, S01E19, S01E22",
担当,たんとう,"1. being in charge (of an area of responsibility), being responsible (for a work role, etc.)",N3,7,僕は先生の<b>担当</b>だけど それ以前に 君の担当さ！,"I'm in charge of the teacher, but before that, I'm in charge of you!","S01E04, S01E15, S01E21",
特に,とくに,"1. particularly, especially, in particular, expressly",N4,7,確かにご家族の反対もあるでしょう <b>特に</b>男性は！,"There will certainly be some opposition from your family, especially men!","S01E04, S01E08, S01E09, S01E10, S01E12, S01E17, S01E18",
十分,じっぷん,1. 10 minutes,N4,7,今から帰れば <b>十分</b> 間に合うな,"If I go home now, I'll be there in time.","S01E05, S01E06, S01E13, S01E15, S01E20, S01E21",
見つかる,みつかる,"1. to be found, to be discovered",N4,7,お前の石は どんなに頑張っても <b>見つかる</b>気がしないが,"No matter how hard I try, I don't think I'll ever find your stone.","S01E05, S01E06, S01E14, S01E15, S01E18",
電池,でんち,"1. battery, cell",N2,7,マンガン<b>電池</b>でも渡しときゃあ ホクホク顔で帰んだろ,Why don't you give me a manganese battery? I'm sure you'll go home with a happy face.,"S01E05, S01E16",
期待,きたい,"1. expectation, anticipation, hope<br>2. promising, rising, up-and-coming",N3,7,でも 妙な<b>期待</b>はしないこと,But don't have any strange expectations,"S01E05, S01E09, S01E14, S01E16",
集団,しゅうだん,"1. group, mass",N3,7,敵の<b>集団</b>に１人はいがちな 知性ゼロのパワーキャラかよ,Is he a power character with zero intelligence who tends to be alone in a group of enemies?,"S01E05, S01E17, S01E20",
っきり,きり,"1. paulownia (Paulownia tomentosa), empress tree, foxglove tree",Unlabeled,7,さっ！ その隙に２人<b>っきり</b>で 大人同士の会話を楽しみましょ！,"Come on! Take advantage of this opportunity to enjoy a conversation between adults, just the two of you!","S01E05, S01E18, S01E19, S01E22, S01E23",
ビリ,ビリ,"1. last (on the list), (at the) bottom, (in) last position, tailender",Unlabeled,7,万年<b>ビリ</b>のお前が 何で！,Why are you so lucky!,"S01E05, S01E09",
もっとも,もっとも,"1. most, extremely",N4,7,教育熱心なことだ だが 言うことは<b>もっとも</b>だ,"I'm passionate about education, but it makes sense.","S01E05, S01E06, S01E10, S01E19, S01E21, S01E22",
全,ぜん,"1. all, whole, entire, complete, total, pan-<br>2. complete (set), in total",N3,7,俺は昨日 寝ないでやって <b>全</b>クリしたぜ！,I did it yesterday without sleeping and got all the clits!,"S01E05, S01E08, S01E15, S01E17, S01E19, S01E21",
並ぶ,ならぶ,"1. to line up, to stand in a line<br>2. to rival, to match, to equal",N5,7,実際は<b>並ぶ</b>ことになるだろうがな,"Actually, you'll probably have to line up.","S01E05, S01E08, S01E16, S01E21, S01E23",
潰れる,つぶれる,"1. to be crushed, to be smashed, to be broken, to collapse<br>2. to become useless, to cease functioning, to be wasted (e.g. time)<br>3. to go bankrupt, to go out of business, to fail",N2,7,私 ここが<b>潰れ</b>たらと思うと 不安でしょうがないです,I can't help but feel anxious if this place goes bust.,"S01E06, S01E14, S01E16, S01E17",
どうぞ,どうぞ,"1. please, kindly, I beg of you<br>2. by all means, feel free, you are welcome<br>3. here you are",N5,7,<b>どうぞ</b>上がって デケェー!!,Please come up! Dekey!!,"S01E06, S01E10, S01E17, S01E18, S01E22, S01E23",
地球,ちきゅう,"1. Earth, the globe",N3,7,<b>地球</b>は もう終わりよ レモンごときに？,"The Earth is over, like a lemon?","S01E06, S01E10, S01E11, S01E16",
事故,じこ,"1. accident, incident, trouble<br>2. circumstances, reasons",N4,7,はい これでもう <b>事故</b>は発生しない,"Yes, no more accidents will occur.","S01E06, S01E09, S01E12",
派,は,"1. clique, group, coterie<br>2. (political) faction, wing, party, camp<br>3. school<br>4. sect, denomination",N1,7,さて 聞くが 君は左の骨<b>派</b>？ それとも右の骨派？,"Now, let me ask you, are you a left-handed person? Or the right boner?","S01E06, S01E07, S01E14",
懐く,なつく,"1. to become attached (to), to take (to), to become affectionate (with), to be tamed",N1,7,場合によっては <b>懐い</b>てやらんこともニャいぞ,"Depending on the situation, you may not be able to get along with me.","S01E07, S01E11, S01E18, S01E20",
原稿,げんこう,"1. manuscript, copy, draft, notes, contribution",N2,7,でも 漫画家さんが 一生懸命 描いた<b>原稿</b>を,But the manuscript that the manga artist worked so hard to draw...,"S01E07, S01E11, S01E16, S01E18, S01E19",
負け,まけ,"1. defeat, loss, losing (a game)<br>2. failing to live up to (one's name, looks, etc.)<br>3. discount, loss (on a sale)",N3,7,このラリーを返せなかったほうの <b>負け</b>にしないか？,Shouldn't the one who can't return this rally lose?,"S01E07, S01E11, S01E17, S01E21, S01E22",
オ,おもちゃ,1. toy<br>2. (person or thing treated as a) plaything<br>3. Toy,Unlabeled,7,うおおおー！ 勝ったぞ<b>オ</b>!!,Woooooo! I won!!,"S01E07, S01E08, S01E10, S01E16, S01E17, S01E22",
本命,ほんめい,"1. favorite (to win), favourite, likely winner<br>2. one's heart's desire, first choice",Unlabeled,7,本名？ これは<b>本命</b>と書きたかったのか？,Real name? Did you really want to write this?,"S01E07, S01E08, S01E10, S01E12",
握手,あくしゅ,"1. handshake<br>2. reconciliation, joining hands, cooperation",N3,7,進行上 しかたなく<b>握手</b>しただけで お前はもう 仲間じゃない,"In the process, we just shook hands and you're no longer a friend.","S01E07, S01E10, S01E16, S01E20",
通す,とおす,"1. to stick through, to force through<br>2. to spread throughout, to thoroughly diffuse<br>3. to make a path between two points<br>4. to proceed in a logical manner<br>5. to let pass, to allow through<br>6. to lead (someone) into (a house, room, etc.), to show in<br>7. to go through (a middleman)<br>8. to (look, listen) through (a window, wall, etc.)<br>9. to pass (a law, applicant, etc.)<br>10. to force to accept, to force agreement<br>11. to continue (in a state), to persist in<br>12. to do to the entirety of, to cover all of, to span the whole ...<br>13. to do from beginning to end without a break<br>14. to convey (one's ideas, etc.) to the other party<br>15. to do to the end, to carry through, to complete",N3,7,これから照橋さんと話す時は 俺を<b>通し</b>てくれよ,"From now on, when you talk to Teruhashi-san, please let me go through you.","S01E07, S01E12, S01E17, S01E19",
ムカつく,むかつく,"1. to feel irritated, to feel offended, to feel angry<br>2. to feel sick, to feel nauseous",Unlabeled,7,鼻クソと同列は<b>ムカつく</b>が まあ そのとおりだ,"It's annoying to be on the same level as nose shit, but that's just the way it is.","S01E07, S01E08, S01E14, S01E18, S01E20, S01E23, S01E24",
卵,たまご,"1. eggs, egg, spawn, roe<br>2. (hen's) egg<br>3. (an expert) in the making<br>4. beginning, origin, infancy",N5,7,<b>卵</b>をセットしてレバーを押すだけで 簡単に卵が割れるのよ！,Just set the egg and press the lever to easily break the egg!,"S01E07, S01E08, S01E19, S01E20",
変化,へんか,"1. change, variation, alteration, mutation, transition, transformation, transfiguration, metamorphosis<br>2. variety, diversity<br>3. inflection, declension, conjugation<br>4. sidestepping",N3,7,僕は自由に この体を<b>変化</b>させることができる,I can freely change this body,"S01E08, S01E22, S01E24",
チョコレート,チョコレート,1. chocolate,Unlabeled,7,グランド<b>チョコレート</b>パフェを 食す！,Eat the Grand Chocolate Parfait!,"S01E08, S01E18, S01E20",
指輪,ゆびわ,1. (finger) ring,N4,7,調べてみた結果 ごく普通の<b>指輪</b>だと分かった,"After investigating it, I found out that it was just an ordinary ring.","S01E08, S01E09",
御飯,ごはん,1. cooked rice<br>2. meal,N5,7,サイダーマンは<b>御飯</b>を炊くのも 風呂も 歯磨きも,"Ciderman cooks rice, takes a bath, and brushes his teeth.","S01E08, S01E10, S01E11, S01E18, S01E19",
我慢,がまん,"1. endurance, patience, perseverance, bearing (with something)<br>2. self-control, self-restraint",N3,7,学校が終わるまでは<b>我慢</b>だ,I'll have to wait until school is over.,"S01E08, S01E10, S01E13, S01E17, S01E18, S01E19, S01E22",
喫茶,きっさ,"1. tea drinking<br>2. teahouse, tearoom, coffee lounge, coffee shop, (rather formal) cafe",N1,7,今 ちまたではやりの メイド<b>喫茶</b>を やるってのはどうだい！,How about running a maid cafe that's popular these days?,"S01E09, S01E14, S01E15",
夜,よる,"1. evening, night<br>2. dinner",N5,7,でかした頼<b>夜</b>！ よし 代われ！,"Big Yoriya! Okay, take over!","S01E09, S01E10, S01E12, S01E13, S01E14, S01E22",
プシー,プサイ,1. psi,Unlabeled,7,<b>プシー</b>ちゃんと交尾がしたくて たまらないニャ!!,I can't wait to have sex with Pussy!!,S01E10,
だいぶ,だいぶ,"1. considerably, greatly, a lot",Unlabeled,7,これで <b>だいぶ</b>好感度は下がったな,Now my favorability has gone down quite a bit.,"S01E10, S01E13, S01E16, S01E21, S01E22, S01E24",
コニャック,コニャック,1. cognac,Unlabeled,7,いや～ 実は息子は <b>コニャック</b>の大ファンでして,"Actually, my son is a big cognac fan.","S01E11, S01E23",
構う,かまう,"1. to mind, to care about, to be concerned about, to have a regard for<br>2. to be an issue, to matter, to create inconvenience<br>3. to keep company, to care for, to look after, to entertain, to pay attention to, to spend time with<br>4. to interfere with, to meddle in<br>5. to tease<br>6. to banish, to prohibit",N3,7,それは<b>構わ</b>ないが 人は簡単には変わらない,"That's okay, but people don't change easily.","S01E11, S01E14, S01E18, S01E19, S01E21",
旅行,りょこう,"1. travel, trip, journey, excursion, tour",N5,7,心美と２泊３日の<b>旅行</b>に行くのは マジなのかって聞いてんだ！,"I asked him if he was serious about going on a 2-night, 3-day trip with Kokomi!","S01E12, S01E13, S01E20, S01E21",
すげぇ,すごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)<br>4. awfully, very, immensely",Unlabeled,7,<b>すげぇ</b>よ！ 完全に花江夏樹だったよ 今の！,That's amazing! It was totally Natsuki Hanae now!,"S01E12, S01E15, S01E17",
隠れる,かくれる,"1. to hide, to be hidden, to conceal oneself, to disappear",N3,7,<b>隠れ</b>ても 幻でもないのだが,It's not hidden or an illusion,"S01E12, S01E13, S01E21, S01E23, S01E24",
ぜんざい,ぜんざい,"1. well done!, bravo!<br>2. zenzai, red bean soup made with azuki beans",Unlabeled,7,これでコーヒーあんみつ<b>ぜんざい</b>を 邪魔する者は いない,No one will disturb the coffee anmitsu zenzai now.,"S01E12, S01E13",
んな,そんな,"1. such, that sort of, that kind of, like that<br>2. no way!, never!",Unlabeled,7,<b>んな</b>もん いくら もらおうが てめえの手下になる気はねえ,"No matter how much money I get, I have no intention of becoming your subordinate.","S01E13, S01E15, S01E17, S01E23",
痛,いた,"1. ouch, ow, that hurt",Unlabeled,7,ほっぺの内側を思いっきり つねられてるように <b>痛</b>ぇ！,It hurts like someone pinching the inside of my cheek!,"S01E13, S01E19, S01E24",
胸,むね,"1. chest, breast<br>2. breasts, bosom, bust<br>3. heart<br>4. lungs<br>5. stomach<br>6. heart, mind, feelings",N3,7,<b>胸</b>がいっぱいになっていることを,that my chest is full,"S01E13, S01E14, S01E15, S01E18, S01E19, S01E20",
斗,ます,"1. measuring container, measure<br>2. box (seating at a theatre, etc.)<br>3. square on a grid, cell of a grid<br>4. square bearing block (at the top of a pillar)",Unlabeled,7,話は聞いたぞ 芽<b>斗</b>吏 親父！,"I heard the story, Metoji, father!","S01E14, S01E23",
探偵,たんてい,"1. detective, investigator, sleuth<br>2. detective work, secret investigation",Unlabeled,7,それに何より <b>探偵</b>役が六神 通 という時点で 見る気が起きない,"And above all, I don't feel like watching it since Michiru Rokugami plays the detective.","S01E14, S01E20",
ハ,ハ,"1. third in a sequence denoted by the iroha system, third note in the diatonic scale (used in key names, etc.)",Unlabeled,7,<b>ハ</b>～ いただき！,Ha~ Itadaki!,"S01E15, S01E17, S01E21, S01E23",
文化祭,ぶんかさい,"1. school festival, cultural festival, annual open day school event showcasing student talent",Unlabeled,7,高校生活で ３回しかない<b>文化祭</b>だぞ！,It's a school festival that only happens 3 times in my high school life!,"S01E15, S01E17, S01E20",
数字,すうじ,"1. numeral, figure, digit, numeric character",N3,7,ちょっと目が <b>数字</b>の“３”になるだけだろ,"It's just that your eyes turn to the number ""3"".","S01E15, S01E20",
まっすぐ,まっすぐ,"1. straight (ahead), direct, upright, erect<br>2. straightforward, honest, frank",N5,7,それなら あとは <b>まっすぐ</b>に行けば着くよ,Then just go straight and you'll get there.,"S01E15, S01E16, S01E18",
着替える,きがえる,1. to change one's clothes,Unlabeled,7,おい 窪谷須！ 何 女みて～に<b>着替え</b>てんだよ！,"Hey Kubotanisu! What, look at the woman, she's changing her clothes!","S01E16, S01E17, S01E19, S01E20, S01E21",
感激,かんげき,"1. deep emotion, impression, inspiration",N2,7,楠雄も大きくなっとったな～ わしゃ <b>感激</b>じゃぞ！,Kusuo has grown up too! I'm so impressed!,"S01E16, S01E19, S01E24",
透明化,透明化,No definition found,Unlabeled,7,透明能力は 触れてる相手も一緒に <b>透明化</b>させることができるのだ,The invisibility ability allows the person you touch to become invisible as well.,"S01E16, S01E18, S01E19",
百鬼,ひゃっきやぎょう,"1. nightly procession of monsters, spirits, etc.<br>2. veritable pandemonium, large number of people plotting and doing evil, creepy characters roaming about<br>3. Hyakki Yagyō",Unlabeled,7,不良漫画に１人は出てくる <b>百鬼</b>丸先輩は 最初からいないぞ,"There is one Hyakkimaru-senpai who appears in bad manga, but he wasn't there from the beginning.","S01E17, S01E20",
丸,まる,"1. circle<br>2. entirety, whole, full, complete<br>3. money, dough, moola<br>4. enclosure inside a castle's walls<br>5. soft-shelled turtle<br>6. suffix for ship names, suffix for names of people (esp. infants), suffix for names of swords, armour, musical instruments, etc., suffix for names of dogs, horses, etc.",N3,7,幽霊ですが マッシュルームヘアに<b>丸</b>メガネ,"She's a ghost, but she has mushroom hair and round glasses.","S01E17, S01E20",
プラモ,プラモデル,1. plastic model,Unlabeled,7,アンプを戻しても <b>プラモ</b>はとどまり続けるだろう,"Even if I put the amp back in, the plastic model will still stay there.","S01E18, S01E21",
バス,バス,1. bus,N5,7,<b>バス</b> タクシー 地下鉄 何でも使っていいよ,"You can use buses, taxis, subways, anything.","S01E19, S01E21",
祖母,そぼ,1. grandmother,N4,7,<b>祖母</b>は還暦を過ぎているが 40代でも通用するほど若い,"My grandmother is over 60 years old, but she is young enough to be considered in her 40s.",S01E19,
無い,ない,"1. nonexistent, not being (there)<br>2. unowned, not had, unpossessed<br>3. unique<br>4. not, impossible, won't happen<br>5. not<br>6. to not be, to have not",Unlabeled,7,貴様ら庶民の雑草どもと なれ合う気は<b>無い</b>,I have no intention of getting along with you commoner weeds.,"S01E19, S01E23",
遊園地,ゆうえんち,1. amusement park,N2,7,この辺に<b>遊園地</b>があるなんて 知らなかったな,I didn't know there was an amusement park around here.,"S01E19, S01E22",
入部,にゅうぶ,1. joining a club,Unlabeled,7,これで 僕を無理に <b>入部</b>させようとはしないだろう,Now they won't try to force me to join the club.,"S01E20, S01E22",
鬼ごっこ,おにごっこ,"1. tag (children's game), tig",Unlabeled,7,<b>鬼ごっこ</b>の燃ちゃんとは オレっちのことよ,Moe-chan from tag is me.,S01E21,
スーパー,スーパー,"1. supermarket<br>2. subtitles, telop<br>3. superheterodyne<br>4. super",Unlabeled,6,何で そんな<b>スーパー</b>金持ちが こんな学校に来んだよ？,Why did such a super rich person come to this school?,"S01E01, S01E03, S01E07, S01E11, S01E18, S01E23",
高校生,こうこうせい,1. senior high school student,N4,6,とても<b>高校生</b>が作れるレベル じゃないことは明らかだ,It's obvious that it's not at the level that a high school student could create.,"S01E01, S01E02, S01E08, S01E15, S01E20",
壊す,こわす,"1. to break, to destroy, to demolish<br>2. to wreck, to ruin, to spoil, to damage<br>3. to break (a bill, etc.)",N4,6,そして 私を愛す人類70億人の 夢を<b>壊さ</b>ないためにも！,And in order not to destroy the dreams of the 7 billion people who love me!,"S01E01, S01E02, S01E05, S01E06, S01E14",
透視,とうし,"1. seeing through<br>2. fluoroscopy, roentgenoscopy<br>3. clairvoyance, seeing through (objects), second sight",Unlabeled,6,<b>透視</b>で 前の席の回答を 視ることもできるし,You can also see the answers from the seat in front of you through clairvoyance.,"S01E01, S01E02, S01E04, S01E09, S01E16, S01E21",
大抵,たいてい,"1. mostly, ordinarily, usually, generally<br>2. probably<br>3. most, almost all<br>4. ordinary<br>5. proper, appropriate, moderate",N3,6,<b>大抵</b>の高校生は そのことで頭がいっぱいだ,Most high school students are preoccupied with that.,"S01E01, S01E02, S01E17, S01E19, S01E20, S01E22",
一番,いちばん,"1. number one, first, first place<br>2. best, most<br>3. game, round, bout<br>4. as a test, as an experiment, by way of experiment, by way of trial, tentatively<br>5. song (e.g. in noh), piece",N3,6,君を世界で<b>一番</b>愛しているのは この僕だよ！,I am the one who loves you the most in the world!,"S01E01, S01E02, S01E09, S01E23",
なめる,なめる,"1. to lick, to lap, to suck<br>2. to taste<br>3. to experience (esp. a hardship)<br>4. to look down on (someone), to make fun of, to put down, to treat with contempt, to underestimate<br>5. to lick (at; of flames), to burn",Unlabeled,6,僕が上司の靴 ペロペロ<b>なめ</b>て 稼いだ金だぞ！,That's the money I earned by licking my boss's shoes!,"S01E01, S01E04, S01E07, S01E10, S01E23",
久留美,久留美,Kurumi,Unlabeled,6,<b>久留美</b>が小さいころは よく行ったわね,We used to go there often when Kurumi was little.,"S01E01, S01E19",
そのまま,そのまま,"1. without change, as is<br>2. just like, extremely similar<br>3. immediately, just after, without a pause",N3,6,人そのものに触れた場合 そいつの感覚を<b>そのまま</b>体験できる,"When you touch a person, you can experience the feeling of that person.","S01E01, S01E04, S01E05, S01E15, S01E18",
のぞく,のぞく,"1. to remove, to eliminate, to eradicate<br>2. to exclude, to except",Unlabeled,6,さらに ミルクとの出会いで また違った顔を<b>のぞか</b>せる,"Furthermore, a different face appears when encountering milk.","S01E01, S01E04, S01E12, S01E24",
すっ,すっ,"1. most, much, greatly",Unlabeled,6,すぐ振り込みに行きま<b>すっ</b>！,I'll transfer the money right away!,"S01E01, S01E08, S01E11, S01E15, S01E17, S01E22",
解放,かいほう,"1. release, unleashing, liberation, emancipation, setting free<br>2. deallocation (of computer memory)",N2,6,俺が あの力を<b>解放</b>すれば 一瞬でチリと化すだろうがな,"If I released that power, it would turn to dust in an instant.","S01E01, S01E06, S01E10, S01E17, S01E21, S01E24",
イヤ,いや,"1. disagreeable, detestable, unpleasant, reluctant",Unlabeled,6,もう<b>イヤ</b>！ 嫌いよ！,I don't like it anymore! I hate it!,"S01E01, S01E13, S01E22",
スイーツ,スイーツ,"1. sweets (desserts, candy, etc.)",Unlabeled,6,さまざまな<b>スイーツ</b>と 相性が抜群で,Goes great with a variety of sweets,"S01E01, S01E13, S01E20",
絡む,からむ,"1. to entangle, to entwine<br>2. to pick a quarrel, to find fault<br>3. to be involved with, to be influenced by, to develop a connection with",N1,6,やはり照橋さんが<b>絡む</b>と ろくなことにならないな,"After all, if Teruhashi-san gets involved, things won't turn out so well.","S01E01, S01E10, S01E13, S01E17, S01E22",
すら,しゅら,"1. Asura, demigod, anti-god, titan, demigods that fight the Devas (gods) in Hindu mythology<br>2. fighting, carnage, conflict, strife<br>3. sledge (for conveying large rocks, logs, etc.)<br>4. log slide, chute, flume",Unlabeled,6,息子の俺で<b>すら</b> 顔も ろくに見えねえ！,"Even my son, I can't even see his face very well!","S01E01, S01E17, S01E18, S01E23",
悪,あく,"1. evil, wickedness<br>2. (role of) the villain (in theatre, etc.), the bad guy",N1,6,僕の力を狙う<b>悪</b>の組織とかのほうが 何倍もマシだな,An evil organization aiming for my power would be many times better.,"S01E01, S01E08, S01E20, S01E24",
妄想,もうそう,"1. wild idea, delusion",Unlabeled,6,人というのは <b>妄想</b>中に声を送られると,"When a person receives a voice while delusional,","S01E01, S01E17, S01E24",
起こす,おこす,"1. to raise, to raise up, to set up, to pick up<br>2. to wake, to wake up, to waken, to awaken<br>3. to cause, to bring about, to lead to, to trigger, to give rise to, to create, to generate (e.g. heat, electricity), to produce<br>4. to start, to begin, to launch, to establish, to found, to set up, to open<br>5. to plough, to plow, to till<br>6. to fall ill with<br>7. to transcribe, to write down (what is spoken)<br>8. to turn over (a card)",N1,6,お前が問題を<b>起こし</b>て 学校に苦情の電話が届く度―,Every time you cause a problem and the school receives a complaint call...,"S01E01, S01E15, S01E18, S01E22",
仕業,しわざ,"1. deed (esp. negative), act, action, one's doing",Unlabeled,6,こんなの どう考えても 斉木さんの<b>仕業</b>でしょ!?,"No matter how you think about it, this is Saiki-san's doing, right?","S01E01, S01E06, S01E12, S01E14, S01E18, S01E23",
ァー,ァー,1. Ah (Auto-translated),Unlabeled,6,斉木さんが死んだ<b>ァー</b>！,Saiki-san is dead!,"S01E01, S01E04, S01E05, S01E08, S01E12, S01E18",
教室,きょうしつ,"1. classroom<br>2. department, laboratory<br>3. single-room school, small school",N5,6,予知能力で ヘビが<b>教室</b>に乱入するのが見えた,"With my precognitive powers, I saw a snake bursting into the classroom.","S01E01, S01E08, S01E10, S01E15, S01E20",
かむ,かむ,"1. to bite<br>2. to chew, to gnaw, to masticate<br>3. to fumble one's words (esp. during a play, broadcast, etc.), to falter with one's words, to stutter, to stammer<br>4. to crash against (e.g. of waves), to break onto (shore)<br>5. to engage (of cogs, zippers, etc.), to mesh, to fit together<br>6. to be involved in<br>7. to convince, to persuade",Unlabeled,6,特に どこを<b>かん</b>でくるか 分かるかな？,Do you know where to chew in particular?,"S01E01, S01E12, S01E24",
キャー,きゃっ,"1. yikes!, eek!, ouch!, blech<br>2. ook, eek<br>3. customer",Unlabeled,6,<b>キャー</b>！ んっ！,Kya! Huh!,"S01E01, S01E08, S01E10, S01E12, S01E15",
んっ,ん,"1. yes, yeah, uh huh<br>2. huh?, what?<br>3. 's, of, belonging to",Unlabeled,6,レモンサイダーアタック！ れも<b>んっ</b>！,Lemon cider attack! Lemon!,"S01E01, S01E05, S01E07, S01E11, S01E13",
鼻,はな,1. nose,N5,6,だけど私は 美少女であることを <b>鼻</b>にかけたりしない,But I don't boast about being a beautiful girl.,"S01E01, S01E06, S01E14, S01E17",
つまる,つまる,"1. to be packed (with), to be full (space, schedule, etc.)<br>2. to be blocked (road, pipe, nose, etc.), to be clogged, to be plugged up<br>3. to shorten (width, interval, etc.), to shrink (shirt, word form, etc.), to narrow<br>4. to be at a loss, to be hard pressed<br>5. to end up, to be settled<br>6. to become a geminate consonant<br>7. to hit the ball near the handle of the bat",Unlabeled,6,<b>つまら</b>んことに 時間を取られてしまった,My time was wasted on boring things,"S01E01, S01E10, S01E13, S01E19, S01E24",
出会う,であう,"1. to meet (by chance), to come across, to run across, to encounter, to happen upon<br>2. to meet (e.g. of rivers, highways, etc.)<br>3. to emerge and engage (an enemy)",N3,6,<b>出会う</b>女性に片っ端から モテまくった男なんです！,He is a man who is popular with every woman he meets!,"S01E01, S01E09, S01E10, S01E17, S01E24",
認める,したためる,"1. to write (e.g. a letter), to draw up (a document), to take down (e.g. notes)<br>2. to have (lunch, dinner, etc.), to eat",N3,6,自他ともに<b>認める</b> 完璧絶対的美少女である,"She is a perfect, absolutely beautiful girl that both herself and others recognize.","S01E01, S01E03, S01E14, S01E18, S01E24",
後ろ,うしろ,"1. back, behind, rear",N5,6,しゅっせき番号順に <b>後ろ</b>に並んでくれ！,Please line up at the back in order of your ticket number!,"S01E01, S01E05, S01E11, S01E16, S01E18, S01E21",
