Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
天気,てんき,"1. weather, the elements<br>2. fair weather, fine weather",N5,6,<b>天気</b>のいい日はいい気分です あ でも新しい傘を買ってもらったから 雨もいいかもしれないです,"I feel great on sunny days, but I bought a new umbrella, so rain might be nice too.","Episode 05 - Summer Break, Episode 06 - Sports Fest, Episode 12 - Chiyo-chans Day, Episode 19 - One Spring Night, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 12 - Chiyo-chans Day_00_03_18_000.jpg"">"
親,おや,"1. parent, parents, mother and father<br>2. dealer (in cards, mahjong, etc.), banker<br>3. founder, inventor<br>4. (pet) owner<br>5. key, parent (organization), main<br>6. ancestor, forefather",N4,6,いやうちは<b>親</b>が猫とかダメだから,"No, we don't like having cats as parents.","Episode 05 - Summer Break, Episode 09 - Miss Sakaki, Episode 14 - The Ocean Kimonos and Party, Episode 20 - 3rd Year, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 09 - Miss Sakaki_00_03_36_000.jpg"">"
落ちる,おちる,"1. to fall down, to drop, to fall (e.g. rain), to sink (e.g. sun or moon), to fall onto (e.g. light or one's gaze), to be used in a certain place (e.g. money)<br>2. to be omitted, to be missing<br>3. to decrease, to sink<br>4. to fail (e.g. exam or class), to lose (contest, election, etc.)<br>5. to crash, to degenerate, to degrade, to fall behind<br>6. to become indecent (of a conversation)<br>7. to be ruined, to go under<br>8. to fade, to come out (e.g. a stain), to come off (e.g. makeup), to be removed (e.g. illness, possessing spirit, name on a list)<br>9. to fall (into someone's hands), to become someone's possession<br>10. to fall (into a trap), to fall (for a trick)<br>11. to give in, to give up, to confess, to flee<br>12. to fall, to be defeated, to surrender<br>13. to come to (in the end), to end in<br>14. to fall (in love, asleep, etc.)<br>15. to swoon (judo)<br>16. to consent, to understand<br>17. to go down (of a website, server, etc.), to crash<br>18. to log out (of an online game, chat room, etc.), to drop out, to leave, to go offline<br>19. to die<br>20. to move to the depths<br>21. to go down (of a website, server, etc.)",N1,6,2つとも<b>落ち</b>てしまいました,Both fell down,"Episode 05 - Summer Break, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 25 - Onwards Entrance Exams_00_21_03_000.jpg"">"
気合い,きあい,"1. (fighting) spirit, motivation, effort<br>2. shout (for getting in the right mood to deal with something, etc.), cheer, yell<br>3. kiai, short shout when performing an attacking move",Unlabeled,6,さあ<b>気合い</b>を入れるのよ 妥当二組 狙うは優勝,"Now let's get fired up, two reasonable teams, the aim is to win.","Episode 05 - Summer Break, Episode 06 - Sports Fest, Episode 15 - Sports Fest 2nd Year, Episode 19 - One Spring Night","<img src=""Azumanga Daioh - Episode 15 - Sports Fest 2nd Year_00_02_57_000.jpg"">"
乗れる,のりおくれる,"1. to miss (a train, bus, etc.)<br>2. to fail to keep up with (e.g. the times), to be left behind by",Unlabeled,6,海といえば私、イルカに<b>乗れ</b>たいんや,"Speaking of the ocean, I want to ride a dolphin.","Episode 05 - Summer Break, Episode 06 - Sports Fest, Episode 07 - Culture Fest, Episode 14 - The Ocean Kimonos and Party","<img src=""Azumanga Daioh - Episode 05 - Summer Break_00_13_07_000.jpg"">"
てー,て,"1. hand, arm<br>2. forepaw, foreleg<br>3. handle<br>4. hand, worker, help<br>5. trouble, care, effort<br>6. means, way, trick, move, technique, workmanship<br>7. hand, handwriting<br>8. kind, type, sort<br>9. one's hands, one's possession<br>10. ability to cope<br>11. hand (of cards)<br>12. direction<br>13. move (in go, shogi, etc.)",Unlabeled,6,はーい、通し<b>てー</b>!道開けてー!,"Yes, let me through! Open the way!","Episode 05 - Summer Break, Episode 06 - Sports Fest, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 23 - Last Sports Fest_00_11_42_000.jpg"">"
燃える,もえる,"1. to burn, to get fired up",N3,6,<b>燃える</b>燃えるぜ!今年はやるぜ!,"Burn, burn! Let's do it this year!","Episode 06 - Sports Fest, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 23 - Last Sports Fest_00_05_48_000.jpg"">"
おく,おく,"1. inner part, inside, interior, depths (e.g. of a forest), back (of a house, drawer, etc.), bottom (e.g. of one's heart), recesses, heart",Unlabeled,6,短距離から中距離 マラソン 果ては幅飛び ハイジャンプに 玉入れ 騎馬戦 全てに<b>おい</b>て 一頭賞を狙うのさ,"From short distances to medium distances, marathons, long jumps, high jumps, ball races, and cavalry battles, I aim for the top prize in everything.","Episode 06 - Sports Fest, Episode 10 - We are 2nd Year Students, Episode 15 - Sports Fest 2nd Year, Episode 16 - Culture Fest 2nd Year, Episode 21 - School Trip, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 06 - Sports Fest_00_03_05_000.jpg"">"
アンパン,あんパン,"1. anpan, bread roll filled with red bean paste<br>2. paint thinner (as an inhalant)",Unlabeled,6,いや、さっきの失敗を教訓にして、<b>アンパン</b>と紐を用意した,"No, I learned from my previous mistake and prepared an anpan bread and a string.","Episode 06 - Sports Fest, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 23 - Last Sports Fest_00_03_37_000.jpg"">"
競技,きょうぎ,"1. game, match, contest",N3,6,今年は<b>競技</b>一新されるみたいですよ,Looks like the competition will be renewed this year.,"Episode 06 - Sports Fest, Episode 15 - Sports Fest 2nd Year, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 23 - Last Sports Fest_00_02_11_000.jpg"">"
逆転,ぎゃくてん,"1. (sudden) change, reversal, turn-around, coming from behind (baseball)",N1,6,それにそれは<b>逆転</b>ホームランじゃないです,And that's not a come-from-behind home run.,"Episode 06 - Sports Fest, Episode 16 - Culture Fest 2nd Year","<img src=""Azumanga Daioh - Episode 16 - Culture Fest 2nd Year_00_06_18_000.jpg"">"
参加,さんか,"1. participation, joining, entry, adherence",N3,6,なんで10キロマラソン全員<b>参加</b>な ファンクイ競争はあらへんの,Why does everyone participate in the 10km marathon? Isn't there a funky competition?,"Episode 06 - Sports Fest, Episode 15 - Sports Fest 2nd Year, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 15 - Sports Fest 2nd Year_00_03_53_000.jpg"">"
田竹,田竹,Tatake,Unlabeled,6,<b>田竹</b>知さんは人ができてますから怒ることはないんです,"Mr. Tatakechi is a good person, so he doesn't get angry.",Episode 07 - Culture Fest,"<img src=""Azumanga Daioh - Episode 07 - Culture Fest_00_07_22_000.jpg"">"
噛む,かむ,"1. to bite<br>2. to chew, to gnaw, to masticate<br>3. to fumble one's words (esp. during a play, broadcast, etc.), to falter with one's words, to stutter, to stammer<br>4. to crash against (e.g. of waves), to break onto (shore)<br>5. to engage (of cogs, zippers, etc.), to mesh, to fit together<br>6. to be involved in<br>7. to convince, to persuade",N4,6,ご飯はよく<b>噛ん</b>で食べないとダメだ,It's no good if you don't chew your rice thoroughly before eating.,"Episode 07 - Culture Fest, Episode 11 - Kagura and Sakaki, Episode 16 - Culture Fest 2nd Year, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 11 - Kagura and Sakaki_00_08_00_000.jpg"">"
小さい,ちいさい,"1. small, little, tiny<br>2. slight, below average (in degree, amount, etc.), minor, small<br>3. low (e.g. sound), soft (e.g. voice)<br>4. unimportant, petty, insignificant, trifling, trivial<br>5. young, juvenile",N5,6,私一年生にかわいいとか<b>小さい</b>とか子供だとか言われたくないんです,"I don't want my first graders to be told that I'm cute, small, or childish.","Episode 07 - Culture Fest, Episode 09 - Miss Sakaki, Episode 10 - We are 2nd Year Students, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 10 - We are 2nd Year Students_00_14_37_000.jpg"">"
すっごい,すごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)<br>4. awfully, very, immensely",Unlabeled,6,昨日私が洗おうとしたら<b>すっごく</b>暴れたんですよ,"Yesterday when I tried to wash it, it got really violent.","Episode 07 - Culture Fest, Episode 10 - We are 2nd Year Students, Episode 17 - End of 2nd Semester and Christmas, Episode 22 - Entrance Exams Study, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 24 - Yamamayaa_00_20_36_000.jpg"">"
サンキュー,サンキュー,1. thank you,N1,6,<b>サンキュー</b>,Thank you,"Episode 07 - Culture Fest, Episode 09 - Miss Sakaki, Episode 13 - Exams, Episode 17 - End of 2nd Semester and Christmas, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 07 - Culture Fest_00_15_14_000.jpg"">"
当たる,あたる,"1. to be hit, to strike<br>2. to touch, to be in contact, to be affixed<br>3. to be equivalent to, to be applicable, to apply to<br>4. to be right on the money (of a prediction, criticism, etc.)<br>5. to be selected (in a lottery, etc.), to win<br>6. to be successful, to go well, to be a hit<br>7. to face, to confront<br>8. to lie (in the direction of)<br>9. to undertake, to be assigned<br>10. to be stricken (by food poisoning, heat, etc.), to be afflicted<br>11. to be called on (e.g. by a teacher)<br>12. to treat (esp. harshly), to lash out at<br>13. to be unnecessary<br>14. to be hitting well, to be on a hitting streak<br>15. to feel a bite (in fishing)<br>16. (of fruit, etc.) to be bruised, to spoil<br>17. to feel (something) out, to probe into, to check (i.e. by comparison)<br>18. to shave<br>19. to be a relative of a person, to be a ... in relation to ..., to stand in a relationship",N3,6,はいはい人に<b>当たら</b>ない,"Yes, yes, it doesn't hit people.","Episode 07 - Culture Fest, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party","<img src=""Azumanga Daioh - Episode 13 - Exams_00_13_15_000.jpg"">"
焼く,やく,"1. to burn<br>2. to roast, to broil, to grill, to bake, to toast, to barbecue<br>3. to heat, to heat up<br>4. to make (charcoal, pottery, bricks, etc.), to bake, to fire, to burn<br>5. to tan (i.e. suntan), to burn<br>6. to print (a photo), to burn (an optical disc)<br>7. to be jealous of, to be envious of, to envy",N4,6,それでは、このぬいぐるみ全部<b>焼こう</b>か,"Now, let's bake all these stuffed animals.","Episode 07 - Culture Fest, Episode 09 - Miss Sakaki, Episode 14 - The Ocean Kimonos and Party, Episode 22 - Entrance Exams Study","<img src=""Azumanga Daioh - Episode 07 - Culture Fest_00_19_30_000.jpg"">"
お世話,おせわ,"1. help, aid, assistance",Unlabeled,6,娘がいつも<b>お世話</b>になっております,My daughter always takes care of me.,"Episode 08 - New Years Dream Special, Episode 17 - End of 2nd Semester and Christmas, Episode 20 - 3rd Year, Episode 23 - Last Sports Fest, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 08 - New Years Dream Special_00_13_18_000.jpg"">"
こんにちは,こんにちは,"1. hello, good day, good afternoon",N3,6,<b>こんにちは</b> 勉強教えてくれ 坂木さんもしてますよ えー そうなんだ,"Hello, please teach me your studies. Mr. Sakaki also does this. Yeah, that's right.","Episode 09 - Miss Sakaki, Episode 20 - 3rd Year, Episode 21 - School Trip, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 25 - Onwards Entrance Exams_00_04_46_000.jpg"">"
大会,たいかい,"1. mass meeting, convention, rally, conference, assembly, gathering<br>2. tournament, competition, contest, meet<br>3. grand event",N3,6,体育祭もマラソン<b>大会</b>も球技大会も,"Sports festivals, marathon tournaments, ball game tournaments, etc.","Episode 09 - Miss Sakaki, Episode 10 - We are 2nd Year Students, Episode 13 - Exams","<img src=""Azumanga Daioh - Episode 10 - We are 2nd Year Students_00_09_04_000.jpg"">"
失敗,しっぱい,"1. failure, mistake, blunder",N4,6,いや、さっきの<b>失敗</b>を教訓にして、アンパンと紐を用意した,"No, I learned from my previous mistake and prepared an anpan bread and a string.","Episode 09 - Miss Sakaki, Episode 12 - Chiyo-chans Day, Episode 19 - One Spring Night, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 23 - Last Sports Fest_00_03_37_000.jpg"">"
ちっちゃい,ちいさい,"1. small, little, tiny<br>2. slight, below average (in degree, amount, etc.), minor, small<br>3. low (e.g. sound), soft (e.g. voice)<br>4. unimportant, petty, insignificant, trifling, trivial<br>5. young, juvenile",Unlabeled,6,こんな<b>ちっちゃい</b>子猫がたった一人で生きていけないでしょ,There's no way a tiny kitten like this could survive alone.,"Episode 10 - We are 2nd Year Students, Episode 12 - Chiyo-chans Day, Episode 19 - One Spring Night, Episode 20 - 3rd Year","<img src=""Azumanga Daioh - Episode 10 - We are 2nd Year Students_00_18_48_000.jpg"">"
昨日,きのう,1. yesterday,N5,6,ってなことがあってさ 大変だったよ <b>昨日</b>は,"Something like that happened yesterday, and it was tough.","Episode 11 - Kagura and Sakaki, Episode 12 - Chiyo-chans Day, Episode 17 - End of 2nd Semester and Christmas, Episode 20 - 3rd Year, Episode 21 - School Trip, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 11 - Kagura and Sakaki_00_03_26_000.jpg"">"
っぽい,っぽい,"1. -ish, -like",Unlabeled,6,去年までの私は髪を伸ばして 色<b>っぽく</b>っていう,"Until last year, I grew my hair long and said I looked sexy.","Episode 11 - Kagura and Sakaki, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 21 - School Trip, Episode 23 - Last Sports Fest, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 20 - 3rd Year_00_03_33_000.jpg"">"
ホームラン,ホームラン,1. home run,Unlabeled,6,それにそれは逆転<b>ホームラン</b>じゃないです,And that's not a come-from-behind home run.,"Episode 11 - Kagura and Sakaki, Episode 15 - Sports Fest 2nd Year, Episode 16 - Culture Fest 2nd Year","<img src=""Azumanga Daioh - Episode 16 - Culture Fest 2nd Year_00_06_18_000.jpg"">"
ノート,ノート,"1. notebook, copy-book, exercise book<br>2. note, noting down<br>3. (musical) note<br>4. notebook computer, laptop",N5,6,全然<b>ノート</b>とってなくて,I didn't take any notes at all.,Episode 13 - Exams,"<img src=""Azumanga Daioh - Episode 13 - Exams_00_09_54_000.jpg"">"
ボンクラーズ,ボンクラーズ,1. Boncraz (Auto-translated),Unlabeled,6,そもそも<b>ボンクラーズ</b>としては,"In the first place, as Boncraz",Episode 13 - Exams,"<img src=""Azumanga Daioh - Episode 13 - Exams_00_16_23_000.jpg"">"
発表,はっぴょう,"1. announcement, publication, presenting, statement, communique, making known, breaking (news story), expressing (one's opinion), releasing, unveiling",N3,6,日程はヨミの合格<b>発表</b>を前で,The date is before Yomi's announcement of the results.,"Episode 13 - Exams, Episode 25 - Onwards Entrance Exams, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 26 - Graduation Ceremony_00_15_48_000.jpg"">"
連れる,つれる,"1. to take (someone) with one, to bring along, to go with, to be accompanied by",N4,6,サカキさんが一人暮らしを始めたら<b>連れ</b>ていってください,Please take Sakaki with you when she starts living on her own.,"Episode 14 - The Ocean Kimonos and Party, Episode 19 - One Spring Night, Episode 21 - School Trip, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 24 - Yamamayaa_00_12_36_000.jpg"">"
結ぶ,むすぶ,"1. to tie, to bind, to link<br>2. to bear (fruit)<br>3. to close (e.g. deal), to confirm, to conclude<br>4. to connect (two distant places)<br>5. to close tightly, to purse (e.g. lips)<br>6. to unite (with), to ally, to join hands",N3,6,でも<b>結ぶ</b>と書いてあることが叶うってのもよく聞きます,"But I often hear that if you tie it, what is written will come true.","Episode 14 - The Ocean Kimonos and Party, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 25 - Onwards Entrance Exams_00_08_37_000.jpg"">"
だー,だ,"1. dui (one of the trigrams of the I Ching: swamp, west)",Unlabeled,6,そこは、ともが悪いん<b>だー</b>、とか突っ込んでくれよ,Please tell me that it's both your fault.,"Episode 15 - Sports Fest 2nd Year, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 23 - Last Sports Fest_00_07_45_000.jpg"">"
仕事,しごと,"1. work, job, labor, labour, business, task, assignment, occupation, employment<br>2. work",N5,6,まあね だけど<b>仕事</b>が増えただけでやることは変わんないわよ,"Well, just because I have more work to do, it doesn't change what I do.","Episode 16 - Culture Fest 2nd Year, Episode 19 - One Spring Night, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 19 - One Spring Night_00_10_29_000.jpg"">"
戻る,もどる,"1. to turn back (e.g. half-way)<br>2. to return, to go back<br>3. to recover (e.g. something lost), to be returned<br>4. to rebound, to spring back",N4,6,この10円はな なぜかどの自販機に入れても<b>戻っ</b>てきたんや,Why is this 10 yen returned no matter what vending machine I put it in?,"Episode 16 - Culture Fest 2nd Year, Episode 19 - One Spring Night, Episode 20 - 3rd Year, Episode 24 - Yamamayaa, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 25 - Onwards Entrance Exams_00_07_23_000.jpg"">"
パンダ,パンダ,1. panda,Unlabeled,6,私 実は<b>パンダ</b>って まだ実際に見たことないね,"Actually, I've never actually seen a panda.",Episode 17 - End of 2nd Semester and Christmas,"<img src=""Azumanga Daioh - Episode 17 - End of 2nd Semester and Christmas_00_03_44_000.jpg"">"
どれ,ドレ,Which one?,N5,6,焼けとる そんなに焼けとったら <b>どれ</b>くらい焼けとるかわからへんな,"If it burns off that much, I don't know how long it will burn off.","Episode 17 - End of 2nd Semester and Christmas, Episode 22 - Entrance Exams Study, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 22 - Entrance Exams Study_00_01_57_000.jpg"">"
壊す,こわす,"1. to break, to destroy, to demolish<br>2. to wreck, to ruin, to spoil, to damage<br>3. to break (a bill, etc.)",N4,6,そんなに納得されても困るが じゃあ車を<b>壊し</b>てばかりいる人は誰だ ゆかり先生 気持ちはわかるがそうじゃない,"It's hard to be so convinced, but then who is the person who keeps destroying cars? Yukari-sensei, I understand how you feel, but that's not the case.","Episode 17 - End of 2nd Semester and Christmas, Episode 23 - Last Sports Fest, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 25 - Onwards Entrance Exams_00_02_42_000.jpg"">"
カレー,カレー,1. curry (esp. Japanese curry)<br>2. rice and curry,N5,6,あ 私 食べてもハヤシと<b>カレー</b>がわからんことあるよ,"Ah, even if I eat it, there are times when I don't understand hash and curry.","Episode 19 - One Spring Night, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 19 - One Spring Night_00_07_31_000.jpg"">"
うこん,うこん,1. turmeric (Curcuma domestica),Unlabeled,6,<b>うこん</b>ちゃ,Ukoncha,Episode 21 - School Trip,"<img src=""Azumanga Daioh - Episode 21 - School Trip_00_21_31_000.jpg"">"
あちゃ,あっちゃ,"1. oops, uh oh, drats",Unlabeled,6,<b>あちゃ</b>あちゃあちゃあちゃあちゃあちゃ,Acha acha acha acha acha acha,Episode 22 - Entrance Exams Study,"<img src=""Azumanga Daioh - Episode 22 - Entrance Exams Study_00_07_58_000.jpg"">"
コタツ,こたつ,"1. kotatsu, table over an electric heater (orig. a charcoal brazier in a floor well) with a hanging quilt that retains heat",Unlabeled,6,ジオちゃん <b>コタツ</b>に入っていいな,"Geo-chan, it's nice to sit in the kotatsu.",Episode 24 - Yamamayaa,"<img src=""Azumanga Daioh - Episode 24 - Yamamayaa_00_16_17_000.jpg"">"
京,きょう,"1. imperial capital (esp. Kyoto)<br>2. final word of an iroha poem<br>3. 10^16, 10,000,000,000,000,000, ten quadrillion",Unlabeled,6,<b>京</b> 京 京 京ですか,Kyo Kyo Kyo Kyo?,Episode 25 - Onwards Entrance Exams,"<img src=""Azumanga Daioh - Episode 25 - Onwards Entrance Exams_00_08_10_000.jpg"">"
マンシャツ,マンシャツ,1. man shirt (Auto-translated),Unlabeled,6,あたしの<b>マンシャツ</b>がー!,My man shirt!,Episode 26 - Graduation Ceremony,"<img src=""Azumanga Daioh - Episode 26 - Graduation Ceremony_00_10_47_000.jpg"">"
くせ,くせ,"1. habit (often a bad habit, i.e. vice), tendency<br>2. peculiarity, idiosyncrasy, mannerism<br>3. crease, wrinkle, curl, kink",Unlabeled,5,ガキの<b>くせ</b>に勉強できるからって,"Because even though I'm a kid, I can study.","Episode 01 - Miss Yukari, Episode 04 - Pool Pool Pool, Episode 13 - Exams, Episode 15 - Sports Fest 2nd Year, Episode 16 - Culture Fest 2nd Year","<img src=""Azumanga Daioh - Episode 01 - Miss Yukari_00_05_25_000.jpg"">"
さてさて,さてさて,"1. well, now, then",Unlabeled,5,<b>さてさて</b>何ができるかな,Now what can I do?,"Episode 01 - Miss Yukari, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 01 - Miss Yukari_00_05_46_000.jpg"">"
なかなか,なかなか,"1. very, considerably, easily, readily, fairly, quite, highly, rather<br>2. by no means, not readily<br>3. middle, half-way point<br>4. excellent, wonderful, very good",N3,5,いや水着で授業も<b>なかなか</b>,"No, it's hard to attend class in a swimsuit.","Episode 01 - Miss Yukari, Episode 03 - Nyamo, Episode 11 - Kagura and Sakaki, Episode 13 - Exams","<img src=""Azumanga Daioh - Episode 03 - Nyamo_00_23_57_000.jpg"">"
やがる,やがる,Pejorative auxiliary verb (indicates contempt),Unlabeled,5,くそほとんど帰って<b>やがる</b>,"Damn, I'm almost home","Episode 01 - Miss Yukari, Episode 10 - We are 2nd Year Students, Episode 13 - Exams, Episode 14 - The Ocean Kimonos and Party, Episode 15 - Sports Fest 2nd Year","<img src=""Azumanga Daioh - Episode 10 - We are 2nd Year Students_00_18_00_000.jpg"">"
タイム,タイム,1. time<br>2. thyme<br>3. time out (e.g. in sport),N1,5,で<b>タイム</b>は,And the time is,"Episode 01 - Miss Yukari, Episode 17 - End of 2nd Semester and Christmas","<img src=""Azumanga Daioh - Episode 01 - Miss Yukari_00_16_02_000.jpg"">"
違い,ちがい,"1. difference, distinction, discrepancy<br>2. mistake, error",N3,5,東京と大阪で なんか<b>違い</b>があるのか,Are there any differences between Tokyo and Osaka?,"Episode 01 - Miss Yukari, Episode 06 - Sports Fest, Episode 13 - Exams, Episode 19 - One Spring Night","<img src=""Azumanga Daioh - Episode 06 - Sports Fest_00_02_36_000.jpg"">"
突っ込む,つきこむ,"1. to thrust (something) into (something), to cram, to stuff, to shove<br>2. to plunge into, to charge into, to rush into, to ram into, to crash into<br>3. to delve into (a matter), to go into depth, to get to the heart (of something)<br>4. to press (someone) about, to point out (e.g. an inconsistency), to question sharply, to grill<br>5. to get involved with, to meddle in, to poke one's nose into<br>6. to riposte, to retort, to quip",N2,5,そこは、ともが悪いんだー、とか<b>突っ込ん</b>でくれよ,Please tell me that it's both your fault.,"Episode 01 - Miss Yukari, Episode 13 - Exams, Episode 23 - Last Sports Fest","<img src=""Azumanga Daioh - Episode 23 - Last Sports Fest_00_07_45_000.jpg"">"
普通,ふつう,"1. normal, ordinary, regular, usual, common, average<br>2. normally, ordinarily, usually, generally, commonly<br>3. local train, train that stops at every station",N4,5,そんなに気を使って<b>普通</b>の言葉で喋らなくていいから,You don't have to be so careful when speaking in normal language.,"Episode 01 - Miss Yukari, Episode 03 - Nyamo, Episode 05 - Summer Break, Episode 13 - Exams, Episode 22 - Entrance Exams Study","<img src=""Azumanga Daioh - Episode 01 - Miss Yukari_00_19_08_000.jpg"">"
たこ焼き,たこやき,"1. takoyaki, octopus dumplings",Unlabeled,5,大阪人の弁当には<b>たこ焼き</b>が入ってるはずよ,Osaka people's lunch boxes should include takoyaki.,"Episode 01 - Miss Yukari, Episode 14 - The Ocean Kimonos and Party, Episode 16 - Culture Fest 2nd Year","<img src=""Azumanga Daioh - Episode 01 - Miss Yukari_00_19_58_000.jpg"">"
はず,はず,"1. should (be), bound (to be), expected (to be), must (be)<br>2. nock (of a bow)<br>3. nock (of an arrow)<br>4. nock-shaped grip (between thumb and forefinger)<br>5. wooden frame on the tip of the mast of a Japanese ship that prevents the hawser from falling out",N4,5,木村先生にも何かいいところがある<b>はず</b>よ,There must be something good about Kimura-sensei as well.,"Episode 01 - Miss Yukari, Episode 03 - Nyamo, Episode 20 - 3rd Year, Episode 22 - Entrance Exams Study, Episode 26 - Graduation Ceremony","<img src=""Azumanga Daioh - Episode 20 - 3rd Year_00_21_16_000.jpg"">"
くん,クン,Suffix for familiar names (Male),Unlabeled,5,あ そうや うちの近所にも 翔太<b>くん</b>っていう おませな男の子がおったけど それのすごいバージョンやね,"Ah, that's right, there was a boy named Shota-kun in my neighborhood who was a bit of a bitch, but this is a great version of him.","Episode 01 - Miss Yukari, Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 12 - Chiyo-chans Day, Episode 19 - One Spring Night","<img src=""Azumanga Daioh - Episode 02 - Osaka Day_00_02_54_000.jpg"">"
やっと,やっと,"1. at last, finally<br>2. barely, narrowly, just, by the skin of one's teeth",N4,5,<b>やっと</b>おいで,Finally come,"Episode 01 - Miss Yukari, Episode 07 - Culture Fest, Episode 16 - Culture Fest 2nd Year, Episode 19 - One Spring Night, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 16 - Culture Fest 2nd Year_00_17_28_000.jpg"">"
番組,ばんぐみ,"1. program (e.g. TV), programme",N4,5,トモちゃんとヨミさんです えーっと トモ 昨日頼んどいた<b>番組</b>録画しといてくれた あっ しまった 忘れてた,"This is Tomo-chan and Yomi-san. Erm, Tomo, they recorded the program I asked for yesterday. Oh, I forgot.","Episode 01 - Miss Yukari, Episode 12 - Chiyo-chans Day, Episode 19 - One Spring Night, Episode 25 - Onwards Entrance Exams","<img src=""Azumanga Daioh - Episode 12 - Chiyo-chans Day_00_06_45_000.jpg"">"
ぼーっと,ぼーっと,"1. in a daze, absent-mindedly, vacantly, abstractedly, blankly, idly<br>2. dimly, hazily, faintly, vaguely, indistinctly<br>3. with a roar (of flames), with a whoosh, flaring up",Unlabeled,5,自分では そうかな そんなに<b>ぼーっと</b>してるかなって思うんですけど,"I personally don't think so, but I wonder if I'm that absent-minded.","Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 04 - Pool Pool Pool","<img src=""Azumanga Daioh - Episode 02 - Osaka Day_00_03_19_000.jpg"">"
ゴキブリ,ごきぶり,1. cockroach,Unlabeled,5,こうコーヒー飲んどったら なんと中に<b>ゴキブリ</b>が うわあ 姉ちゃん どんないなとるんや それはお化け屋敷じゃないだろう,"When I drank this coffee, there was a cockroach inside. Wow, sister, what kind of thing are you talking about? It's probably not a haunted house.","Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 05 - Summer Break, Episode 16 - Culture Fest 2nd Year","<img src=""Azumanga Daioh - Episode 16 - Culture Fest 2nd Year_00_02_54_000.jpg"">"
小学生,しょうがくせい,"1. elementary school student, primary school student, grade school student",N2,5,せやけど このクラスには<b>小学生</b>がおる,"Unfortunately, there are elementary school students in this class.","Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 04 - Pool Pool Pool, Episode 22 - Entrance Exams Study, Episode 24 - Yamamayaa","<img src=""Azumanga Daioh - Episode 02 - Osaka Day_00_05_50_000.jpg"">"
よーい,よーい,"1. ready... (as in ""ready, go!"")",Unlabeled,5,<b>よーい</b> ドン,Okay Don,"Episode 02 - Osaka Day, Episode 02 - Osaka Day_retimed, Episode 11 - Kagura and Sakaki","<img src=""Azumanga Daioh - Episode 02 - Osaka Day_00_05_59_000.jpg"">"
