Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
終了,しゅうりょう,"1. end, close, termination",N2,17,イルカ先生に 任務<b>終了</b>祝いのラーメンおごってもらおうっと！,I'll have Iruka-sensei buy me some ramen to celebrate the end of my mission!,"E006, E007, E019, E025, E027, E033, E035, E037, E047, E051, E061, E073, E087, E088, E098, E115",
カ,か,1. mosquito,Unlabeled,17,バ～<b>カ</b> やっと尻尾を出しやがったな この野郎｡,"Stupid, you finally showed your tail, you bastard.","E006, E013, E022, E031, E035, E036, E038, E053, E059, E093, E097, E125, E133",
しかたない,しかたない,"1. there's no (other) way<br>2. cannot be helped, unavoidable, inevitable, (there's) nothing one can do, having no choice<br>3. it's no use (doing), pointless, useless, no good, insufficient, not enough<br>4. hopeless (person), annoying, troublesome, awful<br>5. cannot stand it, unbearable, cannot help (doing, feeling), dying (to do)",Unlabeled,17,まっ <b>しかたない</b>ですね護衛を続けましょ｡,I have no choice but to continue escorting her.,"E007, E023, E031, E065, E077, E082, E089, E093, E099, E124, E126, E132, E135",
残す,のこす,"1. to leave (behind)<br>2. to leave (undone), to not finish<br>3. to save, to set aside, to reserve<br>4. to leave (to someone, esp. after one's death), to bequeath<br>5. to stay (in the ring), to hold on",N3,17,そんな男がこんなものを<b>残し</b>て自殺するとは考えづらい｡,It's hard to imagine that such a man would commit suicide and leave something like this behind.,"E008, E009, E025, E033, E048, E060, E062, E063, E068, E072, E077, E080, E087, E110, E115, E129",
申,申,Shin,Unlabeled,17,印は ｢亥 戌 酉 <b>申</b> 未｣｡,"The seal is ``Pig, Dog, Rooster, Shen Wei.''","E009, E053, E054, E066, E067, E078",
下手,したて,"1. humble position, inferior<br>2. underarm grip on opponent's belt",N5,17,彼はチャクラを練るのがちょっと<b>下手</b>です｡,He's a little bad at training chakra.,"E010, E013, E021, E024, E027, E028, E052, E057, E070, E071, E075, E076, E085, E108, E132",
おぉ,おぉ,1. Oh (Auto-translated),Unlabeled,17,<b>おぉ</b>！ 今まででいちばん察しがいいのう｡,Oh! This is the best guess I've ever had.,"E010, E014, E018, E019, E022, E053, E054, E089, E091, E092, E098, E102, E103, E133",
いやぁ,いや,"1. oh, oh my, oh dear, wow<br>2. well, ..., er ..., why, ...",Unlabeled,17,橋って<b>いやぁ</b>この橋にも名前を付けんとなぁ｡,I think we should give this bridge a name.,"E010, E012, E019, E036, E056, E081, E082, E085, E086, E088, E089, E101, E102, E129",
神,かみ,"1. god, deity, divinity, spirit, kami<br>2. incredible, fantastic, amazing<br>3. Emperor (of Japan)<br>4. thunder",N3,17,かつては 忍の<b>神</b>とまでうたわれた あなたですら,"Even you, who was once hailed as the god of ninja,","E011, E071, E104, E105, E106, E107, E108, E109, E110, E111, E112, E113, E114, E115, E118, E126",
わが,わが,"1. my, our, one's own",Unlabeled,17,なに <b>わが</b>里の忍の質を大名たちに見せつけるには,How do I show off the quality of my village's ninja to the feudal lords?,"E011, E037, E041, E057, E063, E076, E079, E085, E086, E096, E098, E106, E107, E119, E133",
十分,じっぷん,1. 10 minutes,N4,17,でも君はもう<b>十分</b> 強そうに見えますよ｡,But you look strong enough.,"E012, E027, E032, E039, E045, E051, E063, E070, E079, E090, E096, E104, E121, E125",
クソ,くそ,"1. damn, damn it, shit, crap<br>2. feces, excrement, dung<br>3. damn, damned, blasted, stupid<br>4. very, extremely, really<br>5. terrible, awful, shit, crap<br>6. a lot<br>7. negligible, insignificant, not mattering at all, counting for nothing, hardly worth consideration, out of the question",Unlabeled,17,お前ら安心し過ぎ｡ <b>クソ</b>忍者どもめ！,You guys are too safe. You damn ninjas!,"E013, E015, E016, E019, E022, E023, E031, E034, E053, E058, E059, E060, E065",
鏡,かがみ,"1. mirror, looking-glass<br>2. barrel head<br>3. page added at the beginning of a document mentioning its purpose, date, author, etc.<br>4. mirror-shaped mochi",N4,17,とにかく この<b>鏡</b>がヤツの攻撃の要であることは,"Anyway, this mirror is the key to his attack.","E013, E014, E015, E026",
若い,わかい,"1. young, youthful<br>2. immature, green<br>3. low (number), small",N5,17,ここはひとつ <b>若い</b>連中どうしが,"There's only one place here, young people","E014, E054, E056, E060, E072, E074, E086, E096, E097, E129, E130, E131, E132, E133, E134, E135",
自由,じゆう,"1. freedom, liberty",N4,17,俺は超音波と空気圧を<b>自由</b>に操り,I can freely manipulate ultrasound and air pressure,"E014, E021, E023, E032, E038, E058, E062, E063, E064, E109, E118, E120, E121, E126",
避ける,さける,"1. to avoid (physical contact with)<br>2. to avoid (situation)<br>3. to ward off, to avert<br>4. to put aside, to move out of the way",N3,17,負担を<b>避けよう</b>と九尾の力を拒絶しているはず》,He must have rejected the Kyuubi's power to avoid the burden.,"E019, E025, E028, E035, E037, E046, E056, E060, E061, E068, E074, E111, E115, E117, E124, E125",
リーダー,リーダー,"1. leader<br>2. reader, reading book<br>3. reader (i.e. someone who reads)<br>4. microreader<br>5. dotted line (in printing), leaders, ellipsis mark",Unlabeled,17,〈それでも<b>リーダー</b>か？〉〈しかし この状況は,"<Are you still a leader? 〉〈However, this situation","E020, E021, E026, E040, E065, E081, E110, E111, E112, E118",
結界,けっかい,"1. (fixing) boundaries for religious practices<br>2. prohibition (of items, people, spirits, etc. that would hinder Buddhist practice)<br>3. fence between inner and outer sanctums in a temple<br>4. short two or three-fold lattice around the front desk of a store<br>5. barrier, dimensional barrier, containment zone, containment barrier, mystical barrier",Unlabeled,17,<b>結界</b>は破ったんだ！俺らでも やれるぜ！,The barrier has been broken! We can do it too!,"E021, E068, E069, E080, E111, E112, E113",
ハハ,ハハ,1. Haha (entertainer),Unlabeled,17,お～！ なっ 百発百中だ！<b>ハハ</b>～！,Oh! It's a 100 out of 100! Haha~!,"E027, E035, E039, E044, E045, E052, E056, E057, E067, E081, E083, E086, E100, E135",
ちょうど,ちょうど,"1. exactly, precisely, just, right<br>2. as if, as though, quite",N5,17,<b>ちょうど</b>いい わしもお前たちに話がある｡,That's fine. I also have something to say to you guys.,"E027, E035, E036, E038, E044, E051, E067, E082, E085, E086, E089, E096, E097, E107, E120, E134",
行動,こうどう,"1. action, conduct, behaviour, behavior, mobilization, mobilisation",N3,17,<b>行動</b>距離は日を追うごとに長くなり,The distance traveled increases with each passing day.,"E027, E034, E035, E038, E046, E067, E069, E070, E081, E091, E100, E102, E110, E121, E122, E126",
獲物,えもの,"1. prey, catch, kill, game<br>2. spoils, trophy, loot, plunder",N1,17,<b>獲物</b>が捕食者に期待できるのは,What can prey expect from a predator?,"E027, E028, E029, E031, E032, E034, E040, E073, E074, E075, E112, E122",
くそっ,くそ,"1. damn, damn it, shit, crap<br>2. feces, excrement, dung<br>3. damn, damned, blasted, stupid<br>4. very, extremely, really<br>5. terrible, awful, shit, crap<br>6. a lot<br>7. negligible, insignificant, not mattering at all, counting for nothing, hardly worth consideration, out of the question",Unlabeled,17,<b>くそっ</b>！ 放せ！ 放せ！おとなしくしな！,Damn it! Let go! Let go! Be quiet!,"E029, E078, E094, E096, E097, E105, E106, E118, E119, E120, E121, E129, E130, E132",
取って置き,とっておき,"1. reserve, spare<br>2. treasured, valued<br>3. (ace) up one's sleeve, trump",Unlabeled,17,〈そう 僕には<b>取って置き</b>のあれがある！〉,"〈Yes, I have something special! 〉","E044, E045, E049, E050, E053, E058, E059, E067, E072, E073, E112, E113",
勝利,しょうり,"1. victory, triumph, conquest, success, win",N1,17,テマリを捕獲した時点でこの<b>勝利</b>は確定したも同然｡,"As soon as Temari was captured, this victory was guaranteed.","E050, E065, E076, E090, E100, E104, E105, E106, E107, E108, E109, E110, E111, E112, E113, E114, E115",
魂,たましい,"1. soul, spirit",N1,17,お前の<b>魂</b>を抜き出すまではな！,Not until I extract your soul!,"E051, E071, E073, E074, E075, E079, E119, E135",
スケベ,すけべえ,"1. lewdness, lewd person, lecher",Unlabeled,17,わしは ただの<b>スケベ</b>ではない！,I'm not just a lewd person!,"E051, E052, E053, E083",
憎しみ,にくしみ,1. hatred,N1,17,<b>憎しみ</b>と殺意でつながる,Connected by hatred and murderous intent,"E058, E061, E062, E073, E074, E075, E076, E085, E107, E108, E128, E129",
立ち止まる,たちどまる,"1. to stop (in one's tracks), to come to a stop, to halt, to pause, to stand still",N2,17,♬ <b>立ち止まっ</b>た肩に,♬ On my stopped shoulders,"E090, E091, E092, E093, E094, E095, E096, E097, E098, E099, E100, E101, E102, E103, E126",
笛,ふえ,"1. flute, fife, pipe, recorder, flageolet, shakuhachi, clarinet<br>2. whistle",N3,17,手っとり早いのは<b>笛</b>の音を止めちまうことだが,The quickest thing to do is to stop the whistle.,"E120, E121, E122, E125",
英雄,えいゆう,"1. hero, heroine, great person<br>2. Eroica Symphony (Beethoven, 1804)<br>3. Heroic Polonaise (Chopin)",N1,16,四代目は里の者たちにナルトを<b>英雄</b>として,The fourth generation made Naruto a hero to the people of the village.,"E001, E002, E005, E011, E018, E026, E073, E080",
ちっと,いっすん,"1. one sun (approx. 3.03 cm)<br>2. little bit (of time, distance, etc.)",Unlabeled,16,<b>ちっと</b>柄にもなく落ち込んでたけど,I was feeling a little uncharacteristically depressed.,"E001, E008, E027, E028, E055, E056, E058, E059, E076, E086, E087, E088, E092",
連れ戻す,つれもどす,1. to bring back,Unlabeled,16,〈意地でも<b>連れ戻し</b>てとっとと遅れを,"<I'll take you back even if I want to, and I'll be late.","E001, E074, E102, E109, E110, E111, E112, E115, E123, E127, E128, E135",
ござる,ござる,1. to be,Unlabeled,16,１名は ここにいませんがおめでとう<b>ござい</b>ます｡,"One person is not here, but congratulations.","E002, E009, E026, E037, E051, E052, E057, E060, E061, E088, E097, E099, E100, E102, E130",
オッス,オッスッチョ,1. Ossuccio,Unlabeled,16,では これから修業を始める｡ <b>オッス</b>！,Now let's start training. Ossu!,"E002, E010, E022, E048, E049, E057, E065, E100",
浮かれる,うかれる,"1. to make merry, to be festive",Unlabeled,16,認めさせてやるってもう<b>浮かれ</b>っ放しで｡,I'm so excited that I'll admit it.,"E002, E062, E097, E116, E117, E118, E119, E120, E121, E122, E123, E124, E125, E126, E127, E128",
倒せる,倒せる,1. Can be defeated (Auto-translated),Unlabeled,16,もちろん それで再不斬を<b>倒せる</b>とは思ってなかったけど,"Of course, I didn't think I could defeat Saifuzan with that.","E002, E008, E009, E015, E033, E042, E049, E066, E082, E106, E113, E116",
ことし,ことし,1. this year,Unlabeled,16,サスケ君に こんな<b>ことし</b>といて何が｢戦いたい｣よ！,What's the point in wanting to fight if you're doing this to Sasuke-kun?,"E003, E021, E022, E023, E025, E031, E035, E039, E043, E044, E069, E070, E102, E118",
組む,くむ,"1. to cross (legs or arms), to link (arms)<br>2. to put together, to construct, to assemble, to produce (e.g. TV program)<br>3. to braid, to plait<br>4. to grapple, to wrestle<br>5. to unite, to join, to link up, to form an alliance<br>6. to set (e.g. type)<br>7. to issue (e.g. money order)",N3,16,では まさか同盟各国が大蛇丸と<b>組ん</b>で,"Then, I never expected that allied countries would team up with Orochimaru.","E003, E026, E053, E055, E057, E064, E097, E105, E110, E112, E113, E114, E119",
クッソ,くっそ,"1. kousso (African flowering plant, Hagenia abyssinica), kosso, cusso, koso, brayera",Unlabeled,16,<b>クッソ</b>～ もう少しだったのに！,Shit~ I was almost there!,"E003, E013, E015, E016, E022, E031, E033, E048, E119",
そらす,そらす,"1. to turn away (one's eyes, face, etc.), to avert, to divert (e.g. one's attention), to evade (e.g. a question), to change (e.g. the subject)<br>2. to displease, to annoy, to offend, to upset<br>3. to miss (the target, ball, etc.)",Unlabeled,16,この戦いから 目を<b>そらさ</b>ずにしっかり見ておくことだ〉,Don't turn your eyes away from this battle and keep an eye on it.,"E003, E043, E084, E116, E117, E118, E119, E120, E121, E122, E123, E124, E125, E126, E127, E128",
飲む,のむ,"1. to drink, to gulp, to swallow, to take (medicine)<br>2. to smoke (tobacco)<br>3. to engulf, to overwhelm<br>4. to keep down, to suppress<br>5. to accept (e.g. demand, condition)<br>6. to make light of, to conceal",N5,16,のんきに酒<b>飲ん</b>でやがる～！,Let's drink alcohol carefree!,"E003, E004, E090, E091, E092, E097, E105, E123, E124",
変わり身,かわりみ,"1. change of attitude (stance, position)<br>2. lightness of foot, ability to dodge out of the way of an attack",Unlabeled,16,何!? <b>変わり身</b>だと！,What!? It’s a changeling!,"E004, E005, E006, E007, E013, E021, E030, E032, E035, E053, E069, E072, E074, E121",
声,こえ,"1. voice<br>2. singing (of a bird), chirping (of an insect), hoot<br>3. voice, opinion (as expressed in words), view, wish, attitude, will<br>4. sound<br>5. sense (of something's arrival), feeling<br>6. voice, voiced sound",N5,16,さらに俺になりきることで心の<b>声</b>を決めつける｡,"Furthermore, by becoming myself, I can decide what my inner voice is.","E005, E009, E015, E016, E031, E032, E042, E053, E065, E067, E086, E087, E099, E123, E132",
仕事,しごと,"1. work, job, labor, labour, business, task, assignment, occupation, employment<br>2. work",N5,16,下忍としての<b>仕事</b>は常に死がついて回ります＞,"As a genin, death is always a part of your job.","E005, E007, E008, E037, E046, E057, E061, E091, E099, E105, E108, E130",
同時,どうじ,"1. simultaneous, concurrent, same time, synchronous, together",N3,16,ナルトが影分身を解くと<b>同時</b>に,"As soon as Naruto releases his shadow clone,","E007, E009, E014, E030, E036, E037, E040, E043, E057, E058, E073, E075, E108, E115",
最大,さいだい,"1. biggest, greatest, largest, maximum",Unlabeled,16,それが この世の<b>最大</b>の苦しみであることを知っている目｡,Eyes that know that this is the greatest suffering in this world.,"E008, E024, E028, E035, E046, E054, E061, E075, E077, E089, E092, E117, E120, E121",
未,ひつじ,"1. the Sheep (eighth sign of the Chinese zodiac), the Ram, the Goat<br>2. hour of the Sheep (around 2pm, 1-3pm, or 2-4pm)<br>3. south-southwest<br>4. sixth month of the lunar calendar",N1,16,巳 亥 <b>未</b> 卯 戌 子 酉 午 巳！,"Snake, Pig, Rabbit, Dog, Rooster, Snake!","E009, E053, E054, E067, E072, E078",
わざわざ,わざわざ,"1. expressly, especially, taking the trouble (to do), going to the trouble of (doing), going out of one's way (to do)<br>2. intentionally, deliberately",Unlabeled,16,<b>わざわざ</b> そんなことをわしに報告していただかなくても｡,You don't have to go out of your way to report such things to me.,"E010, E017, E027, E029, E035, E037, E060, E065, E075, E078, E081, E089, E090, E126",
いまさら,いまさら,"1. now (when it is already much too late), at this stage<br>2. afresh, anew, again",Unlabeled,16,<b>いまさら</b> 何のつもりで現れたかは知らないが,I still don't know why you showed up.,"E010, E023, E030, E031, E037, E041, E063, E081, E082, E089, E094, E095, E103, E114, E132, E133",
うれしい,うれしい,"1. happy, glad, pleased, delighted, overjoyed<br>2. joyful, delightful, gratifying, pleasant",N4,16,それが こんなに<b>うれしく</b>て幸せだとは思ってもみなかった｡,I never thought I would be so happy and happy.,"E013, E017, E019, E042, E048, E068, E077, E100, E107, E128, E130, E132, E134",
きる,きる,"1. to cut, to cut through, to perform (surgery)<br>2. to sever (connections, ties)<br>3. to turn off (e.g. the light)<br>4. to terminate (e.g. a conversation), to hang up (the phone), to disconnect<br>5. to punch (a ticket), to tear off (a stub)<br>6. to open (something sealed)<br>7. to start<br>8. to set (a limit), to do (something) in less or within a certain time, to issue (cheques, vouchers, etc.)<br>9. to reduce, to decrease, to discount<br>10. to shake off (water, etc.), to let drip-dry, to let drain<br>11. to cross, to traverse<br>12. to criticize sharply<br>13. to act decisively, to do (something noticeable), to go first, to make (certain facial expressions, in kabuki)<br>14. to turn (vehicle, steering wheel, etc.)<br>15. to curl (a ball), to bend, to cut<br>16. to shuffle (cards)<br>17. to discard a tile<br>18. to dismiss, to sack, to let go, to expulse, to excommunicate<br>19. to dig (a groove), to cut (a stencil, on a mimeograph)<br>20. to trump<br>21. to cut (the connection between two groups) (in go)<br>22. to start a fire (with wood-wood friction or by striking a metal against stone)<br>23. to draw (a shape) in the air (with a sword, etc.)<br>24. to finish, to complete",Unlabeled,16,僕は やいばで心を殺し忍になり<b>きる</b>｡,I can kill my heart and become a ninja.,"E014, E015, E019, E052, E060, E070, E077, E078, E080, E083, E094, E126, E129",
デカい,でかい,"1. huge, big, gargantuan",Unlabeled,16,お前の中に初めから眠ってるど<b>デカい</b> もう一方のチャクラを,The other huge chakra has been sleeping inside you since the beginning.,"E016, E033, E034, E057, E062, E082, E083, E086, E097, E112, E113, E115",
まっすぐ,まっすぐ,"1. straight (ahead), direct, upright, erect<br>2. straightforward, honest, frank",N5,16,しかも 北の港には <b>まっすぐ</b>ナギ島に向かう海流がある｡,"Moreover, there is an ocean current heading straight towards Nagi Island in the northern port.","E019, E025, E044, E046, E047, E059, E062, E067, E091, E094, E095, E097, E103, E132, E135",
カンクロウ,カンクロウ,Kankurou,Unlabeled,16,《あの<b>カンクロウ</b>にいとも簡単に,《It was so easy for that Kankuro.,"E020, E021, E025, E040, E041, E048, E063, E070, E072, E073, E074, E080",
潰す,つぶす,"1. to smash, to crush, to flatten<br>2. to shut down, to put out of business, to force (a company) to close up shop<br>3. to wreck, to break, to block, to thwart<br>4. to butcher, to slaughter, to kill (livestock, for food)<br>5. to kill (time), to while away (the time), to use up (one's time)<br>6. to waste (e.g. talents)",N2,16,それに 木ノ葉を<b>潰さ</b>ないという約束までしたのに｡,And I even made a promise not to destroy Konoha.,"E021, E025, E031, E050, E053, E057, E089, E090, E091, E093, E096, E110, E122, E128",
隊長,たいちょう,1. commanding officer,Unlabeled,16,バカな<b>隊長</b>とただのカスどもになっちまうぞ！,You'll end up with a stupid captain and a bunch of scum!,"E021, E025, E113, E114, E119, E129, E135",
ぶっ飛ばす,ぶっとばす,"1. to knock (someone) to their feet, to knock down<br>2. to send flying, to strike, to fling, to fire<br>3. to drive away (one's sorrows, worries, etc.), to dispel<br>4. to drive at terrific speed, to barrel along",Unlabeled,16,〈おい ヒナタ！ 俺がこの陰険野郎を<b>ぶっ飛ばす</b>とこ,<Hey Hinata! I'm about to blow this sneaky bastard away.,"E023, E035, E036, E043, E051, E059, E062, E076, E077, E089, E119, E125, E135",
主役,しゅやく,"1. leading part, leading actor, leading actress",N2,16,〈当ったり前だ！俺が<b>主役</b>なんだから,<It's obvious! Because I'm the main character,"E026, E059, E060, E078, E079, E080, E081, E082, E083, E084, E085, E086, E087, E088, E089",
ギブアップ,ギブアップ,1. give up,Unlabeled,16,悪ぃが<b>ギブアップ</b>はできねえよ｡,Too bad I can't give up.,"E027, E040, E041, E042, E064, E065, E107, E113, E125",
勝者,しょうしゃ,"1. winner, victor",Unlabeled,16,え～ その<b>勝者</b>が第３の試験に進出できますね｡,"Well, the winner will advance to the third exam.","E038, E040, E041, E043, E045, E046, E050, E051, E062, E064, E065, E106",
経絡,けいらく,"1. meridian (e.g. in acupuncture), channel, one of the lines connecting vital points in the body<br>2. thread of connection, chain of reasoning",Unlabeled,16,<b>経絡</b>系とは血液を流す血管のように,The meridian system is like a blood vessel that carries blood.,"E046, E047, E049, E087, E095, E116, E120",
戦争,せんそう,"1. war<br>2. fighting, fierce competition",N4,16,<b>戦争</b>でも始めようと言うのか？,Are you trying to start a war?,"E057, E061, E063, E068, E079, E080, E082, E088, E091, E115, E123",
真ん中,まんなか,"1. middle, centre, center, midpoint, heart",N1,16,岩の裏の死角の的にもど<b>真ん中</b>だ｡,It's right in the middle of the blind spot behind the rock.,"E078, E079, E080, E081, E082, E083, E084, E085, E086, E087, E088, E089, E122, E124, E128",
手術,しゅじゅつ,"1. surgery, operation, procedure<br>2. skill with one's hands, sleight of hand",N3,16,はい <b>手術</b>に向けて体力作りも行ってます｡,"Yes, I am also working on building up my physical strength in preparation for the surgery.","E098, E099, E100, E107, E110, E111, E123, E124, E125",
ポーズ,ポーズ,1. pose<br>2. pause,N1,16,ナルト君がナイスガイな<b>ポーズ</b>で言ったんです｡,Naruto-kun said with a nice guy pose.,"E100, E104, E105, E106, E107, E108, E109, E110, E111, E112, E113, E114, E115, E123, E128",
授業,じゅぎょう,"1. lesson, class work, teaching, instruction",N5,15,きょうも<b>授業</b>はこれで終わりにする｡,This concludes today's lesson.,"E001, E041, E051, E056, E068, E069, E081, E088, E098, E130",
テスト,テスト,"1. examination, quiz, test<br>2. test, tryout, trial<br>3. rehearsal (in filming)",N5,15,遊びに見せかけて ＩＱ<b>テスト</b>をやらせたことがある ｡,I once had someone take an IQ test under the guise of fun.,"E001, E004, E018, E024, E025, E062, E064",
どの,ドノ,Which?,N5,15,んでよ 先代の<b>どの</b>火影をも超えてやるんだ！,"Come on, I'll surpass any previous Hokage!","E001, E007, E010, E013, E017, E020, E026, E034, E051, E054, E055, E063, E091",
足手,あしでまとい,"1. impediment, burden, encumbrance, hindrance, drag",Unlabeled,15,しかも これは<b>足手</b>まといになるだけです｡,And this will only serve as a hindrance.,"E001, E003, E005, E016, E029, E030, E031, E032, E069, E073, E102, E107, E127, E134",
まとい,まとい,1. battle standard decorated with hanging strips of paper or leather<br>2. fireman's standard (Edo period),Unlabeled,15,しかも これは足手<b>まとい</b>になるだけです｡,And this will only serve as a hindrance.,"E001, E003, E005, E016, E029, E030, E031, E032, E069, E073, E102, E107, E127, E134",
親,おや,"1. parent, parents, mother and father<br>2. dealer (in cards, mahjong, etc.), banker<br>3. founder, inventor<br>4. (pet) owner<br>5. key, parent (organization), main<br>6. ancestor, forefather",N4,15,<b>親</b>の敵に化けてまであいつをかばって 何になる？,What's the point of protecting him even if he becomes your parents' enemy?,"E001, E003, E017, E058, E084, E099, E109, E130, E133",
愛情,あいじょう,"1. love, affection",N3,15,母親としての<b>愛情</b>あの砂の中には,In that sand of love as a mother,"E001, E058, E076, E077, E080",
恐れる,おそれる,"1. to fear, to be afraid of",N3,15,お前が それを持つことを<b>恐れ</b>ているんだ｡,You're afraid of having it.,"E001, E007, E017, E026, E037, E051, E061, E082, E086, E127, E129",
以来,いらい,"1. since, henceforth",N3,15,12年前の事件<b>以来</b>里には あるおきてが作られた｡,"Since the incident 12 years ago, a certain rule has been established in the village.","E001, E011, E020, E047, E057, E068, E069, E070, E104, E117, E123, E129, E135",
えらい,えらい,"1. great, excellent, admirable, remarkable, distinguished, important, celebrated, famous, eminent<br>2. very troublesome, awful, terrible<br>3. tiring, tough<br>4. very, extremely",Unlabeled,15,<b>えらい</b>ことになったぞ！,Something terrible happened!,"E001, E008, E023, E029, E030, E031, E042, E056, E073, E083, E122, E123",
エリート,エリート,1. elite,Unlabeled,15,《私は未来の火影候補を何人も育ててきた<b>エリート</b>教師｡,``I am an elite teacher who has trained many future Hokage candidates.'',"E002, E006, E023, E024, E025, E046, E047, E049, E051, E052, E065",
しかたねえ,しかたない,"1. there's no (other) way<br>2. cannot be helped, unavoidable, inevitable, (there's) nothing one can do, having no choice<br>3. it's no use (doing), pointless, useless, no good, insufficient, not enough<br>4. hopeless (person), annoying, troublesome, awful<br>5. cannot stand it, unbearable, cannot help (doing, feeling), dying (to do)",Unlabeled,15,<b>しかたねえ</b> 俺が どうにかすっから,"There's no choice, I'll do something about it","E002, E011, E027, E028, E035, E069, E102, E111, E112, E119, E122, E124, E128",
育てる,そだてる,"1. to raise, to rear, to bring up<br>2. to train, to teach, to educate<br>3. to promote the growth of, to nurture, to foster, to develop",N4,15,よい師匠を<b>育てる</b>ってことだ のう！,It's about raising good teachers!,"E002, E007, E020, E026, E037, E051, E072, E073, E082, E083, E094, E100, E107, E135",
切る,きる,"1. to cut, to cut through, to perform (surgery)<br>2. to sever (connections, ties)<br>3. to turn off (e.g. the light)<br>4. to terminate (e.g. a conversation), to hang up (the phone), to disconnect<br>5. to punch (a ticket), to tear off (a stub)<br>6. to open (something sealed)<br>7. to start<br>8. to set (a limit), to do (something) in less or within a certain time, to issue (cheques, vouchers, etc.)<br>9. to reduce, to decrease, to discount<br>10. to shake off (water, etc.), to let drip-dry, to let drain<br>11. to cross, to traverse<br>12. to criticize sharply<br>13. to act decisively, to do (something noticeable), to go first, to make (certain facial expressions, in kabuki)<br>14. to turn (vehicle, steering wheel, etc.)<br>15. to curl (a ball), to bend, to cut<br>16. to shuffle (cards)<br>17. to discard a tile<br>18. to dismiss, to sack, to let go, to expulse, to excommunicate<br>19. to dig (a groove), to cut (a stencil, on a mimeograph)<br>20. to trump<br>21. to cut (the connection between two groups) (in go)<br>22. to start a fire (with wood-wood friction or by striking a metal against stone)<br>23. to draw (a shape) in the air (with a sword, etc.)<br>24. to finish, to complete",N5,15,疲れ<b>切っ</b>たときに不意をつくつもりだろう｡,I'm guessing they're planning on catching you by surprise when you're exhausted.,"E002, E004, E007, E008, E010, E027, E035, E036, E074, E076, E094, E103, E107, E115, E116",
吹く,ふく,"1. to blow (of the wind)<br>2. to blow (one's breath), to breathe out, to blow on (hot tea, candles, etc.), to puff<br>3. to play (a wind instrument), to blow (a whistle, trumpet, etc.), to whistle (a tune)<br>4. to emit (smoke, fire, etc.), to spout, to spew, to puff out<br>5. to sprout, to put forth (buds)<br>6. to appear (on the surface), to form, to be coated with (powder, rust, etc.)<br>7. to burst out laughing, to burst into laughter<br>8. to brag, to talk big<br>9. to smelt, to mint",N5,15,そうだ あいつに一泡 <b>吹か</b>せてやる！,"That's right, I'll make him blow a bubble!","E002, E023, E065, E066, E067, E068, E069, E070, E071, E072, E073, E074, E075, E076, E077",
勝ち,かち,"1. win, victory",N3,15,もう<b>勝ち</b>は決まってんだ！,Victory is already decided!,"E003, E022, E043, E057, E068, E072, E073, E089, E103, E104",
どく,どく,"1. to step aside, to move (i.e. out of the way), to make way<br>2. to resign, to retire, to quit, to secede",Unlabeled,15,お前ら２人は少しでも休ん<b>どけ</b>｡,You two should get some rest.,"E003, E035, E059, E068, E073, E086, E093, E094, E095, E097, E111, E113",
当然,とうぜん,"1. natural, right, proper, just, reasonable, appropriate, deserved<br>2. naturally, as a matter of course, rightly, deservedly, justly, of course",Unlabeled,15,<b>当然</b>よ ナルトがサスケ君にかなうもんですか｡,"Of course, Naruto can match Sasuke.","E003, E010, E025, E026, E052, E061, E070, E101, E104, E105, E111, E127, E128",
解ける,とける,"1. to be solved, to be resolved<br>2. to loosen, to come untied, to come undone<br>3. to be removed (of restrictions), to be lifted (e.g. a ban), to be broken (spells, curses, etc.)<br>4. to dissipate (of anger, tension, etc.), to melt away, to ease, to be appeased, to be resolved (of a dispute, misunderstanding, etc.), to be cleared up",N3,15,でも あの五行封印を<b>解ける</b>のは,But the one who can break that five-element seal is,"E003, E016, E017, E024, E025, E045, E069, E070, E077, E078, E079, E080, E094, E122",
優しい,やさしい,"1. tender, kind, gentle, graceful, affectionate, amiable",N4,15,ほれた男には<b>優し</b>さを見せるもんだ｡,Show kindness to the man you love.,"E003, E017, E019, E021, E022, E046, E057, E091, E098, E110, E114, E123, E131",
取れる,とれる,"1. to come off, to be removed<br>2. to disappear (of pain, a fever, etc.)<br>3. to be caught, to be harvested<br>4. to be interpreted (as), to be taken (as)<br>5. to be attained (of balance, etc.)<br>6. to be obtainable",N3,15,俺を殺す気で来ないと<b>取れ</b>ないからな｡,You can't take it unless you come with the intention of killing me.,"E004, E005, E022, E031, E035, E045, E051, E069, E094, E115",
強さ,つよさ,"1. strength, power",Unlabeled,15,赤丸が においで敵の<b>強さ</b>を判断するのは知ってんだろ｡,"You know that Akamaru judges the enemy's strength by smell, right?","E004, E016, E018, E024, E042, E047, E058, E059, E076, E077, E113, E124, E133",
っこ,っこ,"1. someone with a liking or characteristic, a true representative of (place)",Unlabeled,15,でも もう無理よ こんなに港から離れたら勝て<b>っこ</b>ないわ！,"But I can't do it anymore. If I stay this far from the port, I won't be able to win!","E005, E012, E047, E049, E052, E062, E087, E089, E103, E109, E115, E116",
おじ,そふ,1. grandfather<br>2. old man<br>3. kyogen mask used for the role of an old man,Unlabeled,15,橋を作ってる <b>おじ</b>さんが邪魔になったってわけね｡,The old man who was building the bridge got in the way.,"E006, E007, E011, E018, E032, E034, E053, E084, E085, E092",
